time,pelvis_tilt_moment,pelvis_list_moment,pelvis_rotation_moment,pelvis_tx_force,pelvis_ty_force,pelvis_tz_force,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_r_moment,knee_angle_r_beta_force,knee_angle_l_moment,knee_angle_l_beta_force,L5_S1_Flex_Ext_moment,L5_S1_Lat_Bending_moment,L5_S1_axial_rotation_moment,Abs_r3_moment,Abs_r2_moment,Abs_r1_moment,Abs_t1_force,Abs_t2_force,ankle_angle_r_moment,ankle_angle_l_moment,L4_L5_Flex_Ext_moment,L4_L5_Lat_Bending_moment,L4_L5_axial_rotation_moment,subtalar_angle_r_moment,subtalar_angle_l_moment,L3_L4_Flex_Ext_moment,L3_L4_Lat_Bending_moment,L3_L4_axial_rotation_moment,mtp_angle_r_moment,mtp_angle_l_moment,L2_L3_Flex_Ext_moment,L2_L3_Lat_Bending_moment,L2_L3_axial_rotation_moment,L1_L2_Flex_Ext_moment,L1_L2_Lat_Bending_moment,L1_L2_axial_rotation_moment,L1_T12_Flex_Ext_moment,L1_T12_Lat_Bending_moment,L1_T12_axial_rotation_moment,neck_flexion_moment,neck_bending_moment,neck_rotation_moment,arm_flex_r_moment,arm_add_r_moment,arm_rot_r_moment,arm_flex_l_moment,arm_add_l_moment,arm_rot_l_moment,elbow_flex_r_moment,elbow_flex_l_moment,pro_sup_r_moment,pro_sup_l_moment,wrist_flex_r_moment,wrist_dev_r_moment,wrist_flex_l_moment,wrist_dev_l_moment,TrialID
0.0,2.4310013166438074,43.77647424470251,-0.21047112489540182,-11.301957542826566,632.4773886505387,-1.5210965839214732,-46.02126713224508,3.4612597833987073,0.12279920782679532,-47.04623759122545,-2.680890866385629,0.5041254079869215,9.979088804549015,0.026330855343137227,10.11376224948366,0.027116176297385594,36.640129059405254,-4.207701743310481,1.9516462077549417,0.0005397054183006535,-5.601549673202664e-05,3.3144627450980936e-05,-0.007376938676470585,-0.0012417249640522857,0.20888815661111104,0.3094565231666667,29.540791793529454,-3.2354607477516573,1.7041394874085296,-0.032881009993463835,-0.04894244803594771,21.076571527408532,-2.318480240957538,1.6820521783987339,-0.020681117313725482,-0.02505765286274509,13.22126786538567,-1.6245504669150475,1.765871639101353,6.452896443016377,-1.1557351031176555,1.8553046178889263,-0.597233724542447,-0.7907854604248391,1.980035635529447,-16.980273142366016,-0.8874836012254197,-0.2331281478071878,-7.085283376434642,0.3579864517810465,1.6016339782745095,-6.901055053568629,-0.5586187054150316,1.3677255893529412,-0.015092831588234917,-1.198788268176471,0.25064884131045745,0.05007779173529418,0.008446825228758234,0.24483503447385613,-0.13006005508496735,0.18363424502614378,0_2_86_p0
16.66594,3.1672525795919775,38.129380918091925,0.9032184837880604,5.855413905877816,621.6842193819045,3.5531960544818464,-45.769334281572824,4.509373688888898,0.02082608889122206,-45.183175568431345,-3.241564644929043,-0.3543838567539713,10.158437320536413,0.025931239439775898,9.893352241220358,0.025767783685340793,40.22903844030159,-5.5725412887586465,3.8370988956750933,0.0005526679673202614,-8.018147012138215e-05,5.7895236694678194e-05,-0.007287963949579831,-0.0010528381083099903,0.20229185996545287,0.320864672662465,32.87962990789919,-4.30114438128806,3.4816212993482876,-0.019530862927637598,-0.05835649403034546,24.173579818234842,-3.027054522456128,3.4509066176284113,-0.019641577712885157,-0.025673542778711485,16.093811236597134,-1.977881833105517,3.584447685018703,9.089864167666219,-1.172067827676476,3.731554316740448,1.7968771578384883,-0.43436261497665923,3.93752778868069,-16.423497769585907,3.641556803501436,-0.09910287668674053,-7.048251488885624,0.4379555150023347,1.596879650417367,-6.872536532518209,-0.4444771985382815,1.397106345697479,0.012685920995798506,-1.2111407823991602,0.2507610982082166,0.05440517648319333,0.014431029255368849,0.2407368993618114,-0.13465541715079365,0.17874493032726427,0_2_86_p0
33.3326,3.4346388883842573,34.43101353387197,1.4702407876950765,17.877471403521035,613.7914187408397,6.419142441181881,-45.629398813793266,5.2410240007677995,-0.033934262522265723,-43.88053495019122,-3.710688096918914,-1.0333081073605193,10.298128990054838,0.025642327046433957,9.7221315902432,0.024790656610895644,42.60979533696178,-6.2482993445564174,4.827576142451099,0.0005599547880485527,-9.245444954392024e-05,7.078236339151062e-05,-0.007220331129605689,-0.0009337120115636005,0.19839470290393602,0.32722981255095884,35.10215677819491,-4.7790224670050305,4.400549610178376,-0.010446028249766516,-0.06862673938371758,26.241328627592726,-3.274296273711238,4.361417760725793,-0.018910881408748127,-0.025892361718595134,18.01572076826702,-2.002368786349425,4.525699342335002,10.857409678077756,-0.992040752489014,4.710828166436081,3.4054188748175753,-0.03292060562684185,4.971996459963805,-15.997058246614566,6.47973751413328,-0.010381481189542324,-7.032128986517062,0.49548424882855735,1.597909836813618,-6.8334054851281,-0.3524317389266681,1.4206818236887524,0.03242078919392377,-1.2164996470048486,0.251793136019572,0.05742514918034911,0.01910159248958559,0.23875353688982265,-0.13802258535161244,0.17472565421812833,0_2_86_p0
49.99926,3.324662821996262,32.42188314830333,1.5891039081919112,25.386652737913558,608.46365012156,7.438366607754798,-45.57840955315602,5.697096282856427,-0.049435710004668454,-43.073585946836886,-4.095513965834376,-1.5435721571610281,10.39988313044969,0.025449492589959065,9.597106048523026,0.024137551403864123,43.94136419371714,-6.355563720769153,5.076450586355961,0.0005624348749551102,-9.490343323996265e-05,7.376757616892918e-05,-0.007171789153199743,-0.0008743205639589185,0.19679497041399135,0.32933696531329454,36.35487918664513,-4.775732004096888,4.60973964178165,-0.005004111399770153,-0.0794765779434748,27.414819630317524,-3.149161129528048,4.562908192778864,-0.01845305259060549,-0.025778783784960145,19.111841314756813,-1.76792220417568,4.7416866884170155,11.869907417924942,-0.6659567136864913,4.947594922271201,4.331938602274652,0.3859661378144069,5.240774991844856,-15.6841215657622,7.873424171831497,0.039256873591395264,-7.032760189474758,0.5317729697504131,1.6034378114527044,-6.787945902842494,-0.2796451379100053,1.4390932158720104,0.04528480308532641,-1.2163534268577898,0.25352887842979255,0.05924815953264387,0.02263170636680313,0.23851308257322423,-0.14032664016756446,0.17152967203181793,0_2_86_p0
66.66592,2.928826959403607,31.842500817646695,1.3583159666448272,29.00539569686581,605.3655769182812,6.972492585776767,-45.59331532391071,5.9184760989757965,-0.03363211714698672,-42.697598768700175,-4.403294995154566,-1.896100819483803,10.465419059066367,0.025338110497198887,9.515281368030678,0.023761224394060202,44.382709454899,-6.014922227462212,4.737094865662678,0.0005609772225095166,-8.959741944983114e-05,6.881244365438483e-05,-0.007140086957013576,-0.0008646376556417459,0.19709094748304978,0.3279711534306184,36.78430391547835,-4.397909991757949,4.258006616040964,-0.00258271781756806,-0.09062940355702792,27.829054501244585,-2.740604724711735,4.204700498875607,-0.018232115447748352,-0.02539748308037062,19.507017730428,-1.3444529641131913,4.3844698006315115,12.241731830881736,-0.24411854740012984,4.59632333954118,4.679983516089559,0.7947231855368809,4.901196726789906,-15.467854719339016,8.068982417757473,0.056033022563060614,-7.045989417904516,0.5480219942586009,1.6121768483240684,-6.740441777105584,-0.22328020681810712,1.452981714792502,0.05245099274919192,-1.2121906868222372,0.25575224912414724,0.05998465724595996,0.02519456232241614,0.23964367192735053,-0.1417326620787905,0.169110239101415,0_2_86_p0
83.33258000000001,2.3386338795819084,32.43337759816275,0.8763850844200902,29.356138068188258,604.1618625252189,5.383144406823952,-45.65106495030696,5.946049012946922,0.005522652459779079,-42.68784362611291,-4.641283928358617,-2.101818907657149,10.496456093250272,0.025293555195001084,9.473663300736991,0.02361443191129787,44.09279556483867,-5.346962674700954,3.9628816186442544,0.0005564508251813546,-7.86054064138475e-05,5.7878534475328555e-05,-0.007122973477698774,-0.0008946371767578848,0.19888091909854214,0.3239173993840767,36.53693774692308,-3.752193429182533,3.494165754839174,-0.002559452943079809,-0.1018086100717877,27.619034915209244,-2.1375826940674774,3.4361172641040056,-0.01821209416946781,-0.02481313370739066,19.32609486964207,-0.8018719436908668,3.6061087563452565,12.087257360622093,0.22317091023884905,3.8114821735413935,4.553100792142132,1.165776107730374,4.110595007265017,-15.33142469965522,7.312777893072596,0.04616780063244211,-7.067660991952136,0.5454316388438196,1.6228402214171518,-6.695177099361564,-0.18049975698078757,1.4629885129954754,0.05509238826470582,-1.205499991762444,0.258247171787905,0.05974509202617974,0.026963351791819287,0.24177344046753585,-0.14240573156543135,0.16742061076000153,0_2_86_p0
99.99924,1.645586161506782,33.93502454611218,0.24181938288396482,27.06131763969138,604.5171703365887,3.0319461024725207,-45.7286072565944,5.820700588590822,0.060074735224628556,-42.97959072940692,-4.816733508925665,-2.1716512350093735,10.494713550346802,0.02530120111021332,9.46925759861281,0.02364993028539109,43.23058696786747,-4.472272872550738,2.9071834835736885,0.0005497246774402069,-6.39963923723335e-05,4.292741725921137e-05,-0.007118197651906918,-0.0009542930174531373,0.2017631702478993,0.3179607256548158,35.759287463207826,-2.945219315564961,2.467032280059137,-0.00431192221622495,-0.11273759133516487,26.91976254704685,-1.4290506724004532,2.406481073552041,-0.01835701294505497,-0.024090409768584366,18.69391758676051,-0.21009002043761593,2.5586636329250183,11.520858450819969,0.6856088230992241,2.747540179567215,4.05483760631221,1.4715504745846797,3.0263031757362535,-15.257998499021015,5.851176238938248,0.015882042706528293,-7.0936192317634195,0.525202219996768,1.6341412047213966,-6.656435861054625,-0.14846659972786064,1.4697548030261802,0.054382019711053595,-1.1977699065426637,0.2607975701063349,0.05863991357918555,0.028111266210407243,0.24453052370911454,-0.14251092910762772,0.16641404234065946,0_2_86_p0
116.66590000000001,0.9411863841538509,36.087952717755854,-0.4468730165972879,22.743372199185657,606.0961637466097,0.2805217042986445,-45.80289106702288,5.583316389728538,0.12207026755656177,-43.50811028891427,-4.93689648033487,-2.116522614868791,10.461910747701417,0.0253464226696834,9.499070013629012,0.02382047584615398,41.95504810831697,-3.5114406310769426,1.7233730987239912,0.0005416677737556592,-4.7839375565611116e-05,2.592066063348431e-05,-0.007123508416289633,-0.0010335790678733087,0.20533598591855318,0.3108861547239836,34.59785984656128,-2.0836246500995586,1.3254214135837175,-0.0072177310769231135,-0.12313974119457083,25.866239071592908,-0.7039642945158404,1.2651145123076992,-0.018630895963801006,-0.023293985366515967,17.735330736144896,0.3609819281176498,1.394194507737564,10.656909545149382,1.0928923550497807,1.5589661129140355,3.2887411344796575,1.684471856289603,1.8056545746696933,-15.23074310974669,3.9305430965158603,-0.028603416307692413,-7.119708457484203,0.48853405420814766,1.6447930722262536,-6.6285020536289965,-0.12434354638914091,1.4739217774298723,0.051492917167421104,-1.1904889960271556,0.26318736776470736,0.05677957161086005,0.02881149701357482,0.2475430571674222,-0.14221333518552115,0.1660437891764715,0_2_86_p0
133.33256,0.5122408180181014,38.23688082635315,-0.8642204076470643,18.23401419112228,607.5829855821662,-1.740679112624445,-45.74761298659755,5.388385494506817,0.17082616732126796,-44.106192390751374,-5.084005632506815,-1.9673823435203737,10.38745168986431,0.025352580923077066,9.559178114769285,0.02397900741176484,40.65704774850701,-2.7848165833393814,0.8738293036832618,0.0005341468325791884,-3.614295927601829e-05,1.2676343891402778e-05,-0.007128398832579225,-0.0011063050135746667,0.2083824672579197,0.30539905380995647,33.41613537587349,-1.4532013419095096,0.5192725943800924,-0.008565902687782852,-0.1339153826334849,24.798953584126835,-0.20331333210859748,0.46223817804525064,-0.018938305466063454,-0.0226109556289594,16.771689636280637,0.7195633429592809,0.5688545242443461,9.7961663882082,1.3048389655746688,0.7068554108325824,2.5342945894208295,1.7248306287420916,0.915705014850683,-15.152079193429948,2.235455443185533,-0.06979655034389176,-7.132912591457053,0.43368170923077176,1.651471624615394,-6.627378142796417,-0.09420036302262493,1.4797777129411847,0.04865329563800932,-1.1886158985610924,0.26516087256108745,0.05439036461538492,0.029425047466063513,0.25015092872398326,-0.14212109660633562,0.16627348237104167,0_2_86_p0
149.99921999999998,0.24883781689592782,40.89892056666991,-1.1824135639276094,11.565556444714998,610.7156383494604,-3.7430897515294355,-45.64380008089618,5.0663251511855485,0.21332855624434516,-44.970979917891654,-5.14885178237107,-1.6201706982534032,10.263224525411822,0.025394176325791995,9.66866810096838,0.024276007502262578,39.00561508428076,-2.1877774072579292,0.1271988384977369,0.0005264279819004554,-2.628927601809967e-05,3.892579185520239e-07,-0.007148263185520401,-0.0011913845882353007,0.21172324601810072,0.29860635151131387,31.900467072678907,-0.975663253737561,-0.17171706038009288,-0.010901436832579246,-0.14291730390950308,23.41812286250692,0.11849671050678921,-0.2208197129321292,-0.019384753330316848,-0.021837412696832703,15.515153906036286,0.877746430796386,-0.1401856174027172,8.664864658362038,1.301011028651592,-0.03662593219004692,1.5320610003258004,1.535387722334851,0.12124629719456942,-15.16360599768334,0.25198061369230784,-0.12359679600000069,-7.138236986298683,0.35772522101357673,1.6542237677918645,-6.654506448760218,-0.07405284620814519,1.482082954805438,0.04427640575565635,-1.18930911705883,0.2662331804434404,0.050870291013574945,0.029376974054298805,0.2523059764886892,-0.14150672204524967,0.16765558999095115,0_2_86_p0
