time,left_back,right_forward,right_back,left_forward,COPXc,COPYc,COPXc_20,COPYc_20,COPXc_51,COPYc_51,COPc,TrialID
0.0,1.0944370666278307,0.8304265399773292,1.521879670894319,1.3730306376431778,0.0,0.0,-2.125020325094711e-07,-3.246000888876585e-05,-3.5379920156633446e-05,-9.3132425244101e-05,0.0,0_2_71_p0
2.000052725634305,1.0945257020811034,0.8304277417564324,1.5217918510732513,1.3728458241824053,9.559965535643755e-06,-0.00018442731387446898,9.962600965688006e-06,-0.00012292413913781526,1.566266422597354e-06,-0.00010620352480485596,0.00018467492261808205,0_2_71_p0
4.000105462182546,1.0946175713706263,0.8304492496353121,1.5217379171524201,1.3727050692849332,1.6459565997717363e-05,-0.00015718238728412715,1.6470750315216906e-05,-0.0001554739657639233,2.5330512936186482e-05,-0.00011047015591100242,0.0001580418304917105,0_2_71_p0
6.00015819145483,1.0947085648924868,0.8304850200328804,1.5217098243149474,1.3726018811011396,1.987222202881611e-05,-0.00013031847061339974,1.97375716178952e-05,-0.0001508865257809221,3.8297252848130545e-05,-0.00010741726912172686,0.00013182491794565282,0_2_71_p0
8.000210920727113,1.0947951237854334,0.8305297433226668,1.5217003955107495,1.372530288150472,2.0328543309133806e-05,-0.00010399974962993497,2.0190055142864983e-05,-0.00012515402786890948,4.2616394761953954e-05,-9.840304864400487e-05,0.00010596790833153446,0_2_71_p0
10.000263649999397,1.0948742124844686,0.8305788070924014,1.5217032818688963,1.3724848203254276,1.832925389066986e-05,-7.837911249142238e-05,1.8252937370928515e-05,-9.003657698380897e-05,4.021355659360588e-05,-8.466368907603534e-05,8.049376884661122e-05,0_2_71_p0
12.00031638290966,1.094943291274439,0.8306282594035982,1.5217129231099666,1.3724604898955355,1.43451921887916e-05,-5.3598149736266976e-05,1.4345082538884245e-05,-5.361489896692899e-05,3.280029974435696e-05,-6.731817215067476e-05,5.5484648273956495e-05,0_2_71_p0
14.000369108543964,1.0950002888436292,0.8306747720511392,1.5217245079584096,1.3724527725113367,8.817310992892402e-06,-2.9787154291138762e-05,8.875864183862822e-06,-2.084306515452292e-05,2.1884363273696324e-05,-4.737304347887135e-05,3.1064763541824804e-05,0_2_71_p0
16.00042183417827,1.095043574837353,0.8307156038228574,1.5217339345548995,1.3724575882083663,2.156677453957201e-06,-7.0651214660877315e-06,2.2415466876631333e-06,5.898783012652347e-06,8.779898072228276e-06,-2.5727189293099417e-05,7.386961416643583e-06,0_2_71_p0
18.00047457072651,1.0950719324115452,0.8307485637591208,1.5217377708686957,1.3724712824111334,-5.255526899450302e-06,1.4460251042347494e-05,-5.1783331789116776e-06,2.6251709379775207e-05,-5.382298965430873e-06,-3.1766131907934547e-06,1.538568890880605e-05,0_2_71_p0
20.000527303636773,1.0950845307863535,0.830771974412416,1.5217332151099994,1.3724906069371037,-1.3068006179395297e-05,3.46925631538042e-05,-1.7022740802883518e-05,4.429678572646648e-05,-1.9644550767755496e-05,1.9580787122217556e-05,3.70721826129162e-05,0_2_71_p0
22.000580029271077,1.0950808977997308,0.8307846351069316,1.5217180561423123,1.3725127010006797,-2.09593501248051e-05,5.354671240143105e-05,-2.4842327492867464e-05,6.24334706218096e-05,-3.321206591341449e-05,4.194044308827592e-05,5.750256313118344e-05,0_2_71_p0
24.000632754905382,1.0950608924610274,0.8307857851981415,1.5216906338947949,1.372535072217182,-2.8638034106354127e-05,7.094889393277626e-05,-3.231469901703841e-05,7.908552198162546e-05,-4.544270445837405e-05,6.338633855446104e-05,7.651066950276307e-05,0_2_71_p0
26.000685487815645,1.0950246775045822,0.830775067332389,1.521649799774623,1.372555577606831,-3.5842419128240266e-05,8.683660051378439e-05,-3.919315919421731e-05,9.419608137691946e-05,-5.5836743763000785e-05,8.348623302915497e-05,9.394293053633691e-05,0_2_71_p0
28.000738220725907,1.0949726919433151,0.8307524907064703,1.5215948770793468,1.3725724045987266,-4.234075182374397e-05,0.00010115862252035868,-4.5260897474561014e-05,0.00010771958799284394,-6.402664431916501e-05,0.00010188688493860886,0.00010966223677828342,0_2_71_p0
30.000790946360212,1.094905623622319,0.8307183943272175,1.5215256214092494,1.3725840520348316,-4.7931164458336895e-05,0.00011387504794546643,-5.033098901750827e-05,0.00011962177835550295,-6.976681557734376e-05,0.0001183092748835077,0.00012355129732590596,0_2_71_p0
32.000843679270474,1.094824381772452,0.830673410271083,1.5214421810797025,1.3725893111739502,-5.2441674933234594e-05,0.0001249572623978068,-5.4303633379392186e-05,0.0001311759481681653,-7.292338177372382e-05,0.00013254382889553678,0.0001355154850773792,0_2_71_p0
34.00089640854276,1.0947300695639284,0.8306184269437223,1.5213450575335272,1.372587246695712,-5.573018677429431e-05,0.00013438794910047847,-6.0219060127905456e-05,0.0001335089259672117,-7.34639477573054e-05,0.00014444564169394745,0.0001454853070977634,0_2_71_p0
36.00094913781504,1.0946239566599123,0.8305545523395783,1.5212350657533495,1.3725771777045508,-5.768448914400537e-05,0.00014216108888831513,-5.5976057700737906e-05,0.00014368145621101693,-7.144736481700517e-05,0.0001539296999421231,0.00015341862820960272,0_2_71_p0
38.001001867087325,1.0945074517701074,0.8304830773014644,1.52111329467396,1.3725586587336867,-5.8222256834827846e-05,0.00014828196021632323,-5.207509428865394e-05,0.00015903197976837677,-6.701349650875784e-05,0.0001609661055041438,0.00015930276493688337,0_2_71_p0
40.00105459635961,1.0943820752043514,0.830405438780148,1.5209810675946704,1.3725314607491075,-5.7291050270968924e-05,0.000152767139150356,-5.218494141385382e-05,0.0001622536181206251,-6.0372984482621676e-05,0.00016557529870135299,0.00016315656053415357,0_2_71_p0
42.00110732563189,1.0942494314262057,0.8303231830939346,1.520839902591673,1.3724955521535491,-5.4868315506606535e-05,0.00015564449937155445,-5.691527715687483e-05,0.00015954218031827725,-5.179701430988116e-05,0.0001678232815689241,0.0001650325490052018,0_2_71_p0
44.001160054904176,1.094111181606549,0.8302379291882507,1.5206914729303973,1.3724510797904776,-5.096138423121843e-05,0.00015695321217634728,-4.742776398388342e-05,0.00015188082597227613,-4.1607081310148545e-05,0.0001678168411124239,0.00016501931249170615,0_2_71_p0
46.00121278781444,1.0939690161771685,0.8301513318952278,1.5205375674778685,1.3723983499480696,-4.5607473763364936e-05,0.0001567437464791155,-5.2547435968821953e-05,0.00014096128982939716,-3.0164756378468577e-05,0.00016569877256438116,0.00016324412308988415,0_2_71_p0
48.00126551344874,1.093824627384352,0.8300650451932862,1.5203800511150658,1.372337809363194,-3.887368705202121e-05,0.00015507786880153418,-5.345992572479185e-05,0.00013215586783181507,-1.786145181242194e-05,0.00016164310264084965,0.00015987591731416064,0_2_71_p0
50.001318246359006,1.0936796818585919,0.8299806854789452,1.520220825171675,1.3722700262456096,-3.085701438720889e-05,0.00015202863722540982,-4.308202963899258e-05,0.00013309147719977704,-5.108187139291238e-06,0.00015585031280026767,0.00015512853339572216,0_2_71_p0
52.00137097926927,1.0935205640244297,0.8298982483789568,1.5200577396120858,1.3722065699440769,-2.2948523883403737e-05,0.00017630999223028354,-2.441710269585748e-05,0.0001445178305229292,2.827119714011348e-06,0.00014496570111570663,0.0001777972106324219,0_2_71_p0
54.001423701265594,1.0934806759109676,0.8298407334296465,1.519942616051235,1.3721598982279197,-8.607868054122392e-05,5.082500884512342e-05,-5.9694290353706645e-06,0.00015214911765773224,1.635516718938002e-05,0.000141040894446738,9.996359721331039e-05,0_2_71_p0
56.001476434175856,1.0934098171541855,0.8298043581383849,1.5198212391370756,1.372075600208372,-2.59542909120114e-06,7.156236013239337e-05,2.0370629125090724e-05,0.00014881515786657428,2.201204679508036e-05,0.00013307306018407993,7.160941027466862e-05,0_2_71_p0
58.00152916344814,1.093288486248248,0.8298025634849593,1.5196988989195994,1.3720224822784683,5.0313964939263656e-05,0.00018875854008459925,4.571956665744196e-05,0.00014451448275293644,2.5176259944774335e-05,0.00012188078942942953,0.00019534912726392896,0_2_71_p0
