time,pelvis_tilt_moment,pelvis_list_moment,pelvis_rotation_moment,pelvis_tx_force,pelvis_ty_force,pelvis_tz_force,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_r_moment,knee_angle_r_beta_force,knee_angle_l_moment,knee_angle_l_beta_force,L5_S1_Flex_Ext_moment,L5_S1_Lat_Bending_moment,L5_S1_axial_rotation_moment,Abs_r3_moment,Abs_r2_moment,Abs_r1_moment,Abs_t1_force,Abs_t2_force,ankle_angle_r_moment,ankle_angle_l_moment,L4_L5_Flex_Ext_moment,L4_L5_Lat_Bending_moment,L4_L5_axial_rotation_moment,subtalar_angle_r_moment,subtalar_angle_l_moment,L3_L4_Flex_Ext_moment,L3_L4_Lat_Bending_moment,L3_L4_axial_rotation_moment,mtp_angle_r_moment,mtp_angle_l_moment,L2_L3_Flex_Ext_moment,L2_L3_Lat_Bending_moment,L2_L3_axial_rotation_moment,L1_L2_Flex_Ext_moment,L1_L2_Lat_Bending_moment,L1_L2_axial_rotation_moment,L1_T12_Flex_Ext_moment,L1_T12_Lat_Bending_moment,L1_T12_axial_rotation_moment,neck_flexion_moment,neck_bending_moment,neck_rotation_moment,arm_flex_r_moment,arm_add_r_moment,arm_rot_r_moment,arm_flex_l_moment,arm_add_l_moment,arm_rot_l_moment,elbow_flex_r_moment,elbow_flex_l_moment,pro_sup_r_moment,pro_sup_l_moment,wrist_flex_r_moment,wrist_dev_r_moment,wrist_flex_l_moment,wrist_dev_l_moment,TrialID,lowerbody_torque_sum,leg_torque_sum,head_torque_sum,arm_torque_sum,lowerbody_torque_sum_change,leg_torque_sum_change,head_torque_sum_change,arm_torque_sum_change
0.0,-3.3445796806830086,14.708271813408608,-1.7417412223071924,17.550213086552144,597.9816696037617,-14.887548462009534,-30.782770003294132,9.948418884490193,0.03174378751960769,-30.368717699153617,-13.252888543699338,0.6731156137352972,7.156905892261453,0.008493114405228756,5.733982742372555,0.008181469594771227,39.64916192340522,-1.6949100641372585,2.1992201653006536,0.0005766197614379087,-8.561457516339884e-05,0.0001511054052287583,-0.007384513797385616,-0.0009532609640522852,0.026597226924836733,0.12859192393464053,32.27492323659476,-1.22010781560458,1.8825736562549034,0.05682767774509767,-0.19611360151633975,23.74656020291501,-0.42696645302941594,2.0141046883366016,-0.011902010101307188,-0.012131251196078429,15.922805661620899,0.4433171024869233,2.3623812044869297,9.15818197543136,1.3241178894150285,2.7062426024346404,2.171366590921557,2.376840179343134,3.1489960635784318,-14.994903918310483,3.8102597122189725,0.11133556559477178,-6.977001668444439,1.7696959993039192,2.075325931281044,-6.9418032030751595,-2.0087309361699344,1.6775799229411756,-0.13669972403267994,-0.5441045177483673,0.04376127384967321,0.027625237611111207,0.13719384740849666,0.15554008022549032,0.16220329617973855,0.08953989176470603,0_2_57_p1,48.73864241626065,9.173810182555115,15.471833058887638,10.56172414560905,2.7848040102028926,0.4054329066757654,-0.21036690866181368,0.15431528432351724
16.66562,-2.873275262454719,24.95437089356262,-1.4513995915018698,0.09352321696539079,610.2844697492519,0.028436974965146078,-34.49262748056303,9.297076455960788,0.05974162882212871,-33.61084897903457,-12.805257567894024,1.1006711607941189,8.230037813739038,0.0092210228015873,6.318275055985999,0.007429313152194204,37.67083249781,-2.6024837480448175,2.26222117789169,0.0005986748524743231,-0.00010680590569561161,0.00015388220494864626,-0.007453284903828195,-0.000766107490662931,0.041302055909430486,0.12646005182679743,30.4653788416648,-2.0847474890359488,2.033519854595239,0.02188933625350125,-0.18602471431746034,22.17821842526096,-1.267483626600841,2.250064037069094,-0.011983445115312793,-0.01236494144817927,14.59630689356769,-0.3725250621279191,2.6374905577082175,8.055943562469183,0.5311053407525673,2.98641713725957,1.304135677035009,1.610861176170868,3.3977720529061624,-15.030092235502353,4.587680929606922,0.14396996597992562,-6.909469104529877,1.5869151345140051,2.0473765148594767,-6.577557493628385,-1.8196141776755372,1.649651363508403,-0.1510521381433241,-0.5246875870060701,0.046767675243230625,0.027268273570494928,0.13427823153314655,0.17079452402801132,0.17382006921895424,0.09682864794117656,0_2_57_p1,56.60511210023701,10.378193698355133,15.71531788640279,10.2046683780476,4.707564889685479,0.7142700634872021,0.29058913279029913,0.16563576970910715
33.33228,-2.3753325131878587,33.169087770683895,-1.1092823066478508,-14.438757039776096,618.088333931092,9.620940431012254,-37.4268981810753,8.722004610797573,0.09885172031372538,-36.36197881083753,-12.347646646781122,1.433579265149321,9.11943581821167,0.009914653005745887,6.882510059933962,0.007021017106083458,36.01057432763279,-3.5310402416469486,2.2848214890045973,0.000611989615995116,-0.00012466303993392225,0.0001557196521582994,-0.007482368710119943,-0.0006349056069094308,0.053404717660130704,0.12351389786967613,28.982913438068604,-2.952383078697657,2.126561606120772,-0.0057565339291101025,-0.17698359344103293,20.927603526064676,-2.0948484293367793,2.4147535638941315,-0.012072967056704737,-0.012640798868993752,13.569876747160674,-1.1673638913398325,2.8355096053563535,7.233288123618187,-0.23921593951838482,3.188081575694174,0.6927628324567978,0.8627402723004756,3.571341232241973,-14.707975829827925,4.977457050355678,0.1626606461312937,-6.8718784736012,1.4721031762269992,2.045042808932953,-6.307518469529594,-1.636539363122101,1.6268157821008404,-0.15825521262996486,-0.49040490719891633,0.049170748715542625,0.024335498554873273,0.13218669735193564,0.18348029859976306,0.18351265450068233,0.10002066329185524,0_2_57_p1,63.72307250232345,11.427270822223461,15.528235256613604,9.952133065925805,5.563756449598012,0.8615264225620751,0.5820285383726209,0.16562768820402846
49.99894,-1.8831968974877584,39.54355912684759,-0.7499567588675586,-26.18111543673918,622.2116483168777,14.660338201384427,-39.664273945769864,8.234883496221514,0.14663922108187885,-38.65719513928093,-11.891831386660282,1.6804517127737546,9.835578826102928,0.01055987531056525,7.418541653134242,0.006907056469008119,34.651501073460565,-4.456579431395386,2.258909857724342,0.0006179253692451339,-0.00013917839617898437,0.00015657677275012586,-0.007479856885441355,-0.0005531948929828352,0.06305926155727927,0.11999593438102428,27.803316027221452,-3.803191624824748,2.1548980072719246,-0.02667187742189174,-0.1690741043935935,19.965025991950085,-2.8927783745630222,2.5019171136219205,-0.012174284174603178,-0.012948055351432883,12.810322805449124,-1.9270889440653578,2.9503820458564256,6.654829274108386,-0.9738847373757062,3.3054046063571056,0.30000171908360507,0.14525351620857796,3.664122459361128,-14.1152657931512,5.020887234298073,0.1685135388781872,-6.856511968028947,1.4147530762264613,2.0615734199921723,-6.123523272721975,-1.4660409765581424,1.6090347084583065,-0.15885707976133018,-0.446194736734397,0.0509543338417726,0.019347704881993846,0.13076398802600017,0.19341189515492357,0.19124973419184083,0.09974204950226245,0_2_57_p1,69.62405962553547,12.32156824597948,14.982604374528048,9.789152262667786,5.624561338536754,0.8872881567980928,0.7233088897365829,0.15659062183843178
66.66560000000001,-1.429313879959747,44.26892164412888,-0.40799033928341677,-35.268039726990736,623.4727990742043,15.917006581334306,-41.28344661558564,7.847393259453576,0.20066929021407023,-40.53158590908324,-11.449587393831152,1.84990028964027,10.388945757836389,0.011142560008906127,7.918223734504636,0.007037906253537318,33.57672639588031,-5.355101203741863,2.176375043135891,0.0006178434294692235,-0.00015034439273145148,0.00015641259261653398,-0.007453841098972921,-0.0005145149290741951,0.07041973698121806,0.11614863367858946,26.902375610538627,-4.617350167652264,2.111728154489119,-0.041418638843999,-0.16238011268167798,19.260796309541128,-3.6449909756053627,2.5052985310626656,-0.012291104718128281,-0.013275942788407673,12.284452651482308,-2.6375897792210354,2.9760515776335206,6.285180629169798,-1.6599398387972744,3.3325549178670175,0.08860599881211328,-0.5288230436282024,3.670534592038891,-13.338673217336181,4.759270641266935,0.1626345770499174,-6.855651780183655,1.4043577862959509,2.090216954527833,-6.017409045148716,-1.3146535020321783,1.596269672320621,-0.1534058718061481,-0.39699533402000353,0.05210227019708395,0.012825684869604264,0.12985484671647637,0.20040380490767085,0.19699999045934785,0.09661891825791853,0_2_57_p1,74.19714462355584,13.064263979192987,14.16323798576297,9.701338945383183,5.13023353867521,0.8271055889158285,0.7659007983520112,0.14074698021492466
83.33226,-1.0461289252091537,47.53631200460292,-0.11795043901784852,-41.834017663597606,622.6901723706674,14.161321866114523,-42.36310803146153,7.571214047714726,0.2585070867977807,-42.0202390649629,-11.032690274593378,1.950536781721718,10.790015533835636,0.011648577393629247,8.373410202962944,0.007364041472240184,32.769363955478994,-6.202605445138114,2.0291058043242125,0.0006131051139122314,-0.00015815344789197727,0.00015518613764993195,-0.007412413019895136,-0.0005124052953745615,0.07564019331228895,0.11221446808011931,26.25588118943542,-5.375035747415247,1.990251144212778,-0.05055876281458724,-0.15698548381182237,18.785224965461726,-4.335203745789591,2.418641661026575,-0.012427136936400206,-0.013613693072829135,11.959073868309503,-3.284755955723406,2.906461899112728,6.088955804032435,-2.284420029760968,3.263701198842562,0.021329333539004125,-1.1467133587332454,3.584996488050527,-12.464909194246868,4.233906431095097,0.1461296934757954,-6.861580102435863,1.4304102582190277,2.1242220190306345,-5.981012928753003,-1.1889114235927256,1.5884822034276023,-0.14244972103314657,-0.347744957463227,0.05259839735664008,0.005290230835452138,0.12930401658450053,0.2042705190721828,0.20073210547012138,0.09127738124434387,0_2_57_p1,77.48585436515035,13.659573485428234,13.165153959426524,9.674712393726912,4.290098365764139,0.7119931914587209,0.7533879055071275,0.12024200050857123
99.99892,-0.7660874978413079,49.53686689034486,0.08559555080672276,-46.013536999626666,620.6821543738624,10.163660350977704,-42.98195003433645,7.4180260082259295,0.3177177699204915,-43.15824255163837,-10.652915635246613,1.9909729749909488,11.049267074524245,0.012063797757595349,8.775954957426961,0.007835937137685848,32.212527412843606,-6.975092042035874,1.808990900374274,0.0006050717398190043,-0.00016259797996121523,0.00015285643374272806,-0.007363664317388493,-0.000540405572074985,0.07887467993083382,0.10843590990336142,25.839621765327106,-6.056425404348739,1.7836660728833234,-0.05465419395281179,-0.15297408329056256,18.508622446335817,-4.947134198441499,2.235690348323853,-0.012586089078539113,-0.013950538097608278,11.800994038979974,-3.8544770324890107,2.735556708719135,6.030768413926315,-2.834364096244665,3.0930121379023916,0.06092538516096058,-1.6956413806299273,3.4019270051712986,-11.580684815747261,3.4860937636153864,0.12010482098513255,-6.86657912715611,1.4824034437792513,2.1568372199912753,-6.006172065478026,-1.0953492252883013,1.5856338315190697,-0.12653675971105363,-0.30338186547155843,0.05242655489560438,-0.0027378649027149163,0.12895624079120888,0.2048265288626374,0.2024147613910795,0.0843435501470588,0_2_57_p1,79.60624326159049,14.111982710155168,12.094607711638321,9.695616559185565,3.2825524691315375,0.568429586793072,0.7214668823085482,0.09714374746689249
116.66558,-0.6216350624615408,50.46172298343015,0.16808023906787536,-47.94108548814508,618.267131251388,4.694398331176501,-43.218664465149566,7.3995092882081845,0.3758664986696854,-43.9806843138283,-10.322039082090555,1.9798206554208257,11.177179300325855,0.012374091393665227,9.11771189681453,0.008404068262443486,31.88933042856126,-7.6485608808869205,1.5079190903710498,0.0005951046244343925,-0.00016367040723981992,0.00014938250678733116,-0.007315686660633525,-0.0005920553393665189,0.08027724621719504,0.10505543146606391,25.629386339629104,-6.641696178687821,1.4851720369411854,-0.05426687687782838,-0.1504297766244352,18.40129923878743,-5.464499846886909,1.9501884377647176,-0.012771669393665228,-0.014275709755656188,11.777020746543052,-4.332642568434413,2.4572797048778425,6.075232074081482,-3.2968108242262635,2.8146564236651743,0.1701478155746614,-2.1628310608416417,3.1157450011764887,-10.772711173701417,2.5571317986606488,0.08566589240724035,-6.86293104671497,1.5498302947601896,2.1813111639004648,-6.084723597267002,-1.0405013911674263,1.5876860863348505,-0.1062151201085979,-0.2688443164524901,0.051570582389140564,-0.010737810027149386,0.12865626249773826,0.20188632549321378,0.2020166403891414,0.07644353665158414,0_2_57_p1,80.71128739159617,14.425847026656982,11.072378593275914,9.750767405724002,2.2550638316826537,0.4183575471080514,0.6979474296812853,0.07344311340986616
133.33223999999998,-0.7994456054479671,51.03701452086906,-0.05293947261538379,-48.41894099559305,618.7037545623834,-0.6940063835565649,-43.3457258558283,7.629991055239861,0.4279342315656133,-44.72817539837129,-10.10884334268784,1.9523444008687894,11.204418601176535,0.012588971864253465,9.394673555574713,0.008980520552036249,31.742654859004702,-8.191238742343938,0.9908600493212729,0.0005865628959276051,-0.0001601600180995484,0.00014284266968325873,-0.007301016705882393,-0.0006622223891402751,0.07982206856108642,0.10211966590045306,25.553680914724126,-7.107265371058864,0.9660564697918611,-0.05029748598190075,-0.1503747030135755,18.38082732494128,-5.872461255058857,1.4377808642624519,-0.01302184059728514,-0.014600610217194651,11.798942230072463,-4.711605584751158,1.9494506687058937,6.13216023379189,-3.6702343877466275,2.308067346262457,0.25718611650678874,-2.552141124543001,2.6068631827330466,-10.186259500371094,1.4331871403077008,0.040742218334841894,-6.817416309592798,1.6235082569502353,2.179284244407252,-6.206581303149355,-1.0282504378733084,1.5961734768868867,-0.07363241425339408,-0.24723893252488813,0.04975050472398218,-0.019209317194570252,0.12866207232579258,0.1933958866968337,0.19942348676018212,0.06700893864253431,0_2_57_p1,81.54312138432961,14.623297500338323,10.286669427778778,9.80594477733096,1.3241717698999858,0.27918399441569136,0.7027522783687463,0.05105381822992666
149.9989,-1.2410429018733091,50.22806099837132,-0.5382338980724004,-45.44518974362923,619.8198179907455,-6.8576777657556995,-43.016319219954994,8.027107855185564,0.47575642410860003,-45.011658939285326,-9.897621879384669,1.845235686226255,11.029469845321328,0.012579706171945773,9.572530917529466,0.00963778830769236,31.953956159095203,-8.58189853916747,0.3348089242986445,0.0005778900000000032,-0.00015150414479638095,0.0001350751131221727,-0.007299924352941216,-0.0007517955203619952,0.07725443066063392,0.10036650806334897,25.773159607022766,-7.430240912751174,0.2899359620543005,-0.04135833712217219,-0.15140799523077006,18.582165683077022,-6.14206791860637,0.7500744820814524,-0.013345974253393738,-0.014902065095022708,11.976148939303233,-4.955457710045277,1.2585436109592831,6.286496543701393,-3.9107376544434613,1.6189710256923169,0.3820646275656132,-2.8104813010316905,1.925164289004536,-9.954073760000053,0.0977377435656114,-0.015793236416289668,-6.739717990624472,1.7091636402081545,2.1519806465158493,-6.39192852982809,-1.0930075677375624,1.6126150920181084,-0.03179573483257933,-0.24907378066968444,0.04653700780090524,-0.027032839257918717,0.12898640745701428,0.17873721895022726,0.19375662542986533,0.056441858742081755,0_2_57_p1,81.03807606840076,14.60558899229938,9.954566113716629,9.8885418509621,0.5754869338432611,0.16378000055088981,0.747917188932733,0.031812409391965196
