time,left_back,right_forward,right_back,left_forward,COPXc,COPYc,COPc,TrialID
0.0,1.1102426524291866,0.8357655202643673,1.5065594231473358,1.3895947591005673,-0.00019929125384107228,-0.00016284363474563978,0.0002573617167232105,0_2_96_p1
2.0000527329102624,1.110622859800495,0.8358618840324211,1.5068782174843758,1.3898987830660245,-0.00015377403788985978,-0.00021232473382427463,0.00026216072803244406,0_2_96_p1
4.000105454906588,1.1109327808191238,0.8359137344025057,1.5071481275267633,1.3901018549561615,-0.00010944036151420342,-0.0002577866030460817,0.00028005557562454925,0_2_96_p1
6.000158187816851,1.1111854793954385,0.8359309720437631,1.5073807156693053,1.390221065285683,-6.706889023479069e-05,-0.00029912470042374386,0.0003065515004708359,0_2_96_p1
8.000210917089134,1.1113926225106494,0.8359223175269385,1.507586118536496,1.390271876259402,-2.7310159708316567e-05,-0.00033626825674239365,0.0003373754367405282,0_2_96_p1
10.000263646361418,1.1115645416025155,0.8358953683599298,1.5077731154624712,1.3902681874131186,9.306356803273283e-06,-0.000369178766234243,0.0003692960461678241,0_2_96_p1
12.000316375633702,1.1117102939510486,0.8358566560233388,1.5079491969709635,1.3902224012544997,4.236518096353901e-05,-0.00039784847725321396,0.00040009776231662993,0_2_96_p1
14.000369104905985,1.111837724064217,0.8358117030060198,1.5081206332552566,1.390145488903958,7.15577618923034e-05,-0.0004222988829495684,0.0004283186428670702,0_2_96_p1
16.000421837816248,1.1119535250636492,0.8357650798406304,1.5082925426581395,1.3900470557355318,9.667540869640859e-05,-0.00044257921194453833,0.0004530148932342801,0_2_96_p1
18.00047456708853,1.1120633000703375,0.8357204621391815,1.5084689601518624,1.3899354070177636,0.00011760222300047243,-0.0004587649190049563,0.0004735984942588785,0_2_96_p1
20.000527296360815,1.112171623590343,0.8356806876285867,1.5086529058180895,1.3898176135545803,0.00013430803147764566,-0.00047095617571788525,0.0004897329545438165,0_2_96_p1
22.0005800256331,1.1122821029004972,0.835647813186213,1.5088464533278556,1.3896995773261722,0.00014684131838036822,-0.0004792763611652487,0.0005012665988827567,0_2_96_p1
24.000632754905382,1.1123974394341083,0.83562317187543,1.5090507984215187,1.3895860971298717,0.00015532215807112601,-0.0004838705525984611,0.000508188630785668,0_2_96_p1
26.000685487815645,1.1125194901666633,0.835607429981161,1.5092663273887166,1.389480934221034,0.00015993514755320755,-0.000484904016113058,0.0005105988212534759,0_2_96_p1
28.000738217087928,1.1126493290015322,0.8356006440454317,1.50949268554832,1.389386877953915,0.00016092233900146083,-0.0004825606973233261,0.000508685389794985,0_2_96_p1
30.000790946360212,1.1127873081556725,0.835602317902921,1.509728845728388,1.3893058114225518,0.0001585761722930498,-0.0004770417120369332,0.0005027078649098732,0_2_96_p1
32.000843675632495,1.112933119545332,0.835611459716511,1.5099731767461222,1.3892387771016412,0.00015323240753821102,-0.00046856383692955915,0.0004929830017334339,0_2_96_p1
34.00089640490478,1.1130858561717534,0.8356266390128364,1.5102235118878218,1.3891860424874198,0.00014526305761101066,-0.00045735800021952475,0.00047987258337115136,0_2_96_p1
36.00094913781504,1.1132440735068778,0.835646043717835,1.510477217388838,1.3891471657385426,0.00013506932068010072,-0.00044366777234242343,0.0004637723726185857,0_2_96_p1
38.001001863449346,1.1134058508790483,0.8356675371922977,1.5107312609135282,1.389121061316963,0.00012307451273947608,-0.00042774785662575007,0.0004451017462715494,0_2_96_p1
40.00105459272163,1.1135688528587147,0.835688715267418,1.5109822800352117,1.389106065628811,0.00010971700013923092,-0.00040986257996353205,0.0004242937126259529,0_2_96_p1
42.00110732563189,1.1137303906441356,0.8357069632803426,1.5112266507161232,1.389100002665275,9.544313211631579e-05,-0.00039028438349095884,0.00040178513096565725,0_2_96_p1
44.001160054904176,1.1138874834470844,0.8357195131097207,1.511460555787368,1.3891002496434777,8.070017332529385e-05,-0.00036929231325901293,0.0003780070510015989,0_2_96_p1
46.00121278417646,1.1140369198785511,0.8357235002112547,1.5116800534288766,1.3891038026473586,6.592923636909698e-05,-0.00034717051090909877,0.00035337519416775274,0_2_96_p1
48.00126551344874,1.1141753193344477,0.83571602065325,1.511881145649359,1.3891073422685514,5.155821432978493e-05,-0.00032420670434767454,0.0003282807283543408,0_2_96_p1
50.00131824272103,1.1142991933977275,0.8356941881644757,1.5120598467885353,1.3891072992677282,3.799471329985241e-05,-0.00030069069842531064,0.0003030816628538241,0_2_96_p1
52.00137097563129,1.1144658840350037,0.8355979543974855,1.5121458329173145,1.389107252820284,2.4296047178109725e-05,-0.00027996259898101184,0.00028101486568629034,0_2_96_p1
54.00142370490357,1.1146407115364518,0.835469366296799,1.5122659036799324,1.3891027846540898,1.828276099694001e-05,-0.00025359520560062584,0.0002542533926092136,0_2_96_p1
56.00147643053788,1.114673602305444,0.8353093029584798,1.5123650283127295,1.3890982581466453,1.2771296036015385e-05,-0.00023150415553638127,0.00023185616237886056,0_2_96_p1
58.00152916344814,1.1146512946216054,0.8351580661274219,1.512415934144705,1.3890380737922303,1.0855077427170978e-05,-0.00020815213166711208,0.00020843498416415763,0_2_96_p1
60.0015818963584,1.114630280718991,0.8350370602588157,1.5124435809330168,1.3889358563389596,9.324677297147894e-06,-0.00018421382492892096,0.00018444967579705606,0_2_96_p1
62.001634625630686,1.1145098633345432,0.834920464903783,1.5124123077640432,1.388798705162886,6.969757372954037e-06,-0.00016301897370014126,0.0001631678991226068,0_2_96_p1
64.00168734762701,1.114319244937621,0.8347700003148834,1.5123074968248578,1.3886472606103488,3.6857158564678697e-06,-0.0001440848418460933,0.00014413197477030674,0_2_96_p1
