RHip_x,RHip_y,RHip_z,RKnee_x,RKnee_y,RKnee_z,RAnkle_x,RAnkle_y,RAnkle_z,RBigToe_x,RBigToe_y,RBigToe_z,RSmallToe_x,RSmallToe_y,RSmallToe_z,RHeel_x,RHeel_y,RHeel_z,LHip_x,LHip_y,LHip_z,LKnee_x,LKnee_y,LKnee_z,LAnkle_x,LAnkle_y,LAnkle_z,LBigToe_x,LBigToe_y,LBigToe_z,LSmallToe_x,LSmallToe_y,LSmallToe_z,LHeel_x,LHeel_y,LHeel_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,RShoulder_x,RShoulder_y,RShoulder_z,RElbow_x,RElbow_y,RElbow_z,RWrist_x,RWrist_y,RWrist_z,LShoulder_x,LShoulder_y,LShoulder_z,LElbow_x,LElbow_y,LElbow_z,LWrist_x,LWrist_y,LWrist_z,Time,LHeel_speed,LKnee_speed,LWrist_speed,LWrist_vert_vel,Head_speed,LElbow_speed,Neck_speed,RAnkle_speed,RElbow_speed,RBigToe_speed,LBigToe_speed,Nose_speed,RHeel_speed,RWrist_speed,RWrist_vert_vel,RKnee_speed,LHip_speed,RShoulder_speed,LSmallToe_speed,RHip_speed,LAnkle_speed,LShoulder_speed,RSmallToe_speed,TrialID
25.48204629120675,39.08028731925076,-66.65844435359497,30.03002141300812,47.541153891719276,-109.80861230865382,32.007116968754865,50.03510297332353,-148.82605816286153,34.49187849289,31.949611406675064,-150.6241917370528,28.320113234041848,33.87265853335252,-151.42609960114686,34.82937057576227,58.9628325234988,-157.97508107472675,45.730766891222494,41.536216758368404,-65.79656744133794,48.330953498624666,47.3017554570747,-109.16575922149767,51.53059480303854,52.43646546443239,-150.91097274316198,50.9371725778057,30.77383166873918,-148.36764801235253,56.85098479541493,37.40602106632572,-150.87087574396514,51.616449034842894,56.231923736588044,-157.30950670090763,31.53486951236051,39.121216868433635,-14.522854556065928,29.202891734240676,30.326722872529356,11.199166414186278,30.480363536735616,21.867121714027036,-3.0419439296337796,17.313468743351326,35.88691657182301,-20.932426808049506,12.91799040745055,37.948853526593766,-46.846286686990375,25.95443427594903,27.997711923483664,-64.23548033873762,48.71224102440305,37.90911348681905,-19.812114220909255,54.80035415188045,40.56875868961149,-43.05791497593258,49.1328511031655,28.50384557484646,-60.88370814852338,16.6666666666666,0.02532792234230803,17.487303104554236,0.10578077149543139,3.5099766640550345,1.5817080839289823,8.219715173781555,7.214611076445514,5.144234884544294,18.003908223773685,3.8478974882858203,8.830628881884094,4.72709724650412,6.695158938710446,16.483824078000424,4.521756656519385,15.791478596064279,3.9730743902450083,6.856849342024112,0.4565587819752463,4.455323883870246,6.104901197098713,4.78619533427183,9.553023421962322,0_2_8_p0
25.4859278153581,39.08817835207313,-66.24889865051881,29.92500486315969,48.01128481368077,-110.09970701078318,32.00200583571375,50.11090829930056,-148.67713693058718,34.430380281028754,31.83963292262862,-150.42792974572342,28.254770845917815,34.18779848611624,-151.42689743566774,34.975458252028005,58.85416769397461,-157.9134430106088,45.67594248590133,41.7153138747916,-65.42637137462619,48.22378890801006,46.99422933495637,-108.80344377539063,51.47941686863358,52.24412759885111,-150.8369032945714,50.89602167723201,30.491212487090774,-148.30281340011874,56.83672324567954,37.27613785929765,-150.88626832936666,51.61487047120779,56.22817169009803,-157.31357259156397,31.646153033199937,39.34491380164252,-14.541872998361677,29.220704179882716,30.29596160851163,11.199359758624212,30.58248827676345,21.76344611089819,-2.997091223585718,17.484349788886206,36.21284559659307,-20.88746157260629,12.905113989137368,38.493812735506964,-46.787749180890536,24.909140225076417,27.462054545933974,-64.24999104293691,48.78037579814745,38.08972991634329,-19.845017763495463,55.127305363880986,40.648097834906345,-42.99326522674151,49.72265455361492,28.36432191947706,-60.95632941092157,33.3333333333333,0.17392095150177048,16.53630716566038,21.90179205545966,-3.350099712612359,1.179390338766932,12.578758025335537,8.95959277246174,4.6686743299274625,18.26590894031121,7.976286650005335,10.364169010405083,4.738241527570815,6.4040395347596135,37.79068070217973,-0.6119731655480329,17.33260464399271,12.87222254089042,9.901980603920187,4.921055295086846,14.052041919308618,7.936512328221473,6.7280411934035715,10.27417432140597,0_2_8_p0
25.50675034716115,39.02846959960819,-65.86094724653893,29.840359341643065,48.3920755828079,-110.33383693676566,31.998049735745006,50.16760770945778,-148.56377513076137,34.37193310697319,31.71612974856798,-150.25657871323642,28.198783132208955,34.44651202359708,-151.4398329126935,35.09471183511125,58.75789789849263,-157.86376636424959,45.638468652315254,41.79154560444981,-65.0764386772421,48.137923109568135,46.741253604339164,-108.49426520383814,51.4310509953011,52.06443157005259,-150.76699667899743,50.858435450912864,30.23723195896443,-148.24937402223418,56.80828330189996,37.122646827733355,-150.87942060649186,51.61361572071592,56.22592525463092,-157.3180932252318,31.750404940339767,39.54564029140204,-14.55906886091897,29.234176802328506,30.270433215048904,11.198809674749151,30.66898038206759,21.68061524502915,-2.968166719571603,17.622521963099988,36.450385772583424,-20.84067297903911,12.848026430761808,38.95837382610348,-46.72789597212852,23.91159834646949,27.142633863384553,-64.29291553346127,48.85507177477087,38.247207398823505,-19.872514373184668,55.43370791542473,40.75573860779288,-42.94538007846313,50.360461658292444,28.37451825591717,-61.07959045416646,50.0,0.3062632337606705,15.657522758275732,40.397478654424624,-9.310158288480876,0.8900702646376404,16.13250364369605,10.211282999171488,4.4039753399553705,18.771103058430924,11.277832062642439,11.442773647190382,4.7954087611250396,6.163357706866512,55.035517196078096,-4.8696721362936275,18.315269910637266,20.23757837936008,12.385803911076692,8.895377219854785,21.84840027274505,9.40569357934146,8.217362516437573,10.716771592780331,0_2_8_p0
25.544513886615906,38.90116106185594,-65.49459014165532,29.77608484845825,48.68352619910068,-110.51100208660122,31.995248668848618,50.20520120379519,-148.4859727633841,34.316536970723284,31.579101884493134,-150.11013863959178,28.152150092915264,34.64879914579503,-151.46490603222423,35.187131325012,58.67402313705282,-157.8260511356492,45.61834539046426,41.764911947343045,-64.74676934918567,48.0733561032989,46.54282826522307,-108.2382235068402,51.38549718304113,51.89737737803687,-150.70125289644008,50.82441389884826,30.01189008436015,-148.20732987869889,56.7656649640762,36.945547971632834,-150.8503325753408,51.6126847833673,56.22518443018674,-157.32306860191113,31.84762523377999,39.72339633771218,-14.574442143737802,29.243309601578044,30.250137692141184,11.197516162561097,30.73983985264805,21.618629116419907,-2.955170417591434,17.72798526599268,36.59953709979409,-20.79206102734796,12.746727732323865,39.342536798383314,-46.666727060704325,22.961808640128247,27.03944987583541,-64.3642538103107,48.9363289542733,38.381545934259705,-19.894604049976877,55.719561806511706,40.89168100827109,-42.914259531097436,51.04627241719807,28.534434584166796,-61.25349127825802,66.6666666666666,0.42235476911900816,14.850949882400295,55.59284056839033,-14.370199063550519,0.7137478615411071,18.8809520288631,10.969681756574762,4.350137914628018,19.51949057813282,13.752533726197129,12.066442792239993,4.898598947166793,5.973113455031144,68.21833355969554,-8.251340255717402,18.739474395997945,26.06914190565398,14.308319263493626,12.379524556279065,27.84439894417955,10.512444950458676,9.254159303373832,10.880815236085404,0_2_8_p0
25.59921843372236,38.706252738816374,-65.149827335868,29.73218138360525,48.88563666255911,-110.63120246028988,31.993602635024594,50.22368878231279,-148.4437298284553,34.26419187227905,31.428549330404092,-149.98860952478955,28.114871728036743,34.794659852710105,-151.50211679425985,35.252716721730266,58.60254340965522,-157.8002973248076,45.61557270034836,41.635412903471305,-64.43736339045691,48.03008788920234,46.3989533176081,-108.0353186843968,51.34275543185365,51.7429650228039,-150.6396719468993,50.7939570210382,29.81518686327793,-148.17668096951283,56.708868232208246,36.744841290996085,-150.7990042359135,51.61207765916191,56.22594921676546,-157.32849872160187,31.937813913520614,39.87818194057295,-14.58799284681818,29.248102577631336,30.235075039788462,11.19547922206005,30.795066688504814,21.577487725070473,-2.9581023176452126,17.80073969756428,36.66029957822505,-20.74162571753285,12.601217893823543,39.64630165234646,-46.60424244661795,22.05977110605269,27.152502583286537,-64.46400587348519,49.02414733665474,38.4927455226519,-19.911286793872087,55.984867037141896,41.05592503634097,-42.89990358464444,51.78008683033178,28.844070904225934,-61.47803188319627,83.3333333333333,0.5221955575767835,14.116588538034069,67.48787779735676,-18.53022203782129,0.6504231294773326,20.824103180836676,11.234789044671558,4.507162053945403,20.511071499416907,15.400391640669408,12.235176445553916,5.047812085696076,5.833306779253507,77.33912979303204,-10.756977523819351,18.60521810007475,30.36691311977213,15.669526661170991,15.373497304359686,32.0400379336121,11.256766441573117,9.838431554212349,10.766305251321185,0_2_8_p0
25.670863988480512,38.4437446304895,-64.82665882917694,29.708648947084065,48.99840697318318,-110.69443805783166,31.993111634272935,50.223070445010585,-148.43704632597505,34.21489781164049,31.26447208630086,-149.89199136882965,28.086948037573396,34.884094144342285,-151.55146519880037,35.291468025266035,58.5434587162998,-157.78650493172475,45.63015058196754,41.40304847283459,-64.14822080105581,48.008118467278464,46.30962876149424,-107.88555073650794,51.302825741738665,51.60119450435371,-150.58225383037518,50.76706481748269,29.647122295717775,-148.15742729467604,56.6378931062961,36.520526785823115,-150.72543558820988,51.61179434809977,56.22821961436709,-157.33438358430413,32.02097097956164,40.009997099984346,-14.599720970160096,29.24855573048838,30.225245257990746,11.192698853246007,30.834660889637895,21.55719107098083,-2.976962419732937,17.840785257814783,36.63267320787631,-20.689367049593763,12.411496915260841,39.86966838799292,-46.540442129869405,21.205485744242814,27.481791985737942,-64.59217172298473,49.1185269219152,38.58080616400007,-19.922562604870294,56.229623607315304,41.24847069200254,-42.902312239104134,52.56190489769361,29.30342721609458,-61.75321226898121,99.9999999999999,0.6057855991339963,13.454438725177052,76.08259034132395,-21.790227211293182,0.7000960684463167,21.96195709961679,11.006604863461877,4.875047757907527,21.74584582228318,16.221405806059277,11.94897460713215,5.24304817671289,5.7439376795336035,82.39790589608762,-12.386583940599476,17.912501022867684,33.130892021714516,16.469426104108784,17.877295464096647,34.435317241042725,11.63865805268479,9.970179268953125,10.37324163848768,0_2_8_p0
25.840713238193413,37.84737585487093,-64.3461213356806,29.75796467379469,48.81057592046199,-110.58203987658386,31.985123379629933,50.14718471093828,-148.48023563149007,34.14665245003688,30.955941577811686,-149.77298227362354,28.08609544435966,34.80014132622821,-151.64523890820735,35.27458675459308,58.58944368549507,-157.85281969282613,45.67896228593034,40.694405533140475,-63.754369290027455,48.09522451874896,46.471992941275325,-107.79989241014071,51.20460181196651,51.30675580082777,-150.4356605789242,50.76076990878218,29.454120863354966,-148.22674904000667,56.53424735593825,36.2176982578763,-150.66110515870696,51.6106614582864,56.22840825467584,-157.35252480969905,32.148609417952386,40.17169481962167,-14.614244712893424,29.245616224769577,30.216807076984427,11.186865587408985,30.85269403451067,21.57368618235975,-3.0697803023516483,17.786509560027582,36.24703256750605,-20.547304521292283,12.121033151449481,39.91718208992268,-46.40114468958126,19.96644901732211,28.76202017963972,-64.92989049209706,49.29794472311182,38.598243124791935,-19.917662930956176,56.55482517658916,41.635657686475426,-42.98949238594514,54.00352791500303,30.47154458402438,-62.34296677236437,116.6666666666666,0.7148395654876145,8.243411941691896,83.19209751845727,-26.15774846085936,0.7255871286568579,20.209456043159147,7.918692376949685,4.9569087358249115,20.94312977804926,14.958302064013095,8.429078897702496,4.5975921262249955,3.9979843918210523,78.17435700542853,-14.308856130360308,12.391669770641357,33.775451781907314,15.30557565460273,21.483687814336303,33.735199809496244,9.419529478666831,8.167065812370097,7.3516389973217,0_2_8_p0
25.97674136834684,37.33992847220045,-64.06444786081819,29.813100975106398,48.584352227199574,-110.43516078685491,31.988730558017604,50.05782566999352,-148.55613532521875,34.09628213403955,30.706860272223885,-149.7277792316696,28.091056637430366,34.69492084827067,-151.73450059731115,35.2329130515585,58.55736056701976,-157.8742293449288,45.73303449448619,40.096716147422725,-63.52617834954645,48.17285860148809,46.63289146084531,-107.8260916947827,51.153662190530824,51.142483209091196,-150.37046420189535,50.74229979870193,29.344884796924614,-148.25913524770368,56.4195978706135,35.91905084552739,-150.53947015308572,51.61087982479962,56.23287777598828,-157.36353041495744,32.22286238103578,40.265296584228466,-14.623837197846564,29.239567386442484,30.218320357189178,11.182415186709571,30.843367236988474,21.613647022683576,-3.1539107977015153,17.712067662299937,35.90330059799551,-20.461663929013067,11.839885966567202,39.864001392235394,-46.30572758144311,19.193232295099822,29.959902516960735,-65.2062516210795,49.42602270030939,38.60781227395233,-19.91087742887691,56.73648619243025,41.894875103970655,-43.05085657951928,55.03230623654471,31.434960523293594,-62.79717480212167,133.33333333333331,0.7925014798372596,7.9665192919837695,86.05901815728335,-27.989962080053022,1.245568851947042,19.707025105725158,6.472056364370249,6.26080303420141,23.976158224031323,13.55104346902619,6.916153039487092,5.191257106992261,3.886985577754793,74.56692942014142,-14.151910157141964,10.780421210912127,34.02028428590899,15.681529130070484,23.64566897243048,31.449054505193864,8.938564791860701,7.282428814420038,6.526342796922552,0_2_8_p0
26.102534399537912,36.84515877219323,-63.85790615625746,29.86158055198364,48.38323095313635,-110.29961205503479,31.996654641616818,49.97726164885082,-148.66789101177704,34.04594761564328,30.45855847725121,-149.71994244158074,28.088840072625242,34.616133635634775,-151.8347016220628,35.172048582951305,58.48350025137161,-157.8710537662438,45.7982167754544,39.545705477219535,-63.340490176239115,48.20282333163166,46.67640031205656,-107.8662797012131,51.1325429255623,51.052557422936374,-150.35931792353625,50.71232994355679,29.253470183729597,-148.23594979529975,56.27354805772531,35.54931822782137,-150.33187692463093,51.612074629092234,56.24296274040469,-157.37075786202075,32.28024816931006,40.3321560275872,-14.63132131397793,29.230457351715376,30.226695869827036,11.177455011828215,30.82717838243002,21.66948910488872,-3.2315320428072667,17.639468285301383,35.60062171535736,-20.4203462043575,11.440733006090497,39.860107665642566,-46.24495088816228,18.48437373251094,31.12053738559284,-65.46199135094903,49.54206696826092,38.65301634358562,-19.908701062115288,56.884402016732636,42.10931343650463,-43.08710474737404,55.960390611574475,32.40236431048,-63.2514686897347,150.0,0.818248167833646,9.773608326328969,83.33300412151628,-27.88966778598488,1.6938452807023852,18.478433201257356,4.9687225924897405,7.895345325144044,27.74728946724457,11.550467479663292,5.720481206629785,6.2019672755694755,4.436656254990696,67.01639026333008,-12.494245547414861,9.641709844124714,31.768532038457717,15.786929429933332,23.752250143494436,27.475094869238273,9.391685007192663,6.216533574026313,5.7135791248127505,0_2_8_p0
26.203823241121416,36.43705046969743,-63.72063359194517,29.898465141294274,48.230358510697194,-110.19639273352841,31.996390394970458,49.9466579129695,-148.81322889089608,34.01222432088076,30.266708515530798,-149.7547132416409,28.084594023757596,34.556096900147914,-151.92347324366938,35.10363280294793,58.464059860311146,-157.88392294784697,45.874508251419634,39.0901976303944,-63.186448406787946,48.178723175383354,46.58681037912857,-107.88198309517468,51.14234740930802,51.054728279113405,-150.37811277092987,50.69597326622415,29.204170646788345,-148.17891103306798,56.13257024019056,35.192425434047955,-150.09124191091942,51.61368142701671,56.25598580942304,-157.37512295793002,32.31766319852504,40.347040385371805,-14.633096666740887,29.209338345569847,30.24414303338634,11.17100340499762,30.805901582564367,21.74243249748961,-3.2939838390252913,17.58293266473297,35.348799925913,-20.4247332932325,10.945346487555256,39.94344753702157,-46.24318277699582,17.874249702290204,32.02590774826998,-65.65629091490624,49.635529027658635,38.699123380529485,-19.907972464977544,57.01189261509989,42.317204754522855,-43.11453227527136,56.717152476893816,33.33539560309899,-63.693638586837054,166.6666666666666,0.780756466840647,13.0938809291797,74.47346559319102,-25.53073302657798,1.824736337450041,16.30414873180712,3.5171295027903584,9.692969360006844,31.079993268703276,9.491521816163125,4.954477419568733,7.368130795118875,6.037356390729102,56.06764598618543,-9.560654495738214,8.933092699519129,26.890661822922887,15.120715947252698,22.03905912719473,22.762307516980826,10.419474879767277,4.9691797668059365,5.030158053831179,0_2_8_p0
