time,pelvis_tilt_moment,pelvis_list_moment,pelvis_rotation_moment,pelvis_tx_force,pelvis_ty_force,pelvis_tz_force,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_r_moment,knee_angle_r_beta_force,knee_angle_l_moment,knee_angle_l_beta_force,L5_S1_Flex_Ext_moment,L5_S1_Lat_Bending_moment,L5_S1_axial_rotation_moment,Abs_r3_moment,Abs_r2_moment,Abs_r1_moment,Abs_t1_force,Abs_t2_force,ankle_angle_r_moment,ankle_angle_l_moment,L4_L5_Flex_Ext_moment,L4_L5_Lat_Bending_moment,L4_L5_axial_rotation_moment,subtalar_angle_r_moment,subtalar_angle_l_moment,L3_L4_Flex_Ext_moment,L3_L4_Lat_Bending_moment,L3_L4_axial_rotation_moment,mtp_angle_r_moment,mtp_angle_l_moment,L2_L3_Flex_Ext_moment,L2_L3_Lat_Bending_moment,L2_L3_axial_rotation_moment,L1_L2_Flex_Ext_moment,L1_L2_Lat_Bending_moment,L1_L2_axial_rotation_moment,L1_T12_Flex_Ext_moment,L1_T12_Lat_Bending_moment,L1_T12_axial_rotation_moment,neck_flexion_moment,neck_bending_moment,neck_rotation_moment,arm_flex_r_moment,arm_add_r_moment,arm_rot_r_moment,arm_flex_l_moment,arm_add_l_moment,arm_rot_l_moment,elbow_flex_r_moment,elbow_flex_l_moment,pro_sup_r_moment,pro_sup_l_moment,wrist_flex_r_moment,wrist_dev_r_moment,wrist_flex_l_moment,wrist_dev_l_moment,TrialID,lowerbody_torque_sum,leg_torque_sum,head_torque_sum,arm_torque_sum
0.0,6.37128857582674,33.79804449651294,9.458537100699278,7.193045536228823,626.1270626456962,3.6708440389477164,-41.7504800679281,8.85899308958496,0.1900567166143756,-45.202260777830006,-11.807271712509806,1.8049844145392149,9.135936728398693,0.02293864897058822,7.770323433120912,0.006411100591503256,42.47895691440524,-2.1186067653268057,2.4443594541699056,0.0005140650359477127,-8.057799673202574e-05,9.710458496731994e-05,-0.007316858428104574,-0.001465860807189542,0.2049366369411765,0.2804860202712419,35.034087799813754,-1.7067314839248435,2.4806694773757996,0.01203417719281029,-0.2577419496078431,26.149810745071914,-1.1464846000718996,2.889312909215664,-0.019865375163398685,-0.019631261336601293,17.858932385934654,-0.5875297638071915,3.3036600466862565,10.648557603790858,-0.06591244327777772,3.5794380602450766,3.1248998576078466,0.5316697699117665,3.8008839145718674,-15.077041433859511,3.569457125150329,-0.021654321712418607,-6.937742032323529,0.45891570555228905,1.8911454204934655,-7.016564508098041,-0.8727173779869294,1.4772310101928108,-0.7006065730915035,-1.1916712005228756,0.2365112536764709,0.11004138678104573,0.06664352132026127,0.22643708750000027,-0.03865064466666666,0.24288577896078437,0_2_13_p0,72.66291718246696,12.001271321295462,15.493826882866987,10.30487761677742
16.66561,2.209565677710528,26.668175143753885,4.670572113108275,12.327958866221788,632.7152278170408,0.24130098412278667,-42.10654423119142,7.543674468856675,0.015169228344069446,-40.679310343782426,-10.91922095961065,1.6267987493711484,9.13957870296452,0.022583416596638647,7.5514061582189544,0.006583311235760963,43.688649252801596,-2.9222882339332443,0.042569049036866424,0.0005270656942110179,-4.791399112978505e-05,7.696952894491117e-05,-0.007495239884687208,-0.00151215998085901,0.2147221051764706,0.291958561076564,35.90102342714568,-2.4275954916909463,-0.009033961076565955,-0.006585507169934715,-0.23477397435574235,26.595495471472468,-1.746244299560693,0.3251976708543345,-0.01980350281746032,-0.019242102422035473,17.912522640570504,-1.0649349690943055,0.7345562235770275,10.367136703356685,-0.41509377734640523,1.0591172240266045,2.497544770443982,0.3207437094915978,1.3913083894178189,-17.687902383635407,2.7235679294920656,-0.0884619104379086,-7.11177968455042,0.5897571135704958,1.9496113455494877,-7.1301044275308145,-0.9069394362502342,1.557228887930906,-0.7236166836727361,-1.1906522627217553,0.27190618294117674,0.10364453231325867,0.06225844788188601,0.2542672506932775,-0.02988498557002802,0.2451014237927172,0_2_13_p0,65.91235439671505,11.863479312825836,17.896578961052057,10.534113302867159
33.332269999999994,-0.39479752088780895,22.65203648815168,1.3826164465283597,16.06483682609141,638.8146190248818,-2.987901261436899,-42.59285209959264,6.351881411724596,-0.06594254222207865,-37.915831889555996,-9.847199895570572,1.4565240093921574,9.195202942372516,0.022398923222365866,7.465556797337142,0.006969233047870426,44.08499882880246,-3.5445303632776715,-1.7050896895534065,0.0005354554512676867,-2.47794511599511e-05,6.549586971198737e-05,-0.007633755558033471,-0.0015618759429361488,0.22257597685552688,0.2974011491238598,36.09760360386514,-3.012446564566402,-1.8308053744292807,-0.02166077677616176,-0.21481269032536104,26.536166420496922,-2.260783031860843,-1.5702997401459777,-0.019753209025712856,-0.019034118201501114,17.614350286871947,-1.4996162802923227,-1.1792820991281978,9.871577377467329,-0.7577643417684048,-0.8276594551718328,1.8001608720244608,0.08143655686393081,-0.4179635431996034,-19.4346531526814,1.8159897575113504,-0.14865112616943185,-7.223843788908857,0.7092104148638589,1.9966321982811186,-7.224219338254796,-0.9197008051233215,1.6334608613854418,-0.7384420335100558,-1.187961412502514,0.2987775334696188,0.09866466180851834,0.060591765111470214,0.2757501755753072,-0.021606679406485692,0.24882733125231649,0_2_13_p0,62.50106528769616,11.852041876226718,19.519878563191078,10.703946502730014
49.998929999999994,-1.6459605031520317,21.2726127147654,-0.5827558752408208,18.518635331481214,644.3552445172321,-5.918566571960852,-43.17545397502969,5.280180974720899,-0.07139581938899578,-36.66111015674699,-8.645363611053227,1.2962400441799191,9.2922675117446,0.022360282049127347,7.491848345741942,0.0075162022784601,43.821706030585304,-3.9980702523935214,-2.8581334795207205,0.000539979659053365,-1.0166994972347944e-05,6.158539962651738e-05,-0.007736290841557137,-0.0016122111959347844,0.22871860375436334,0.2977924974799971,35.75500946373154,-3.4686381308229546,-3.0448863127288495,-0.03358491651526249,-0.19772636678517577,26.077852985982627,-2.6914877908210153,-2.855963291594474,-0.019717632891977314,-0.01897864833814552,17.04726070799383,-1.8880650163743449,-2.4940071462408833,9.223409206614244,-1.0863277385824897,-2.133997310679798,1.0718862072059947,-0.174551090923723,-1.6761372321240402,-20.43698707358924,0.8935572772913902,-0.201443129258924,-7.2823100510775705,0.8166286886958274,2.03237718704683,-7.296413100797891,-0.9164260589249446,1.7026195191964382,-0.7467647989559008,-1.1837141678955687,0.31767756005817727,0.0949222241783381,0.0609106818715076,0.29127219275694904,-0.014065328498814936,0.2534088388433529,0_2_13_p0,61.38434348173642,11.943837045916968,20.457503869929482,10.817929693029457
66.66559,-1.7480827522658968,22.052888008654122,-1.4029708283996154,19.80431029803475,649.2671125421045,-8.452498821678587,-43.82040015940051,4.325140214377763,-0.01930782746160889,-36.6644298869517,-7.367867196722264,1.1480267033121105,9.42023047620269,0.02244260627828055,7.609353798699819,0.008171555178158443,43.0524712463276,-4.295645000314227,-3.476079038784885,0.0005413836695036991,-3.0692407167996093e-06,6.413991104647003e-05,-0.007806731128671984,-0.0016603682423687427,0.23337033764899812,0.2941113192118437,35.004422140504325,-3.8035236187323482,-3.711518326021779,-0.042751211276628565,-0.1833832730036632,25.32658456176694,-3.03974557028988,-3.5905769513003536,-0.01969991352007471,-0.019047032495116002,16.294099287091004,-2.2267724963134743,-3.265771142572489,8.484161771288884,-1.3931875698273724,-2.913001675826853,0.3518588208452962,-0.4355186368238526,-2.4324180261991306,-20.814597478950688,0.003105156915393259,-0.2460590800583206,-7.295554176735296,0.9113650143298502,2.057015520205093,-7.344189575688001,-0.9025397719738563,1.7613974500039151,-0.7502671563627097,-1.1780260469313368,0.32915851750323216,0.09223766833423123,0.0624824070244919,0.3012196328490628,-0.00751053516979102,0.2581912840695973,0_2_13_p0,61.8883876187433,12.116906689911886,20.81605204940694,10.879801702323777
83.33225,-0.9053237514131665,24.515846554876916,-1.2554543891483743,20.036817641395555,653.4802313475118,-10.491501884819613,-44.493740954603055,3.483326187227364,0.07220420925515489,-37.6750758217664,-6.068865743241332,1.0139638363664094,9.56854990086871,0.022621009111182942,7.7971461514772376,0.00888262799759391,41.93099486420683,-4.449991706073224,-3.6184430852657075,0.0005404128345543347,-2.4788065431301335e-06,7.206119632981415e-05,-0.007848961812791787,-0.0017035495847518498,0.23675153031544935,0.2873363273862673,33.97702276794291,-4.024456456566328,-3.8909429643545717,-0.04955294594965162,-0.1716516782492999,24.388390541687215,-3.306943364116103,-3.8329246870728166,-0.019703190013826054,-0.019210610335559875,15.437711407318327,-2.512230039082813,-3.55072631293448,7.7153646519827,-1.670747437541766,-3.2177778839425604,-0.3207832422009229,-0.6897654837889464,-2.7360112742685136,-20.6871777013575,-0.8085319355334333,-0.28172013891955744,-7.2719518715607645,0.9927724710293762,2.07071640611438,-7.365052623453031,-0.8834665185888099,1.806487242447893,-0.7506312820829208,-1.1710125676402359,0.3337726606011636,0.0904314431877111,0.06457414943291681,0.3059788264625082,-0.002191901742189202,0.2625200044348203,0_2_13_p0,63.65944439183356,12.350027067101978,20.704888586394112,10.893285603489089
99.99891,0.6781570162223955,28.18447253849287,-0.31763253368745126,19.331113277207166,656.9246091814667,-11.937379635613446,-45.16152666253525,2.75130594980188,0.1850230664563686,-39.44233270278736,-4.802514341274081,0.8961312929204925,9.726683850864582,0.022870603749191993,8.034298399340665,0.009596756987394959,40.61097727240047,-4.4738474687039425,-3.3447423368829963,0.0005378125061409181,-7.388310601163595e-06,8.425104783451856e-05,-0.00786686828733032,-0.001738957725597932,0.23908253352973508,0.2784462350701358,32.80399247980674,-4.138790072596638,-3.6434017777737346,-0.054383405423723316,-0.16239985179056254,23.369300319580812,-3.494468166148353,-3.641790466721061,-0.01973060147705237,-0.01944072152262445,14.560942451830645,-2.7409289636554623,-3.405024882138317,6.978547429187147,-1.9114109437643834,-3.1014312683564813,-0.906901937075951,-0.9255910347714935,-2.6361223251758283,-20.174421073401415,-1.4945193319718806,-0.30764746619457,-7.219878841232711,1.0602041380578544,2.073649053133162,-7.356506104620884,-0.8646308730885586,1.8345814851683917,-0.7495393524689727,-1.162789248052683,0.33207224414835174,0.089323997650291,0.06645311795927605,0.30593610420814493,0.0016409694612152317,0.2657403374427927,0_2_13_p0,66.4955449065819,12.622295889996742,20.232041435406284,10.861994931705029
116.66557,2.798200067457027,32.58175014456127,1.2330687617828089,17.802153121113225,659.5302542919856,-12.69193594828967,-45.789807585095275,2.1256465586334947,0.30103151983710585,-41.715485271611094,-3.6229680814841823,0.7966089225520405,9.884090391312274,0.023166503393665286,8.299883537556607,0.010261278398190101,39.24611885908619,-4.379949387239844,-2.7144935115565785,0.0005343280361990979,-1.679037104072405e-05,9.961125791855257e-05,-0.007864335945701401,-0.0017637951674208245,0.24058369906787463,0.26841975533031825,31.616512409855382,-4.153877895095046,-3.0291363163258103,-0.05763587458823562,-0.15549606289592846,22.37534328928519,-3.6037069702353146,-3.075958258054318,-0.019785287013574772,-0.019708705719457126,13.746637803782882,-2.9093605890045415,-2.8848190749954936,6.335239683393699,-2.107581690533949,-2.617067162398207,-1.3673592189230857,-1.1312946927239884,-2.1819565277647204,-19.396020927674314,-2.008022364316755,-0.323062222235296,-7.147710791429904,1.1130130946787393,2.0659826696199213,-7.316053879719497,-0.8514574097918599,1.8423727668054402,-0.7486735438733073,-1.1534716061991013,0.3246095229411783,0.08873578063348464,0.06738652146606373,0.3014777966968343,0.003738476117647094,0.2671976205972866,0_2_13_p0,70.18674014057483,12.912813024339787,19.502362698960653,10.789434932104614
133.33223,5.078637737475141,36.54655020268798,3.0502519004253545,15.209115190823617,661.5132660648092,-12.884228876271571,-46.34587828173782,1.4657476738009123,0.366005586208147,-43.86870409562015,-2.5584981174751262,0.7050189415927639,10.023418515629016,0.023514381040724116,8.546429010832625,0.010769050787330377,38.20100365919479,-4.197393138524911,-1.8058323919095138,0.0005316076380090527,-2.920686877828069e-05,0.00011681909502262507,-0.007854767167420859,-0.0017770100452488787,0.24230541623529545,0.2589959768597299,30.721487987122345,-4.107008837656132,-2.1266738839095156,-0.06138859152941211,-0.14875691958371123,21.64599699513134,-3.676387399918573,-2.2140034942172084,-0.01993619255203631,-0.0199472984524888,13.171007770072471,-3.060130143945719,-2.067091657927615,5.903840635692339,-2.2986277150950363,-1.8386327209773876,-1.6446951683167526,-1.3393417296470669,-1.4424478278914123,-18.72508056156572,-2.3167151613755808,-0.32909020899547703,-7.067376020280582,1.1703291340362059,2.0507349046515952,-7.239521770696873,-0.8503677487239865,1.8232249660000104,-0.74541933976471,-1.143309940968332,0.3121568706334859,0.08733033470588285,0.06646642480543025,0.2929258892488704,0.003877067493212706,0.265168237900454,0_2_13_p0,73.840882328385,13.17808998253224,18.87072101276818,10.682198579739799
149.99889,7.757021677981944,40.81905385434412,5.47276923038917,11.53725694219916,661.5912663356326,-11.604449627185591,-46.783798403774014,1.0390338980543035,0.3981683443257943,-46.31998458743917,-1.7937884412760265,0.6582655245520397,10.146547882470644,0.023869457954751264,8.804505240416338,0.011083350036199157,37.33758026704998,-3.8278600032217414,-0.47028199155656447,0.0005287661176470618,-4.680970135746632e-05,0.00013652971945701434,-0.007815424769230812,-0.0017645557104072499,0.2433751639819018,0.2504938129864267,30.020556799484332,-3.882569428280565,-0.7805785904796434,-0.0627990827420818,-0.14625211746606415,21.13515642520374,-3.586932879303188,-0.890120151076929,-0.02014315216289604,-0.020191599104072512,12.83803174881455,-3.065907340461556,-0.7812813817194624,5.731737663800935,-2.3638913725972985,-0.5965205355927647,-1.6458856427692417,-1.4419929219638095,-0.25499623624434625,-17.831683394515935,-2.300668648742097,-0.317418041873305,-6.96540679595479,1.2079131163348487,2.018796388362002,-7.093216391248909,-0.8636575754751177,1.7607697856561186,-0.7412130604434429,-1.129146606769237,0.2910923745520378,0.08637739885067922,0.06290470161990988,0.27747215552941334,0.0005984706787330518,0.2584297011583725,0_2_13_p0,78.07350146583532,13.439459010214382,17.982290263669608,10.501224545715639
