time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,neck_flexion,neck_bending,neck_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l,pelvis_tilt_speed,pelvis_list_speed,pelvis_rotation_speed,pelvis_tx_speed,pelvis_ty_speed,pelvis_tz_speed,hip_flexion_r_speed,hip_adduction_r_speed,hip_rotation_r_speed,knee_angle_r_speed,knee_angle_r_beta_speed,ankle_angle_r_speed,hip_flexion_l_speed,hip_adduction_l_speed,hip_rotation_l_speed,knee_angle_l_speed,knee_angle_l_beta_speed,ankle_angle_l_speed,neck_flexion_speed,neck_bending_speed,neck_rotation_speed,arm_flex_r_speed,arm_add_r_speed,arm_rot_r_speed,elbow_flex_r_speed,pro_sup_r_speed,wrist_flex_r_speed,wrist_dev_r_speed,arm_flex_l_speed,arm_add_l_speed,arm_rot_l_speed,elbow_flex_l_speed,pro_sup_l_speed,wrist_flex_l_speed,wrist_dev_l_speed,TrialID
0.0,-0.1730899215207369,1.739251083832337,-1.4888206503370478,0.006390100398062634,0.002422348380717995,-0.010199467517713392,0.2240676455632796,0.004374655073252756,-0.18886445117671555,0.416026525227628,0.0072610326737833795,0.5823866401453706,0.03648311088284396,-0.06273979294753325,-0.4018532847594092,0.17085584877103716,0.002981997145676477,0.5704911973061327,0.07104624135184906,-0.001608938211215968,-0.020570597653909308,0.05652287197765316,-0.4025108939732088,1.0242069768132331,1.3173167210694339,1.5707194213048687,0.0,0.0,0.028879379428029175,-0.36960391890379507,0.9121348029901656,1.2945691718538288,1.5707194213048687,0.0,0.0,-0.9372170136859321,-0.6426316608095423,1.1226043362594533,0.0008527656095612968,0.0007673218527512048,-8.53443924935561e-05,-0.42207837552727817,-0.16883555438428263,0.011841561301005207,0.6774624237520243,0.011823949475223298,-0.04267166808735245,-0.6878769714777689,0.13933221576163968,0.8419256221142282,-0.11625782876995672,-0.0020290824037143096,0.156844032807836,0.7371586167067478,-0.12556498787787446,0.12318069099661998,0.5194288859679624,-0.12283089838100722,-0.6020485929633266,0.36513363086472916,3.719247132494274e-14,0.0,0.0,0.3694582620832192,0.00876650165471678,-0.17148148020534065,0.17738523087413852,3.719247132494274e-14,0.0,0.0,0_2_92_p1
16.6667,-0.17800303079130603,1.720047201411435,-1.4790239522470896,0.006414391663136868,0.002446154108516515,-0.010202021362063617,0.21211165018214215,0.0016642651068346037,-0.19049464704194186,0.4338884252063249,0.007572781624900944,0.5757898335153299,0.01748356467393671,-0.061058479798263635,-0.3798496006885164,0.17079674962393665,0.0029809656661107476,0.5728000477975251,0.09739655179480528,-0.005837622472612664,-0.018218571237914667,0.07969724752906002,-0.4073274391632865,1.022483366744739,1.3258161455644715,1.5707194213048687,0.0,0.0,0.0379652274479531,-0.36763948892037585,0.8972668641846743,1.3028370382005945,1.5707194213048687,0.0,0.0,-0.9655782907379566,-0.5870491668224119,1.1316946779481376,0.000766268975384376,0.0007005073960950317,-6.251773123922099e-05,-0.40313297939995413,-0.16318491015432568,0.0037288123043878064,0.5866184935572476,0.010238423833460237,-0.02497524737739776,-0.625389837681364,0.13520238640281532,0.7414528900927764,-0.09522014151802072,-0.001661905442221629,0.15789580235258407,0.6696135591792826,-0.09393743395320106,0.0709943161636451,0.4515307779017424,-0.10187247812314656,-0.5807291993604976,0.32074369080669685,3.6573918496937295e-14,0.0,0.0,0.30326007116019027,0.026743452098729237,-0.1993538762898027,0.1457330995670758,3.6573918496937295e-14,0.0,0.0,0_2_92_p1
33.3333,-0.19041190202842725,1.7052084446336444,-1.4627241326294325,0.006433143858041635,0.002464429910659227,-0.010204153421040332,0.20235244412627695,-0.0012904440870401082,-0.19150870251820315,0.44776408646360927,0.007814957589540329,0.5723459436177615,0.002634818524244778,-0.05900387470721211,-0.3627263162758922,0.1704576181216121,0.0029750466985450316,0.5757258538266138,0.11654841263720475,-0.008360301001521086,-0.017165020037531245,0.09490051264319906,-0.41054490943892175,1.0157731526828244,1.3329486004545004,1.5707194213048692,0.0,0.0,0.04508387455443994,-0.3662279731819121,0.8878868833282141,1.3078670432027242,1.5707194213048692,0.0,0.0,-0.993939567789981,-0.5314666728352816,1.1407850196368219,0.0006797723412074551,0.0006336929394388586,-3.969106998488588e-05,-0.3841875832726301,-0.1575342659243687,-0.0043839366922295946,0.49577456336247094,0.008652898191697173,-0.007278826667443075,-0.562902703884959,0.13107255704399096,0.6409801580713246,-0.07418245426608472,-0.0012947284807289486,0.1589475718973322,0.6020685016518175,-0.06230988002852768,0.018807941330670208,0.38363266983552236,-0.08091405786528591,-0.5594098057576687,0.27635375074866453,3.595536566893185e-14,0.0,0.0,0.23706188023716132,0.04472040254274169,-0.22722627237426474,0.11408096826001309,3.595536566893185e-14,0.0,0.0,0_2_92_p1
50.0,-0.20902713023748148,1.6942001614442301,-1.441115697467605,0.006446988339553824,0.002477845890583411,-0.010205768975739101,0.19449295532632369,-0.004409715979793645,-0.19202016276164904,0.4579815450162404,0.007993285875777948,0.5715798508315759,-0.008567462845516184,-0.056649338109105864,-0.34999217480540196,0.1698943728657963,0.0029652162070976694,0.5791279929439059,0.12948025656688583,-0.009391744372747535,-0.017323961124091476,0.10329892469599194,-0.41235960277901074,1.005132347719614,1.3387435240983283,1.5707194213048692,0.0,0.0,0.05027753019014604,-0.365205783485648,0.8828765917758922,1.31015148721298,1.5707194213048692,0.0,0.0,-1.0223008448420057,-0.4758841788481512,1.1498753613255062,0.0005932757070305343,0.0005668784827826854,-1.6864408730550768e-05,-0.36524218714530604,-0.15188362169441175,-0.012496685688846994,0.40493063316769423,0.007067372549934111,0.010417594042511615,-0.5004155700885541,0.1269427276851666,0.5405074260498728,-0.05314476701414872,-0.0009275515192362679,0.15999934144208028,0.5345234441243523,-0.030682326103854296,-0.03337843350230467,0.31573456176930237,-0.05995563760742527,-0.5380904121548398,0.23196381069063224,3.533681284092641e-14,0.0,0.0,0.17086368931413237,0.06269735298675415,-0.25509866845872675,0.08242883695295036,3.533681284092641e-14,0.0,0.0,0_2_92_p1
66.66669999999999,-0.2325593104238497,1.6864876997884564,-1.4153931527451344,0.006456556464450328,0.002487072151726348,-0.010206773307255496,0.18823611171292184,-0.00761379404284828,-0.192142572928429,0.46486883688097747,0.00811349179169021,0.5730164355356834,-0.016627614714630506,-0.054068230438672045,-0.34115591956091135,0.16916293245822217,0.002952450155887003,0.5828658426999087,0.1371705162716869,-0.00914672316109832,-0.018609411568927807,0.1060587410633604,-0.41296781716244946,0.9916169649472332,1.3432303548547622,1.5707194213048694,0.0,0.0,0.05358840379772778,-0.364409331628828,0.8811177208828154,1.310182670584124,1.5707194213048694,0.0,0.0,-1.05066212189403,-0.4203016848610209,1.1589657030141904,0.0005067790728536134,0.0005000640261265123,5.962252523784349e-06,-0.34629679101798205,-0.14623297746445477,-0.020609434685464396,0.3140867029729176,0.005481846908171048,0.028114014752466297,-0.4379284362921491,0.12281289832634223,0.44003469402842094,-0.03210707976221272,-0.0005603745577435874,0.16105111098682837,0.4669783865968871,0.0009452278208191001,-0.08556480833527956,0.24783645370308233,-0.038997217349564614,-0.5167710185520109,0.18757387063259992,3.471826001292097e-14,0.0,0.0,0.10466549839110345,0.0806743034307666,-0.28297106454318877,0.050776705645887654,3.471826001292097e-14,0.0,0.0,0_2_92_p1
83.3333,-0.25971903759291287,1.6815364076115877,-1.3867510044455493,0.006462479589508032,0.002492778797525318,-0.010207071696685083,0.18328484121671104,-0.010822921747626273,-0.1919894781746927,0.46875399807457974,0.008181300645353528,0.5761805781089946,-0.022049972362382507,-0.051333912130637836,-0.3357262938262861,0.1683192155006225,0.0029377245090313727,0.5867987806451291,0.14059762443944626,-0.00784000794137974,-0.020935388443372685,0.1043462191212261,-0.4125658505681342,0.9762830174578078,1.3464385310826088,1.5707194213048694,0.0,0.0,0.055058704819841514,-0.36367502940869645,0.8814920020040912,1.3084528936689184,1.5707194213048694,0.0,0.0,-1.0790233989460545,-0.36471919087389054,1.1680560447028747,0.00042028243867669253,0.00043324956947033924,2.8788913778119465e-05,-0.327351394890658,-0.1405823332344978,-0.0287221836820818,0.22324277277814092,0.0038963212664079854,0.04581043546242098,-0.37544130249574414,0.11868306896751787,0.3395619620069691,-0.011069392510276721,-0.00019319759625090692,0.16210288053157645,0.39943332906942197,0.032572781745492496,-0.1377511831682544,0.17993834563686228,-0.01803879709170396,-0.495451624949182,0.1431839305745676,3.4099707184915525e-14,0.0,0.0,0.03846730746807453,0.09865125387477906,-0.31084346062765084,0.019124574338824946,3.4099707184915525e-14,0.0,0.0,0_2_92_p1
100.0,-0.28921690675005185,1.6788116328588885,-1.3563837585523772,0.006465389071503827,0.0024956359314176,-0.01020656942512343,0.1793420717683308,-0.013957342565549898,-0.1916744236565896,0.46996506461380644,0.008202437744844313,0.58059715893042,-0.02533887106805654,-0.04851974361973044,-0.3332120408853918,0.16741914059473023,0.00292201523064912,0.5907861843300745,0.14074001375800232,-0.0056863692883981,-0.024215908818758545,0.09932761624551069,-0.41135000097496105,0.9601865183434627,1.3483974911406753,1.5707194213048694,0.0,0.0,0.05473064269914359,-0.36283928862249776,0.8828811664948263,1.3054544568201245,1.5707194213048694,0.0,0.0,-1.107384675998079,-0.30913669688676015,1.177146386391559,0.00033378580449977167,0.00036643511281416613,5.161557503245457e-05,-0.30840599876333397,-0.13493168900454083,-0.036834932678699195,0.1323988425833642,0.0023107956246449235,0.06350685617237567,-0.31295416869933923,0.11455323960869351,0.2390892299855173,0.009968294741659278,0.00017397936524177378,0.16315465007632457,0.33188827154195677,0.06420033567016586,-0.1899375580012293,0.1120402375706423,0.002919623166156682,-0.4741322313463531,0.09879399051653531,3.348115435691008e-14,0.0,0.0,-0.027730883454954447,0.11662820431879152,-0.33871585671211285,-0.01252755696823779,3.348115435691008e-14,0.0,0.0,0_2_92_p1
116.66669999999999,-0.31976351290064947,1.677778723475632,-1.325485921049153,0.006465916267214636,0.0024963136568404883,-0.010205171773666156,0.17611073129842156,-0.01693729996804151,-0.1913109545302702,0.4688300725154191,0.008182628398239022,0.585791058378873,-0.026998646110937125,-0.04569908534067721,-0.33312190402209557,0.166518626342279,0.002906298284858601,0.5946874313052547,0.13857611691519414,-0.002900577776959742,-0.028364989766417967,0.0921691898121363,-0.4095165663618281,0.9443834806963283,1.3491366733877754,1.570719421304877,0.0,0.0,0.05264642687829067,-0.361738521067478,0.8841669457101324,1.3016796603905114,1.570719421304877,0.0,0.0,-1.1357459530501033,-0.2535542028996298,1.1862367280802433,0.0002472891703228508,0.00029962065615799297,7.44422362867897e-05,-0.2894606026360099,-0.12928104477458385,-0.0449476816753166,0.04155491238858766,0.0007252699828818598,0.08120327688233031,-0.2504670349029342,0.11042341024986915,0.1386164979640654,0.031005981993595277,0.0005411563267344547,0.16420641962107263,0.2643432140144917,0.09582788959483926,-0.24212393283420422,0.044142129504422124,0.023878043424017337,-0.4528128377435241,0.05440405045850305,3.2862601528904634e-14,0.0,0.0,-0.09392907437798337,0.134605154762804,-0.3665882527965749,-0.0441796882753005,3.2862601528904634e-14,0.0,0.0,0_2_92_p1
133.33329999999998,-0.34778201914580936,1.6766898750175665,-1.2972839507345957,0.006466660950400424,0.0024969412627082574,-0.010201995801501166,0.17288133414271276,-0.01950286810037901,-0.1905420245129559,0.4669528324517994,0.008149864378599145,0.5902083485857332,-0.02901424666705497,-0.04290662471847612,-0.3328530014301273,0.16496053949298844,0.0028791045313848102,0.599164599201783,0.13696970179719709,-0.0003195019718643858,-0.03298383241217829,0.08620780432914,-0.40767059132405103,0.9307337355900671,1.348774137351405,1.570719421304877,0.0,0.0,0.04792374601510106,-0.35962553656336105,0.8802410850958705,1.2995352422053583,1.570719421304877,0.0,0.0,-1.118454695827025,-0.2537284916796443,1.1669896959563708,0.00023829406873166967,0.00030828757267045877,6.70549326343417e-05,-0.2907145171758778,-0.1274760747398074,-0.050481274284399746,0.03249662400912423,0.000567173007416228,0.07074475621560294,-0.24246936469944808,0.10425409117583406,0.12130857106686888,0.05093842995901732,0.0008890432209651064,0.17127318219990784,0.27911917533919184,0.10629774439119011,-0.2621382219032451,0.04990479389649835,0.024949801768413993,-0.44929312218313466,0.05451528970229447,3.2862601528904634e-14,0.0,0.0,-0.128756100278072,0.15348132304905726,-0.4425245614159361,-0.04156826081938547,3.2862601528904634e-14,0.0,0.0,0_2_92_p1
150.0,-0.37069766662514575,1.678187680550451,-1.2752792447266181,0.0064637700061391705,0.002493761596131393,-0.01019648560862024,0.17127181053693036,-0.020840425223755808,-0.18852409811780918,0.4613341047052803,0.008051799084386151,0.5943046153361925,-0.02883548602306896,-0.040678637777399766,-0.3370584974387693,0.16310644312546407,0.0028467444474300965,0.600600838759267,0.13237204476611916,0.0019154053777039113,-0.03729970105146159,0.0780046287990414,-0.4053695471964234,0.9194324952278474,1.3467554161505333,1.570719421304877,0.0,0.0,0.038484530566611726,-0.35593265227339455,0.8713927946107026,1.296509416740041,1.570719421304877,0.0,0.0,-1.0401677464412846,-0.17584996319222235,1.0686944215394805,0.00013752695717379748,0.00021419617311964345,6.905195356513016e-05,-0.24429779771288995,-0.11108938481673272,-0.05344992356092526,-0.05153316829392107,-0.0008994234745721245,0.09000775896343116,-0.16161393125517196,0.08915957134457372,0.022611230783417202,0.060005036955531055,0.001047285401220753,0.1570290037700599,0.19119964941513357,0.1291778032271735,-0.27836887244825576,-0.0341933970851199,0.04184108277158627,-0.4319586345135784,0.02487576920767065,3.2862601528904634e-14,0.0,0.0,-0.20704906437864729,0.17019002745771084,-0.4740148481748063,-0.06967993912896109,3.2862601528904634e-14,0.0,0.0,0_2_92_p1
