RHip_x,RHip_y,RHip_z,RKnee_x,RKnee_y,RKnee_z,RAnkle_x,RAnkle_y,RAnkle_z,RBigToe_x,RBigToe_y,RBigToe_z,RSmallToe_x,RSmallToe_y,RSmallToe_z,RHeel_x,RHeel_y,RHeel_z,LHip_x,LHip_y,LHip_z,LKnee_x,LKnee_y,LKnee_z,LAnkle_x,LAnkle_y,LAnkle_z,LBigToe_x,LBigToe_y,LBigToe_z,LSmallToe_x,LSmallToe_y,LSmallToe_z,LHeel_x,LHeel_y,LHeel_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,RShoulder_x,RShoulder_y,RShoulder_z,RElbow_x,RElbow_y,RElbow_z,RWrist_x,RWrist_y,RWrist_z,LShoulder_x,LShoulder_y,LShoulder_z,LElbow_x,LElbow_y,LElbow_z,LWrist_x,LWrist_y,LWrist_z,Time,Head_speed,LHeel_speed,LSmallToe_speed,LBigToe_speed,LElbow_speed,LWrist_speed,LWrist_vert_vel,RKnee_speed,LKnee_speed,RElbow_speed,RShoulder_speed,RHeel_speed,RAnkle_speed,RBigToe_speed,LHip_speed,RHip_speed,Nose_speed,RWrist_speed,RWrist_vert_vel,LAnkle_speed,RSmallToe_speed,LShoulder_speed,Neck_speed,TrialID
28.29083311552602,31.781773440010703,-68.96056662005186,31.923418008329563,37.20323720181557,-106.65562892930922,35.432916235382656,44.28898757932359,-145.57456741071564,37.168117060617355,30.2660164824439,-149.83858067880598,29.390353324557672,32.82385460960649,-151.1596370227739,38.23718072554553,52.8670428313199,-154.11075024213446,49.46357992612908,30.987195131145484,-67.88825300595148,53.21685515472518,36.7793941619461,-105.74587109897034,54.3084052008494,47.972164829679684,-144.83984261430714,52.22330161943145,30.814902098090442,-148.5339959671525,58.3342952231635,38.496343580306174,-150.74984289080155,52.453178513542554,52.37500156477341,-150.95830996806828,35.718050359316344,30.94424954350942,-13.214010903695783,33.26950843248043,29.415129244949945,11.310570742630254,34.08885406474823,21.83280203576561,-2.418309309103566,21.032966055748094,34.946172774109755,-21.89893687707088,18.347418599376535,28.86508372785088,-46.513582131538136,32.61695913088081,19.37399599964263,-62.9011158017575,50.92147326714157,34.768707860678084,-19.55229525733684,57.44924963413959,28.808110061912895,-44.110406810735306,45.258918973260755,18.399308009690905,-62.583296037286104,16.6666666666666,1.036509056661922,5.786625557536632,-0.3478580655768114,3.1460136796914107,3.7135605232132134,10.79431878103544,-2.0639683101555706,6.407537653061416,3.513233636557445,2.034218683410935,1.1930157802104842,12.34254092461042,3.0633750401542668,7.639929123680244,2.4065823584948314,3.686774050273017,0.5140834934642353,0.8281101339712263,-1.3473826821972132,3.1250720654722337,3.242486710156983,-0.05451719011758195,3.883097587911606,0_1_51_p1
28.276973422982966,31.81680612623703,-68.91374609681323,31.950831847439925,37.32067636145944,-106.68606111885315,35.461461614740266,44.342836714329735,-145.56223334561528,37.13922689515396,30.154629044288583,-149.76496717595947,29.438083476743156,32.87677365964769,-151.1467166943872,38.27720259784161,53.05267640829305,-154.23094057621756,49.46620970005984,30.99784954113767,-67.83738781143556,53.16928163824562,36.7888735607247,-105.69999428102498,54.29903649593211,48.02662716619409,-144.84068363646202,52.24072616953429,30.755872588405065,-148.49408278010887,58.31936904875518,38.50671254825188,-150.74432545934374,52.48402274306675,52.460364147523464,-151.00581678291562,35.69379488174791,31.0227854332352,-13.210493881472502,33.28161666708546,29.399640629646644,11.330072495673376,34.08638498044908,21.83017627908953,-2.4063620816349074,21.033203016320225,34.93673835739089,-21.874047506489745,18.375956961221867,28.857624844074415,-46.53607061457977,32.62657743602772,19.394575145647067,-62.92533222071065,50.92071728682106,34.76934470666387,-19.55184572596577,57.443291319048065,28.797839935015258,-44.03616499650673,45.29563793058188,18.595458908299022,-62.61382458498262,33.3333333333333,1.1337783259247527,5.705802002644889,0.05202696465117651,3.2921868586475536,3.6910826846259672,10.574194690409405,-1.952734643499507,6.520634915569803,3.586851209692509,1.9740423168607877,1.2365397078062095,11.92437026565571,3.1092635134215945,7.343136933629798,2.4992149439337346,3.6263265711393236,0.546692931288009,1.1635235104133201,-1.3455720558757307,3.079002174624593,3.342825609023411,-0.02648215510794074,3.8557099157168437,0_1_51_p1
28.263113730439915,31.851838812463352,-68.86692557357459,31.978245686550288,37.43811552110332,-106.71649330839708,35.490006994097875,44.39668584933588,-145.54989928051495,37.11033672969056,30.043241606133268,-149.69135367311296,29.485813628928643,32.929692709688894,-151.1337963660005,38.31722447013769,53.238309985266206,-154.3511309103007,49.46883947399061,31.008503951129857,-67.78652261691963,53.12170812176606,36.79835295950332,-105.65411746307967,54.28966779101481,48.0810895027085,-144.8415246586169,52.25815071963713,30.696843078719688,-148.45416959306525,58.304442874346854,38.5170815161976,-150.73880802788597,52.514866972590944,52.545726730273515,-151.05332359776298,35.66953940417949,31.101321322960978,-13.20697685924922,33.29372490169049,29.38415201434334,11.349574248716495,34.08391589614994,21.827550522413446,-2.394414854166249,21.033439976892353,34.92730394067202,-21.849158135908617,18.404495323067202,28.85016596029794,-46.55855909762141,32.636195741174646,19.415154291651497,-62.9495486396638,50.91996130650054,34.76998155264967,-19.551396194594698,57.437333003956525,28.78756980811762,-43.96192318227815,45.33235688790301,18.791609806907136,-62.64435313267913,50.0,1.2310475951875832,5.624978447753146,0.45191199487916445,3.438360037603697,3.668604846038721,10.35407059978337,-1.8415009768434436,6.633732178078191,3.660468782827573,1.9138659503106406,1.2800636354019348,11.506199606701001,3.155151986688922,7.0463447435793505,2.5918475293726377,3.56587909200563,0.5793023691117827,1.498936886855414,-1.3437614295542482,3.032932283776952,3.4431645078898394,0.0015528799017004713,3.8283222435220816,0_1_51_p1
28.249254037896858,31.88687149868968,-68.82010505033594,32.005659525660654,37.55555468074719,-106.74692549794098,35.518552373455485,44.45053498434203,-145.5375652154146,37.081446564227164,29.931854167977956,-149.61774017026644,29.533543781114126,32.982611759730084,-151.12087603761378,38.35724634243377,53.42394356223935,-154.47132124438377,49.47146924792138,31.01915836112204,-67.7356574224037,53.0741346052865,36.80783235828192,-105.60824064513432,54.280299086097514,48.13555183922291,-144.8423656807718,52.275575269739974,30.637813569034318,-148.41425640602162,58.28951669993854,38.52745048414331,-150.73329059642816,52.54571120211514,52.63108931302356,-151.10083041261032,35.64528392661106,31.179857212686755,-13.203459837025939,33.30583313629552,29.36866339904004,11.369076001759614,34.081446811850796,21.824924765737368,-2.3824676266975904,21.033676937464485,34.91786952395316,-21.824268765327485,18.433033684912534,28.842707076521474,-46.581047580663046,32.64581404632156,19.435733437655934,-62.97376505861695,50.91920532618003,34.77061839863545,-19.550946663223627,57.431374688865,28.77729968121998,-43.88768136804958,45.36907584522414,18.987760705515253,-62.67488168037565,66.6666666666666,1.328316864450414,5.544154892861404,0.8517970251071524,3.58453321655984,3.6461270074514744,10.133946509157333,-1.73026731018738,6.746829440586577,3.7340863559626367,1.8536895837604934,1.3235875629976601,11.088028947746292,3.20104045995625,6.749552553528904,2.684480114811541,3.5054316128719365,0.6119118069355564,1.8343502632975075,-1.3419508032327656,2.986862392929311,3.543503406756268,0.029587914911341676,3.80093457132732,0_1_51_p1
28.235394345353804,31.921904184916006,-68.7732845270973,32.03307336477101,37.67299384039107,-106.77735768748491,35.547097752813094,44.504384119348174,-145.52523115031423,37.052556398763755,29.820466729822638,-149.54412666741993,29.581273933299606,33.03553080977128,-151.1079557092271,38.39726821472985,53.609577139212504,-154.59151157846688,49.474099021852155,31.029812771114223,-67.68479222788778,53.02656108880694,36.81731175706054,-105.562363827189,54.270930381180214,48.190014175737325,-144.84320670292666,52.29299981984281,30.57878405934894,-148.374343218978,58.274590525530215,38.537819452089025,-150.7277731649704,52.576555431639335,52.71645189577361,-151.14833722745766,35.62102844904263,31.258393102412533,-13.199942814802654,33.31794137090054,29.35317478373674,11.388577754802734,34.07897772755165,21.822299009061286,-2.3705203992289317,21.033913898036612,34.90843510723429,-21.799379394746353,18.461572046757865,28.835248192745006,-46.60353606370469,32.65543235146849,19.456312583660367,-62.997981477570086,50.91844934585951,34.771255244621244,-19.550497131852556,57.42541637377347,28.76702955432234,-43.813439553821,45.405794802545266,19.18391160412337,-62.70541022807217,83.3333333333333,1.4255861337132445,5.463331337969661,1.2516820553351402,3.7307063955159827,3.6236491688642283,9.913822418531298,-1.6190336435313166,6.859926703094964,3.807703929097701,1.793513217210346,1.3671114905933854,10.669858288791584,3.246928933223577,6.452760363478458,2.777112700250444,3.444984133738243,0.64452124475933,2.1697636397396014,-1.3401401769112833,2.9407925020816705,3.6438423056226963,0.057622949920982894,3.773546899132558,0_1_51_p1
28.22153465281075,31.956936871142332,-68.72646400385865,32.06048720388137,37.790433000034945,-106.80778987702884,35.575643132170704,44.55823325435432,-145.5128970852139,37.02366623330036,29.709079291667322,-149.4705131645734,29.629004085485093,33.08844985981247,-151.0950353808404,38.437290087025936,53.79521071618566,-154.71170191255,49.47672879578292,31.040467181106408,-67.63392703337186,52.978987572327384,36.82679115583914,-105.51648700924365,54.26156167626293,48.24447651225173,-144.84404772508154,52.310424369945665,30.519754549663563,-148.33443003193437,58.259664351121884,38.548188420034734,-150.72225573351258,52.607399661163534,52.80181447852365,-151.19584404230503,35.5967729714742,31.33692899213831,-13.196425792579372,33.33004960550557,29.337686168433436,11.408079507845855,34.07650864325251,21.819673252385204,-2.3585731717602734,21.034150858608744,34.89900069051542,-21.77449002416522,18.490110408603197,28.827789308968534,-46.62602454674632,32.665050656615406,19.4768917296648,-63.02219789652324,50.917693365538994,34.77189209060703,-19.550047600481484,57.41945805868194,28.756759427424704,-43.73919773959242,45.442513759866394,19.380062502731484,-62.73593877576869,99.9999999999999,1.5228554029760752,5.382507783077918,1.6515670855631281,3.8768795744721256,3.601171330276982,9.693698327905263,-1.507799976875253,6.9730239656033515,3.881321502232765,1.7333368506601987,1.410635418189111,10.251687629836873,3.292817406490905,6.155968173428011,2.8697452856893477,3.3845366546045494,0.6771306825831037,2.5051770161816953,-1.3383295505898007,2.89472261123403,3.7441812044891245,0.08565798493062411,3.7461592269377957,0_1_51_p1
28.2076749602677,31.991969557368655,-68.67964348062002,32.08790104299173,37.907872159678824,-106.83822206657277,35.604188511528314,44.61208238936047,-145.50056302011353,36.994776067836966,29.59769185351201,-149.39689966172688,29.676734237670576,33.141368909853675,-151.08211505245367,38.477311959322016,53.98084429315881,-154.83189224663312,49.47935856971369,31.051121591098596,-67.58306183885593,52.931414055847824,36.83627055461775,-105.47061019129833,54.252192971345636,48.29893884876614,-144.8448887472364,52.3278489200485,30.460725039978186,-148.29451684489075,58.24473817671356,38.55855738798045,-150.7167383020548,52.63824389068773,52.8871770612737,-151.24335085715236,35.57251749390578,31.415464881864093,-13.192908770356091,33.3421578401106,29.322197553130135,11.427581260888973,34.07403955895336,21.817047495709122,-2.3466259442916146,21.034387819180875,34.88956627379656,-21.74960065358409,18.518648770448532,28.820330425192065,-46.64851302978796,32.67466896176233,19.497470875669233,-63.04641431547638,50.916937385218475,34.77252893659282,-19.549598069110413,57.413499743590414,28.746489300527074,-43.66495592536384,45.479232717187514,19.576213401339597,-62.76646732346519,116.6666666666666,1.620124672238906,5.301684228186176,2.051452115791116,4.023052753428269,3.578693491689736,9.473574237279228,-1.3965663102191894,7.086121228111739,3.954939075367829,1.6731604841100516,1.4541593457848363,9.833516970882165,3.3387058797582325,5.859175983377565,2.962377871128251,3.324089175470856,0.7097401204068774,2.8405903926237888,-1.3365189242683182,2.8486527203863887,3.8445201033555527,0.1136930199402653,3.7187715547430336,0_1_51_p1
28.19381526772464,32.02700224359498,-68.63282295738138,32.1153148821021,38.0253113193227,-106.86865425611667,35.63273389088592,44.665931524366606,-145.48822895501317,36.965885902373564,29.486304415356695,-149.32328615888036,29.724464389856063,33.194287959894865,-151.069194724067,38.51733383161808,54.166477870131956,-154.95208258071622,49.48198834364445,31.06177600109078,-67.53219664434,52.88384053936828,36.84574995339636,-105.42473337335298,54.242824266428336,48.35340118528056,-144.84572976939128,52.34527347015134,30.401695530292805,-148.25460365784713,58.229812002305245,38.56892635592615,-150.71122087059703,52.66908812021192,52.97253964402374,-151.29085767199973,35.54826201633736,31.49400077158987,-13.18939174813281,33.35426607471563,29.30670893782683,11.447083013932096,34.07157047465422,21.814421739033037,-2.3346787168229555,21.034624779753003,34.88013185707768,-21.72471128300296,18.54718713229386,28.812871541415593,-46.671001512829605,32.684287266909244,19.518050021673666,-63.070630734429535,50.91618140489796,34.773165782578616,-19.54914853773934,57.40754142849889,28.736219173629436,-43.59071411113527,45.515951674508656,19.77236429994771,-62.79699587116171,133.33333333333331,1.7173939415017363,5.220860673294433,2.4513371460191045,4.169225932384413,3.556215653102489,9.253450146653194,-1.285332643563126,7.199218490620126,4.028556648502892,1.612984117559904,1.4976832733805614,9.415346311927454,3.38459435302556,5.562383793327118,3.055010456567154,3.2636416963371624,0.7423495582306511,3.1760037690658827,-1.3347082979468357,2.802582829538748,3.944859002221981,0.14172805494990653,3.691383882548272,0_1_51_p1
28.179955575181587,32.06203492982131,-68.58600243414273,32.14272872121246,38.142750478966576,-106.8990864456606,35.661279270243526,44.71978065937275,-145.4758948899128,36.965102613371954,29.38009242478619,-149.24759431621894,29.738268785892203,33.17619361317843,-151.00570964283503,38.55262000178196,54.26829128559469,-155.01990727931454,49.48622630480294,31.068272329129726,-67.46237029572029,52.83626702288872,36.855229352174966,-105.37885655540764,54.23345556151104,48.40786352179497,-144.84657079154616,52.38030506459158,30.391408423870068,-148.20582837142157,58.20514640038279,38.56854838853132,-150.6886522654927,52.69993234973611,53.05790222677379,-151.33836448684707,35.53561107294469,31.526588707547386,-13.168937052932106,33.35989673884894,29.293798382138476,11.47157432004215,34.06838612821313,21.80723883016723,-2.3102912726027376,21.035065072369886,34.87324243183362,-21.701722839396442,18.57795441222762,28.80622134764743,-46.6703089516841,32.70891073325096,19.584369022163678,-63.10647893510916,50.915603819760044,34.774282503779155,-19.54860888173108,57.403590758141476,28.724650277140736,-43.54056612034262,45.55866796480642,19.916789729607125,-62.84337880904235,150.0,1.8901287619162248,5.14003711840269,2.500373861609943,4.405411590605048,3.69641305668312,9.456893640694705,-1.2260871448554864,7.312315753128513,4.102174221637957,1.6638501413354885,1.6053778869349644,9.637642996373133,3.430482826292888,5.763251626744358,3.2580568941267734,3.203194217203469,0.8528496207095194,3.5549426495368133,-1.3945746520122417,2.7565129386911074,4.313023935962356,0.17777287782975915,4.0806919884555946,0_1_51_p1
28.166095882638537,32.09706761604763,-68.53918191090409,32.17014256032282,38.26018963861045,-106.92951863520452,35.68982464960114,44.7736297943789,-145.46356082481248,36.94000854913351,29.344108739190467,-149.23673370154887,29.75844800849522,33.21543971539598,-150.9726818708175,38.579342697922534,54.39294748351927,-155.0913942301978,49.49016065510662,31.08818626727582,-67.40021778468174,52.78869350640916,36.864708750953575,-105.33297973746232,54.22408685659374,48.46232585830938,-144.84741181370106,52.43157211561933,30.41455683110855,-148.18571007225478,58.19722055974732,38.56855251988159,-150.65713634020298,52.73077657926031,53.143264809523835,-151.38587130169444,35.52488733932805,31.560286507592238,-13.165200543081662,33.34924854823685,29.288828032311244,11.49231896294789,34.06572253570545,21.804689097773284,-2.300044373155566,21.035845667610115,34.865475084245354,-21.676185930666733,18.60102433529805,28.803386445026586,-46.68388069537978,32.73756546526702,19.660018881890466,-63.14522715509543,50.91551079761704,34.77499783633143,-19.547677076639403,57.399832218206704,28.72505426521229,-43.49204801940169,45.59162624782252,20.06685281309471,-62.885531615195674,166.6666666666666,1.965448488838905,5.059213563510948,2.5780096365266396,4.308399410965758,3.4374062384257833,8.75093040976024,-1.0525456567918663,7.4254130156369005,4.175791794773021,1.5845675916950943,1.6123909479603689,8.951394489374627,3.4763712995602156,5.528509487911861,3.200301053855922,3.1427467380697753,0.9138676866825927,3.802686234843744,-1.3594399719421548,2.7104430478434667,4.470479561420448,0.3018981858286502,4.178257799119178,0_1_51_p1
