Time,TrialID,Head_x_c,Head_y_c,Head_z_c,LShoulder_x_c,LShoulder_y_c,LShoulder_z_c,RShoulder_x_c,RShoulder_y_c,RShoulder_z_c,LElbow_x_c,LElbow_y_c,LElbow_z_c,RElbow_x_c,RElbow_y_c,RElbow_z_c,LWrist_x_c,LWrist_y_c,LWrist_z_c,RWrist_x_c,RWrist_y_c,RWrist_z_c,LKnee_x_c,LKnee_y_c,LKnee_z_c,RKnee_x_c,RKnee_y_c,RKnee_z_c,LAnkle_x_c,LAnkle_y_c,LAnkle_z_c,RAnkle_x_c,RAnkle_y_c,RAnkle_z_c,LHeel_x_c,LHeel_y_c,LHeel_z_c,RHeel_x_c,RHeel_y_c,RHeel_z_c,LHip_x_c,LHip_y_c,LHip_z_c,RHip_x_c,RHip_y_c,RHip_z_c,Head_speed,LKnee_speed,RShoulder_speed,RHip_speed,RHeel_speed,LElbow_speed,RKnee_speed,RWrist_speed,RWrist_vert_vel,LWrist_speed,LWrist_vert_vel,LAnkle_speed,LHip_speed,RElbow_speed,LShoulder_speed,LHeel_speed,RAnkle_speed
0.0,0_1_8_p0,-1.3097952299758011,-9.456536084676198,25.525911943370424,12.84944384720476,-1.9865578300418816,46.95769975365545,-18.21559820983704,-2.7569183926744785,45.90837979317581,23.398363341574864,-0.3294488212420745,-29.4469418436406,-17.628370407205256,-5.382535014529537,-31.592424324244053,15.434320530116516,-11.11342137608299,-47.48308623214065,-3.56988380040913,-15.336531750887444,-50.69489659989184,13.729532514771565,10.468185977637752,-43.1147069066444,-6.879395161412795,6.816103306807889,-43.793849346840005,16.265371352023628,13.81715383519235,-83.3490153207101,-3.2713479526976954,8.876297695408894,-82.94297407435926,15.476275242222798,17.82845226057841,-89.85104421252859,-1.1980094708237772,13.426231848193323,-88.50038091182492,3.5585117441620326,-9.951507115637952,83.38252888337675,-16.552535143487965,-12.7419444149633,82.90946051169263,10.535116233746932,10.023292383027156,12.684507526917953,6.792883864726272,10.915726396334245,8.665940208143931,8.98281595066591,14.456199748023618,5.208181282981618,35.23379505913357,5.027194609219047,7.943649133346057,14.441043911765597,7.161150871000046,13.00579542686251,10.378062491435326,11.815393165069484
16.6666666666666,0_1_8_p0,-1.3097952299758011,-9.456536084676198,25.525911943370424,12.84944384720476,-1.9865578300418816,46.95769975365545,-18.21559820983704,-2.7569183926744785,45.90837979317581,23.398363341574864,-0.3294488212420745,-29.4469418436406,-17.628370407205256,-5.382535014529537,-31.592424324244053,15.434320530116516,-11.11342137608299,-47.48308623214065,-3.56988380040913,-15.336531750887444,-50.69489659989184,13.729532514771565,10.468185977637752,-43.1147069066444,-6.879395161412795,6.816103306807889,-43.793849346840005,16.265371352023628,13.81715383519235,-83.3490153207101,-3.2713479526976954,8.876297695408894,-82.94297407435926,15.476275242222798,17.82845226057841,-89.85104421252859,-1.1980094708237772,13.426231848193323,-88.50038091182492,3.5585117441620326,-9.951507115637952,83.38252888337675,-16.552535143487965,-12.7419444149633,82.90946051169263,10.535116233746932,10.023292383027156,12.684507526917953,6.792883864726272,10.915726396334245,8.665940208143931,8.98281595066591,14.456199748023618,5.208181282981618,35.23379505913357,5.027194609219047,7.943649133346057,14.441043911765597,7.161150871000046,13.00579542686251,10.378062491435326,11.815393165069484
33.3333333333333,0_1_8_p0,-1.4109806560474285,-9.251415487669608,25.487813520651343,12.85204662571033,-1.7953103747959034,47.06003397558382,-18.2140265411286,-2.546203848096731,46.01093324712237,23.368815398932757,-0.4266352140997753,-29.56878008979233,-17.562728834202275,-5.525071436389311,-31.600897581941,15.160265041101262,-11.674106532846444,-47.389521636705936,-3.392165060338943,-15.484927335694229,-50.59935373384707,13.558158608131912,10.51551512121577,-43.10405519273717,-6.910758072417437,6.91693663530328,-43.68848329334382,16.23120273232886,13.948551461218315,-83.2922340148365,-3.3297739960557635,9.018645361762635,-82.8180511831229,15.429422290104055,17.92945169801542,-89.71945533387078,-1.2260494020624932,13.55060701613776,-88.36869116015482,3.6135203453908815,-10.174431483826057,83.31255056602336,-16.514949081663975,-12.792765339154895,82.79773463193601,10.788280087451032,9.749356698953706,12.550355347082617,6.674746833639652,10.443965596914154,8.530532396310491,8.582155901167294,13.935311956692695,5.114658102488605,34.1043865200499,4.905216813848154,7.790826566612276,13.832574256912164,7.341537582715723,12.44199686295978,9.924631176371571,11.291047964908596
50.0,0_1_8_p0,-1.5121660821190623,-9.046294890663017,25.449715097932256,12.854649404215898,-1.6040629195499392,47.16236819751218,-18.21245487242016,-2.335489303518983,46.11348670106891,23.339267456290635,-0.5238216069574761,-29.690618335944077,-17.497087261199297,-5.667607858249092,-31.60937083963793,14.886209552086,-12.234791689609905,-47.2959570412712,-3.2144463202687668,-15.633322920501008,-50.50381086780232,13.386784701492282,10.562844264793789,-43.09340347882994,-6.942120983422079,7.017769963798664,-43.58311723984767,16.1970341126341,14.079949087244271,-83.23545270896285,-3.388200039413832,9.160993028116373,-82.69312829188657,15.38256933798533,18.03045113545244,-89.58786645521296,-1.2540893333012093,13.674982184082204,-88.23700140848472,3.6685289466197233,-10.397355852014137,83.24257224866997,-16.47736301984,-12.84358626334651,82.68600875217942,11.041443941155135,9.475421014880256,12.41620316724728,6.556609802553032,9.972204797494062,8.39512458447705,8.181495851668677,13.414424165361774,5.02113492199559,32.97497798096622,4.783239018477263,7.638003999878496,13.224104602058736,7.521924294431399,11.878198299057054,9.471199861307817,10.766702764747706
66.6666666666666,0_1_8_p0,-1.6133515081906855,-8.841174293656422,25.411616675213185,12.857252182721467,-1.4128154643039608,47.26470241944055,-18.21088320371171,-2.124774758941236,46.21604015501546,23.309719513648545,-0.6210079998151841,-29.812456582095805,-17.431445688196312,-5.810144280108865,-31.61784409733486,14.61215406307076,-12.795476846373358,-47.20239244583647,-3.036727580198576,-15.781718505307786,-50.40826800175757,13.21541079485263,10.610173408371807,-43.08275176492273,-6.973483894426721,7.118603292294061,-43.47775118635144,16.16286549293934,14.211346713270238,-83.17867140308925,-3.4466260827719,9.303340694470116,-82.56820540065021,15.33571638586659,18.13145057288945,-89.45627757655515,-1.2821292645399254,13.79935735202664,-88.10531165681459,3.723537547848572,-10.62028022020224,83.17259393131664,-16.43977695801602,-12.894407187538114,82.57428287242286,11.294607794859235,9.201485330806808,12.282050987411944,6.4384727714664125,9.500443998073967,8.25971677264361,7.78083580217006,12.893536374030854,4.927611741502576,31.84556944188255,4.661261223106371,7.485181433144716,12.615634947205306,7.702311006147076,11.314399735154325,9.017768546244062,10.242357564586817
83.3333333333333,0_1_8_p0,-1.7145369342623162,-8.636053696649828,25.37351825249409,12.859854961227027,-1.2215680090580037,47.367036641368905,-18.209311535003277,-1.9140602143635024,46.318593608962,23.28017157100642,-0.7181943926728849,-29.934294828247538,-17.365804115193335,-5.952680701968639,-31.6263173550318,14.338098574055492,-13.356162003136816,-47.10882785040175,-2.8590088401284035,-15.930114090114571,-50.31272513571282,13.04403688821298,10.657502551949811,-43.072100051015525,-7.00484680543136,7.2194366207894305,-43.372385132855285,16.12869687324457,14.342744339296187,-83.12189009721564,-3.505052126129968,9.445688360823844,-82.44328250941388,15.288863433747856,18.23245001032646,-89.32468869789736,-1.3101691957786414,13.92373251997106,-87.97362190514451,3.778546149077421,-10.843204588390329,83.10261561396325,-16.402190896192035,-12.94522811172972,82.46255699266625,11.54777164856334,8.92754964673336,12.147898807576608,6.320335740379792,9.028683198653878,8.12430896081017,7.380175752671442,12.37264858269993,4.834088561009563,30.71616090279888,4.53928342773548,7.332358866410936,12.007165292351877,7.882697717862753,10.750601171251596,8.564337231180307,9.718012364425928
99.9999999999999,0_1_8_p0,-1.8157223603339467,-8.430933099643237,25.335419829775013,12.862457739732598,-1.0303205538120253,47.46937086329729,-18.20773986629483,-1.7033456697857474,46.421147062908574,23.25062362836431,-0.8153807855305857,-30.05613307439927,-17.300162542190357,-6.095217123828416,-31.63479061272873,14.064043085040248,-13.916847159900277,-47.015263254967024,-2.681290100058217,-16.078509674921357,-50.21718226966806,12.872662981573328,10.70483169552783,-43.06144833710829,-7.036209716436002,7.320269949284842,-43.26701907935906,16.094528253549818,14.47414196532216,-83.065108791342,-3.563478169488036,9.5880360271776,-82.31835961817754,15.242010481629116,18.33344944776348,-89.19309981923954,-1.3382091270173575,14.048107687915518,-87.84193215347437,3.83355475030627,-11.066128956578424,83.03263729660988,-16.36460483436804,-12.996049035921333,82.35083111290966,11.80093550226744,8.65361396265991,12.013746627741272,6.202198709293173,8.556922399233788,7.988901148976729,6.979515703172825,11.85176079136901,4.740565380516548,29.586752363715203,4.417305632364588,7.179536299677156,11.398695637498443,8.06308442957843,10.186802607348866,8.110905916116554,9.193667164265038
116.6666666666666,0_1_8_p0,-1.9169077864055768,-8.22581250263665,25.29732140705593,12.865060518238169,-0.839073098566061,47.571705085225645,-18.206168197586383,-1.492631125208007,46.5237005168551,23.22107568572219,-0.9125671783882864,-30.17797132055101,-17.23452096918738,-6.237753545688186,-31.64326387042568,13.789987596024986,-14.47753231666373,-46.9216986595323,-2.5035713599880403,-16.22690525972813,-50.12163940362331,12.70128907493369,10.75216083910584,-43.05079662320109,-7.0675726274406365,7.421103277780219,-43.16165302586289,16.060359633855043,14.605539591348112,-83.00832748546839,-3.621904212846111,9.730383693531335,-82.1934367269412,15.19515752951039,18.434448885200496,-89.06151094058174,-1.3662490582560736,14.172482855859949,-87.7102424018043,3.888563351535119,-11.289053324766506,82.96265897925653,-16.327018772544058,-13.046869960112929,82.2391052331531,12.054099355971545,8.37967827858646,11.879594447905935,6.084061678206552,8.085161599813695,7.853493337143289,6.578855653674208,11.330873000038087,4.647042200023535,28.45734382463153,4.295327836993696,7.026713732943375,10.790225982645016,8.243471141294105,9.62300404344614,7.657474601052799,8.66932196410415
133.33333333333331,0_1_8_p0,-2.018093212477197,-8.020691905630056,25.25922298433685,12.867663296743745,-0.6478256433200826,47.67403930715403,-18.204596528877957,-1.2819165806302737,46.62625397080167,23.191527743080087,-1.0097535712459802,-30.29980956670274,-17.168879396184394,-6.38028996754797,-31.651737128122605,13.51593210700974,-15.038217473427178,-46.828134064097554,-2.3258526199178604,-16.37530084453491,-50.02609653757856,12.529915168294046,10.799489982683845,-43.04014490929383,-7.098935538445289,7.521936606275595,-43.05628697236666,16.026191014160275,14.736937217374084,-82.9515461795948,-3.680330256204172,9.872731359885066,-82.06851383570486,15.148304577391649,18.53544832263748,-88.92992206192386,-1.3942889894947896,14.296858023804376,-87.57855265013413,3.943571952763961,-11.511977692954623,82.89268066190317,-16.28943271072007,-13.09769088430454,82.12737935339653,12.307263209675645,8.105742594513014,11.745442268070596,5.965924647119932,7.613400800393602,7.718085525309848,6.17819560417559,10.809985208707166,4.553519019530521,27.327935285547856,4.173350041622806,6.873891166209595,10.181756327791586,8.423857853009782,9.05920547954341,7.204043285989044,8.14497676394326
150.0,0_1_8_p0,-2.099958610076605,-7.867654571007215,25.22923032362702,12.873448292995173,-0.4525107982837326,47.77842790993535,-18.23288883574618,-1.0124232205257258,46.73687602398807,23.155089908455864,-1.18591615726789,-30.39289887625168,-17.127059747164804,-6.500812719354407,-31.66530460541073,13.298113468650754,-15.504253491578524,-46.751308056735496,-2.122028485813594,-16.48980423741005,-49.92249483886867,12.427611452421148,10.89049517309158,-43.04957757388407,-7.131061342127982,7.614746797738789,-42.92870365667983,16.00282522164474,14.843191723237922,-82.84908124199987,-3.74317037038643,9.992603187460162,-81.95452691238197,15.092785510738004,18.57445097645372,-88.75659373488017,-1.4266048316464506,14.39605088315696,-87.44476371010433,3.9998769742308298,-11.737981079687003,82.81421111876789,-16.25953182548915,-13.097813831011074,81.98939703561396,13.037545107484297,8.340100047296312,12.285409009267411,6.153623576640591,7.720162639283908,7.876051911050004,6.194166400562813,10.9216591991816,4.607135249775192,27.56026191424551,4.2742711931464985,7.018875266726355,10.306276784394672,8.952351032352908,9.134753321743752,7.23447125799037,8.271154257897283
