time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,neck_flexion,neck_bending,neck_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l,pelvis_tilt_speed,pelvis_list_speed,pelvis_rotation_speed,pelvis_tx_speed,pelvis_ty_speed,pelvis_tz_speed,hip_flexion_r_speed,hip_adduction_r_speed,hip_rotation_r_speed,knee_angle_r_speed,knee_angle_r_beta_speed,ankle_angle_r_speed,hip_flexion_l_speed,hip_adduction_l_speed,hip_rotation_l_speed,knee_angle_l_speed,knee_angle_l_beta_speed,ankle_angle_l_speed,neck_flexion_speed,neck_bending_speed,neck_rotation_speed,arm_flex_r_speed,arm_add_r_speed,arm_rot_r_speed,elbow_flex_r_speed,pro_sup_r_speed,wrist_flex_r_speed,wrist_dev_r_speed,arm_flex_l_speed,arm_add_l_speed,arm_rot_l_speed,elbow_flex_l_speed,pro_sup_l_speed,wrist_flex_l_speed,wrist_dev_l_speed,pelvis_tilt_acc,pelvis_list_acc,pelvis_rotation_acc,pelvis_tx_acc,pelvis_ty_acc,pelvis_tz_acc,hip_flexion_r_acc,hip_adduction_r_acc,hip_rotation_r_acc,knee_angle_r_acc,knee_angle_r_beta_acc,ankle_angle_r_acc,hip_flexion_l_acc,hip_adduction_l_acc,hip_rotation_l_acc,knee_angle_l_acc,knee_angle_l_beta_acc,ankle_angle_l_acc,neck_flexion_acc,neck_bending_acc,neck_rotation_acc,arm_flex_r_acc,arm_add_r_acc,arm_rot_r_acc,elbow_flex_r_acc,pro_sup_r_acc,wrist_flex_r_acc,wrist_dev_r_acc,arm_flex_l_acc,arm_add_l_acc,arm_rot_l_acc,elbow_flex_l_acc,pro_sup_l_acc,wrist_flex_l_acc,wrist_dev_l_acc,TrialID
0.0,-0.5347867281313969,1.6544963337321255,-1.1005070632689997,0.006438431407655563,0.0036968105508910546,-0.010139991729171434,0.08812758853467931,-0.022759368827534723,-0.20220233035552684,0.36160198291722995,0.006311145104668534,0.5682861783699299,-0.07669631842660574,-0.03186169739847466,-0.3641866236104235,0.11928345509228332,0.0020818891067102387,0.6084850735103319,0.28047985623062616,0.05026370570187754,-0.13968468820587365,0.1450982982847828,-0.4051755438799454,1.0425412184046505,1.3437498722938863,1.5707194213048687,0.0,0.0,-0.08383059942049836,-0.2996363852242431,0.6385777907222489,1.2699777520581625,1.5707194213048687,0.0,0.0,0.16932650037723632,0.16944032754919897,-0.24570227309729986,0.0001241205099417383,-0.00024682518042236644,7.45471331283143e-05,0.7834495473385217,-0.20764088342871842,-0.026169407114636983,1.0912267738367265,0.01904550102228186,-0.22789322258187128,0.1191206782818152,0.06543656252493411,0.15874402337374227,-0.07624839894358093,-0.0013307865399935978,-0.9103462833874771,0.19976562488648605,0.2012536918603938,-0.21406505253882502,-0.2786670889177662,0.04607019622494168,-0.11725174439721384,-0.3350132721862918,3.719247132494274e-14,0.0,0.0,0.15336974841774884,-0.16314458947104094,0.6027961720477567,-0.10401212827967118,3.719247132494274e-14,0.0,0.0,0.003458758963930292,-0.013049474706232557,0.005612069714675141,-8.906794541599755e-08,1.1357082630383848e-05,-6.496855583262325e-06,-0.07456671796113194,0.021293844290235026,0.0059584145468902045,-0.11858178207304916,-0.002069642617601122,0.050285615280462534,-0.01889028256704715,0.0008817609729789596,-0.017549338794981852,-0.023688778536607658,-0.0004134471211021312,0.08736272289603894,-0.02989847563344667,-0.024723181504387327,0.023421192750334545,0.024133165112777074,-0.007302207282310007,0.01889236872069983,0.02555792542958214,-5.467848396278881e-16,0.0,0.0,-0.01635569812108523,0.025835885456235597,-0.062112749906590936,-0.009158027524241665,-5.467848396278881e-16,0.0,0.0,0_2_53_p1
16.6667,-0.5299167045237972,1.6590393128455423,-1.107206698674249,0.006443868505374598,0.0036972271815167916,-0.010145093881829272,0.11074898209804308,-0.028788409488459468,-0.20197203554256743,0.39377087278718303,0.006872598169847035,0.5578772412040197,-0.0805053662468172,-0.02753798516901691,-0.35561899774648204,0.10370252527709728,0.0018099505559319774,0.5814522341385587,0.28854501791066983,0.0569107285381578,-0.1458863409104897,0.1396196529430166,-0.40373349511076057,1.0406023237051745,1.3345694690295513,1.5707194213048687,0.0,0.0,-0.08037637588552006,-0.30269869070991856,0.6512098867319358,1.2627825643395192,1.5707194213048687,0.0,0.0,0.1701998574736512,0.1548043001255493,-0.23663354399373687,0.00012242527384772865,-0.00022834470909441563,6.906917676448624e-05,0.7037209907728386,-0.18551315538000948,-0.022548453711733783,0.9674895037557056,0.01688587815127854,-0.1798761025388575,0.09877939407426167,0.0653935148208841,0.14544843943132713,-0.09975950064617649,-0.0017411326032448203,-0.8171284788411884,0.1703460660352109,0.17469958862249163,-0.19058820937831222,-0.250359143704843,0.04012478526793342,-0.09626122044099694,-0.30924577977524087,3.6573918496937295e-14,0.0,0.0,0.13475381614816984,-0.1367365046219462,0.5343963432939548,-0.11110624481305846,3.6573918496937295e-14,0.0,0.0,0.003014627613840407,-0.012910438124517415,0.005786376916608225,-3.65770922655453e-07,1.2124650870324931e-05,-5.924416418242361e-06,-0.07206269771434481,0.02044786244374996,0.004901335198098112,-0.11348290725469419,-0.001980650460663277,0.04730408830800118,-0.018025873239991774,0.0003379645722596859,-0.01537072532019124,-0.021477100511351814,-0.0003748460557562927,0.0839262658679114,-0.02756036900329314,-0.02383763857616407,0.022020280923346146,0.023436156771630023,-0.006771074151852345,0.017786297636770344,0.02440191703504674,-5.352861011585563e-16,0.0,0.0,-0.015513022368849303,0.024369674393581557,-0.05936265349808846,-0.00789086248373663,-5.352861011585563e-16,0.0,0.0,0_2_53_p1
33.3333,-0.5256962244804514,1.6625496220870655,-1.1129732704326054,0.0064477506091324506,0.0036952523801373005,-0.01014695410690319,0.12808182235774415,-0.03331985465592247,-0.20194270689548563,0.4180929894850034,0.007297099205396905,0.5517518600977408,-0.08155383011868161,-0.02489568887720463,-0.35008423190979365,0.09525347020499507,0.0016624867068349813,0.5609002408266217,0.29421755302596136,0.06169614002197554,-0.15070240927717987,0.13452802806594955,-0.4027232254570712,1.0386307165428155,1.3271310912644971,1.5707194213048692,0.0,0.0,-0.07725219341530659,-0.30530677868529926,0.6624404121872138,1.257914572614883,1.5707194213048692,0.0,0.0,0.17107321457006608,0.1401682727018996,-0.22756481489017388,0.00012073003775371902,-0.0002098642377664648,6.35912204006582e-05,0.6239924342071553,-0.16338542733130054,-0.018927500308830586,0.8437522336746848,0.014726255280275217,-0.1318589824958437,0.07843810986670813,0.06535046711683408,0.13215285548891198,-0.12327060234877205,-0.0021514786664960425,-0.7239106742948996,0.14092650718393576,0.1481454853845895,-0.16711136621779946,-0.22205119849191987,0.034179374310925166,-0.07527069648478006,-0.28347828736419,3.595536566893185e-14,0.0,0.0,0.11613788387859084,-0.11032841977285146,0.465996514540153,-0.11820036134644574,3.595536566893185e-14,0.0,0.0,0.0025704962637505217,-0.012771401542802275,0.0059606841185413095,-6.424738998949085e-07,1.2892219110266012e-05,-5.351977253222398e-06,-0.0695586774675577,0.0196018805972649,0.003844255849306021,-0.10838403243633923,-0.0018916583037254324,0.044322561335539835,-0.0171614639129364,-0.0002058318284595879,-0.013192111845400629,-0.019265422486095966,-0.00033624499041045425,0.08048980883978385,-0.02522226237313961,-0.02295209564794081,0.02061936909635775,0.022739148430482973,-0.006239941021394684,0.01668022655284086,0.023245908640511338,-5.237873626892244e-16,0.0,0.0,-0.014670346616613377,0.022903463330927513,-0.05661255708958598,-0.006623697443231597,-5.237873626892244e-16,0.0,0.0,0_2_53_p1
50.0,-0.5220295618932583,1.6651731241349232,-1.117897307702774,0.006450348289649396,0.003691415335188613,-0.010146179092775055,0.14075292634375577,-0.03654398872464951,-0.20208361449530915,0.43546272865187974,0.00760025835987209,0.5492712968888802,-0.0804280866067508,-0.023611266626743167,-0.34708823650444764,0.0924898631453035,0.0016142526497667912,0.5460480510086927,0.29775966315364233,0.06483992167158097,-0.15426951630614424,0.12990413419953023,-0.40208358257039034,1.0367635265978463,1.3212459272447052,1.5707194213048692,0.0,0.0,-0.07452243951475211,-0.3074354245303825,0.6721725600065143,1.2549591303836691,1.5707194213048692,0.0,0.0,0.17194657166648097,0.12553224527824994,-0.2184960857866109,0.00011903480165970939,-0.00019138376643851402,5.8113264036830144e-05,0.5442638776414722,-0.1412576992825916,-0.015306546905927386,0.7200149635936639,0.012566632409271897,-0.0838418624528299,0.05809682565915459,0.06530741941278406,0.11885727154649683,-0.14678170405136762,-0.002561824729747265,-0.6306928697486109,0.11150694833266062,0.12159138214668734,-0.1436345230572867,-0.1937432532789967,0.028233963353916907,-0.05428017252856318,-0.2577107949531391,3.533681284092641e-14,0.0,0.0,0.09752195160901184,-0.08392033492375672,0.3975966857863511,-0.125294477879833,3.533681284092641e-14,0.0,0.0,0.0021263649136606367,-0.012632364961087134,0.006134991320474394,-9.191768771343639e-07,1.3659787350207095e-05,-4.779538088202435e-06,-0.06705465722077059,0.018755898750779834,0.002787176500513929,-0.10328515761798426,-0.0018026661467875874,0.04134103436307848,-0.016297054585881023,-0.0007496282291788617,-0.011013498370610018,-0.017053744460840122,-0.00029764392506461583,0.07705335181165629,-0.022884155742986086,-0.022066552719717553,0.01921845726936935,0.022042140089335922,-0.005708807890937023,0.015574155468911374,0.022089900245975937,-5.122886242198926e-16,0.0,0.0,-0.01382767086437745,0.021437252268273473,-0.053862460681083496,-0.005356532402726564,-5.122886242198926e-16,0.0,0.0,0_2_53_p1
66.66669999999999,-0.5188209906541167,1.6670556816673432,-1.1220693396434607,0.006451932117645718,0.0036862452351067616,-0.010143375527826735,0.14938911108605127,-0.03865109608936632,-0.20236402842306578,0.4467744859290005,0.007797685781826538,0.5497968134152248,-0.0777145122755765,-0.02336117652133785,-0.3461369219345333,0.09396527736734926,0.0016400034750749474,0.5361146221189431,0.29943354987085424,0.06656205500522427,-0.15672428499758276,0.12582868188970717,-0.4017534141022312,1.0351378835505394,1.316725165216158,1.5707194213048694,0.0,0.0,-0.07225150168875072,-0.309059403625166,0.6803095231082686,1.2535015911452934,1.5707194213048694,0.0,0.0,0.17281992876289584,0.11089621785460027,-0.2094273566830479,0.00011733956556569974,-0.0001729032951105632,5.263530767300209e-05,0.46453532107578904,-0.11912997123388266,-0.011685593503024188,0.596277693512643,0.010407009538268576,-0.03582474240981612,0.03775554145160105,0.06526437170873405,0.10556168760408169,-0.17029280575396316,-0.0029721707929984877,-0.5374750652023221,0.08208738948138547,0.09503727890878519,-0.1201576798967739,-0.16543530806607354,0.02228855239690865,-0.033289648572346286,-0.2319433025420882,3.471826001292097e-14,0.0,0.0,0.07890601933943284,-0.057512250074661986,0.32919685703254925,-0.13238859441322026,3.471826001292097e-14,0.0,0.0,0.0016822335635707517,-0.012493328379371994,0.006309298522407478,-1.1958798543738194e-06,1.4427355590148178e-05,-4.207098923182471e-06,-0.06455063697398346,0.01790991690429477,0.0017300971517218372,-0.09818628279962929,-0.0017136739898497427,0.03835950739061714,-0.015432645258825647,-0.0012934246298981354,-0.008834884895819406,-0.014842066435584278,-0.00025904285971877736,0.07361689478352874,-0.020546049112832556,-0.021181009791494294,0.017817545442380955,0.021345131748188875,-0.005177674760479362,0.01446808438498189,0.02093389185144054,-5.007898857505607e-16,0.0,0.0,-0.012984995112141524,0.019971041205619433,-0.05111236427258102,-0.00408936736222153,-5.007898857505607e-16,0.0,0.0,0_2_53_p1
83.3333,-0.5159747846549254,1.6683431573625531,-1.1255798954133702,0.006452772663841693,0.0036802712683277764,-0.010139150100440104,0.15461719361460385,-0.03983146114479868,-0.20275321875978317,0.45292265695755435,0.007904991619814195,0.5526896715145616,-0.07399948368971057,-0.023821876664694024,-0.34673619860413984,0.09823328614045912,0.0017144942731069901,0.5303189115915449,0.29950141475473857,0.06708252154115565,-0.15820333835169556,0.12238238168242882,-0.40167156770410656,1.0338909170811672,1.313379993424837,1.5707194213048694,0.0,0.0,-0.07050376744219655,-0.31015349134964715,0.6867544944109086,1.253127308399171,1.5707194213048694,0.0,0.0,0.17369328585931074,0.09626019043095059,-0.20035862757948492,0.0001156443294716901,-0.0001544228237826124,4.715735130917404e-05,0.38480676451010587,-0.09700224318517373,-0.00806464010012099,0.47254042343162206,0.008247386667265254,0.012192377633197665,0.017414257244047507,0.06522132400468403,0.09226610366166656,-0.19380390745655873,-0.0033825168562497104,-0.44425726065603344,0.052667830630110324,0.06848317567088305,-0.09668083673626111,-0.13712736285315036,0.016343141439900396,-0.012299124616129392,-0.2061758101310373,3.4099707184915525e-14,0.0,0.0,0.06029008706985384,-0.03110416522556725,0.2607970282787474,-0.13948271094660755,3.4099707184915525e-14,0.0,0.0,0.0012381022134808667,-0.012354291797656852,0.006483605724340562,-1.472582831613275e-06,1.5194923830089261e-05,-3.634659758162507e-06,-0.06204661672719634,0.017063935057809704,0.0006730178029297458,-0.09308740798127432,-0.0016246818329118977,0.035377980418155784,-0.014568235931770271,-0.0018372210306174092,-0.0066562714210287935,-0.012630388410328434,-0.0002204417943729389,0.0701804377554012,-0.018207942482679026,-0.020295466863271036,0.016416633615392556,0.020648123407041825,-0.0046465416300217,0.013362013301052404,0.01977788345690514,-4.89291147281229e-16,0.0,0.0,-0.012142319359905597,0.01850483014296539,-0.048362267864078545,-0.0028222023217164957,-4.89291147281229e-16,0.0,0.0,0_2_53_p1
100.0,-0.5133952177875835,1.6691814138987806,-1.128519504171209,0.006453140498957603,0.0036740226232876904,-0.010134109498997023,0.1570639909593869,-0.04027536828567234,-0.20322045558648905,0.4548016373787298,0.007937786022389011,0.5573111330246776,-0.06986937741370473,-0.02466982516051703,-0.3483919769173566,0.10384746273395981,0.00181248013421046,0.5278798768606696,0.2982254593824371,0.0666213027976253,-0.15884329936868263,0.11964594412364382,-0.40177689102752967,1.0331597568700022,1.3110216001167236,1.5707194213048694,0.0,0.0,-0.06934362427998372,-0.3106924630838236,0.6914106668328655,1.2534216356447183,1.5707194213048694,0.0,0.0,0.1745666429557256,0.08162416300730091,-0.19128989847592193,0.00011394909337768047,-0.0001359423524546616,4.167939494534599e-05,0.30507820794442275,-0.07487451513646479,-0.004443686697217789,0.3488031533506012,0.006087763796261934,0.060209497676211476,-0.002927026963506024,0.06517827630063401,0.07897051971925141,-0.2173150091591543,-0.003792862919500932,-0.35103945610974474,0.023248271778835178,0.041929072432980885,-0.07320399357574833,-0.10881941764022718,0.010397730482892137,0.008691399340087475,-0.1804083177199864,3.348115435691008e-14,0.0,0.0,0.04167415480027484,-0.004696080376472511,0.1923971995249455,-0.14657682747999481,3.348115435691008e-14,0.0,0.0,0.0007939708633909813,-0.01221525521594171,0.0066579129262736465,-1.7492858088527302e-06,1.5962492070030343e-05,-3.0622205931425435e-06,-0.059542596480409216,0.016217953211324642,-0.0003840615458623464,-0.08798853316291937,-0.0015356896759740528,0.03239645344569443,-0.013703826604714895,-0.002381017431336683,-0.004477657946238183,-0.010418710385072588,-0.00018184072902710044,0.06674398072727365,-0.0158698358525255,-0.019409923935047774,0.015015721788404157,0.019951115065894774,-0.004115408499564039,0.01225594221712292,0.018621875062369737,-4.777924088118971e-16,0.0,0.0,-0.01129964360766967,0.01703861908031135,-0.04561217145557606,-0.0015550372812114625,-4.777924088118971e-16,0.0,0.0,0_2_53_p1
116.66669999999999,-0.5109865639439921,1.669716313954263,-1.130978695075687,0.006453306193713756,0.0036680284884225522,-0.010128860411879418,0.15735632015037437,-0.04017310190671331,-0.20373500898421218,0.45330582283371806,0.007911679138104971,0.5630224597833628,-0.06591057001211115,-0.025581480112512295,-0.3506101672782745,0.10936138041717879,0.0019087161487329081,0.5280164753604913,0.29586788533109293,0.06539838029288378,-0.15878079104874482,0.11770007975930116,-0.4020082317240155,1.0330815325973224,1.3094611735378068,1.570719421304877,0.0,0.0,-0.06883545970700673,-0.31065109420769427,0.6941812332925743,1.253969926381357,1.570719421304877,0.0,0.0,0.17544000005214055,0.06698813558365124,-0.182221169372359,0.0001122538572836708,-0.00011746188112671078,3.620143858151792e-05,0.22534965137873963,-0.05274678708775585,-0.0008227332943145926,0.2250658832695802,0.003928140925258613,0.10822661771922526,-0.02326831117105954,0.065135228596584,0.06567493577683625,-0.24082611086174988,-0.004203208982752155,-0.25782165156345593,-0.006171287072439968,0.015374969195078747,-0.049727150415235566,-0.080511472427304,0.004452319525883874,0.02968192329630437,-0.15464082530893553,3.2862601528904634e-14,0.0,0.0,0.023058222530695838,0.021712004472622226,0.1239973707711437,-0.1536709440133821,3.2862601528904634e-14,0.0,0.0,0.0003498395133010961,-0.012076218634226567,0.00683222012820673,-2.025988786092186e-06,1.6730060309971424e-05,-2.4897814281225803e-06,-0.0570385762336221,0.015371971364839572,-0.001441140894654437,-0.08288965834456438,-0.0014466975190362082,0.029414926473233072,-0.012839417277659517,-0.0029248138320559576,-0.002299044471447568,-0.008207032359816745,-0.00014323966368126197,0.06330752369914609,-0.01353172922237197,-0.01852438100682452,0.01361480996141576,0.019254106724747724,-0.003584275369106378,0.01114987113319343,0.017465866667834336,-4.662936703425653e-16,0.0,0.0,-0.010456967855433742,0.015572408017657307,-0.04286207504707358,-0.00028787224070642723,-4.662936703425653e-16,0.0,0.0,0_2_53_p1
133.33329999999998,-0.5079338310476497,1.6706996173971465,-1.1334075122788543,0.006454841222952908,0.003664669325551582,-0.010125327708472721,0.15810316603618432,-0.04041499813733983,-0.20472660161597678,0.452160441988888,0.007891688462700072,0.5662818154172802,-0.0645387550444728,-0.025109404309985737,-0.35115682528219233,0.10834910089927632,0.001891048529464923,0.5268941811837157,0.2927131296484727,0.06407208195855749,-0.1583384482740085,0.11734283153132856,-0.4021219491469131,1.034875248880969,1.3080666482645986,1.570719421304877,0.0,0.0,-0.06964521611206352,-0.3099146158115627,0.6941656157304119,1.2535453235755512,1.570719421304877,0.0,0.0,0.19385160363627607,0.062253107146218234,-0.1974415289729068,0.00012580953864305133,-0.00010374789192828943,1.775840759243169e-05,0.21594096684154707,-0.049132871172066356,-0.0038222408321201273,0.21377648382342085,0.003731103767645915,0.12004183539958779,-0.04172596777162235,0.06821417227601796,0.08361568536220987,-0.2693966284309883,-0.004701858529094659,-0.25929927149261367,0.0035511057193429174,0.011368018378020456,-0.05043895951997168,-0.0770532241448143,0.001340657465826789,0.032008624560154075,-0.156983112315622,3.2862601528904634e-14,0.0,0.0,0.0280734772982989,0.02789661089536799,0.12281984981133709,-0.16811536124954873,3.2862601528904634e-14,0.0,0.0,-7.362128091024272e-05,-0.012211067786917508,0.007433712045645113,-2.01231513137397e-06,1.9359021724157306e-05,-3.046823827518253e-06,-0.05726488850191664,0.015341303406078087,-0.0018697356689695828,-0.08278115676258808,-0.0014448038115230611,0.02685307670991972,-0.013687914259093862,-0.0027451952854680773,-0.001145585410324701,-0.009758857398479485,-0.00017032411892407788,0.06293135273476835,-0.013965665658653727,-0.018426837310587797,0.014386955048384033,0.021007303936795726,-0.0030474916134278843,0.012952440782696814,0.01686732033515665,-2.4794980883295157e-15,0.0,0.0,-0.011134164117778038,0.015548765830504456,-0.04409519477507415,-0.0002977608805637854,-2.4794980883295157e-15,0.0,0.0,0_2_53_p1
150.0,-0.5056869065675774,1.671570314350949,-1.1343644968206323,0.006456507763619915,0.0036624300801253477,-0.010124266321157782,0.15583856397046134,-0.04016169157696281,-0.2065131746523888,0.44632479965989663,0.007789837289988315,0.5701155031096159,-0.06456071017592806,-0.02398034766832822,-0.35138826892483493,0.10410540412220025,0.001816982043963046,0.5294513355533098,0.2874672061353525,0.06187930089347654,-0.15653615362316867,0.1188447793439992,-0.4024688690401292,1.0386247348407958,1.3083683156038746,1.570719421304877,0.0,0.0,-0.07189186269939063,-0.30854188498563734,0.6907780498878442,1.2534083545887345,1.570719421304877,0.0,0.0,0.19335304341710335,0.03921629749123756,-0.18654273607322303,0.00011647015823232007,-9.725691861880645e-05,2.3522713252122074e-05,0.11601833107207143,-0.02159111352524526,-0.009625460205380243,0.07609552399128794,0.001328117618891289,0.1731502938372338,-0.042075297481176,0.05223736095044584,0.0684166389151617,-0.23058996138790333,-0.0040245542831023546,-0.15544585659577503,-0.015213479260416829,-0.019733503623673848,-0.02795037481025875,-0.055441986159075585,-0.008598819677194225,0.038252155723036196,-0.12057693983539242,3.2862601528904634e-14,0.0,0.0,0.021399690664137216,0.04324758197573986,0.07865603149101741,-0.14856659409660367,3.2862601528904634e-14,0.0,0.0,-0.000538724437639169,-0.011383605393879722,0.007162898660772179,-2.317950629673685e-06,1.98071912585867e-05,-3.1637222038451e-06,-0.05245099688109845,0.014034421015676165,-0.0019684536015668976,-0.07508411230047005,-0.0013104650308426963,0.021452905552732646,-0.012376436431682881,-0.002861530743937279,-0.00032925374327623673,-0.00808013222870274,-0.00014102483831851732,0.057136255426821214,-0.012617721882248934,-0.016242582419482874,0.014137152875998838,0.02049633658536232,-0.0022575396774836354,0.013090605136359542,0.014732919410019363,-2.438261233129153e-15,0.0,0.0,-0.010356430414531506,0.013695311548606317,-0.04028891964903405,0.00019255122410325373,-2.438261233129153e-15,0.0,0.0,0_2_53_p1
