time,left_back,right_forward,right_back,left_forward,COPXc,COPYc,COPXc_20,COPYc_20,COPXc_51,COPYc_51,COPc,TrialID
0.0,1.1219445572654858,0.8120508321588114,1.480789126010559,1.4031689332467543,0.0,0.0,-6.98262101895968e-05,-3.3480684154294914e-05,-0.0002519391601774606,-0.00012288687920244102,0.0,0_2_113_p1
2.000052721996326,1.1221962798811829,0.8120640420584067,1.4807823289183315,1.4032265789414833,-0.0003029555030584774,-0.0001740699291450376,-0.00017065321006774954,-0.00011063284337924001,-0.00014980627832240686,-9.978944767760837e-05,0.0003494028864591326,0_2_113_p1
4.000105454906588,1.122379040117847,0.8120908735893154,1.4807917072502896,1.4032538421715712,-0.00017381360388535327,-0.00013804380762616475,-0.00017013854019104187,-0.00013628166635440346,-6.403329589284298e-05,-8.305936328220119e-05,0.00022196229796869575,0_2_113_p1
6.00015819145483,1.1225045164757177,0.8121284392246968,1.480816400084314,1.4032568790669973,-6.625478389077344e-05,-0.00010956666108752344,-0.00011049966836613886,-0.0001307814599222361,6.960182600764236e-06,-7.170431976771322e-05,0.00012804120278364037,0_2_113_p1
8.000210917089134,1.1225832443171488,0.8121741422094515,1.4808554475357245,1.4032411662865976,2.1735375133502544e-05,-8.778508848639177e-05,-2.3770560608845707e-05,-0.00010960454363986941,6.466888311279067e-05,-6.481625770411102e-05,9.043587945477013e-05,0_2_113_p1
10.000263646361418,1.1226246672172897,0.8122256645602686,1.4809078020766606,1.4032115340453417,9.208623286838247e-05,-7.188733151597404e-05,6.700932766071456e-05,-8.391135430805812e-05,0.00011050376941722646,-6.156832795490945e-05,0.00011682321137675303,0_2_113_p1
12.000316375633702,1.1226371883147657,0.8122809550656714,1.480972339855459,1.403172199141608,0.00014664209045944787,-6.110327460495668e-05,0.0001466060604229239,-6.112055050012225e-05,0.00014579395046244748,-6.121185515224725e-05,0.000158863189133813,0_2_113_p1
14.000369104905985,1.1226282216623584,0.8123382172860644,1.4810478720160338,1.4031267979844595,0.0001871621905231713,-5.4704444923281415e-05,0.00020640222986349137,-4.5479117090890155e-05,0.00017178858772598678,-6.307330117196264e-05,0.00019499297899102982,0_2_113_p1
16.00042183417827,1.1226042435776864,0.8123958975537786,1.4811331560172543,1.4030784196209203,0.00021532071714558398,-5.200401237370755e-05,0.00024320796517827666,-3.863246978564038e-05,0.00018965880256930642,-6.655122860866881e-05,0.0002215116893869335,0_2_113_p1
18.00047456708853,1.1225708439938866,0.8124526729731192,1.4812269069523247,1.4030296387632504,0.00023270679588049958,-5.235678959936152e-05,0.00025807194137811155,-4.0194559649044773e-05,0.00020049958359256878,-7.111326425082949e-05,0.0002385239741957196,0_2_113_p1
