trial_id,condition,env_mean,env_rms,env_p95,env_integral,rwrist_mean,rwrist_rms,rwrist_p95,rwrist_integral,lwrist_mean,lwrist_rms,lwrist_p95,lwrist_integral,arm_acc_mean,arm_acc_rms,arm_acc_p95,arm_acc_integral,arm_power_mean,arm_power_rms,arm_power_p95,arm_power_integral,f0_mean,f0_rms,f0_p95,f0_integral
10_1_23_p0,gesture,0.022541401887054485,0.02280639148892822,0.029514704660487008,121.76865299386833,100.74128182824262,131.23696437145304,260.300682035927,544204.4044361666,93.44402513025585,125.74447515329037,261.3599958367767,504784.6237536421,16.312333137049592,20.277414542690654,39.9880792917352,88119.2236063419,42.326904225634,47.910350086635525,73.26671453376873,228649.93662687487,187.49905486653674,187.5344245152752,192.26394942355788,937.4952743326837
10_1_24_p0,gesture,0.02199835422242374,0.022135800802513046,0.025083971849697,84.75965881899867,29.02962452797428,38.5348610199825,87.23179832623426,111851.14330628491,28.472209895252785,38.16521377301875,84.83623796026689,109763.94770854859,4.586384316636926,6.2095961483397994,13.551347744758017,17671.338772002076,14.930789880594752,21.707822969408014,45.65486500002897,57528.333409931576,217.0229449862893,217.1924632117966,225.8521358099216,1302.1376699177358
10_1_25_p0,gesture,0.02229208572279654,0.022956794119439586,0.022166568323969002,80.00629565911679,85.42634590283188,104.62079648614744,205.17030564133844,306595.4211136003,90.43948898543167,111.11794372079663,207.56113810699472,324587.32596871426,9.675246131879254,13.096518663506695,31.784472016594712,34724.45836731464,61.12503970429326,71.08062681565559,140.2701998352492,219377.7674987085,187.51773164654762,187.5287037358962,189.24028135916777,562.5531949396428
10_1_26_p0,gesture,0.021433165565619715,0.021437970908649604,0.022084199371609298,92.01257977320543,16.62705738935771,33.93575292762188,81.60452023213372,71379.95737251264,16.734567059194195,32.02360598887833,81.14252144594737,71841.73981070414,3.3771385960862186,6.144811983383809,17.351372094213275,14498.055992998137,9.075504239104662,15.97226373131067,25.462428294476137,38961.13969847631,182.17384404352492,182.17436435121084,182.66366945719886,546.5215321305748
10_1_29_p1,gesture,0.033138993284675414,0.03313943082768996,0.03321328780929145,99.11872891446417,75.56698137377676,99.27408763215195,210.9787863542706,226022.36409308875,30.113434464062394,40.24986048440078,89.97230538603691,90069.28248201062,9.659254200388764,11.166677984389361,18.91411383724187,28890.829313362792,18.348547205435377,21.002273311575614,40.379738468530356,54880.504691457216,,,,
10_1_2_p0,multimodal,0.02711476364476737,0.03252346645844097,0.045942148939488635,84.73363638989804,27.831304055427136,36.54143885077244,73.75754655597248,86972.8251732098,20.200049272620184,32.308815593440656,79.33165180444813,63125.153976938076,4.379849194697183,6.012723234925393,13.094671846089863,13687.028733428697,33.28364336034337,101.23859410625337,160.56087483728382,104011.38550107303,,,,
10_1_30_p1,gesture,0.03324866444770707,0.033267870052613314,0.03321817964279272,129.53679668826675,49.331231594765796,68.14115958404759,150.4432341115699,192194.47829320753,22.216505312845236,32.53315179196257,80.29558096033705,86555.50469884503,7.5635057721559305,9.10534522355942,17.09818357433464,29467.418488319505,11.508593958589213,12.800706167367785,21.9928766142762,44837.48206266357,215.7771148059417,215.98285571531002,224.45549226183599,1510.4398036415919
10_1_31_p1,gesture,0.03320853468187576,0.03320910740901663,0.033467760734378654,95.17566039825594,29.128265626683557,40.572794338099385,105.35879254326903,83481.60928607508,30.222144515472948,41.09314813294697,102.39560831730137,86616.66618134547,5.244105561558836,6.975429077061251,15.75893276104864,15029.606539427625,9.580552430276224,10.676997461781745,18.475567790973134,27457.86326517166,252.17778835246853,252.17779560749216,252.28613205801804,8574.04480398393
10_1_32_p1,gesture,0.033552109032453585,0.03363225111037744,0.03400369550804831,92.83868569279906,33.5977612690056,42.62507227732838,95.73427345611118,92965.0054313385,34.14947110559382,43.50737296456212,89.45012402448508,94491.5865491781,5.498517781012375,7.085183123241425,16.17277895483093,15214.398700061243,17.551378404554853,26.571654556821564,70.71005895920473,48564.66404540328,307.85038368498925,307.8896303293018,313.3586165381906,4309.90537158985
10_1_33_p1,gesture,0.03340286944876646,0.033422471553762274,0.03426030452871075,110.0624548336855,75.42011023270601,92.90209896469415,182.17922054741933,248509.2632167663,33.991581912647334,48.88956296940396,107.62254547477394,112002.26240217297,9.49435521381414,11.194032340306192,19.914695393605264,31283.900429517595,21.640545616595688,23.880967124315283,35.969665356571134,71305.5978066828,193.9182800729582,194.23511072590787,209.76566876267938,969.591400364791
10_1_34_p1,gesture,0.03317454994285706,0.033175185331786226,0.033392590536643334,61.273393744456996,38.58557237096267,61.87340867464122,150.2591211721471,71267.55216916806,50.896226743797556,73.87131611436436,160.66573360856322,94005.33079579409,9.261644582534103,12.920014680379039,28.57816027399153,17106.25754394049,17.547614860639626,22.241867971456344,41.46403925537906,32889.013309318296,260.5518857075036,261.198475620055,307.7547709870207,13548.698056790185
10_1_35_p1,gesture,0.03315846762407195,0.03315849944510288,0.03323099282525987,90.78788435470899,82.93455259715365,95.38658225600204,155.5416954127092,227074.8050110067,88.94001967003867,103.92236698450961,192.09021077840245,243517.77385656588,8.91593124736991,10.018769666243251,17.624408678565544,24411.819755298813,13.087615770988842,14.195129201341993,20.87195174529037,35833.89198096745,251.96468340655213,251.96468823182568,252.0280959968917,61731.34743460527
10_1_38_p0,vocal,0.11524581878858833,0.18634523541450818,0.41849387956576184,238.0978616172235,20.972945797934695,33.83778376916506,86.58406888148971,43369.526373044675,18.772715106122842,31.806517770965584,84.81398175426095,38784.429409249795,4.802076565987273,7.440186847097963,20.1516607749756,9921.090185329705,12.086340263349504,14.70610003846418,33.38241696881971,24970.378984080075,294.1758010280878,297.8653262868005,355.9866335097146,182977.3482394706
10_1_39_p0,vocal,0.05154867601986909,0.09434928986334948,0.2325688201814991,176.65731272009137,13.62379005334895,26.55156515893421,58.23256345950192,46688.72851282685,12.162136560118318,24.540699061884187,72.70611086055197,41679.680725590355,2.3785219858193836,4.235320680530905,10.920363054546355,8151.194845403028,7.502764086809666,13.056063209018683,27.84841956480551,25711.972525496727,239.4424243042223,244.70974351263695,328.31399195421824,20592.048490163117
10_1_3_p0,multimodal,0.04669887699637947,0.06719225951733715,0.1847215968727168,171.38487857671265,18.421368789869522,25.798553367996924,61.11800850534295,67606.42345882114,16.001210700437767,23.679142794164605,53.74589096928989,58725.66167214353,3.3412777743395217,4.446188002223342,9.635974723738542,12262.489431826045,11.738754624980148,26.223962051311286,36.84800370851003,43081.229473677144,185.58847441649337,185.67189622083532,193.7490593863825,1113.5308464989603
10_1_40_p0,vocal,0.08895057674226008,0.15431057852544047,0.41027207428264034,214.01508764187776,17.040894594170904,30.921689725885912,72.41974398610648,41000.392393575195,19.438424958579247,30.479954423770458,69.5202567850406,46768.85045034167,3.8421336840820066,5.910185794261146,14.352559288840428,9244.173643901308,10.165966146197329,16.263335052405836,39.89664567485657,24459.31454775077,192.113663630097,192.8330477604432,224.7408326783125,3265.932281711649
10_1_41_p0,vocal,0.043506701609765185,0.05334768746945291,0.12053474763161218,213.443878097508,9.484800671314941,20.06333308399837,46.54081872516116,46532.4320934711,10.349928848778246,19.183770230505747,42.70019302447582,50776.75093210608,1.8534104951911081,3.6778319786275766,6.495042332053415,9092.831889407576,4.45277478393727,8.90874729266934,15.701748571205185,21845.31308999625,258.65943940061595,269.15909578172494,367.5569141962264,15260.906924636342
10_1_42_p0,vocal,0.06383730107798392,0.09466587989900864,0.24333575925661613,161.6360463294553,16.162269994728035,30.911167492257242,76.99008961982372,40922.86762665139,19.551553829264137,31.9383076020573,74.55006523514446,49504.534295696794,3.7565843546632127,5.794677022854025,14.885770856372437,9511.671586007255,13.269043528164294,18.72302036943758,47.31394709778083,33597.21821331199,202.41713280876476,203.310388780605,221.65240392945972,147764.50695039827
10_1_43_p0,vocal,0.13081060462714586,0.19509596961287096,0.44245846435930236,433.3755331297342,14.337017996641707,28.783870726765834,60.703897067325464,47498.540622873974,15.663639421362094,26.54683806425424,71.34812093874942,51898.322402688354,2.807587843013505,5.217436082013609,13.526135856966055,9301.538523903742,9.02783610355439,18.661622113719762,43.15529083980541,29909.221011075693,298.76617290315795,303.505650290387,358.5550184614225,413492.38329797063
10_1_44_p0,vocal,0.02786779440597057,0.036322796426807635,0.047715338968795054,87.81142017321326,10.600408602788777,20.34064498722097,49.078094805653855,33401.88750738744,12.334241872283908,20.85983929917686,49.18184599070311,38865.19613956659,2.0708792602694364,3.3240454920967064,8.594277488296754,6525.340549108994,26.41280327777809,99.63916160455457,114.0770999842832,83226.74312827876,244.59049484412606,244.83992247646233,256.7972812241051,1956.7239587530084
10_1_47_p1,vocal,0.14878839047163736,0.21269293768826786,0.4398345057719897,536.8285128216676,11.13089475040285,15.622980611970076,39.90749043743948,40160.268259453485,17.814421616274704,24.363634416401073,57.240572538193724,64274.433191519136,2.54234075563977,3.1149176512880556,6.351969417261695,9172.76544634829,7.292940795647728,8.556505105004673,17.16860125722763,26312.930390697,289.2023127967648,298.62427199784656,368.112942905182,464748.11666440096
10_1_48_p1,vocal,0.04392357657061435,0.051261218544627944,0.1082717992024863,206.8800456475936,11.469581117024685,17.83459304427602,48.45116040969225,54022.188225955455,28.311094269558517,37.472589748380976,79.75593254480833,133345.55512604493,4.216338580364868,5.578372393220413,11.70101068819109,19858.954713518528,6.0824051859447765,7.027267188883826,13.668632737321147,28648.128425799896,250.3436846683575,252.68524014209453,306.6993638392604,16021.99581877488
10_1_49_p1,vocal,0.11440696443466108,0.1743306190801852,0.4504278094482328,401.68285213009506,43.6012764093776,59.04185903890936,137.20920387301197,153084.08147332474,48.057570482772675,60.34843240485777,121.79783277023142,168730.12996501487,8.210773001133951,10.728824879175454,22.958308322690414,28828.024006981304,16.998389946968622,26.131173524595912,69.35982479002647,59681.34710380683,293.43921393919226,296.0891240135275,346.5730933993938,373254.68013065256
10_1_4_p0,multimodal,0.022644404239940307,0.02337733227743213,0.02728809638991702,78.10055022355412,30.87579410228129,40.238561163914596,90.57141367753313,106490.61385876816,12.470007944904545,18.7387667479589,39.74030294693797,43009.05740197578,4.677182408246172,5.933244395249152,12.319685285355364,16131.602126041049,12.210092164780194,14.345906773371915,28.81678029993856,42112.60787632689,,,,
10_1_50_p1,vocal,0.11429305199883423,0.175615112500205,0.3884792826548454,342.07910463251085,39.86513096340557,69.84591109245058,199.32219248459845,119316.33697347288,37.798988262637636,65.12137851510556,176.67738094562154,113132.37187007444,8.499864719909391,13.56093853349403,34.13691325008473,25440.09510668881,22.725015588375832,39.21939990215301,113.27563506134939,68015.97165600887,239.11725308616326,242.32238195074586,324.83019357415185,240073.72209850792
10_1_51_p1,vocal,0.049500884058561144,0.061861485284002586,0.1496903027117597,212.6557979155787,21.905683999214112,35.888401968081645,73.73213506323168,94106.81846062382,25.11081812122008,40.84421743941224,104.78195471460523,107876.07464876147,4.496115528989116,7.027542018126809,16.870966524864226,19315.312312537244,10.130748939758906,17.26047893172195,44.027085988847524,43521.697445204256,,,,
10_1_52_p1,vocal,0.0475023042824596,0.054095102084839204,0.09806986996108663,154.23998200514632,13.324975082521208,17.904789730155294,45.05454014229888,43266.19409294636,21.626747866706012,29.208530155294234,63.76275910696751,70222.05032319442,3.6099822151449796,5.23213514570478,9.9980538514353,11721.61225257575,6.436424993870749,8.840834921547346,18.298118287718523,20899.071955098323,,,,
10_1_53_p1,vocal,0.09883345030872445,0.14927493542467174,0.3682131837512503,224.7472660020394,55.43248356988608,80.14098417370339,196.70509406923628,126053.46763792094,27.918361290307477,34.079400483534116,72.52839985642272,63486.353574159206,8.060535956059121,11.050696103906127,26.1557553075019,18329.658764078442,12.847699763518156,13.997129598079594,23.59824622915536,29270.659102701007,243.04106635866555,248.00412236910475,330.49604295233405,67079.33431499169
10_1_5_p0,multimodal,0.027530569593686178,0.03463534199548405,0.05963046735391888,100.45904844736086,88.18021910321053,97.97264624581737,145.10773727612695,321769.6195076152,86.10750076316751,95.75786964421154,146.09642014637836,314206.27028479823,7.2379150295967145,8.449405780056594,15.629720748434234,26411.15194299841,69.86732387807827,75.91048551642027,121.25986407754287,254945.8648311076,,,,
10_1_6_p0,multimodal,0.05036695173148176,0.09641826895903008,0.22297100580804016,174.2696529909269,119.69600394713562,145.0584179929182,283.36086319604425,414148.17365708924,80.04178369436849,98.81073100091133,185.1700029885453,276944.57158251497,17.170658160423972,19.700299988079557,34.416041706646006,59410.477235066945,98.34233877397708,155.86511725418157,469.7068266871415,340264.49215796066,188.25864202632795,188.2934814195513,192.91671500679394,2259.1037043159354
10_1_7_p0,multimodal,0.04438439362409767,0.07487322732436091,0.13033061133768953,263.64329812714016,53.13526796159539,61.843072852874435,113.0991584978439,315628.95280964207,47.638945161647904,54.80453976883487,102.57643337569904,282975.33426018857,5.895933957376441,7.175947248733133,15.19009748719733,35021.84770681606,24.374233684684818,28.14592462524023,60.502311482529045,144782.94808702782,197.52727565886508,198.052201947187,225.24430595751159,6715.927372401413
10_1_8_p0,multimodal,0.08721577827969398,0.12685765704285046,0.28542531905025464,288.7714418840668,75.65998922864429,86.07705694853578,154.16810713878724,250510.22433604125,75.85766153332916,90.2706156795081,157.48083357669188,251164.71733685286,7.893074434469031,8.859707250100753,16.029851192134736,26133.969452526962,35.660053286613675,37.43839497753562,50.83540462324817,118070.43643197787,264.9957362435542,271.37105241710253,363.8921053478999,10069.837977255058
10_2_100_p1,vocal,0.0665145459499187,0.09486071658273271,0.2402957306853796,183.18105954607609,23.42217217322543,29.288903638758146,54.71414454211696,64505.32377055023,32.96018291483359,49.936359181698876,146.36629886354527,90772.3437474517,5.592834856853213,8.048751795358497,23.550565683582807,15402.667195773749,28.09937899334216,71.13123334704227,207.03938304612967,77385.6897476643,219.21303670435515,220.08940957177876,247.10750824296912,110921.7965724037
10_2_101_p1,vocal,0.10234291416842464,0.15276416305085658,0.2948999301472381,322.3801796305376,20.774511546091933,27.475016647456012,56.01066280797702,65444.87169588284,22.135121271087677,26.65229081089599,55.60230261951413,69725.63200392618,4.425079564966568,5.741531037721845,16.857966962267536,13939.000629644688,5.947569208513504,6.603869252312954,13.42573142601658,18734.843006817537,249.18643707849537,252.82458930320792,353.20770844092533,234733.62372794264
10_2_102_p1,vocal,0.04080539067977721,0.04671750701392342,0.07716516536381306,219.81863959195982,39.91116474186825,70.89532604940615,248.3790740286389,215001.44446444424,24.81029858658596,33.23675323692067,66.07930688119029,133653.07848593857,7.409603768797599,13.481693011809355,46.64056023914444,39915.53550251266,14.918125521268337,28.007118141136562,92.8326528415688,80363.94218307253,229.26377328833624,230.75089886444422,283.25308222991697,237288.00535342802
10_2_103_p1,vocal,0.04340699894661514,0.05051110586765535,0.11465901422489039,142.37495654489766,28.760295758622625,36.802503308336185,64.08761739206213,94333.77008828221,31.69501424450461,42.61204819640213,78.41141737158748,103967.62677150086,6.149479219905942,7.9741649028784245,19.28911373042304,20170.291841291488,8.439144093459666,10.904625027495072,20.86862159256147,27680.392626547706,245.74750342031882,247.68746826052944,308.7227215102095,133932.38936407375
10_2_104_p1,vocal,0.04822500438469999,0.05642533314151077,0.12786876424196728,251.20404783990224,29.0903516214063,51.13916596583149,119.80359164207204,151531.6415959054,17.59892896332116,25.55862618739564,70.90194997084845,91672.82096993993,5.468625366014362,9.668211115008468,27.67868611364924,28486.069531568814,10.462176369190795,20.10362228800438,58.0413013570238,54497.47670711485,,,,
10_2_10_p0,gesture,0.021303999676334492,0.021304071682416215,0.021353492718279316,161.56953354532078,17.74140105348929,21.17712868789257,39.07344069394412,134550.7855896628,9.782134135047334,12.835310792635497,23.76595686592777,74187.70528019898,2.0368924080052673,2.5793605792733394,4.624669121049814,15447.792022311947,7.594733821654638,9.011250992773475,15.826267697588065,57598.461303428776,,,,
10_2_11_p0,gesture,0.021416523359808877,0.02141834372888321,0.021944850335622552,84.33826899092736,43.83162201798725,50.04775033082943,86.09266419639013,172608.9275068338,32.83941520533343,37.43575890088469,62.060299295549925,129321.61707860306,5.039801220506142,5.625669779106121,9.385200199045066,19846.737206353188,15.368018108672231,16.3712617523539,25.328963892853317,60519.255311951245,,,,
10_2_12_p0,gesture,0.021206572919877546,0.021206580632803864,0.021233818955014427,58.911859571419825,50.31024141194242,59.58949320268117,121.72277385073629,139761.85064237606,34.56588363185828,41.42994346386241,71.19122853789284,96024.0247293023,5.956901057067381,7.103585075934243,13.736811741240455,16548.271136533185,14.006874369272827,15.585752449539244,28.214071916867734,38911.096997839915,287.4250725613864,295.60323613075053,333.31424474799644,10347.30261220991
10_2_13_p0,gesture,0.02132646661772135,0.021326927752993816,0.0214865735256221,51.119540482678076,37.17849443673463,58.680251517118336,125.67654540733714,89116.85116485291,16.47842666260712,24.327745653566037,59.64249965223957,39498.78871026927,6.293160725378326,8.71739455846005,17.65431235405162,15084.706258731847,15.267318255332619,18.00378270823902,35.624157567111574,36595.76185803229,307.62732076146426,312.49949181289253,333.5476702524531,57833.93630315528
10_2_14_p0,gesture,0.021358285846869985,0.021358716939985114,0.0216749274613417,35.00623050301991,48.79434377854526,75.12483594147234,166.432967410709,79974.2991246487,22.169490539930774,34.57194345667467,76.94001396495106,36378.108801820716,7.834882445329979,10.044469620943387,17.289525212581957,12841.372327895835,16.379868250819143,18.893861113909825,30.32851505207222,26846.604063092578,,,,
10_2_15_p0,gesture,0.02137566634733761,0.021377195805691352,0.021986887168899728,51.02371557109488,33.62389383154518,59.280857564138756,167.73421804639798,80298.3852234712,19.037873967880135,32.97568867149414,76.86094120644181,45443.40516132988,6.7039851354039195,10.427534308452655,24.585417045625206,16002.412518209156,14.73802612993565,21.285698439903282,51.485017312613564,35290.77804152358,287.14463330694707,287.21396494604704,297.7548655702074,2584.3016997625236
10_2_16_p0,gesture,0.021727391439473585,0.021746381224535753,0.023466256806840752,52.64546945784449,154.31310453380615,168.27743076297824,233.77295733460872,373900.6522854123,147.48443336448935,163.91605664335978,247.96403144380432,357354.7820421577,11.454790571514213,12.520715558432455,20.562783499277582,27754.95755477894,42.65254621429239,50.170160736686164,104.00264650296502,103347.11947723047,263.20368683525845,272.3039491268825,328.4189559787347,2368.833181517326
10_2_21_p1,gesture,0.033096546866416936,0.033096575098529965,0.03314198457058028,86.34889077448179,42.50229830172431,61.09943198220547,133.23492032043137,110888.49626919872,45.83310913557551,59.873049331314185,134.5153636488276,119578.58173471651,7.630055291062172,9.68339949810967,18.75937908701382,19906.814254381206,11.021178765739748,12.482126079069213,22.25725155331721,28754.255399815003,331.07186085643923,331.1057243236776,333.49214939968647,21188.59909481211
10_2_22_p1,gesture,0.03309821834103232,0.03309825657057231,0.033167936737465,182.73526346083943,59.63231569864018,73.4877324014113,133.38524549180278,329230.0149721924,59.18647745963788,74.4398288798642,138.04891302844786,326803.22238762607,8.33651796966618,10.153034571265302,19.04617696049236,46025.915710526984,15.163276125420984,19.345113956146754,24.167246565320703,83716.44748844925,236.79875102973057,239.25624120847496,274.0551264262299,3788.780016475689
10_2_23_p1,gesture,0.033205765771586286,0.03320699272922667,0.03362095142782992,115.72209371397821,41.88171671180393,60.77148639087509,122.02926611882697,145957.7827406367,36.050722450422256,52.98531718450937,131.39364554857963,125636.76773972157,5.86628646406217,8.117200834453616,19.69692020908347,20444.008327256663,9.066835170919791,11.015682502324843,22.537611420873375,31597.92057065547,303.83199953438856,303.84302279220503,306.44669338937825,4253.64799348144
10_2_24_p1,gesture,0.03318308160357783,0.03318350695403776,0.03333447892802374,68.95444357223474,78.34186409251383,111.39344889383082,232.67827484172327,162794.39358424375,84.28312675942811,113.99759934029822,220.8093977398102,175140.33740609162,16.18851243628087,19.745999979471687,35.97242611689868,33639.72884259165,37.669451287802545,55.29513828526866,132.45570020098415,78277.11977605369,,,,
10_2_25_p1,gesture,0.033162222777111304,0.03316257410921159,0.03323334674078698,86.12229255215806,51.655242393837,64.97943956616164,142.99305315696017,134168.5446539802,124.49887010716235,152.7459334627069,280.2488007253739,323323.5656683006,15.70684477365377,17.88066872198869,30.684052111876877,40790.675877178845,21.263739911885683,22.335207636365464,30.75504355176482,55221.93255116712,,,,
10_2_26_p1,gesture,0.03317247617433937,0.03317255446784036,0.033274052476908095,93.01562319284758,43.88885618920745,60.63457009794548,133.57764023148556,123064.35275453769,18.55559453226772,29.751287783986538,73.0674668282863,52029.88706847868,8.833029025365908,11.098996835066412,21.123211754961023,24767.813387126007,14.924145613948685,19.849976354504264,31.51838398805205,41847.304301512115,293.1844019452638,300.38636383807835,333.61092250562484,21402.46134200426
10_2_27_p1,gesture,0.03347299989638456,0.033490146189274345,0.03540552132853357,38.259638881567554,102.41348182652456,137.47388011147777,289.91942616666574,117058.60972771757,110.91105625152223,148.17042062587103,318.63469981897396,126771.33729548991,25.549001024655936,35.63228792195316,71.26437064618455,29202.508171181737,67.91906326984298,88.88311187694501,208.91591228019297,78980.0501099914,,,,
10_2_28_p1,gesture,0.03320732231303292,0.03320848688852139,0.033824000827833954,98.16084475732532,43.955838003225026,61.31212855334077,125.76104825211397,129933.45713753317,45.94364444687008,63.46673315631968,114.67852190549273,135809.41298494797,8.464032766753324,12.113952921846753,32.53526004473947,25019.680858522825,23.70699331947593,37.65748106582242,99.5726660771989,70077.87225237086,,,,
10_2_29_p1,gesture,0.03313931905889776,0.03313933405073948,0.033192422360259474,71.0507000622768,30.67818569489875,47.68743153899882,122.65531902533908,65776.65086475064,32.16734835262925,44.68098941413578,97.82273144594092,68968.70664137941,6.956485331480574,9.27154539766687,20.26545779596118,14914.70455069435,15.080595555492298,20.739348360738067,44.75284211454571,32388.892203961794,,,,
10_2_30_p1,gesture,0.03315542994373742,0.03315543586217658,0.03319467232197665,70.65422121010444,86.24786448691145,108.45328867546692,216.11612542776606,183794.19922160832,70.08317665849782,90.4150771224605,201.27836443187772,149347.24945925886,11.047967612991972,13.173493694032985,23.619118298652964,23543.218983285893,29.194088903250698,33.94803559401217,58.029873179802564,62212.603452827236,,,,
10_2_31_p1,gesture,0.03315632419446241,0.033156333833926875,0.03320755997939948,145.05891835077304,71.26286274132549,98.98531484243247,233.17554785918597,311950.07883336855,70.8652682650415,95.59049535111821,216.29528034502232,310035.54865955655,14.448847130383998,17.5845238416159,34.22119757222633,63213.706195429986,47.78629839086943,67.73018004870423,177.94353489546734,209065.05546005376,333.3057749672166,333.30580213957614,333.46590553797853,12665.61944875423
10_2_32_p1,gesture,0.03406465643181233,0.03447316075044771,0.0345577007737648,134.0444230591815,80.37764916370955,117.93080037390965,274.9395699942636,316623.6319958053,83.93295518347634,100.17967298817261,194.52110182658762,330276.1786469794,16.8032838567057,19.66702437662471,38.5431827686036,66120.92197613693,38.51100325855256,44.04725581828958,74.98858259671094,151540.79782240433,214.88785611702377,214.91422295753017,218.44504953629237,2148.878561170238
10_2_33_p1,gesture,0.03331854610335621,0.033345145411043935,0.0335264140499311,139.57138962695916,78.07657055379076,120.58643366656622,282.38816447410795,327062.7540498295,69.01156892943517,91.27519719300679,179.81437808599938,289089.4622454039,13.624953076128621,17.955952641955847,37.99453157331892,57074.928435902795,32.36770515197129,44.31693952226232,92.2742121858156,135588.31688160775,193.6698657778201,193.97677645618575,210.63931317106417,1936.6986577782009
10_2_34_p1,gesture,0.033852593301622734,0.03400464647054747,0.03577155087094107,172.91904658468894,50.57908959020844,70.5566533760083,151.93929134699889,258357.98962678472,59.58533599006546,85.453330378122,197.27114397840353,304518.91719060263,12.600182313491501,16.324904342508,33.966980692467985,64361.73125731459,29.504679422390407,38.741245618478956,83.9847731137588,150709.9024895702,,,,
