FILE,WATCHED,CUT,SOUND,HISS,MOVEMENT,NOISE,WEIRD
5_1_trial_33_p1_rennen_geluiden_final.avi,1,1,0,0,0,0,0
5_1_trial_34_p1_slapen_geluiden_final.avi,1,1,0,0,0,0,0
5_1_trial_52_p1_gooien_combinatie_final.avi,1,1,0,0,0,0,0
5_2_trial_100_p1_vallen_geluiden_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_102_p1_wind_geluiden_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_24_p1_misschien_combinatie_c1_final.avi,1,0,0,0,0,0,0
5_2_trial_30_p1_lachen_combinatie_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_40_p0_vogel_gebaren_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_41_p0_walgen_gebaren_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_42_p0_walgen_gebaren_c1_final.avi,1,1,0,0,0,0,0
5_2_trial_43_p0_walgen_gebaren_c2_final.avi,1,1,0,0,0,0,0
5_2_trial_44_p0_hond_gebaren_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_47_p0_luidruchtig_gebaren_c2_final.avi,1,1,0,0,0,0,0
5_2_trial_48_p0_klein_gebaren_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_54_p1_goed_gebaren_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_57_p1_stil_gebaren_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_58_p1_ademen_gebaren_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_60_p1_grommen_gebaren_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_62_p1_grommen_gebaren_c2_final.avi,1,1,0,0,0,0,0
5_2_trial_63_p1_jagen_gebaren_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_78_p0_regen_geluiden_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_79_p0_regen_geluiden_c1_final.avi,1,0,0,0,0,0,0
5_2_trial_7_p0_verdrietig_combinatie_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_81_p0_bang_geluiden_c0_final.avi,1,0,0,0,0,0,0
5_2_trial_82_p0_bang_geluiden_c1_final.avi,1,1,0,0,0,0,0
5_2_trial_83_p0_bang_geluiden_c2_final.avi,1,1,0,0,0,0,0
5_2_trial_84_p0_eten_geluiden_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_85_p0_eten_geluiden_c1_final.avi,1,1,0,0,0,0,0
5_2_trial_92_p1_boos_geluiden_c0_final.avi,1,1,0,0,0,0,0
5_2_trial_98_p1_bijten_geluiden_c1_final.avi,1,1,0,0,0,0,0
5_2_trial_99_p1_verbranden_geluiden_c0_final.avi,1,1,0,0,0,0,0
60_1_trial_12_p1_oud_geluiden_final.avi,1,1,0,0,0,0,0
60_1_trial_13_p1_stil_geluiden_final.avi,1,0,0,0,0,0,0
60_1_trial_14_p1_dik_geluiden_final.avi,1,1,0,0,0,0,0
60_1_trial_8_p0_lachen_geluiden_final.avi,1,1,0,0,0,0,0
60_2_trial_110_p1_fluisteren_combinatie_c0_final.avi,1,1,0,0,0,0,0
61_1_trial_11_p1_vrouw_combinatie_final.avi,1,1,0,0,0,0,0
61_1_trial_17_p1_gooien_combinatie_final.avi,1,0,0,0,0,0,0
61_1_trial_33_p1_slang_gebaren_final.avi,1,1,0,0,0,0,0
61_1_trial_50_p1_bijten_geluiden_final.avi,1,1,0,0,0,0,0
61_1_trial_8_p0_staan_combinatie_final.avi,1,0,0,0,0,0,0
61_2_trial_101_p1_bitter_geluiden_c0_final.avi,1,0,0,0,0,0,0
61_2_trial_104_p1_luidruchtig_geluiden_c0_final.avi,1,0,0,0,0,0,0
61_2_trial_24_p1_ik_combinatie_c0_final.avi,1,0,0,0,0,0,0
61_2_trial_25_p1_hoog_combinatie_c0_final.avi,1,0,0,0,0,0,0
61_2_trial_5_p0_niet_combinatie_c0_final.avi,1,0,0,0,0,0,0
61_2_trial_81_p0_stil_geluiden_c0_final.avi,1,1,0,0,0,0,0
61_2_trial_84_p0_sterk_geluiden_c2_final.avi,1,0,,,,,
62_1_trial_41_p0_onweer_geluiden_final.avi,1,1,0,0,0,0,0
62_1_trial_49_p1_bang_geluiden_final.avi,1,1,0,0,0,0,0
62_1_trial_50_p1_vallen_geluiden_final.avi,1,1,0,0,0,0,0
62_2_trial_12_p0_ademen_gebaren_c0_final.avi,1,1,0,0,0,0,0
62_2_trial_13_p0_ademen_gebaren_c1_final.avi,1,1,0,0,0,0,0
63_1_trial_22_p0_dik_combinatie_final.avi,1,0,0,0,0,0,0
63_1_trial_47_p1_bitter_geluiden_final.avi,1,1,0,0,0,0,0
63_1_trial_48_p1_kat_geluiden_final.avi,1,1,0,0,0,0,0
63_2_trial_26_p0_geven_combinatie_c0_final.avi,1,0,0,0,0,0,0
64_1_trial_2_p0_boos_geluiden_final.avi,1,0,0,0,0,0,0
64_1_trial_4_p0_ei_geluiden_final.avi,1,0,0,0,0,0,0
64_1_trial_6_p0_scherp_geluiden_final.avi,1,0,0,0,0,0,0
64_1_trial_7_p0_ziek_geluiden_final.avi,1,0,0,0,0,0,0
64_2_trial_106_p1_staan_combinatie_c0_final.avi,1,0,0,0,0,0,0
65_1_trial_35_p1_kauwen_combinatie_final.avi,1,1,0,0,0,0,0
65_1_trial_5_p0_ademen_gebaren_final.avi,1,1,0,0,0,0,0
65_2_trial_36_p0_ver_geluiden_c0_final.avi,1,1,0,0,0,0,0
65_2_trial_70_p1_weten_geluiden_c1_final.avi,1,1,0,0,0,0,0
66_1_trial_42_p0_dik_combinatie_final.avi,1,1,0,0,0,0,0
66_2_trial_29_p1_ademen_combinatie_c0_final.avi,1,1,0,0,0,0,0
66_2_trial_9_p0_zout_combinatie_c0_final.avi,1,1,0,0,0,0,0
66_2_trial_104_p1_jagen_geluiden_c2_final.avi,1,0,,,,,
67_1_trial_49_p1_stil_geluiden_final.avi,1,1,0,0,0,0,0
67_2_trial_44_p1_jagen_geluiden_c2_final.avi,1,0,,,,,
67_2_trial_71_p1_piepen_combinatie_c2_final.avi,1,1,0,0,0,0,0
69_2_trial_44_p0_ver_combinatie_c2_final.avi,1,0,0,0,0,0,0
69_2_trial_49_p0_scherp_combinatie_c2_final.avi,1,0,0,0,0,0,0
69_2_trial_53_p0_staan_combinatie_c0_final.avi,1,0,0,0,0,0,0
69_2_trial_55_p0_staan_combinatie_c2_final.avi,1,0,0,0,0,0,0
69_2_trial_66_p1_kauwen_combinatie_c0_final.avi,1,1,0,0,0,0,0
6_1_trial_11_p1_ei_gebaren_final.avi,1,1,0,0,0,0,0
6_1_trial_13_p1_piepen_gebaren_final.avi,1,1,0,0,0,0,0
6_1_trial_17_p1_rennen_gebaren_final.avi,1,1,0,0,0,0,0
6_1_trial_20_p0_groot_combinatie_final.avi,1,1,0,0,0,0,0
6_1_trial_2_p0_vlieg_gebaren_final.avi,1,1,0,0,0,0,0
6_1_trial_38_p0_ik_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_39_p0_goed_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_41_p0_niet_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_42_p0_bijten_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_43_p0_vallen_geluiden_final.avi,1,0,0,0,0,0,0
6_1_trial_44_p0_springen_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_47_p1_ver_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_48_p1_snel_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_49_p1_regen_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_50_p1_stil_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_51_p1_kruipen_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_52_p1_drinken_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_53_p1_slapen_geluiden_final.avi,1,1,0,0,0,0,0
6_1_trial_8_p0_likken_gebaren_final.avi,1,1,0,0,0,0,0
6_2_trial_108_p1_zuigen_gebaren_c0_final.avi,1,1,0,0,0,0,0
6_2_trial_14_p0_bang_geluiden_c1_final.avi,1,1,0,0,0,0,0
6_2_trial_17_p0_staart_geluiden_c1_final.avi,1,0,0,0,0,0,0
6_2_trial_31_p1_vogel_geluiden_c0_final.avi,1,1,0,0,0,0,0
6_2_trial_32_p1_vogel_geluiden_c1_final.avi,1,1,0,0,0,0,0
6_2_trial_72_p1_blij_combinatie_c1_final.avi,1,1,0,0,0,0,0
6_2_trial_73_p1_zwaar_combinatie_c0_final.avi,1,1,0,0,0,0,0
6_2_trial_81_p0_zoemen_gebaren_c0_final.avi,1,0,0,0,0,0,0
6_2_trial_86_p0_kind_gebaren_c2_final.avi,1,0,0,0,0,0,0
6_2_trial_87_p0_walgen_gebaren_c0_final.avi,1,0,0,0,0,0,0
6_2_trial_103_p1_zoet_gebaren_c0_final.avi,1,0,,,,,
70_1_trial_29_p1_geur_gebaren_final.avi,1,0,0,0,0,0,0
70_1_trial_5_p0_bijten_geluiden_final.avi,1,1,0,0,0,0,0
70_2_trial_46_p0_rennen_combinatie_c2_final.avi,1,0,0,0,0,0,0
70_2_trial_59_p1_kauwen_combinatie_c0_final.avi,1,1,0,0,0,0,0
70_2_trial_79_p0_hoorn_geluiden_c2_final.avi,1,0,,,,,
70_2_trial_80_p0_zoet_geluiden_c0_final.avi,1,1,0,0,0,0,0
71_2_trial_42_p0_vrouw_geluiden_c1_final.avi,1,1,0,0,0,0,0
71_2_trial_45_p0_vlieg_geluiden_c1_final.avi,1,1,0,0,0,0,0
71_2_trial_52_p0_kauwen_geluiden_c1_final.avi,1,1,0,0,0,0,0
71_2_trial_63_p1_niet_geluiden_c0_final.avi,1,1,0,0,0,0,0
71_2_trial_71_p1_likken_geluiden_c1_final.avi,1,1,0,0,0,0,0
71_2_trial_78_p1_water_geluiden_c2_final.avi,1,1,0,0,0,0,0
72_2_trial_24_p1_kind_gebaren_c2_final.avi,1,0,0,0,0,0,0
72_2_trial_56_p0_zoet_geluiden_c2_final.avi,1,1,0,0,0,0,0
72_2_trial_78_p1_staart_geluiden_c2_final.avi,1,0,,,,,
7_1_trial_15_p1_langzaam_combinatie_final.avi,1,0,,,,,
7_1_trial_21_p0_bitter_gebaren_final.avi,1,1,0,0,0,0,0
7_1_trial_22_p0_dood_gebaren_final.avi,1,1,0,0,0,0,0
7_1_trial_23_p0_bang_gebaren_final.avi,1,1,0,0,0,0,0
7_1_trial_24_p0_dik_gebaren_final.avi,1,1,0,0,0,0,0
7_1_trial_26_p0_jagen_gebaren_final.avi,1,1,0,0,0,0,0
7_1_trial_32_p1_piepen_gebaren_final.avi,1,1,0,0,0,0,0
7_1_trial_38_p0_ik_geluiden_final.avi,1,1,0,0,0,0,0
7_1_trial_39_p0_kat_geluiden_final.avi,1,1,0,0,0,0,0
7_1_trial_40_p0_goed_geluiden_final.avi,1,0,0,0,0,0,0
7_1_trial_41_p0_luidruchtig_geluiden_final.avi,1,1,0,0,0,0,0
7_1_trial_49_p1_scherp_geluiden_final.avi,1,1,0,0,0,0,0
7_1_trial_50_p1_huilen_geluiden_final.avi,1,1,0,0,0,0,0
7_1_trial_53_p1_rennen_geluiden_final.avi,1,1,0,0,0,0,0
7_2_trial_47_p0_misschien_geluiden_c1_final.avi,1,1,0,0,0,0,0
7_2_trial_58_p0_water_geluiden_c2_final.avi,1,1,0,0,0,0,0
7_2_trial_89_p0_staan_combinatie_c0_final.avi,1,1,0,0,0,0,0
8_2_trial_23_p1_blij_combinatie_c1_final.avi,1,0,0,0,0,0,0
8_2_trial_24_p1_niet_combinatie_c0_final.avi,1,1,0,0,0,0,0
8_2_trial_25_p1_niet_combinatie_c1_final.avi,1,0,0,0,0,0,0
8_2_trial_26_p1_niet_combinatie_c2_final.avi,1,0,0,0,0,0,0
8_2_trial_28_p1_onweer_combinatie_c1_final.avi,1,1,0,0,0,0,0
8_2_trial_37_p0_zoemen_gebaren_c0_final.avi,1,1,0,0,0,0,0
8_2_trial_42_p0_luidruchtig_gebaren_c1_final.avi,1,1,0,0,0,0,0
8_2_trial_52_p1_snel_gebaren_c0_final.avi,1,1,0,0,0,0,0
8_2_trial_53_p1_snel_gebaren_c1_final.avi,1,1,0,0,0,0,0
8_2_trial_55_p1_hoorn_gebaren_c1_final.avi,1,1,0,0,0,0,0
8_2_trial_56_p1_hoorn_gebaren_c2_final.avi,1,1,0,0,0,0,0
8_2_trial_57_p1_ziek_gebaren_c0_final.avi,1,1,0,0,0,0,0
8_2_trial_59_p1_stil_gebaren_c1_final.avi,1,1,0,0,0,0,0
8_2_trial_60_p1_langzaam_gebaren_c0_final.avi,1,1,0,0,0,0,0
8_2_trial_61_p1_kauwen_gebaren_c0_final.avi,1,1,0,0,0,0,0
8_2_trial_63_p1_kauwen_gebaren_c2_final.avi,1,1,0,0,0,0,0
8_2_trial_69_p0_heet_geluiden_c1_final.avi,1,0,0,0,0,0,0
8_2_trial_70_p0_heet_geluiden_c2_final.avi,1,0,0,0,0,0,0
8_2_trial_74_p0_regen_geluiden_c0_final.avi,1,0,0,0,0,0,0
8_2_trial_77_p0_klein_geluiden_c0_final.avi,1,0,0,0,0,0,0
8_2_trial_78_p0_klein_geluiden_c1_final.avi,1,0,0,0,0,0,0
8_2_trial_79_p0_klein_geluiden_c2_final.avi,1,0,0,0,0,0,0
8_2_trial_80_p0_bijten_geluiden_c0_final.avi,1,1,0,0,0,0,0
8_2_trial_81_p0_bijten_geluiden_c1_final.avi,1,1,0,0,0,0,0
8_2_trial_82_p0_vallen_geluiden_c0_final.avi,1,0,0,0,0,0,0
8_2_trial_90_p1_dood_geluiden_c1_final.avi,1,1,0,0,0,0,0
8_2_trial_91_p1_dood_geluiden_c2_final.avi,1,0,0,0,0,0,0
8_2_trial_92_p1_vrouw_geluiden_c0_final.avi,1,1,0,0,0,0,0
8_2_trial_93_p1_vrouw_geluiden_c1_final.avi,1,1,0,0,0,0,0
8_2_trial_94_p1_vrouw_geluiden_c2_final.avi,1,1,0,0,0,0,0
8_2_trial_99_p1_geur_geluiden_c1_final.avi,1,0,0,0,0,0,0
9_1_trial_24_p0_vechten_gebaren_final.avi,1,1,0,0,0,0,0
9_1_trial_25_p0_zuigen_gebaren_final.avi,1,1,0,0,0,0,0
9_1_trial_30_p1_zwaar_gebaren_final.avi,1,1,0,0,0,0,0
9_1_trial_4_p0_scherp_geluiden_final.avi,1,1,0,0,0,0,0
9_1_trial_53_p1_lachen_combinatie_final.avi,1,1,0,0,0,0,0
9_1_trial_5_p0_stil_geluiden_final.avi,1,1,0,0,0,0,0
9_2_trial_53_p0_kruipen_combinatie_c0_final.avi,1,1,0,0,0,0,0
9_2_trial_57_p0_water_combinatie_c0_final.avi,1,1,0,0,0,0,0
9_2_trial_64_p1_ik_combinatie_c1_final.avi,1,0,0,0,0,0,0
9_2_trial_71_p1_bang_combinatie_c1_final.avi,1,1,0,0,0,0,0
9_2_trial_86_p0_snel_gebaren_c1_final.avi,1,1,0,0,0,0,0
9_2_trial_9_p0_kind_geluiden_c1_final.avi,1,1,0,0,0,0,0
