time_ms,confidence_movement,smoothed_confidence,anno_values
0,0.0,0.0,no movement
1,0.0,0.0002868495982329,no movement
2,0.0,0.0005699248596471,no movement
3,0.0,0.0008492997908466,no movement
4,0.0,0.0011250464761864,no movement
5,0.0,0.0013972351397799,no movement
6,0.0,0.0016659342051222,no movement
7,0.0,0.0019312103524347,no movement
8,0.0,0.0021931285738318,no movement
9,0.0,0.0024517522264063,no movement
10,0.0,0.0027071430833237,no movement
11,0.0,0.0029593613830122,no movement
12,0.0,0.0032084658765318,no movement
13,0.0,0.0034545138731983,no movement
14,0.0,0.0036975612845397,no movement
15,0.0,0.0039376626666526,no movement
16,0.0,0.0041748712610293,no movement
17,0.0,0.0044092390339164,no movement
18,0.0,0.0046408167142692,no movement
19,0.0,0.0048241126789714,no movement
20,0.0,0.0050052522205594,no movement
21,0.0,0.0051842731710177,no movement
22,0.0,0.0053612124825173,no movement
23,0.0,0.0054382594057723,no movement
24,0.0,0.0055144207322082,no movement
25,0.0,0.0055897116434849,no movement
26,0.0,0.0056641469762244,no movement
27,0.0,0.0057377412317578,no movement
28,0.0,0.0058105085855436,no movement
29,0.0,0.0058824628962703,no movement
30,0.0,0.0059536177146557,no movement
31,0.0,0.0060239862919539,no movement
32,0.0,0.0060935815881829,no movement
33,0.0,0.0061624162800815,no movement
34,0.0,0.0062305027688073,no movement
35,0.0,0.0062978531873848,no movement
36,0.0,0.006364479407913,no movement
37,0.0,0.0064303930485425,no movement
38,0.0,0.0064956054802291,no movement
39,0.0,0.0065601278332736,no movement
40,0.0,0.0066239710036544,no movement
41,0.0,0.0066871456591621,no movement
42,0.0,0.0067496622453417,no movement
43,0.0,0.0067955166100434,no movement
44,0.0,0.0068408982493359,no movement
45,0.0,0.0068858144359176,no movement
46,0.0,0.0069302722940649,no movement
47,0.0,0.0069370707221207,no movement
48,0.0,0.006943800479186,no movement
49,0.0,0.006950462600502,no movement
50,0.0,0.0069570581006047,no movement
51,0.0,0.0069635879738408,no movement
52,0.0,0.0069700531948666,no movement
53,0.0,0.0069764547191336,no movement
54,0.0,0.0069827934833587,no movement
55,0.0,0.0069890704059816,no movement
56,0.0,0.0069952863876082,no movement
57,0.0,0.0070014423114413,no movement
58,0.0,0.007007539043699,no movement
59,0.0,0.0070135774340213,no movement
60,0.0,0.0070195583158644,no movement
61,0.0,0.0070254825068842,no movement
62,0.0,0.0070313508093096,no movement
63,0.0,0.0070371640103037,no movement
64,0.0,0.0070429228823166,no movement
65,0.0,0.007048628183427,no movement
66,0.0,0.0070542806576753,no movement
67,0.0,0.0070544244816164,no movement
68,0.0,0.0070545669860719,no movement
69,0.0,0.0070547081891169,no movement
70,0.0,0.0070548481084978,no movement
71,0.0,0.0070434943763152,no movement
72,0.0,0.0070322429300081,no movement
73,0.0,0.0070210923935334,no movement
74,0.0,0.0070100414154201,no movement
75,0.0,0.0069990886682233,no movement
76,0.0,0.0069882328479929,no movement
77,0.0,0.0069774726737557,no movement
78,0.0,0.0069668068870118,no movement
79,0.0,0.0069562342512439,no movement
80,0.0,0.0069457535514391,no movement
81,0.0,0.006935363593624,no movement
82,0.0,0.0069250632044107,no movement
83,0.0,0.0069148512305555,no movement
84,0.0,0.0069047265385282,no movement
85,0.0,0.0068946880140925,no movement
86,0.0,0.0068847345618978,no movement
87,0.0,0.0068748651050803,no movement
88,0.0,0.0068650785848747,no movement
89,0.0,0.0068553739602357,no movement
90,0.0,0.0068457502074687,no movement
91,0.0,0.0068340760038595,no movement
92,0.0,0.0068224982812718,no movement
93,0.0,0.006811015848582,no movement
94,0.0,0.0067996275341929,no movement
95,0.0,0.0067845232514384,no movement
