ID,trial_order,word,answer,exp,English
26,29,vlieg,mug,2,fly
26,30,zwaar,zwaar,2,heavy
26,31,bliksem,bom,2,lightning
26,32,bliksem,schieten,2,lightning
26,33,bliksem,pijl,2,lightning
26,34,berg,stampen,2,mountain
26,35,berg,sex,2,mountain
26,36,berg,mastuberen,2,mountain
26,37,vechten,vechten,2,to fight
26,38,zuigen,slurpen,2,to suck
26,39,zuigen,drinken,2,to suck
26,40,zuigen,kauwen,2,to suck
26,41,klok,klok,2,clock
26,42,eend,kikker,2,duck
26,43,eend,eend,2,duck
26,44,vrouw,douchen,2,female
26,45,vrouw,sexy,2,female
26,46,vrouw,zwanger,2,female
26,47,zout,eten,2,salt
26,48,zout,koken,2,salt
26,49,zout,diner,2,salt
26,50,scherp,prikken,2,sharp
26,51,scherp,snijden,2,sharp
26,52,scherp,pijn,2,sharp
26,53,verbranden,heet,2,to burn
26,54,verbranden,verbrand,2,to burn
26,55,verbranden,heet,2,to burn
26,56,eten,lekker,2,to eat
26,57,eten,eten,2,to eat
26,58,geven,kado,2,to give
26,59,geven,geven,2,to give
26,60,springen,feesten,2,to jump
26,61,springen,springen,2,to jump
26,62,zwaaien,groeten,2,to wave
26,63,zwaaien,zwaaien,2,to wave
26,64,zingen,zingen,2,to sing
26,65,hond,hond,2,dog
26,66,misschien,twijfel,2,maybe
26,67,misschien,onverschillig,2,maybe
26,68,misschien,eens,2,maybe
26,69,bang,shrikken,2,scared
26,70,bang,teleurgesteld,2,scared
26,71,bang,niet willen,2,scared
26,72,langzaam,vervelen,2,slow
26,73,langzaam,langzaam,2,slow
26,74,blazen,blazen,2,to blow
26,75,likken,likken,2,to lick
26,76,lopen,snelwandelen,2,to walk
26,77,lopen,marcheren,2,to walk
26,78,lopen,skien,2,to walk
26,79,bal,dribbelen,2,ball
26,80,bal,bal,2,ball
26,81,telefoon,bellen,2,telephone
26,82,telefoon,telefoon,2,telephone
26,83,ei,ei,2,egg
26,84,snel,rennen,2,fast
26,85,snel,sprinten,2,fast
26,86,snel,snel,2,fast
26,87,man,bodybuilder,2,male
26,88,man,sterk,2,male
26,89,man,man,2,male
26,90,piepen,hardcore,2,squeak
26,91,piepen,muziek,2,squeak
26,92,piepen,rumoer,2,squeak
26,93,jagen,jagen,2,to hunt
26,94,weten,goed,2,to know
26,95,weten,idee,2,to know
26,96,weten,ik,2,to know
26,97,wind,verdrinken,2,wind
26,98,wind,wind,2,wind
26,99,sneeuw,sneeuw,2,snow
26,100,juichen,winnen,2,to cheer
26,101,juichen,aanmoedigen,2,to cheer
26,102,juichen,juichen,2,to cheer
26,103,zoemen,plat,2,buzz
26,104,zoemen,mug,2,buzz
26,105,zoemen,geluid,2,buzz
26,106,kat,kat,2,cat
26,107,ziek,verdrietig,2,sick
26,108,ziek,ziek,2,sick
26,109,onweer,bladeren,2,thunder
26,110,onweer,bliksem,2,thunder
26,111,onweer,onweer,2,thunder
26,112,kauwen,kauwen,2,to chew
26,113,vliegen,vliegen,2,to fly
26,114,grommen,boos,2,to growl
26,115,grommen,grommen,2,to growl
27,0,bal,rond,2,ball
27,1,bal,bal,2,ball
27,2,juichen,juichen,2,to cheer
27,3,hond,hond,2,dog
27,4,zwaar,zwaar,2,heavy
27,5,misschien,twijfel,2,maybe
27,6,misschien,overweging,2,maybe
27,7,verdrietig,huilen,2,sad
27,8,blazen,blazen,2,to blow
27,9,likken,likken,2,to lick
27,10,ruiken,ruiken,2,to smell
27,11,klok,klok,2,clock
27,12,glimlach,lachen,2,smile
27,13,glimlach,glimlach,2,smile
27,14,kat,kat,2,cat
27,15,man,sterk,2,male
27,16,man,groot,2,male
27,17,man,man,2,male
27,18,zuur,bitter,2,sour
27,19,zuur,citroen,2,sour
27,20,zuur,vies,2,sour
27,21,zoet,eten,2,sweet
27,22,zoet,lekker,2,sweet
27,23,zoet,snoepje,2,sweet
27,24,kauwen,kauwen,2,to chew
27,25,vechten,vechten,2,to fight
27,26,jagen,schieten,2,to hunt
27,27,jagen,doden,2,to hunt
27,28,jagen,jagen,2,to hunt
27,29,zwaaien,zwaaien,2,to wave
27,30,zingen,zingen,2,to sing
27,31,kind,kabouter,2,child
27,32,kind,klein,2,child
27,33,kind,smurf,2,child
27,34,ei,ei,2,egg
27,35,bliksem,grafiti,2,lightning
27,36,bliksem,bliksem,2,lightning
27,37,regen,regen,2,rain
27,38,piepen,kuiken,2,squeak
27,39,piepen,stem,2,squeak
27,40,piepen,praten,2,squeak
27,41,ademen,zuchten,2,to breathe
27,42,ademen,ademen,2,to breathe
27,43,vallen,vallen,2,to fall
27,44,sneeuw,sneeuw,2,snow
27,45,geheim,roddelen,2,secret
27,46,geheim,fluisteren,2,secret
27,47,geheim,geheim,2,secret
27,48,snel,skien,2,fast
27,49,snel,rennen,2,fast
27,50,snel,hardlopen,2,fast
27,51,scherp,prikken,2,sharp
27,52,scherp,doorn,2,sharp
27,53,scherp,scherf,2,sharp
27,54,kruipen,baby,2,to crawl
27,55,kruipen,schaapje,2,to crawl
27,56,kruipen,kruipen,2,to crawl
27,57,drinken,drinken,2,to drink
27,58,vliegen,vliegen,2,to fly
27,59,horen,luisteren,2,to hear
27,60,horen,horen,2,to hear
27,61,slapen,slapen,2,to sleep
27,62,telefoon,bellen,2,telephone
27,63,telefoon,ringtone,2,telephone
27,64,telefoon,alarm,2,telephone
27,65,eend,eend,2,duck
27,66,koud,koud,2,cold
27,67,ver,zuchten,2,far
27,68,ver,vermoeid,2,far
27,69,ver,geirriteerd,2,far
27,70,luidruchtig,oorlog,2,noisy
27,70,luidruchtig,oorlog,2,loud
27,71,luidruchtig,protest,2,noisy
27,71,luidruchtig,protest,2,loud
27,72,luidruchtig,schreeuwen,2,noisy
27,72,luidruchtig,schreeuwen,2,loud
27,73,langzaam,klok,2,slow
27,74,langzaam,geweer,2,slow
27,75,langzaam,kerk,2,slow
27,76,sterk,grommen,2,strong
27,77,sterk,zuchten,2,strong
27,78,sterk,vermoeid,2,strong
27,79,onweer,drum,2,thunder
27,80,onweer,grap,2,thunder
27,81,onweer,orkest,2,thunder
27,82,lachen,lachen,2,to laugh
27,83,vliegtuig,bij,2,airplane
27,84,vliegtuig,zaag,2,airplane
27,85,vliegtuig,stofzuiger,2,airplane
27,86,fiets,wekker,2,bicycle
27,87,fiets,vliegen,2,bicycle
27,88,fiets,boot,2,bicycle
27,89,boos,skeptisch,2,angry
27,90,boos,boos,2,angry
27,91,heet,zuchten,2,hot
27,92,heet,moe,2,hot
27,93,heet,warm,2,hot
27,94,stil,zingen,2,silent
27,95,stil,uitleggen,2,silent
27,96,stil,praten,2,silent
27,97,klein,kuiken,2,small
27,98,klein,klein,2,small
27,99,huilen,huilen,2,to cry
27,99,huilen,huilen,2,to weep
27,100,eten,eten,2,to eat
27,101,slaan,knal,2,to hit
27,101,slaan,knal,2,to beat
27,102,slaan,vechten,2,to hit
27,102,slaan,vechten,2,to beat
27,103,slaan,slaan,2,to hit
27,103,slaan,slaan,2,to beat
28,0,klok,klok,2,clock
28,1,telefoon,telefoon,2,telephone
28,2,hoorn,trompet,2,horn
28,3,hoorn,hoorn,2,horn
28,4,heet,heet,2,hot
28,5,slang,slang,2,snake
28,6,piepen,alarm,2,squeak
28,7,piepen,signaal,2,squeak
28,8,piepen,frictie,2,squeak
28,9,drinken,drinken,2,to drink
28,10,slaan,slaan,2,to hit
28,10,slaan,slaan,2,to beat
28,11,slapen,slapen,2,to sleep
28,12,sneeuw,vallen,2,snow
28,13,sneeuw,sneeuwen,2,snow
28,14,sneeuw,sneeuw,2,snow
28,15,fiets,fiets,2,bicycle
28,16,boos,boos,2,angry
28,17,groot,groot,2,big
28,18,kat,kat,2,cat
28,19,kind,kind,2,child
28,20,geur,reuken,2,odor
28,21,geur,reuk,2,odor
28,22,geur,ademen,2,odor
28,23,dik,dik,2,thick
28,24,likken,likken,2,to lick
28,25,bal,stuiteren,2,ball
28,26,bal,lanceren,2,ball
28,27,bal,trampoline,2,ball
28,28,juichen,juichen,2,to cheer
28,29,verdrietig,huilen,2,sad
28,30,verdrietig,snikken,2,sad
28,31,verdrietig,troosten,2,sad
28,32,bang,angst,2,scared
28,33,bang,tegenzin,2,scared
28,34,bang,vluchten,2,scared
28,35,rennen,wind,2,to run
28,36,rennen,sporten,2,to run
28,37,rennen,ademen,2,to run
28,38,staan,stampen,2,to stand
28,39,staan,leeg,2,to stand
28,40,staan,chagrijnig,2,to stand
28,41,kotsen,overgeven,2,to vomit
28,42,kotsen,kotsen,2,to vomit
28,43,fluisteren,fluisteren,2,to whisper
28,44,wind,wind,2,wind
28,45,zwaaien,wijzen,2,to wave
28,46,zwaaien,roepen,2,to wave
28,47,zwaaien,praten,2,to wave
28,48,geheim,stil,2,secret
28,49,geheim,fluisteren,2,secret
28,50,geheim,zacht,2,secret
28,51,ver,vallen,2,far
28,52,ver,vliegtuid,2,far
28,53,ver,neerstorten,2,far
28,54,goed,begrijpen,2,good
28,55,goed,snappen,2,good
28,56,goed,gesprek,2,good
28,57,ziek,moe,2,sick
28,58,ziek,moeizaam,2,sick
28,59,ziek,moeilijk,2,sick
28,60,onweer,ontploffen,2,thunder
28,61,onweer,bom,2,thunder
28,62,onweer,verwoesten,2,thunder
28,63,vangen,gesprek,2,to catch
28,64,vangen,herkennen,2,to catch
28,65,vangen,roepen,2,to catch
28,66,vechten,vechten,2,to fight
28,67,zwemmen,rijden,2,to swim
28,68,zwemmen,hardlopen,2,to swim
28,69,zwemmen,zweven,2,to swim
28,70,eend,kip,2,duck
28,71,eend,zwemmen,2,duck
28,72,eend,eend,2,duck
28,73,glimlach,lach,2,smile
28,74,glimlach,glimlach,2,smile
28,75,bliksem,scheef,2,lightning
28,76,bliksem,ravijn,2,lightning
28,77,bliksem,litteken,2,lightning
28,78,berg,dak,2,mountain
28,79,berg,berg,2,mountain
28,80,klein,kind,2,small
28,81,klein,klein,2,small
28,82,kauwen,eten,2,to chew
28,83,kauwen,kauwen,2,to chew
28,84,huilen,huilen,2,to cry
28,84,huilen,huilen,2,to weep
28,85,vallen,vallen,2,to fall
28,86,springen,springen,2,to jump
28,87,vliegtuig,vliegen,2,airplane
28,88,vliegtuig,vliegtuig,2,airplane
28,89,zingen,zingen,2,to sing
28,90,koud,koud,2,cold
28,91,blij,blij,2,happy
28,92,regen,klimmen,2,rain
28,93,regen,regen,2,rain
28,94,stil,stil,2,silent
28,95,zuur,misselijk,2,sour
28,96,zuur,ziek,2,sour
28,97,zuur,zuur,2,sour
28,98,ruiken,reuken,2,to smell
28,99,gooien,gooien,2,to throw
29,0,glimlach,lachen,2,smile
29,1,glimlach,glimlachen,2,smile
29,2,zwaaien,zwaaien,2,to wave
29,3,vogel,vogel,2,bird
29,4,vrouw,vrouw,2,female
29,5,vlieg,vliegtuig,2,fly
29,6,vlieg,vliegen,2,fly
29,7,vlieg,vlieg,2,fly
29,8,regen,regen,2,rain
29,9,zoet,snoepje,2,sweet
29,10,zoet,proeven,2,sweet
29,11,zoet,lekker vinden,2,sweet
29,12,horen,luisteren,2,to hear
29,13,horen,horen,2,to hear
29,14,staan,staan,2,to stand
29,15,fiets,fietsen,2,bicycle
29,16,fiets,fiets,2,bicycle
29,17,geheim,roddelen,2,secret
29,18,geheim,geheim,2,secret
29,19,heet,warm,2,hot
29,20,heet,warmte,2,hot
29,21,heet,verhit,2,hot
29,22,verdrietig,huilen,2,sad
29,23,verdrietig,verdriet,2,sad
29,24,verdrietig,verdrietig,2,sad
29,25,bang,bang,2,scared
29,26,klein,klein,2,small
29,27,ademen,ademen,2,to breathe
29,28,lachen,lachen,2,to laugh
29,29,kotsen,kotsen,2,to vomit
29,30,klok,klok,2,clock
29,31,vliegtuig,wind,2,airplane
29,32,vliegtuig,waaien,2,airplane
29,33,vliegtuig,rijden,2,airplane
29,34,kat,kat,2,cat
29,35,drinken,drinken,2,to drink
29,36,vallen,slaan,2,to fall
29,37,vallen,pijn,2,to fall
29,38,vallen,vallen,2,to fall
29,39,vliegen,blazen,2,to fly
29,40,vliegen,wind,2,to fly
29,41,vliegen,waaien,2,to fly
29,42,geven,knikken,2,to give
29,43,geven,instemmen,2,to give
29,44,geven,luisteren,2,to give
29,45,rennen,hijgen,2,to run
29,46,rennen,blazen,2,to run
29,47,rennen,aap,2,to run
29,48,lopen,nurien,2,to walk
29,49,lopen,piepen,2,to walk
29,50,lopen,zingen,2,to walk
29,51,telefoon,begrijpen,2,telephone
29,52,telefoon,luisteren,2,telephone
29,53,telefoon,geluid,2,telephone
29,54,zingen,zingen,2,to sing
29,55,zoemen,bij,2,buzz
29,56,zoemen,wesp,2,buzz
29,57,zoemen,bromvlieg,2,buzz
29,58,vuur,dj,2,fire
29,59,vuur,radio,2,fire
29,60,vuur,ruis,2,fire
29,61,blij,huppelen,2,happy
29,62,blij,vrolijk,2,happy
29,63,blij,lachen,2,happy
29,64,stil,stilte,2,silent
29,65,bijten,eten,2,to bite
29,66,bijten,pijn,2,to bite
29,67,bijten,tanden,2,to bite
29,68,grommen,boos,2,to growl
29,69,grommen,frustratie,2,to growl
29,70,grommen,woest,2,to growl
29,71,slapen,slapen,2,to sleep
29,72,juichen,juichen,2,to cheer
29,73,bal,gooien,2,ball
29,74,bal,bal,2,ball
29,75,kind,klein,2,child
29,76,kind,kind,2,child
29,77,walgen,walgen,2,disgusted
29,78,misschien,keuze maken,2,maybe
29,79,misschien,kiezen,2,maybe
29,80,misschien,onzeker,2,maybe
29,81,vangen,vangen,2,to catch
29,82,kauwen,kauwen,2,to chew
29,83,vechten,worstelen,2,to fight
29,84,vechten,vechten,2,to fight
29,85,fluisteren,fluisteren,2,to whisper
29,86,sneeuw,sneeuw,2,snow
29,87,eend,eend,2,duck
29,88,boos,boos,2,angry
29,89,vis,vis,2,fish
29,90,geur,ruiken,2,odor
29,91,geur,geur,2,odor
29,92,zout,kiezen,2,salt
29,93,zout,kruiden,2,salt
29,94,zout,zout,2,salt
29,95,scherp,prikken,2,sharp
29,96,scherp,snijden,2,sharp
29,97,scherp,scherp,2,sharp
29,98,dik,dik,2,thick
29,99,blazen,blazen,2,to blow
2,0,zwaaien,zwaaien,2,to wave
2,1,telefoon,bellen,2,telephone
2,2,telefoon,mobieltje,2,telephone
2,3,telefoon,opnemen,2,telephone
2,4,kind,wandelen,2,child
2,5,kind,spelen,2,child
2,6,kind,krimpen,2,child
2,7,dood,doodgaan,2,dead
2,8,dood,hangen,2,dead
2,9,dood,moord,2,dead
2,10,vis,zwemmen,2,fish
2,11,vis,duiken,2,fish
2,12,vis,vis,2,fish
2,13,hoorn,brein,2,horn
2,14,hoorn,konijnenoor,2,horn
2,15,hoorn,hoorn,2,horn
2,16,heet,heet,2,hot
2,17,staart,staart,2,tail
2,18,zwemmen,zwemmen,2,to swim
2,19,klok,klok,2,clock
2,20,eend,eend,2,duck
2,21,blij,herkenning,2,happy
2,22,blij,toestemming,2,happy
2,23,blij,blij,2,happy
2,24,hoog,lucht,2,high
2,25,hoog,hemel,2,high
2,26,hoog,boven,2,high
2,27,misschien,vraag,2,maybe
2,28,misschien,onraad,2,maybe
2,29,misschien,verbazing,2,maybe
2,30,kruipen,kruipen,2,to crawl
2,31,huilen,huilen,2,to cry
2,31,huilen,huilen,2,to weep
2,32,horen,luisteren,2,to hear
2,33,horen,afluisteren,2,to hear
2,34,horen,horen,2,to hear
2,35,zuigen,inademen,2,to suck
2,36,zuigen,zuigen,2,to suck
2,37,bal,stuiteren,2,ball
2,38,bal,stuiterbal,2,ball
2,39,bal,springen,2,ball
2,40,zingen,zingen,2,to sing
2,41,man,mompelen,2,male
2,42,man,onderbreken,2,male
2,43,man,zingen,2,male
2,44,verdrietig,verdrietig,2,sad
2,45,grommen,grommen,2,to growl
2,46,slaan,slaan,2,to hit
2,46,slaan,slaan,2,to beat
2,47,springen,stuiteren,2,to jump
2,48,springen,vallen,2,to jump
2,49,springen,trampoline,2,to jump
2,50,staan,vallen,2,to stand
2,51,staan,opstijgen,2,to stand
2,52,staan,opstaan,2,to stand
2,53,fluisteren,fluisteren,2,to whisper
2,54,glimlach,lekker,2,smile
2,55,glimlach,goed,2,smile
2,56,glimlach,blij,2,smile
2,57,vliegtuig,motor,2,airplane
2,58,vliegtuig,opstijgen,2,airplane
2,59,vliegtuig,piloot,2,airplane
2,60,boos,boos,2,angry
2,61,vlieg,zoemen,2,fly
2,62,vlieg,mug,2,fly
2,63,vlieg,vlieg,2,fly
2,64,ziek,hoesten,2,sick
2,65,ziek,overgeven,2,sick
2,66,ziek,kokhalzen,2,sick
2,67,verbranden,motor,2,to burn
2,68,verbranden,struikelen,2,to burn
2,69,verbranden,schrikken,2,to burn
2,70,drinken,drinken,2,to drink
2,71,eten,eten,2,to eat
2,72,kotsen,kotsen,2,to vomit
2,73,fiets,fietsen,2,bicycle
2,74,fiets,wielrennen,2,bicycle
2,75,fiets,motorrijden,2,bicycle
2,76,sneeuw,sneeuw,2,snow
2,77,koud,koud,2,cold
2,78,walgen,vies,2,disgusted
2,79,walgen,kokhalzen,2,disgusted
2,80,walgen,stinken,2,disgusted
2,81,hond,aaien,2,dog
2,82,hond,huisdier,2,dog
2,83,hond,hond,2,dog
2,84,snel,afslaan,2,fast
2,85,snel,snel,2,fast
2,86,bliksem,onweer,2,lightning
2,87,bliksem,bliksem,2,lightning
2,88,zout,zout,2,salt
2,89,weten,slim,2,to know
2,90,weten,leren,2,to know
2,91,weten,studeren,2,to know
2,92,geheim,stilte,2,secret
2,93,geheim,geheim,2,secret
2,94,juichen,juichen,2,to cheer
2,95,niet,afkeuren,2,not
2,96,niet,verbieden,2,not
2,97,niet,ontkennen,2,not
2,98,oud,oud,2,old
2,99,regen,regen,2,rain
2,100,ademen,ademen,2,to breathe
2,101,kauwen,kauwen,2,to chew
2,102,jagen,jagen,2,to hunt
2,103,wind,verdrinken,2,wind
2,104,wind,wegspoelen,2,wind
2,105,wind,overstroming,2,wind
30,0,klok,tikken,2,clock
30,1,klok,regen,2,clock
30,2,klok,klikken,2,clock
30,3,zwaaien,wind,2,to wave
30,4,zwaaien,vegen,2,to wave
30,5,zwaaien,waaien,2,to wave
30,6,zwaar,vermoeid,2,heavy
30,7,zwaar,zwaar,2,heavy
30,8,stil,stil,2,silent
30,9,horen,grommen,2,to hear
30,10,horen,ritselen,2,to hear
30,11,horen,lachen,2,to hear
30,12,jagen,pistool,2,to hunt
30,13,jagen,explosie,2,to hunt
30,14,jagen,schieten,2,to hunt
30,15,weten,begrijpen,2,to know
30,16,weten,lekker,2,to know
30,17,weten,snappen,2,to know
30,18,slapen,slapen,2,to sleep
30,19,kotsen,walgen,2,to vomit
30,20,kotsen,overgeven,2,to vomit
30,21,fiets,motor,2,bicycle
30,22,fiets,boren,2,bicycle
30,23,fiets,wind,2,bicycle
30,24,juichen,vreugde,2,to cheer
30,25,juichen,juichen,2,to cheer
30,26,ik,zingen,2,I
30,27,ik,toegeven,2,I
30,28,ik,bevestigen,2,I
30,29,boos,boos,2,angry
30,30,kind,baby,2,child
30,31,kind,kind,2,child
30,32,heet,slang,2,hot
30,33,heet,uitgeput,2,hot
30,34,langzaam,zingen,2,slow
30,35,langzaam,klinken,2,slow
30,36,langzaam,smoezen,2,slow
30,37,geven,vreugde,2,to give
30,38,geven,weten,2,to give
30,39,geven,begrijpen,2,to give
30,40,ruiken,ruiken,2,to smell
30,41,telefoon,bellen,2,telephone
30,42,telefoon,telefoon,2,telephone
30,43,zingen,zingen,2,to sing
30,44,groot,groot,2,big
30,45,dood,dood,2,dead
30,46,ver,ver,2,far
30,47,hoorn,neushoorn,2,horn
30,48,hoorn,olifant,2,horn
30,49,hoorn,neusaap,2,horn
30,50,zout,koken,2,salt
30,51,zout,toevoegen,2,salt
30,52,zout,zout,2,salt
30,53,slang,vis,2,snake
30,54,slang,haai,2,snake
30,55,slang,zwemmen,2,snake
30,56,gooien,gooien,2,to throw
30,57,geheim,stil,2,secret
30,58,geheim,stilte,2,secret
30,59,geheim,stil,2,secret
30,60,sneeuw,regen,2,snow
30,61,sneeuw,regenjas,2,snow
30,62,sneeuw,regendans,2,snow
30,63,kat, doos,2,cat
30,64,kat,sporten,2,cat
30,65,kat,olifant,2,cat
30,66,ei,koken,2,egg
30,67,ei, pasta,2,egg
30,68,ei,ei,2,egg
30,69,berg,huis,2,mountain
30,70,berg,ski vakante,2,mountain
30,71,berg,piste,2,mountain
30,72,oud,bejaarde,2,old
30,73,oud,bejaarden,2,old
30,74,oud,dood,2,old
30,75,zoet,eten,2,sweet
30,76,zoet,proeven,2,sweet
30,77,zoet,smikkelen,2,sweet
30,78,kruipen,kruipen,2,to crawl
30,79,likken,likken,2,to lick
30,80,eend,eend,2,duck
30,81,bal,bal,2,ball
30,82,vlieg,vogel,2,fly
30,83,vlieg,kuiken,2,fly
30,84,vlieg,vlieg,2,fly
30,85,man,billen,2,male
30,86,man,jongen,2,male
30,87,man,man,2,male
30,88,misschien,twijfelen,2,maybe
30,89,misschien,misschien,2,maybe
30,90,vangen,vangen,2,to catch
30,91,vallen,vallen,2,to fall
30,92,slaan,slaan,2,to hit
30,92,slaan,slaan,2,to beat
30,93,fluisteren,fluisteren,2,to whisper
30,94,glimlach,glimlachen,2,smile
30,95,vliegtuig,vliegtuig,2,airplane
30,96,geur,ruiken,2,odor
30,97,geur,inademen,2,odor
30,98,geur,stinken,2,odor
30,99,klein,klein,2,small
30,100,zuur,walgen,2,sour
30,101,zuur,scherp,2,sour
30,102,zuur,pittig,2,sour
30,103,staart, staart,2,tail
30,104,staart, ,2,tail
30,105,dik,zwanger,2,thick
30,106,dik,obesitas,2,thick
30,107,dik,dik,2,thick
30,108,drinken,drinken,2,to drink
30,109,lopen,wandelen,2,to walk
30,110,lopen,lopen,2,to walk
31,0,bal,voetbal,2,ball
31,1,bal,bal,2,ball
31,2,klok,horloge,2,clock
31,3,klok,tijd,2,clock
31,4,klok,optijd,2,clock
31,5,bitter,vies,2,bitter
31,6,bitter,drinken,2,bitter
31,7,bitter,zuur,2,bitter
31,8,ei,poepen,2,egg
31,9,ei,eten,2,egg
31,10,ei,ei,2,egg
31,11,misschien,verward,2,maybe
31,12,misschien,ontwetend,2,maybe
31,13,misschien,vaag,2,maybe
31,14,zout,strooien,2,salt
31,15,zout,ui,2,salt
31,16,zout,koken,2,salt
31,17,klein,klein,2,small
31,18,staart,zwaard,2,tail
31,19,staart,staart,2,tail
31,20,ruiken,ruiken,2,to smell
31,21,telefoon,bellen,2,telephone
31,22,telefoon,telefoon,2,telephone
31,23,juichen,juichen,2,to cheer
31,24,blij,trots,2,happy
31,25,blij,model,2,happy
31,26,blij,blij,2,happy
31,27,regen,schuilen,2,rain
31,28,regen,paraplu,2,rain
31,29,regen,regen,2,rain
31,30,verdrietig,huilen,2,sad
31,31,verdrietig,verdrietig,2,sad
31,32,langzaam,langzaam,2,slow
31,33,bijten,bijten,2,to bite
31,34,springen,springen,2,to jump
31,35,rennen,rennen,2,to run
31,36,eend,eend,2,duck
31,37,sneeuw,koud,2,snow
31,38,sneeuw,rillen,2,snow
31,39,sneeuw,boren,2,snow
31,40,koud,koud,2,cold
31,41,vuur,wond,2,fire
31,42,vuur,aanval,2,fire
31,43,vuur,wind,2,fire
31,44,sterk,lekker,2,strong
31,45,sterk,eten,2,strong
31,46,sterk,honger,2,strong
31,47,huilen,huilen,2,to cry
31,47,huilen,huilen,2,to weep
31,48,kotsen,kotsen,2,to vomit
31,49,water,drinken,2,water
31,50,water,eten,2,water
31,51,water,slikken,2,water
31,52,wind,storm,2,wind
31,53,wind,wind,2,wind
31,54,zingen,zingen,2,to sing
31,55,zwaaien,blij,2,to wave
31,56,zwaaien,trots,2,to wave
31,57,zwaaien,tevreden,2,to wave
31,58,kat,kat,2,cat
31,59,vrouw,inderdaad,2,female
31,60,vrouw,schans,2,female
31,61,vrouw,zingen,2,female
31,62,hoog,botsing,2,high
31,63,hoog,ontploffing,2,high
31,64,hoog,piano,2,high
31,65,bliksem,raket,2,lightning
31,66,bliksem,scheet,2,lightning
31,67,bliksem,geiser,2,lightning
31,68,ziek,schaap,2,sick
31,69,ziek,verdrietig,2,sick
31,70,ziek,snurken,2,sick
31,71,vallen,moeilijk,2,to fall
31,72,vallen,speer,2,to fall
31,73,vallen,vallen,2,to fall
31,74,grommen,scheuren,2,to growl
31,75,grommen,boos,2,to growl
31,76,grommen,grommen,2,to growl
31,77,vliegtuig,vliegen,2,airplane
31,78,vliegtuig,vliegtuig,2,airplane
31,79,fiets,fietsen,2,bicycle
31,80,fiets,fiets,2,bicycle
31,81,ver,kijken,2,far
31,82,ver,inzicht,2,far
31,83,ver,bestemming,2,far
31,84,stil,stil,2,silent
31,85,zuur,vies,2,sour
31,86,zuur,eten,2,sour
31,87,zuur,bitter,2,sour
31,88,ademen,ademen,2,to breathe
31,89,verbranden,prikken,2,to burn
31,90,verbranden,verbranden,2,to burn
31,91,vechten,vechten,2,to fight
31,92,gooien,gooien,2,to throw
31,93,glimlach,blij,2,smile
31,94,glimlach,lachen,2,smile
31,95,glimlach,tevreden,2,smile
31,96,geheim,detective,2,secret
31,97,geheim,onderzoeken,2,secret
31,98,geheim,politie,2,secret
31,99,walgen,vies,2,disgusted
31,100,walgen,pesten,2,disgusted
31,101,walgen,stinken,2,disgusted
31,102,vis,vis,2,fish
31,103,scherp,heet,2,sharp
31,104,scherp,scherp,2,sharp
31,105,slang,slang,2,snake
31,106,weten,idee,2,to know
31,107,weten,slim,2,to know
31,108,weten,leraar,2,to know
31,109,lachen,lachen,2,to laugh
31,110,fluisteren,fluisteren,2,to whisper
32,0,geheim,stil,2,secret
32,1,geheim,stilte,2,secret
32,2,geheim,stil zijn,2,secret
32,3,juichen,juichen,2,to cheer
32,4,ei,lekker,2,egg
32,5,ei,ei,2,egg
32,6,goed,goed,2,good
32,7,bliksem,bliksem,2,lightning
32,8,niet,fout,2,not
32,9,niet,nee,2,not
32,10,niet,verboden,2,not
32,11,scherp,snee,2,sharp
32,12,scherp,pijn,2,sharp
32,13,scherp,glas,2,sharp
32,14,sterk,sterk,2,strong
32,15,ruiken,ruiken,2,to smell
32,16,vliegtuig,vliegen,2,airplane
32,17,vliegtuig,vogel,2,airplane
32,18,vliegtuig,straaljager,2,airplane
32,19,fiets,auto,2,bicycle
32,20,fiets,fietsen,2,bicycle
32,21,fiets,rijden,2,bicycle
32,22,bitter,zuur,2,bitter
32,23,bitter,vies,2,bitter
32,24,bitter,zout,2,bitter
32,25,kat,konijn,2,cat
32,26,kat,kat,2,cat
32,27,ziek,ziek,2,sick
32,28,blazen,blazen,2,to blow
32,29,vechten,boksen,2,to fight
32,30,vechten,vechten,2,to fight
32,31,geven,aangeven,2,to give
32,32,geven,geven,2,to give
32,33,kotsen,overgeven,2,to vomit
32,34,kotsen,kotsen,2,to vomit
32,35,glimlach,glimlach,2,smile
32,36,zingen,zingen,2,to sing
32,37,kind,zwanger,2,child
32,38,kind,buik,2,child
32,39,kind,baby,2,child
32,40,man,sterker,2,male
32,41,man,dun,2,male
32,42,man,smal,2,male
32,43,klein,klein,2,small
32,44,huilen,huilen,2,to cry
32,44,huilen,huilen,2,to weep
32,45,grommen,monster,2,to growl
32,46,grommen,beest,2,to growl
32,47,grommen,grommen,2,to growl
32,48,staan,staan,2,to stand
32,49,zwemmen,zwemmen,2,to swim
32,50,bal,bal,2,ball
32,51,sneeuw,onweer,2,snow
32,52,sneeuw,regen,2,snow
32,53,sneeuw,sneeuwvlok,2,snow
32,54,vlieg,bij,2,fly
32,55,vlieg,vlieg,2,fly
32,56,langzaam,slowmotion,2,slow
32,57,langzaam,langzaam,2,slow
32,58,slang,slang,2,snake
32,59,kruipen,kruipen,2,to crawl
32,60,horen,doof,2,to hear
