time_ms,f0,ID
0.0,,0_2_69_p0
10.088821684587813,,0_2_69_p0
20.177643369175627,,0_2_69_p0
30.266465053763437,,0_2_69_p0
40.35528673835125,,0_2_69_p0
50.44410842293907,,0_2_69_p0
60.53293010752687,,0_2_69_p0
70.6217517921147,,0_2_69_p0
80.7105734767025,,0_2_69_p0
90.79939516129032,,0_2_69_p0
100.88821684587813,,0_2_69_p0
110.97703853046595,,0_2_69_p0
121.06586021505375,,0_2_69_p0
131.1546818996416,,0_2_69_p0
141.2435035842294,,0_2_69_p0
151.33232526881721,,0_2_69_p0
161.421146953405,,0_2_69_p0
171.5099686379928,,0_2_69_p0
181.59879032258064,,0_2_69_p0
191.68761200716844,,0_2_69_p0
201.77643369175627,,0_2_69_p0
211.86525537634407,,0_2_69_p0
221.9540770609319,,0_2_69_p0
232.0428987455197,,0_2_69_p0
242.1317204301075,,0_2_69_p0
252.2205421146953,,0_2_69_p0
262.3093637992832,,0_2_69_p0
272.398185483871,,0_2_69_p0
282.4870071684588,,0_2_69_p0
292.5758288530466,,0_2_69_p0
302.66465053763443,,0_2_69_p0
312.75347222222223,,0_2_69_p0
322.84229390681,,0_2_69_p0
332.9311155913978,,0_2_69_p0
343.0199372759856,,0_2_69_p0
353.1087589605735,,0_2_69_p0
363.1975806451613,,0_2_69_p0
373.2864023297491,,0_2_69_p0
383.3752240143369,,0_2_69_p0
393.46404569892474,,0_2_69_p0
403.55286738351253,,0_2_69_p0
413.64168906810033,,0_2_69_p0
423.73051075268813,,0_2_69_p0
433.81933243727593,,0_2_69_p0
443.9081541218638,,0_2_69_p0
453.9969758064516,,0_2_69_p0
464.0857974910394,,0_2_69_p0
474.1746191756272,,0_2_69_p0
484.263440860215,,0_2_69_p0
494.35226254480284,,0_2_69_p0
504.4410842293906,,0_2_69_p0
514.5299059139785,,0_2_69_p0
524.6187275985664,,0_2_69_p0
534.7075492831541,,0_2_69_p0
544.796370967742,,0_2_69_p0
554.8851926523297,,0_2_69_p0
564.9740143369175,,0_2_69_p0
575.0628360215053,,0_2_69_p0
585.1516577060931,,0_2_69_p0
595.2404793906809,,0_2_69_p0
605.3293010752689,,0_2_69_p0
615.4181227598566,,0_2_69_p0
625.5069444444445,,0_2_69_p0
635.5957661290322,,0_2_69_p0
