time,f1,f2,f3,f4,f5,filename,trialid
0,1307.3396180943005,2421.635593342836,3435.5349501474943,4643.233631746879,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0265312500000001,1307.3396180943005,2421.635593342836,3435.5349501474943,4643.233631746879,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0315312500000001,1248.2183818941924,2336.3395690257057,3553.2294244510126,4322.879044695587,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0365312500000001,1172.067094887861,2390.7473280929376,3396.623622340813,4297.984957812678,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0415312500000001,1088.8419427322026,2383.723373359961,3201.3160850869285,4288.517933672686,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0465312500000001,1031.668388736704,2362.161308599849,3073.508159203418,4280.535256725144,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0515312500000001,1351.178493921117,2536.436768686229,3738.973664446655,4510.812691306228,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0565312500000001,1384.4326290182262,2595.49643570592,3825.588047798964,4608.50589042652,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0615312500000001,1399.892029132604,2639.726210038832,4107.827230431286,4548.179437796772,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0665312500000001,1378.0938813009334,2709.915738804875,4235.466593920235,4785.251409334782,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0715312500000001,1240.4919737276348,2256.004318152878,3520.9511992099688,4350.626995835036,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0765312500000001,1274.6572946550857,2215.0311557511645,3564.9539275085303,4497.477249507725,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0815312500000001,1304.0423575559987,2271.4043447725253,3597.833869518879,4615.889439353377,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0865312500000001,1294.6431954755153,2491.019840361373,3663.900613995022,4890.970283386404,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0915312500000001,1272.004108796233,2529.6954423961,3701.118031963188,4951.589495037135,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.0965312500000001,1249.5446850877845,2482.565335022629,3665.678401042981,4492.161009700926,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1015312500000001,1563.788487286734,2586.85300736016,3580.039972341053,4568.026239645805,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1065312500000001,1576.6673817503297,2598.031922906769,3592.79864593345,4585.740045770051,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1115312500000001,1472.4689211517646,2495.14894406441,3501.70501187016,4489.962039773051,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1165312500000001,925.5832838948976,2270.1829289987872,3546.328647046372,4162.904513153389,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1215312500000001,938.0450407080552,2301.67024102823,3685.37145768516,4574.452690328773,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1265312500000001,944.6071677370488,2320.360709581019,3700.0565535225455,4674.987971210933,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1315312500000001,945.1429241358378,2329.6470786046707,3688.107288902599,4537.8571088407625,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1365312500000001,949.295862145778,2335.593113492742,3603.157977015857,4343.863505487588,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1415312500000001,987.0176058619356,2384.46393308029,3742.230381750081,4671.179431571045,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1465312500000001,1039.6300479898898,2438.4252240341707,3803.62156310253,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1515312500000001,1968.897642436175,3172.2538724432143,5898.56314972795,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1565312500000001,1890.2157214998167,3366.751766310968,5896.62193734273,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1615312500000001,1910.1539619822795,3381.47695810384,5896.453462703386,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1665312500000001,1890.1893377488768,3366.6271602579664,5896.617124285586,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1715312500000001,1910.1324699657107,3381.363162132708,5896.449245713276,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1765312500000001,1890.169142616357,3366.521188858065,5896.614051518399,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1815312500000001,1910.1116260977992,3381.2645601505374,5896.446318578202,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1865312500000001,1890.1503570702405,3366.4316498976123,5896.61187675532,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1915312500000001,1910.093318823965,3381.179943133228,5896.444223168435,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.1965312500000001,1890.1379221605823,3366.3540449406946,5896.610409857666,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2015312500000001,1910.0799474495277,3381.1080094501467,5896.442862525493,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2065312500000001,1890.124778579332,3366.287908741802,5896.609607745527,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2115312500000001,1910.065495498002,3381.045148319409,5896.442275668269,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2165312500000001,1890.115727688204,3366.2334553957294,5896.609646534556,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2215312500000001,1910.0530033392845,3380.993642048898,5896.442919647937,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2265312500000001,1890.108202416785,3366.1902936577226,5896.611468202585,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2315312500000001,980.9182174860812,2386.0469336045644,3476.2638747631117,5898.793188471753,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2365312500000001,1358.290335264293,2680.865998111453,3943.036057085024,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2415312500000001,1001.0591360132556,2404.746337358132,3267.7261587317694,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2465312500000001,986.6367725742148,2337.5277136494733,3271.967657894776,4360.987760609104,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2515312500000001,1067.5288965093905,2412.153665038106,3425.2017924654942,4544.970582378574,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2565312500000001,1146.540148306418,2431.089614244536,3475.2354107133733,4645.533673111084,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2615312500000001,1153.6321968924246,2371.536546790376,3339.2162596526605,4578.255549296047,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2665312500000001,1200.1839992917571,2143.5006123208445,3247.577954462569,0.0,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2715312500000001,1161.0704248769327,2158.4589892396352,3261.855228267666,4706.411915572368,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2765312500000001,1120.6437023805674,2216.054091414917,3279.4290108416567,4681.653388461147,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2815312500000001,1096.811112833877,2261.5273137792383,3316.129520418652,4644.150229706649,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
0.2865312500000001,1115.7570005320565,2261.226922233169,3363.938387705322,4547.349003988855,0.0,0_2_trial_106_Mic_nominal_srate48000_p1_zuigen_geluiden_c1_formants,0_2_106_p1
