Time,TrialID,RElbow_speed,LWrist_speed,LWrist_vert_vel,LHeel_speed,RShoulder_speed,LShoulder_speed,RWrist_speed,RWrist_vert_vel,RHeel_speed,LHip_speed,RHip_speed,RKnee_speed,LKnee_speed,LElbow_speed,Head_speed,RElbow_speed_movement,RElbow_speed_event,LWrist_speed_movement,LWrist_speed_event,LHeel_speed_movement,LHeel_speed_event,RShoulder_speed_movement,RShoulder_speed_event,LShoulder_speed_movement,LShoulder_speed_event,RWrist_speed_movement,RWrist_speed_event,RHeel_speed_movement,RHeel_speed_event,LHip_speed_movement,LHip_speed_event,RHip_speed_movement,RHip_speed_event,RKnee_speed_movement,RKnee_speed_event,LKnee_speed_movement,LKnee_speed_event,LElbow_speed_movement,LElbow_speed_event,Head_speed_movement,Head_speed_event,LWrist_vert_vel_movement,LWrist_vert_vel_movement_event,RWrist_vert_vel_movement,RWrist_vert_vel_movement_event
0.0,0_1_43_p0,2.1358390748949745,5.441852815958033,-3.7932938419412,0.2309994207105482,0.4685878537530869,1.4338806112238962,-3.6927591460762352,0.2778229920136864,0.0,0.0,9.298888386242991,8.312500727658216,4.424557542434992,1.1931395793525803,1.4144552258393377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16.6666666666666,0_1_43_p0,2.1358390748949745,5.441852815958033,-3.7932938419412,0.2309994207105482,0.4685878537530869,1.4338806112238962,-3.6927591460762352,0.2778229920136864,0.0,0.0,9.298888386242991,8.312500727658216,4.424557542434992,1.1931395793525803,1.4144552258393377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
33.3333333333333,0_1_43_p0,3.4218915369529346,7.282151691915903,-3.580989077843712,0.2385873609271277,1.1035484540111364,2.000304910207257,-1.655884927251643,0.160267047829713,1.8381729889677407,1.3507639527091122,9.26537355475078,8.24601280208497,4.475635711577111,1.9639340431805328,1.5867128339567638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
50.0,0_1_43_p0,4.707943999010895,9.122450567873774,-3.368684313746224,0.2461753011437072,1.738509054269186,2.566729209190618,0.3809892915729493,0.0427111036457397,1.838172988968165,1.350763952710536,9.231858723258568,8.17952487651172,4.52671388071923,2.734728507008487,1.75897044207419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
66.6666666666666,0_1_43_p0,5.993996461068855,10.962749443831646,-3.156379549648736,0.2537632413602866,2.373469654527235,3.13315350817398,2.4178635103975417,-0.0748448405382336,1.8381729889677,1.350763952710493,9.198343891766356,8.113036950938474,4.5777920498613485,3.50552297083644,1.931228050191616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
83.3333333333333,0_1_43_p0,7.280048923126815,12.803048319789516,-2.9440747855512472,0.2613511815768661,3.0084302547852846,3.699577807157341,4.454737729222134,-0.1924007847222069,1.8381729889681104,1.3507639527096182,9.164829060274144,8.046549025365225,4.628870219003467,4.276317434664393,2.1034856583090424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
99.9999999999999,0_1_43_p0,8.566101385184774,14.643347195747388,-2.731770021453759,0.2689391217934456,3.643390855043334,4.266002106140702,6.491611948046727,-0.3099567289061802,1.8381729889677816,1.3507639527097812,9.131314228781932,7.980061099791978,4.679948388145586,5.047111898492346,2.2757432664264687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
116.6666666666666,0_1_43_p0,9.852153847242736,16.48364607170526,-2.519465257356271,0.2765270620100251,4.278351455301384,4.832426405124064,8.528486166871318,-0.4275126730901536,1.8381729889676588,1.3507639527098576,9.09779939728972,7.91357317421873,4.731026557287705,5.8179063623203,2.448000874543895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
133.33333333333331,0_1_43_p0,11.138206309300696,18.32394494766313,-2.307160493258783,0.2841150022266046,4.913312055559432,5.398850704107425,10.56536038569591,-0.545068617274127,1.8381729889676863,1.350763952709524,9.064284565797507,7.847085248645484,4.782104726429823,6.588700826148253,2.6202584826613213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
150.0,0_1_43_p0,13.094077316214335,20.33647279388791,-2.0033738023878174,0.2917029424431841,5.745985292417808,6.085220251292404,12.866744154184929,-0.4303335864430845,3.936179520890884,2.660838787678209,9.030769734305297,7.780597323072236,4.833182895571943,7.505312103828035,2.755280809253468,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
166.6666666666666,0_1_43_p0,14.780482321228602,21.772351326536864,-1.491238950406259,0.2992908826597636,6.427632200473503,6.552102117940082,15.2617426585096,-0.3486721679165052,1.6175324795369816,3.0510089273737564,8.997254902813086,7.714109397498988,4.884261064714061,8.320888781453906,2.717720278216522,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
