Time,TrialID,LKnee_speed_event,LHeel_speed_event,RHeel_speed_event,RWrist_speed_event,LElbow_speed_event,RHip_speed_event,Head_speed_event,RShoulder_speed_event,RElbow_speed_event,LWrist_speed_event,LHip_speed_event,RKnee_speed_event,LShoulder_speed_event,RWrist_vert_vel_movement_event,LWrist_vert_vel_movement_event
666.6666666666671,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
683.3333333333338,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
700.0000000000005,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
716.6666666666672,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
733.3333333333339,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
750.0000000000007,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
766.6666666666674,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
783.333333333334,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
800.0000000000008,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
816.6666666666675,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
833.3333333333343,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
850.000000000001,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
866.6666666666677,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
883.3333333333344,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
900.0000000000011,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
916.666666666668,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
933.3333333333346,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
950.0000000000013,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
966.666666666668,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
983.3333333333348,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1000.0000000000014,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1016.666666666668,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1033.3333333333344,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1050.0000000000011,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1066.6666666666677,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1083.3333333333344,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1100.000000000001,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1116.6666666666677,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1133.3333333333342,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1150.000000000001,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1166.6666666666674,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1183.333333333334,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement,nomovement
1200.000000000001,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement
1216.6666666666672,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement
1233.333333333334,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement
1250.0000000000005,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement
1266.666666666667,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement
1283.3333333333337,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement
1300.0000000000005,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,nomovement
1316.666666666667,0_2_46_p0,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,nomovement,movement
1333.3333333333337,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
1350.0,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
1366.6666666666667,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
1383.3333333333333,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
1400.0,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1416.6666666666663,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1433.333333333333,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1449.9999999999995,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1466.6666666666663,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1483.333333333333,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1499.9999999999995,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1516.666666666666,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1533.3333333333328,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1549.999999999999,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1566.666666666666,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1583.3333333333326,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1599.999999999999,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1616.6666666666658,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1633.3333333333323,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1649.999999999999,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1666.6666666666656,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1683.3333333333323,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1699.9999999999989,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1716.6666666666656,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1733.333333333332,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1749.9999999999989,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1766.6666666666654,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1783.333333333332,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1799.9999999999984,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1816.6666666666647,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1833.333333333332,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1849.9999999999984,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1866.666666666665,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1883.333333333332,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1899.999999999998,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1916.6666666666647,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
1933.333333333332,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
1949.999999999998,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
1966.6666666666647,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
1983.3333333333312,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
1999.9999999999973,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2016.6666666666645,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2033.333333333331,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2049.9999999999977,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2066.666666666664,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2083.3333333333308,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2099.999999999997,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2116.666666666664,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2133.3333333333303,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2149.999999999997,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2166.666666666664,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2183.3333333333303,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2199.9999999999973,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2216.666666666664,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,nomovement,movement,nomovement,nomovement,nomovement,movement,movement
2233.3333333333303,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2249.999999999997,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2266.666666666664,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2283.3333333333303,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2299.999999999997,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2316.666666666664,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2333.33333333333,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2349.9999999999964,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2366.666666666664,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2383.33333333333,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2399.9999999999964,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2416.666666666663,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2433.3333333333294,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2449.9999999999964,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2466.666666666663,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2483.3333333333294,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2499.999999999996,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2516.6666666666624,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2533.3333333333294,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2549.999999999996,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2566.6666666666624,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2583.333333333329,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2599.999999999996,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
2616.6666666666624,0_2_46_p0,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement,nomovement,nomovement,nomovement,movement,movement
