Time,TrialID,RHeel_speed,Head_speed,LHeel_speed,LShoulder_speed,LHip_speed,LElbow_speed,LKnee_speed,RWrist_speed,RWrist_vert_vel,RKnee_speed,RHip_speed,RElbow_speed,RShoulder_speed,LWrist_speed,LWrist_vert_vel,RHeel_speed_movement,RHeel_speed_event,Head_speed_movement,Head_speed_event,LHeel_speed_movement,LHeel_speed_event,LShoulder_speed_movement,LShoulder_speed_event,LHip_speed_movement,LHip_speed_event,LElbow_speed_movement,LElbow_speed_event,LKnee_speed_movement,LKnee_speed_event,RWrist_speed_movement,RWrist_speed_event,RKnee_speed_movement,RKnee_speed_event,RHip_speed_movement,RHip_speed_event,RElbow_speed_movement,RElbow_speed_event,RShoulder_speed_movement,RShoulder_speed_event,LWrist_speed_movement,LWrist_speed_event,RWrist_vert_vel_movement,RWrist_vert_vel_movement_event,LWrist_vert_vel_movement,LWrist_vert_vel_movement_event
0.0,0_1_tpose_1,0.0,2.4163959956804004,6.238156180281685,1.838763714567824,0.0,0.1557142597414333,5.614710396390629,14.165021466350568,1.4084022948000263,0.7762914063396418,7.175497149753721,11.639441438376958,2.0786161534373604,2.848589012986702,-0.5644476736246608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16.6666666666666,0_1_tpose_1,0.0,2.4163959956804004,6.238156180281685,1.838763714567824,0.0,0.1557142597414333,5.614710396390629,14.165021466350568,1.4084022948000263,0.7762914063396418,7.175497149753721,11.639441438376958,2.0786161534373604,2.848589012986702,-0.5644476736246608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
33.3333333333333,0_1_tpose_1,6.9832074677423135,2.511502968134524,6.185588569768682,1.90629092991066,8.433106010215402,0.2492056543534853,5.565477997732717,13.526327359642352,1.2979798924687478,0.8236740317087324,7.067224485891511,11.307323199230307,2.1642572134127565,2.904280117625601,-0.5901665142053424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
50.0,0_1_tpose_1,6.983207467742002,2.6066099405886467,6.133020959255679,1.9738181452534944,8.433106010216287,0.3426970489655374,5.516245599074805,12.887633252934137,1.1875574901374693,0.871056657077823,6.9589518220293005,10.97520496008366,2.2498982733881525,2.959971222264501,-0.6158853547860241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.6666666666666,0_1_tpose_1,6.983207467742497,2.7017169130427696,6.080453348742676,2.041345360596329,8.433106010215495,0.4361884435775894,5.467013200416893,12.248939146225922,1.0771350878061905,0.9184392824469136,6.8506791581670905,10.643086720937012,2.335539333363549,3.0156623269034,-0.6416041953667058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.3333333333333,0_1_tpose_1,6.983207467742378,2.7968238854968925,6.027885738229672,2.1088725759391647,8.433106010215935,0.5296798381896416,5.4177808017589815,11.610245039517704,0.9667126854749116,0.9658219078160042,6.7424064943048805,10.310968481790365,2.4211803933389446,3.0713534315423,-0.6673230359473874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.9999999999999,0_1_tpose_1,6.9832074677423135,2.891930857951016,5.97531812771667,2.176399791282,8.433106010215567,0.6231712328016936,5.3685484031010695,10.97155093280949,0.8562902831436331,1.0132045331850947,6.63413383044267,9.978850242643716,2.5068214533143407,3.127044536181199,-0.693041876528069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.6666666666666,0_1_tpose_1,6.983207467742002,2.987037830405139,5.922750517203666,2.243927006624835,8.433106010216791,0.7166626274137456,5.3193160044431576,10.332856826101274,0.7458678808123544,1.0605871585541855,6.52586116658046,9.646732003497068,2.5924625132897368,3.1827356408200984,-0.7187607171087508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133.33333333333331,0_1_tpose_1,6.983207467743058,3.082144802859262,5.870182906690664,2.3114542219676704,8.433106010215402,0.8101540220257978,5.270083605785246,9.694162719393058,0.6354454784810757,1.107969783923276,6.4175885027182495,9.31461376435042,2.678103573265132,3.238426745458997,-0.7444795576894326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.0,0_1_tpose_1,6.191551535976672,3.3352179994941458,5.81761529617766,2.4741871956608006,8.65830422925541,0.8847867309052864,5.220851207127334,9.96913852984089,0.6320956129039546,1.1553524092923666,6.309315838856039,9.465172311302716,2.916183606693995,3.277741835795554,-0.7254269531416941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
