Time,TrialID,lower_body,head_mov,arms,upper_body,movement_in_trial
583.3333333333335,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
600.0000000000002,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
616.666666666667,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
633.3333333333336,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
650.0000000000003,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
666.6666666666671,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
683.3333333333338,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
700.0000000000005,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
716.6666666666672,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
733.3333333333339,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
750.0000000000007,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
766.6666666666674,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
783.333333333334,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
800.0000000000008,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
816.6666666666675,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
833.3333333333343,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
850.000000000001,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
866.6666666666677,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
883.3333333333344,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
900.0000000000011,0_2_104_p1,nomovement,nomovement,movement,nomovement,movement
916.666666666668,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
933.3333333333346,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
950.0000000000013,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
966.666666666668,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
983.3333333333348,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1000.0000000000014,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1016.666666666668,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1033.3333333333344,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1050.0000000000011,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1066.6666666666677,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1083.3333333333344,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1100.000000000001,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1116.6666666666677,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1133.3333333333342,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1150.000000000001,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1166.6666666666674,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1183.333333333334,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1200.000000000001,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1216.6666666666672,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1233.333333333334,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1250.0000000000005,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1266.666666666667,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1283.3333333333337,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1300.0000000000005,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1316.666666666667,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1333.3333333333337,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1350.0,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1366.6666666666667,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1383.3333333333333,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1400.0,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1416.6666666666663,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1433.333333333333,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1449.9999999999995,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1466.6666666666663,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1483.333333333333,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1499.9999999999995,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1516.666666666666,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1533.3333333333328,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1549.999999999999,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1566.666666666666,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1583.3333333333326,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1599.999999999999,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1616.6666666666658,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1633.3333333333323,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1649.999999999999,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1666.6666666666656,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1683.3333333333323,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1699.9999999999989,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1716.6666666666656,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1733.333333333332,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1749.9999999999989,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1766.6666666666654,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1783.333333333332,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1799.9999999999984,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1816.6666666666647,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1833.333333333332,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1849.9999999999984,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1866.666666666665,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1883.333333333332,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1899.999999999998,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1916.6666666666647,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1933.333333333332,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1949.999999999998,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1966.6666666666647,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1983.3333333333312,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
1999.9999999999973,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2016.6666666666645,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2033.333333333331,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2049.9999999999977,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2066.666666666664,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2083.3333333333308,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2099.999999999997,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2116.666666666664,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2133.3333333333303,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2149.999999999997,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2166.666666666664,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2183.3333333333303,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2199.9999999999973,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2216.666666666664,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2233.3333333333303,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2249.999999999997,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2266.666666666664,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2283.3333333333303,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2299.999999999997,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2316.666666666664,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2333.33333333333,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2349.9999999999964,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2366.666666666664,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2383.33333333333,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2399.9999999999964,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2416.666666666663,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2433.3333333333294,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2449.9999999999964,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2466.666666666663,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2483.3333333333294,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2499.999999999996,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2516.6666666666624,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2533.3333333333294,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2549.999999999996,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2566.6666666666624,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2583.333333333329,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2599.999999999996,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2616.6666666666624,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2633.333333333329,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2649.9999999999955,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2666.666666666662,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2683.3333333333285,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2699.999999999996,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2716.666666666662,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2733.3333333333285,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2749.999999999995,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2766.666666666661,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2783.3333333333285,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2799.999999999995,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2816.666666666661,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2833.333333333328,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2849.9999999999945,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2866.666666666661,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2883.333333333328,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2899.9999999999945,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2916.666666666661,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2933.333333333328,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2949.9999999999945,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2966.666666666661,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2983.333333333328,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
2999.999999999994,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3016.666666666661,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3033.333333333328,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3049.999999999994,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3066.6666666666606,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3083.333333333328,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3099.999999999994,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3116.6666666666606,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3133.333333333327,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3149.9999999999936,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3166.66666666666,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3183.333333333327,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3199.999999999993,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3216.66666666666,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
3233.3333333333267,0_2_104_p1,nomovement,nomovement,nomovement,nomovement,nomovement
