FILE,audio,video,bb,audio_begin_time,audio_end_time,video_begin_time,video_end_time,bb_begin_time,bb_end_time,sessionID,part,trial,pcn,concept,correction
5_2_trial_21_p1_zoemen_combinatie_c1_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\5_2_trial_21_Mic_nominal_srate16000_p1_zoemen_combinatie_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\5_2_trial_21_MyWebcamFrameStream_nominal_srate500_p1_zoemen_combinatie_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\5_2_trial_21_BalanceBoard_stream_nominal_srate100_p1_zoemen_combinatie_c1_cut2.csv,5168.767581634715,5175.642345473186,5168.741073117006,5175.614043241192,5168.678881433027,5175.538215068927,5_2,2,21,p1,zoemen,c1
8_1_rein_trial_0_p0_zwaar_geluiden_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\8_1_rein_trial_0_Mic_nominal_srate16000_p0_zwaar_geluiden_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\8_1_rein_trial_0_MyWebcamFrameStream_nominal_srate500_p0_zwaar_geluiden_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\8_1_rein_trial_0_BalanceBoard_stream_nominal_srate100_p0_zwaar_geluiden_cut2.csv,3326.9877380459075,3337.388145844161,3326.9656275068187,3337.363892259683,3326.894793868088,3337.292649268473,8_1_rein,1,0,p0,zwaar,
10_1_trial_12_p1_oud_combinatie_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\10_1_trial_12_Mic_nominal_srate16000_p1_oud_combinatie_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\10_1_trial_12_MyWebcamFrameStream_nominal_srate500_p1_oud_combinatie_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\10_1_trial_12_BalanceBoard_stream_nominal_srate100_p1_oud_combinatie_cut2.csv,10432.825924753684,10442.191481966842,10432.80058739502,10442.166066336937,10432.71239457002,10442.076618787738,10_1,1,12,p1,oud,
14_2_trial_14_p0_man_combinatie_c2_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\14_2_trial_14_Mic_nominal_srate16000_p0_man_combinatie_c2_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\14_2_trial_14_MyWebcamFrameStream_nominal_srate500_p0_man_combinatie_c2_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\14_2_trial_14_BalanceBoard_stream_nominal_srate100_p0_man_combinatie_c2_cut2.csv,7288.996726894751,7300.2323210701,7288.971143719915,7300.204230982112,7288.910459822068,7300.138963242645,14_2,2,14,p0,man,c2
15_2_trial_3_p0_groot_combinatie_c1_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\15_2_trial_3_Mic_nominal_srate16000_p0_groot_combinatie_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\15_2_trial_3_MyWebcamFrameStream_nominal_srate500_p0_groot_combinatie_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\15_2_trial_3_BalanceBoard_stream_nominal_srate100_p0_groot_combinatie_c1_cut2.csv,4033.589833835079,4064.827658570104,4033.568614147538,4064.804323433365,4033.5650456298695,4064.797981936662,15_2,2,3,p0,groot,c1
18_2_trial_13_p0_geven_gebaren_c1_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\18_2_trial_13_Mic_nominal_srate16000_p0_geven_gebaren_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\18_2_trial_13_MyWebcamFrameStream_nominal_srate500_p0_geven_gebaren_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\18_2_trial_13_BalanceBoard_stream_nominal_srate100_p0_geven_gebaren_c1_cut2.csv,18686.27761650789,18695.90864533401,18686.24974108893,18695.87675949417,18686.220790851123,18695.848338690583,18_2,2,13,p0,geven,c1
24_1_trial_5_p0_vuur_geluiden_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_1_trial_5_Mic_nominal_srate16000_p0_vuur_geluiden_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_1_trial_5_MyWebcamFrameStream_nominal_srate500_p0_vuur_geluiden_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_1_trial_5_BalanceBoard_stream_nominal_srate100_p0_vuur_geluiden_cut2.csv,15104.78951741413,15109.434692564755,15104.76674732966,15109.409404677164,15104.674004309818,15109.314954293615,24_1,1,5,p0,vuur,
24_1_trial_8_p0_onweer_geluiden_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_1_trial_8_Mic_nominal_srate16000_p0_onweer_geluiden_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_1_trial_8_MyWebcamFrameStream_nominal_srate500_p0_onweer_geluiden_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_1_trial_8_BalanceBoard_stream_nominal_srate100_p0_onweer_geluiden_cut2.csv,15160.16308628887,15181.980321315772,15160.143170541896,15181.956817990096,15160.046037494514,15181.866494923835,24_1,1,8,p0,onweer,
27_1_trial_11_p1_ik_combinatie_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\27_1_trial_11_Mic_nominal_srate16000_p1_ik_combinatie_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\27_1_trial_11_MyWebcamFrameStream_nominal_srate500_p1_ik_combinatie_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\27_1_trial_11_BalanceBoard_stream_nominal_srate100_p1_ik_combinatie_cut2.csv,85924.89628564526,85946.01615152232,85924.8669827327,85945.98662939278,85924.8631917226,85945.98110498072,27_1,1,11,p1,ik,
29_2_trial_6_p0_vlieg_gebaren_c1_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\29_2_trial_6_Mic_nominal_srate16000_p0_vlieg_gebaren_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\29_2_trial_6_MyWebcamFrameStream_nominal_srate500_p0_vlieg_gebaren_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\29_2_trial_6_BalanceBoard_stream_nominal_srate100_p0_vlieg_gebaren_c1_cut2.csv,4820.623580996098,4827.417695307208,4820.603383754197,4827.393182489283,4820.5341269349865,4827.328461531051,29_2,2,6,p0,vlieg,c1
