cut_id,cut_start,cut_end,trial_id
20_1_trial_3_,-2.1425029034259446,0.7554637032614361,20_1_3_
32_2_trial_47_,-1.349084928813454,0,32_2_47_
49_2_rein_trial_39_,0.0,0.5001199975473961,49_2_rein_39_
66_1_trial_34_,0.0,0.7328145169825954,66_1_34_
59_2_trial_42_,2.7576282436245187,-5.068245650859656,59_2_42_
46_1_trial_11_,-0.7606260320814613,0,46_1_11_
52_1_trial_20_,0.0,0.7521075552807209,52_1_20_
57_2_trial_26_,-1.3700784149399017,-0.17831999062281056,57_2_26_
4_1_trial_5_,0.0,0.7530539458963972,4_1_5_
9_1_trial_2_,-1.4079670498146395,2.1385077253745997,9_1_2_
3_1_trial_25_,0.0,0.7383442783210891,3_1_25_
59_2_trial_52_,0.0,2.138392941948117,59_2_52_
51_2_trial_67_,0.0,0.7428962727124903,51_2_67_
8_2_trial_55_,-0.8581155791359834,0.7396509622562917,8_2_55_
72_2_trial_109_,-0.7623685045223283,0.7357235017451179,72_2_109_
54_2_rein_trial_52_,-1.3500018312564446,0.7495203670478077,54_2_rein_52_
5_2_trial_43_,-0.6135819832555095,0.7348119938551463,5_2_43_
6_2_trial_82_,0.0,0.741075464760191,6_2_82_
72_1_trial_3_,-0.7661096813053518,0,72_1_3_
67_2_trial_41_,1.335342175627981,4.6842441199260065,67_2_41_
72_1_trial_53_,-0.7669624674860339,0,72_1_53_
6_2_trial_70_,0.0,0.7395619294960246,6_2_70_
67_2_trial_20_,0.0,-0.768327666373807,67_2_20_
34_2_trial_73_,-0.7687570517049002,0.7292848966944044,34_2_73_
57_2_trial_49_,-0.769305601806991,0,57_2_49_
19_2_trial_50_,-0.7511975816466171,0.5968382812582907,19_2_50_
1_2_rein_trial_84_,-0.5971704964922537,0.7488306800939123,1_2_rein_84_
54_2_rein_trial_80_,0.0,0.748761336942304,54_2_rein_80_
20_2_trial_51_,-0.7583671424727072,0.7425527111826492,20_2_51_
65_2_trial_91_,-0.7568945751875162,0,65_2_91_
39_2_trial_7_,-12.89200902775581,-14.462693000279009,39_2_7_
29_2_trial_76_,0.0,0.7353940565529532,29_2_76_
10_2_trial_29_,0.0,0.7297679712428362,10_2_29_
14_2_trial_38_,0.0,0.7387016807385104,14_2_38_
51_1_trial_30_,0.0,0.739254978095308,51_1_30_
40_2_trial_84_,0.0,0.7374516367760103,40_2_84_
61_2_trial_103_,-0.7666910107127478,0,61_2_103_
72_2_trial_25_,-0.7621093649365017,0,72_2_25_
6_2_trial_4_,0.0,0.7423761338965656,6_2_4_
56_2_trial_87_,0.0,0.743173457387608,56_2_87_
55_2_trial_87_,-0.7380612631883045,0,55_2_87_
55_1_trial_25_,-0.7422345968370792,0.7584742442854804,55_1_25_
55_2_trial_37_,0.0,0.7608832415239704,55_2_37_
54_2_rein_trial_70_,0.0,4.946609876547882,54_2_rein_70_
61_2_trial_26_,0.0,0.7321349442418068,61_2_26_
10_2_trial_22_,-0.7675146187727174,0.7305345368919612,10_2_22_
30_2_trial_77_,0.0,0.7412880276774558,30_2_77_
69_2_trial_72_,0.0,0.7343655459074702,69_2_72_
9_2_trial_92_,0.0,0.7335044013019948,9_2_92_
55_1_trial_4_,-0.7409053643901018,0,55_1_4_
32_2_trial_30_,-0.7517034397433235,0,32_2_30_
66_1_trial_22_,0.0,0.7314713940504589,66_1_22_
31_2_rein_trial_61_,0.9952400230540661,0,31_2_rein_61_
67_2_trial_15_,-0.7649052091097891,0.7335476255296953,67_2_15_
60_2_trial_55_,0.0,0.7555335051736165,60_2_55_
40_2_trial_77_,0.0,0.738210869963344,40_2_77_
57_2_trial_87_,-1.3701121975111619,0,57_2_87_
46_2_trial_79_,0.0,0.7473518400377847,46_2_79_
65_2_trial_36_,0.0,2.141550521454216,65_2_36_
54_2_trial_16_,-0.6195583345980064,-7.575221101417507,54_2_16_
30_1_trial_12_,0.0,0.7276068987159192,30_1_12_
55_2_trial_6_,0.0,0.7575228916377151,55_2_6_
48_2_trial_46_,0.0,0.7273031509879123,48_2_46_
6_2_trial_52_,-0.7587976459089987,0.739452243542928,6_2_52_
57_2_trial_67_,-0.767503156839742,0,57_2_67_
61_2_trial_30_,-1.3663522012593983,0,61_2_30_
45_1_trial_22_,-0.7539875270746658,0,45_1_22_
66_1_trial_23_,0.0,0.732779985074861,66_1_23_
72_2_trial_112_,-2.160917186785506,0.7848858752749948,72_2_112_
15_2_trial_22_,0.759439318272598,0,15_2_22_
70_2_trial_75_,-0.751135443407596,0,70_2_75_
56_1_trial_35_,0.0,0.7599965153585799,56_1_35_
60_2_trial_81_,0.0,0.75659202672432,60_2_81_
55_2_trial_72_,0.0,0.7601313369452782,55_2_72_
72_1_trial_17_,-1.3666688339990287,0,72_1_17_
69_2_trial_77_,0.0,0.7343460180366795,69_2_77_
5_2_trial_21_,1.135743418061774,0,5_2_21_
41_1_trial_13_,-0.7464540171937605,0,41_1_13_
38_1_trial_32_,-0.7402445822754089,0,38_1_32_
35_2_trial_11_,0.7515802148773219,0.7486630064183165,35_2_11_
40_2_trial_100_,0.0,0.7376741826343883,40_2_100_
56_1_trial_25_,0.0,0.7554816603909179,56_1_25_
70_2_trial_45_,-0.7496690660681603,0.7490234871049021,70_2_45_
40_2_trial_104_,-0.7590962736468706,0.7375477315981698,40_2_104_
18_2_trial_5_,-2.1429519924107203,0.8025264145823504,18_2_5_
60_1_trial_20_,0.0,2.1430269883627866,60_1_20_
71_2_trial_83_,0.0,0.7383037736105204,71_2_83_
48_2_trial_7_,0.0,0.7290390720542442,48_2_7_
3_2_trial_91_,0.0,0.755652301833076,3_2_91_
19_2_trial_18_,-0.7506055177936636,0.5944243690884718,19_2_18_
5_2_trial_16_,-1.3630896815335898,0.5828784437865883,5_2_16_
72_2_trial_101_,-1.362182775208718,0.734467827566732,72_2_101_
8_2_trial_69_,-0.8565723631340157,0.18624890532002306,8_2_69_
33_2_trial_101_,-0.7605495252672275,0,33_2_101_
16_2_trial_64_,0.0,0.7513626065338789,16_2_64_
26_1_trial_11_,0.0,2.951520275497406,26_1_11_
71_2_trial_39_,0.0,0.7398045492133557,71_2_39_
70_2_trial_77_,0.0,0.747774641373932,70_2_77_
19_2_trial_17_,-0.7529513867361857,0,19_2_17_
12_2_trial_72_,-0.772152151723958,0,12_2_72_
59_2_trial_60_,0.0,0.7407444661903355,59_2_60_
46_2_trial_78_,0.0,0.7487749730219851,46_2_78_
30_2_trial_30_,0.0,0.7403077599783501,30_2_30_
52_2_trial_77_,0.0,-2.372800079715186,52_2_77_
45_2_trial_66_,-1.356643872820617,0,45_2_66_
33_1_trial_2_,-0.770512017394727,0.7291772974652796,33_1_2_
41_2_trial_87_,0.0,0.733715484646306,41_2_87_
70_1_trial_44_,-0.7564912670102331,0.7413101908727336,70_1_44_
13_2_trial_29_,0.0,0.7322559514620176,13_2_29_
49_2_rein_trial_60_,1.0031665043691949,0,49_2_rein_60_
39_2_trial_13_,0.0,0.7470579751085893,39_2_13_
56_2_trial_17_,0.0,0.7371688077285891,56_2_17_
3_2_trial_36_,-0.7427378126281307,0,3_2_36_
13_1_trial_2_,0.0,1.3506224169856484,13_1_2_
39_2_trial_73_,0.0,0.7462220068615958,39_2_73_
61_2_trial_89_,-2.166659760975866,0,61_2_89_
72_1_trial_16_,-0.7668488539093422,0,72_1_16_
29_2_trial_77_,0.0,0.735749482418214,29_2_77_
3_2_trial_29_,0.0,0.754727203557195,3_2_29_
40_2_trial_76_,0.0,0.7381432012703802,40_2_76_
41_2_trial_19_,0.0,0.733955254838861,41_2_19_
20_1_trial_47_,0.0,2.153532302041564,20_1_47_
30_2_trial_18_,-0.7570016411179191,0,30_2_18_
72_2_trial_44_,-0.7594905127828042,0.7358095312241252,72_2_44_
45_2_trial_33_,0.0,0.7385981115280629,45_2_33_
53_1_trial_40_,0.0,0.7471193455760385,53_1_40_
39_2_trial_57_,0.0,2.1442927592046694,39_2_57_
72_1_trial_24_,2.3368694467038345,0.7325151468911221,72_1_24_
66_2_trial_41_,0.0,1.3384266778000438,66_2_41_
63_2_trial_59_,-0.7681410803811559,0,63_2_59_
70_1_trial_4_,-0.7571850128645915,0,70_1_4_
11_2_trial_7_,-0.7587094932623586,0,11_2_7_
12_2_trial_31_,0.0,0.7258636067147677,12_2_31_
41_2_trial_61_,-0.7662331957872842,0,41_2_61_
52_2_trial_71_,0.0,0.7273230847749801,52_2_71_
64_1_trial_3_,2.3327046203654995,0,64_1_3_
46_1_trial_24_,0.0,0.7383791051858376,46_1_24_
66_2_trial_62_,0.0,0.741150982579787,66_2_62_
32_2_trial_65_,-0.7511248058078005,0,32_2_65_
34_2_trial_8_,0.0,2.125581237763034,34_2_8_
41_2_trial_93_,0.0,0.7328759778342828,41_2_93_
16_2_trial_85_,0.0,-0.7525389626292357,16_2_85_
11_1_trial_31_,0.0,0.7591661204232878,11_1_31_
48_2_trial_87_,0.0,0.7267837962912532,48_2_87_
36_1_rein_trial_32_,0.0,0.7360954644063895,36_1_rein_50_
38_2_trial_64_,-0.7588303054691702,0,38_2_64_
54_2_rein_trial_58_,-0.6000641273276605,0.7469323889357232,54_2_rein_58_
41_1_trial_30_,0.0,0.7517183454923119,41_1_30_
50_2_trial_90_,0.0,1.330982860842293,50_2_90_
8_2_trial_18_,0.0,0.7399647208576425,8_2_18_
19_2_trial_44_,-0.7538076375311297,0,19_2_44_
46_1_trial_30_,0.0,0.7384202390809756,46_1_30_
37_2_trial_48_,-0.7684877480231384,0,37_2_48_
12_1_trial_53_,-0.7662480019938206,0,12_1_53_
36_2_trial_32_,-4.653951140250304,2.288038506958401,36_2_32_
29_1_trial_6_,-0.7513528660092561,0,29_1_6_
27_1_trial_48_,-0.7383445456458352,0.7599927112605656,27_1_48_
50_1_trial_8_,0.3054152801438856,0.7517133415628147,50_1_8_
17_2_trial_91_,-0.7688104577099087,0,17_2_91_
66_2_trial_74_,0.0,0.7419020382652283,66_2_74_
20_1_trial_8_,0.0,0,20_1_8_
48_2_trial_60_,0.0,0.7262245665527493,48_2_60_
70_2_trial_23_,-0.7495661289557157,0.746214764609249,70_2_23_
40_2_trial_35_,0.0,0.7373805689246259,40_2_35_
47_1_trial_15_,0.0,0.7284500576497521,47_1_15_
55_2_trial_73_,-0.7392483008042442,0.7608859581256789,55_2_73_
52_1_trial_53_,0.0,0.754534957463496,52_1_53_
56_2_trial_103_,0.0,0.7425885050161014,56_2_103_
24_2_trial_121_,-1.546304271798969,4.949254972082599,24_2_121_
38_2_trial_85_,0.0,0.7430597445970003,38_2_85_
62_1_trial_39_,0.0,0.7498586337160305,62_1_39_
64_1_trial_25_,-1.3695245455339393,0,64_1_25_
15_1_trial_31_,0.0,0.7346077432160504,15_1_31_
8_2_trial_19_,0.0,0.7404281794615599,8_2_19_
38_2_trial_75_,0.0,0.7376523304555272,38_2_75_
38_2_trial_66_,0.0,1.3366755983982632,38_2_66_
70_2_trial_98_,-0.7514443944191953,0,70_2_98_
19_2_trial_88_,-0.7540851191618003,0,19_2_88_
20_1_trial_11_,0.0,0.7533239970828921,20_1_11_
51_2_trial_79_,0.0,0.7428183978078474,51_2_79_
37_1_trial_26_,-0.7568594008805576,0,37_1_26_
54_2_rein_trial_79_,-2.15027136132638,0.7475565251201411,54_2_rein_79_
20_1_trial_53_,-0.7442726253058632,0.7543330409923783,20_1_53_
66_2_trial_75_,-0.7581226952304405,0.5898221469996466,66_2_75_
72_2_trial_102_,-2.9601620988529853,4.932486853631872,72_2_102_
10_2_trial_98_,-0.7672403617216332,0,10_2_98_
69_2_trial_20_,0.0,0.7353165806739526,69_2_20_
11_2_trial_104_,0.0,2.9367113745151983,11_2_104_
7_1_trial_41_,0.0,0.7400605987095332,7_1_41_
33_1_trial_52_,-0.7700995733540216,0,33_1_52_
66_2_trial_13_,0.0,0.7409910279432665,66_2_13_
30_2_trial_83_,17.50449993287354,0,30_2_83_
5_1_trial_41_,0.0,0.7274167789688969,5_1_41_
1_2_rein_trial_54_,0.0,0.7514131426475311,1_2_rein_54_
34_2_trial_66_,0.0,0.729342920840736,34_2_66_
34_2_trial_88_,0.7302795801845908,0.7797669985626877,34_2_88_
6_2_trial_61_,0.0,0.7423072263857193,6_2_61_
38_2_trial_76_,-0.7613838212679033,0.5868300392650477,38_2_76_
6_2_trial_108_,0.0,0.739052431944098,6_2_108_
51_2_trial_16_,-0.7569784428066555,0,51_2_16_
40_1_trial_14_,0.0,0.7344354847161109,40_1_14_
10_2_trial_104_,0.0,0.7305917866785118,10_2_104_
1_2_rein_trial_83_,0.0,0.7525156091784689,1_2_rein_83_
70_2_trial_34_,-0.7507649710458585,0.7473421030636018,70_2_34_
55_1_trial_34_,-0.7418309451729025,0,55_1_34_
61_2_trial_31_,0.0,0.7304713502608896,61_2_31_
5_2_trial_101_,-0.8605701711261039,0,5_2_101_
70_2_trial_95_,-0.7507379299354398,0,70_2_95_
65_2_trial_41_,0.0,2.9401943030628295,65_2_41_
59_2_trial_9_,0.0,0.740638931899421,59_2_9_
16_1_trial_44_,0.0,0.7321356174070388,16_1_44_
12_2_trial_66_,-0.7711140881137908,1.3270497567709754,12_2_66_
6_2_trial_37_,0.0,0.7417020845889132,6_2_37_
39_2_trial_112_,0.0,0.7455831972464088,39_2_112_
38_1_trial_48_,-0.7404884894204619,0,38_1_48_
27_1_trial_42_,0.0,1.5582245422507033,27_1_42_
13_1_trial_48_,0.0,0.750483376458457,13_1_48_
3_2_trial_7_,0.0,0.7556681342515313,3_2_7_
66_1_trial_41_,0.0,0.7313775511029235,66_1_41_
70_2_trial_101_,-0.7508020290847526,0,70_2_101_
51_1_trial_24_,0.0,0.7385039855060237,51_1_24_
54_2_rein_trial_75_,-2.150412436223102,0.7474886377373196,54_2_rein_75_
1_2_rein_trial_82_,-0.748901436929979,0,1_2_rein_82_
11_2_trial_13_,-1.3590895943698342,1.3886996582750537,11_2_13_
69_2_trial_109_,0.0,0.7340772523381626,69_2_109_
45_2_trial_110_,-2.1570373878917053,0,45_2_110_
9_2_trial_87_,0.0,0.7339583952414918,9_2_87_
11_1_trial_8_,0.0,1.3585405420335708,11_1_8_
55_2_trial_69_,0.0,0.7585334340550011,55_2_69_
69_2_trial_90_,0.0,0.7350343530470127,69_2_90_
71_2_trial_38_,0.0,0.7366329883789149,71_2_38_
66_2_trial_63_,0.0,0.7395180337116471,66_2_63_
51_2_trial_21_,0.0,0.743257438991653,51_2_21_
3_2_trial_67_,-0.7416179275836233,0,3_2_67_
8_2_trial_48_,-2.9558954338050776,0.7391099497669226,8_2_48_
24_2_trial_112_,-0.7451532066021779,0,24_2_112_
65_1_trial_53_,0.0,0.7498584669453976,65_1_53_
70_2_trial_20_,-0.7501359133082701,0.7490860137930705,70_2_20_
27_2_trial_94_,0.7392942700485795,0,27_2_94_
51_2_trial_75_,0.9477186357786801,0.7920486823074194,51_2_75_
66_2_trial_97_,-1.404505398280283,2.1396995178859775,66_2_97_
52_2_trial_56_,-1.36964703104483,0.726881326208968,52_2_56_
70_2_trial_10_,-0.7508281647878808,0.7484643163311375,70_2_10_
70_1_trial_34_,-0.7566719977429935,0.7399346252163544,70_1_34_
71_2_trial_70_,0.0,0.7384479033820147,71_2_70_
71_2_trial_67_,0.0,0.736738729733967,71_2_67_
34_1_trial_47_,0.0,0.7332033614006074,34_1_47_
51_2_trial_74_,0.0,0.7417725309557378,51_2_74_
28_1_trial_24_,0.0,-1.7496322189484392,28_1_24_
64_1_trial_39_,-1.3677239451831913,1.3295429245184398,64_1_39_
31_2_rein_trial_46_,0.0,0,31_2_rein_46_
40_2_trial_38_,1.4895699050709936,1.3369374890232468,40_2_38_
57_2_trial_9_,-1.368970432425158,0,57_2_9_
51_2_trial_55_,0.0,0.7437217283379596,51_2_55_
45_2_trial_30_,0.0,0.7424090079111162,45_2_30_
13_2_trial_57_,0.0,0.7325914456779022,13_2_57_
67_2_trial_104_,0.0,0.7325142272311496,67_2_104_
30_1_trial_17_,0.0,0.7278620944586388,30_1_17_
10_1_trial_12_,1.5321481034479614,0,10_1_12_
37_2_trial_81_,-0.7674417854265508,1.3784978393858485,37_2_81_
14_1_trial_2_,0.253832468171197,0,14_1_2_
6_2_trial_112_,0.0,0.7399618081343154,6_2_112_
70_2_trial_21_,-0.7500016272668972,0.7499405234927204,70_2_21_
72_2_trial_8_,-0.7627506954592415,0.7363962738618284,72_2_8_
11_2_trial_27_,0.0,0.7387808359999326,11_2_27_
35_2_trial_10_,0.7520598041852841,0,35_2_10_
11_2_trial_16_,-0.7578835942249688,0.7402364124209271,11_2_16_
18_2_rein_trial_95_,-1.015061922786117,0,18_2_rein_95_
41_2_trial_23_,-0.7635917147987547,0,41_2_23_
20_2_trial_24_,0.0,0.7409092040561518,20_2_24_
11_2_trial_19_,-0.7554012402257323,0,11_2_19_
33_1_trial_7_,-0.7701574252071927,0.7276803473590311,33_1_7_
36_1_trial_13_,0.0,0.7606837274567511,36_1_13_
69_1_trial_6_,0.0,0.7558072551405625,69_1_6_
27_2_trial_80_,-1.3600834239719763,0.587718530461037,27_2_80_
67_2_trial_71_,0.0,0.7325762462811932,67_2_71_
71_2_trial_77_,0.0,0.7342073306369153,71_2_77_
69_2_trial_65_,0.0,4.930815852060353,69_2_65_
46_2_trial_57_,11.012445886301672,0,46_2_57_
70_1_trial_52_,0.0,0.7401963303137412,70_1_52_
55_1_trial_32_,-0.7404181285716428,0,55_1_32_
10_2_trial_79_,-0.766656349006856,0,10_2_79_
64_1_trial_22_,1.5332086937372271,0,64_1_22_
64_2_trial_81_,-2.1517477110670975,0,64_2_81_
41_1_trial_6_,0.0,0.7514467173453833,41_1_6_
20_2_trial_90_,0.0,0.7428485718054011,20_2_90_
8_2_trial_11_,-0.856978926638476,1.988913038823739,8_2_11_
3_2_trial_9_,0.0,0.7556976319080301,3_2_9_
54_2_rein_trial_67_,-0.7522555464614319,0,54_2_rein_67_
51_2_trial_18_,0.0,0.7417499555537385,51_2_18_
23_1_trial_5_,-0.7485420575157775,0.7480667065007746,23_1_5_
9_1_trial_33_,0.0,0,9_1_33_
20_1_trial_34_,-0.7435619491072885,0,20_1_34_
40_2_trial_59_,0.0,0.7379783584419783,40_2_59_
22_1_trial_20_,0.7387856956526472,0.7371494417311624,22_1_20_
50_2_trial_110_,-1.3665778542782998,0.7817589523377441,50_2_110_
69_2_trial_110_,0.0,0.7356248256936245,69_2_110_
51_2_trial_62_,0.0,0.7427289780022571,51_2_62_
54_2_trial_25_,-0.7694077242437439,0,54_2_25_
13_2_trial_35_,-0.7650334353026361,0,13_2_35_
37_1_trial_14_,3.994902370063604,0,37_1_14_
37_2_trial_110_,-1.3668592389858532,0.7809729763939686,37_2_110_
55_1_trial_51_,-0.7416024062300343,0.7568511711216767,55_1_51_
60_2_trial_12_,0.0,0.7549469677390922,60_2_12_
67_2_trial_63_,-0.7652690849305751,0.7324003580094995,67_2_63_
50_2_trial_55_,-0.7685565043114669,0,50_2_55_
2_2_trial_22_,0.7357529505134153,0.7353820000601748,2_2_22_
41_1_trial_49_,0.0,0.7522253836916661,41_1_49_
1_2_rein_trial_71_,0.0,0.7523243795233915,1_2_rein_71_
59_2_trial_55_,0.0,0.7414384033133198,59_2_55_
59_2_trial_92_,0.0,4.943192599198937,59_2_92_
46_2_trial_65_,-0.7507613698582342,0,46_2_65_
70_2_trial_38_,-0.7511563509726026,0.751875616434063,70_2_38_
39_1_trial_25_,0.0,0.7403385162906488,39_1_25_
22_2_trial_43_,0.0,0.756209129847169,22_2_43_
72_1_trial_13_,-0.7673390097578098,0,72_1_13_
59_2_trial_4_,-0.7550236422484838,0.7412384993367596,59_2_4_
13_1_trial_3_,0.0,0.7507827167834572,13_1_3_
55_1_trial_33_,-0.7411334375301522,0,55_1_33_
19_2_trial_7_,-0.7529230197604116,0,19_2_7_
21_1_trial_22_,0.0,0.7511826772586877,21_1_22_
50_1_trial_15_,0.0,0.7489158961883314,50_1_15_
7_2_trial_7_,0.0,0.7959586084465494,7_2_7_
64_2_trial_43_,0.0,0.7450401406567835,64_2_43_
48_2_trial_68_,0.0,0.7280420170718571,48_2_68_
8_2_trial_74_,-0.8556495610965461,0.7379445961680631,8_2_74_
3_1_trial_31_,0.0,0.7378432681243794,3_1_31_
3_2_trial_31_,0.0,0.7572545360013692,3_2_31_
69_2_trial_27_,0.0,0.7352650494102212,69_2_27_
6_2_trial_63_,0.0,0.7396619407408404,6_2_63_
