FILE,NEWBEGIN,NEWEND,audio,video,bb,audio_begin_time,audio_end_time,video_begin_time,video_end_time,bb_begin_time,bb_end_time,sessionID,part,trial,pcn,concept,correction
69_2_trial_47_p0_scherp_combinatie_c0_final.avi,0.75,0.6,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\69_2_trial_47_Mic_nominal_srate16000_p0_scherp_combinatie_c0.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\69_2_trial_47_MyWebcamFrameStream_nominal_srate500_p0_scherp_combinatie_c0.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\69_2_trial_47_BalanceBoard_stream_nominal_srate100_p0_scherp_combinatie_c0.csv,3882.101485048916,3889.1431593585594,3882.075177410239,3889.1168487527466,3882.002353840852,3889.0443247900457,69_2,2,47,p0,scherp,c0
28_1_trial_29_p1_vogel_combinatie_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\28_1_trial_29_Mic_nominal_srate16000_p1_vogel_combinatie.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\28_1_trial_29_MyWebcamFrameStream_nominal_srate500_p1_vogel_combinatie.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\28_1_trial_29_BalanceBoard_stream_nominal_srate100_p1_vogel_combinatie.csv,3046.2471634463877,3050.220500282652,3046.21823940484,3050.1915241797437,3046.1926960425844,3050.1663775366187,28_1,1,29,p1,vogel,
20_2_trial_17_p0_geur_geluiden_c2_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\20_2_trial_17_Mic_nominal_srate16000_p0_geur_geluiden_c2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\20_2_trial_17_MyWebcamFrameStream_nominal_srate500_p0_geur_geluiden_c2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\20_2_trial_17_BalanceBoard_stream_nominal_srate100_p0_geur_geluiden_c2.csv,13054.368149840622,13066.793315446295,13054.345198281546,13066.770352607911,13054.300211630867,13066.724238737224,20_2,2,17,p0,geur,c2
56_2_trial_26_p1_kind_geluiden_c2_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\56_2_trial_26_Mic_nominal_srate16000_p1_kind_geluiden_c2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\56_2_trial_26_MyWebcamFrameStream_nominal_srate500_p1_kind_geluiden_c2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\56_2_trial_26_BalanceBoard_stream_nominal_srate100_p1_kind_geluiden_c2.csv,11156.943186176786,11160.422516087066,11156.913559063894,11160.392872795612,11156.855282882503,11160.334922955415,56_2,2,26,p1,kind,c2
19_1_trial_50_p1_geur_gebaren_final.avi,-0.05,-0.0,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\19_1_trial_50_Mic_nominal_srate16000_p1_geur_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\19_1_trial_50_MyWebcamFrameStream_nominal_srate500_p1_geur_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\19_1_trial_50_BalanceBoard_stream_nominal_srate100_p1_geur_gebaren.csv,2987.0630818426725,2992.9938137062127,2987.041681680276,2992.9716201910924,2986.979667406318,2992.920562335886,19_1,1,50,p1,geur,
47_1_trial_32_p1_hoorn_gebaren_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\47_1_trial_32_Mic_nominal_srate16000_p1_hoorn_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\47_1_trial_32_MyWebcamFrameStream_nominal_srate500_p1_hoorn_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\47_1_trial_32_BalanceBoard_stream_nominal_srate100_p1_hoorn_gebaren.csv,87166.13995028126,87175.138033488,87166.10747483114,87175.10555942939,87166.01363130883,87175.01260343236,47_1,1,32,p1,hoorn,
41_2_trial_71_p0_misschien_combinatie_c0_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\41_2_trial_71_Mic_nominal_srate16000_p0_misschien_combinatie_c0.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\41_2_trial_71_MyWebcamFrameStream_nominal_srate500_p0_misschien_combinatie_c0.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\41_2_trial_71_BalanceBoard_stream_nominal_srate100_p0_misschien_combinatie_c0.csv,18973.0171480186,18978.194797233344,18972.992243718123,18978.16987232767,18972.916816824785,18978.09521120277,41_2,2,71,p0,misschien,c0
39_2_trial_64_p0_jagen_combinatie_c2_final.avi,0.0,2.15,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\39_2_trial_64_Mic_nominal_srate16000_p0_jagen_combinatie_c2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\39_2_trial_64_MyWebcamFrameStream_nominal_srate500_p0_jagen_combinatie_c2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\39_2_trial_64_BalanceBoard_stream_nominal_srate100_p0_jagen_combinatie_c2.csv,19514.80449894219,19525.071722626715,19514.7826985862,19525.049944451603,19514.749665352363,19525.01607238315,39_2,2,64,p0,jagen,c2
63_2_trial_27_p0_geven_combinatie_c1_final.avi,9.3,0.0,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\63_2_trial_27_Mic_nominal_srate16000_p0_geven_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\63_2_trial_27_MyWebcamFrameStream_nominal_srate500_p0_geven_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\63_2_trial_27_BalanceBoard_stream_nominal_srate100_p0_geven_combinatie_c1.csv,9034.979186100143,9047.020214344955,9034.957989100398,9046.999008147872,9034.880839352572,9046.920724476367,63_2,2,27,p0,geven,c1
8_2_trial_40_p0_ei_gebaren_c0_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\8_2_trial_40_Mic_nominal_srate16000_p0_ei_gebaren_c0.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\8_2_trial_40_MyWebcamFrameStream_nominal_srate500_p0_ei_gebaren_c0.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\8_2_trial_40_BalanceBoard_stream_nominal_srate100_p0_ei_gebaren_c0.csv,5042.184230187224,5046.254289054254,5042.1520791788735,5046.222146539384,5042.086797928561,5046.15691668965,8_2,2,40,p0,ei,c0
16_1_trial_47_p1_snel_gebaren_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\16_1_trial_47_Mic_nominal_srate16000_p1_snel_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\16_1_trial_47_MyWebcamFrameStream_nominal_srate500_p1_snel_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\16_1_trial_47_BalanceBoard_stream_nominal_srate100_p1_snel_gebaren.csv,193887.81503145,193890.7521589754,193887.79131294848,193890.7284269003,193887.71121016337,193890.65351455065,16_1,1,47,p1,snel,
37_2_trial_28_p1_scherp_gebaren_c1_final.avi,-0.75,-0.0,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\37_2_trial_28_Mic_nominal_srate16000_p1_scherp_gebaren_c1.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\37_2_trial_28_MyWebcamFrameStream_nominal_srate500_p1_scherp_gebaren_c1.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\37_2_trial_28_BalanceBoard_stream_nominal_srate100_p1_scherp_gebaren_c1.csv,4953.462325029768,4964.894518753807,4953.437840941174,4964.870047728273,4953.353629069999,4964.785699800341,37_2,2,28,p1,scherp,c1
41_2_trial_51_p1_hoog_geluiden_c0_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\41_2_trial_51_Mic_nominal_srate16000_p1_hoog_geluiden_c0.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\41_2_trial_51_MyWebcamFrameStream_nominal_srate500_p1_hoog_geluiden_c0.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\41_2_trial_51_BalanceBoard_stream_nominal_srate100_p1_hoog_geluiden_c0.csv,18481.491372695105,18485.08731549031,18481.4664863533,18485.0624484372,18481.390831456163,18484.98660731393,41_2,2,51,p1,hoog,c0
23_1_trial_47_p1_vrouw_gebaren_final.avi,-0.75,0.0,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\23_1_trial_47_Mic_nominal_srate16000_p1_vrouw_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\23_1_trial_47_MyWebcamFrameStream_nominal_srate500_p1_vrouw_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\23_1_trial_47_BalanceBoard_stream_nominal_srate100_p1_vrouw_gebaren.csv,8604.982204959175,8613.129847799006,8604.955166885353,8613.10279010648,8604.92626384432,8613.075418447184,23_1,1,47,p1,vrouw,
52_2_trial_71_p0_zout_combinatie_c1_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\52_2_trial_71_Mic_nominal_srate16000_p0_zout_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\52_2_trial_71_MyWebcamFrameStream_nominal_srate500_p0_zout_combinatie_c1.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\52_2_trial_71_BalanceBoard_stream_nominal_srate100_p0_zout_combinatie_c1.csv,20209.916581952886,20218.353532334964,20209.887095202903,20218.324073750257,20209.793934347806,20218.22792456675,52_2,2,71,p0,zout,c1
66_2_trial_45_p0_drinken_gebaren_c0_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\66_2_trial_45_Mic_nominal_srate16000_p0_drinken_gebaren_c0.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\66_2_trial_45_MyWebcamFrameStream_nominal_srate500_p0_drinken_gebaren_c0.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\66_2_trial_45_BalanceBoard_stream_nominal_srate100_p0_drinken_gebaren_c0.csv,11835.534668348302,11838.8243745109,11835.515688797816,11838.805414220642,11835.466435384806,11838.756020260756,66_2,2,45,p0,drinken,c0
3_1_trial_4_p0_luidruchtig_geluiden_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\3_1_trial_4_Mic_nominal_srate16000_p0_luidruchtig_geluiden.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\3_1_trial_4_MyWebcamFrameStream_nominal_srate500_p0_luidruchtig_geluiden.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\3_1_trial_4_BalanceBoard_stream_nominal_srate100_p0_luidruchtig_geluiden.csv,2874.0024788837964,2877.6792736338834,2873.973466019873,2877.6502587096384,2873.908757243563,2877.586255014914,3_1,1,4,p0,luidruchtig,
45_1_trial_47_p1_ver_geluiden_final.avi,4.97,1.14,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\45_1_trial_47_Mic_nominal_srate16000_p1_ver_geluiden.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\45_1_trial_47_MyWebcamFrameStream_nominal_srate500_p1_ver_geluiden.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\45_1_trial_47_BalanceBoard_stream_nominal_srate100_p1_ver_geluiden.csv,15058.586991447684,15067.37726276293,15058.565975184203,15067.356219245105,15058.532200031035,15067.322530726547,45_1,1,47,p1,ver,
6_1_trial_17_p1_rennen_gebaren_final.avi,-0.75,0.0,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_1_trial_17_Mic_nominal_srate16000_p1_rennen_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_1_trial_17_MyWebcamFrameStream_nominal_srate500_p1_rennen_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_1_trial_17_BalanceBoard_stream_nominal_srate100_p1_rennen_gebaren.csv,3162.285500119558,3164.359906779227,3162.2616801981994,3164.336088250041,3162.215894654464,3164.28957795563,6_1,1,17,p1,rennen,
39_2_trial_41_p1_zuur_geluiden_c1_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\39_2_trial_41_Mic_nominal_srate16000_p1_zuur_geluiden_c1.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\39_2_trial_41_MyWebcamFrameStream_nominal_srate500_p1_zuur_geluiden_c1.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\39_2_trial_41_BalanceBoard_stream_nominal_srate100_p1_zuur_geluiden_c1.csv,18920.99188487209,18931.6745805404,18920.970100939583,18931.652059687796,18920.936649255196,18931.61821257244,39_2,2,41,p1,zuur,c1
7_1_trial_29_p1_koud_gebaren_final.avi,0.0,0.75,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\7_1_trial_29_Mic_nominal_srate16000_p1_koud_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\7_1_trial_29_MyWebcamFrameStream_nominal_srate500_p1_koud_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\7_1_trial_29_BalanceBoard_stream_nominal_srate100_p1_koud_gebaren.csv,10701.783905374828,10705.0146723108,10701.754264608,10704.985071453082,10701.69454099635,10704.925547431396,7_1,1,29,p1,koud,
65_1_trial_38_p0_vrouw_geluiden_final.avi,0.0,1.35,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\65_1_trial_38_Mic_nominal_srate16000_p0_vrouw_geluiden.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\65_1_trial_38_MyWebcamFrameStream_nominal_srate500_p0_vrouw_geluiden.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\65_1_trial_38_BalanceBoard_stream_nominal_srate100_p0_vrouw_geluiden.csv,2910.2628998207533,2914.472615872395,2910.232177486744,2914.4418614353453,2910.202993312443,2914.4122193015064,65_1,1,38,p0,vrouw,
65_1_trial_17_p1_lopen_gebaren_final.avi,-1.35,-0.0,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\65_1_trial_17_Mic_nominal_srate16000_p1_lopen_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\65_1_trial_17_MyWebcamFrameStream_nominal_srate500_p1_lopen_gebaren.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\65_1_trial_17_BalanceBoard_stream_nominal_srate100_p1_lopen_gebaren.csv,2419.230480989157,2425.872211510298,2419.1997315651324,2425.8414808287853,2419.1707845288474,2425.8124805885163,65_1,1,17,p1,lopen,
