FILE,audio,video,bb,audio_begin_time,audio_end_time,video_begin_time,video_end_time,bb_begin_time,bb_end_time,sessionID,part,trial,pcn,concept,correction
1_2_rein_trial_53_p0_huilen_combinatie_c0_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_rein_trial_53_Mic_nominal_srate16000_p0_huilen_combinatie_c0_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_rein_trial_53_MyWebcamFrameStream_nominal_srate500_p0_huilen_combinatie_c0_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_rein_trial_53_BalanceBoard_stream_nominal_srate100_p0_huilen_combinatie_c0_cut2.csv,15257.916692647064,15263.234832543296,15257.887836001655,15263.20414152875,15257.85945233995,15263.1764322278,1_2_rein,2,53,p0,huilen,c0
1_2_rein_trial_5_p0_bitter_gebaren_c1_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_rein_trial_5_Mic_nominal_srate16000_p0_bitter_gebaren_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_rein_trial_5_MyWebcamFrameStream_nominal_srate500_p0_bitter_gebaren_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_rein_trial_5_BalanceBoard_stream_nominal_srate100_p0_bitter_gebaren_c1_cut2.csv,14023.173390278522,14044.631976510933,14023.143079852853,14044.599535467962,14023.116044690138,14044.571037023896,1_2_rein,2,5,p0,bitter,c1
1_2_trial_21_p0_geven_geluiden_c2_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_trial_21_Mic_nominal_srate16000_p0_geven_geluiden_c2_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_trial_21_MyWebcamFrameStream_nominal_srate500_p0_geven_geluiden_c2_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_trial_21_BalanceBoard_stream_nominal_srate100_p0_geven_geluiden_c2_cut2.csv,12864.787657889914,12867.947051526213,12864.757692219944,12867.912512321876,12864.677205562852,12867.832799920645,1_2,2,21,p0,geven,c2
1_2_trial_33_p1_dood_geluiden_c1_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_trial_33_Mic_nominal_srate16000_p1_dood_geluiden_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_trial_33_MyWebcamFrameStream_nominal_srate500_p1_dood_geluiden_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\1_2_trial_33_BalanceBoard_stream_nominal_srate100_p1_dood_geluiden_c1_cut2.csv,13285.224411449555,13294.933361979029,13285.193375805517,13294.899518261114,13285.113136542288,13294.820966363186,1_2,2,33,p1,dood,c1
5_2_trial_5_p0_ei_combinatie_c1_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\5_2_trial_5_Mic_nominal_srate16000_p0_ei_combinatie_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\5_2_trial_5_MyWebcamFrameStream_nominal_srate500_p0_ei_combinatie_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\5_2_trial_5_BalanceBoard_stream_nominal_srate100_p0_ei_combinatie_c1_cut2.csv,4867.999901218177,4879.742510350511,4867.975543668146,4879.713797591152,4867.897934718396,4879.636754873454,5_2,2,5,p0,ei,c1
6_2_trial_9_p0_bliksem_geluiden_c2_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_9_Mic_nominal_srate16000_p0_bliksem_geluiden_c2_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_9_MyWebcamFrameStream_nominal_srate500_p0_bliksem_geluiden_c2_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_9_BalanceBoard_stream_nominal_srate100_p0_bliksem_geluiden_c2_cut2.csv,5088.681347592986,5105.9665777912405,5088.656902920144,5105.937229551446,5088.5993645579965,5105.885494952728,6_2,2,9,p0,bliksem,c2
7_2_trial_75_p1_kruipen_geluiden_c1_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\7_2_trial_75_Mic_nominal_srate16000_p1_kruipen_geluiden_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\7_2_trial_75_MyWebcamFrameStream_nominal_srate500_p1_kruipen_geluiden_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\7_2_trial_75_BalanceBoard_stream_nominal_srate100_p1_kruipen_geluiden_c1_cut2.csv,13054.120543773566,13057.63755550509,13054.09061571228,13057.605343544496,13054.04498208857,13057.560031865236,7_2,2,75,p1,kruipen,c1
14_1_trial_34_p1_piepen_geluiden_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\14_1_trial_34_Mic_nominal_srate16000_p1_piepen_geluiden_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\14_1_trial_34_MyWebcamFrameStream_nominal_srate500_p1_piepen_geluiden_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\14_1_trial_34_BalanceBoard_stream_nominal_srate100_p1_piepen_geluiden_cut2.csv,6206.549654389033,6214.429386797186,6206.525906394061,6214.400553276879,6206.49119154354,6214.3661293951545,14_1,1,34,p1,piepen,
18_2_rein_trial_28_p1_ver_geluiden_c2_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\18_2_rein_trial_28_Mic_nominal_srate16000_p1_ver_geluiden_c2_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\18_2_rein_trial_28_MyWebcamFrameStream_nominal_srate500_p1_ver_geluiden_c2_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\18_2_rein_trial_28_BalanceBoard_stream_nominal_srate100_p1_ver_geluiden_c2_cut2.csv,20503.29920658789,20510.71612513725,20503.27332655476,20510.68988854235,20503.20963307861,20510.61178098497,18_2_rein,2,28,p1,ver,c2
24_2_trial_33_p1_verdrietig_geluiden_c1_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_2_trial_33_Mic_nominal_srate16000_p1_verdrietig_geluiden_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_2_trial_33_MyWebcamFrameStream_nominal_srate500_p1_verdrietig_geluiden_c1_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\24_2_trial_33_BalanceBoard_stream_nominal_srate100_p1_verdrietig_geluiden_c1_cut2.csv,18133.10603360724,18155.704421934613,18133.07739010222,18155.67243332897,18133.049655791416,18155.627907458304,24_2,2,33,p1,verdrietig,c1
28_1_trial_7_p0_geven_geluiden_cut2_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\28_1_trial_7_Mic_nominal_srate16000_p0_geven_geluiden_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\28_1_trial_7_MyWebcamFrameStream_nominal_srate500_p0_geven_geluiden_cut2.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\28_1_trial_7_BalanceBoard_stream_nominal_srate100_p0_geven_geluiden_cut2.csv,2483.0709252225934,2504.0028307900066,2483.0424207249084,2503.97205784484,2483.018559991023,2503.94934594441,28_1,1,7,p0,geven,
