FILE,audio,video,bb,audio_begin_time,audio_end_time,video_begin_time,video_end_time,bb_begin_time,bb_end_time,sessionID,part,trial,pcn,concept,correction
6_2_trial_45_p1_vangen_geluiden_c1_cut4_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_45_Mic_nominal_srate16000_p1_vangen_geluiden_c1_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_45_MyWebcamFrameStream_nominal_srate500_p1_vangen_geluiden_c1_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_45_BalanceBoard_stream_nominal_srate100_p1_vangen_geluiden_c1_cut4.csv,5933.776147163199,5938.938712344435,5933.754397108515,5938.912401740625,5933.697854116252,5938.855755549582,6_2,2,45,p1,vangen,c1
6_2_trial_9_p0_bliksem_geluiden_c2_cut4_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_9_Mic_nominal_srate16000_p0_bliksem_geluiden_c2_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_9_MyWebcamFrameStream_nominal_srate500_p0_bliksem_geluiden_c2_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\6_2_trial_9_BalanceBoard_stream_nominal_srate100_p0_bliksem_geluiden_c2_cut4.csv,5090.281388576071,5107.566494945314,5090.2590438111365,5107.534717048273,5090.201183143556,5107.48341365293,6_2,2,9,p0,bliksem,c2
9_2_trial_105_p1_hond_gebaren_c2_cut4_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\9_2_trial_105_Mic_nominal_srate16000_p1_hond_gebaren_c2_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\9_2_trial_105_MyWebcamFrameStream_nominal_srate500_p1_hond_gebaren_c2_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\9_2_trial_105_BalanceBoard_stream_nominal_srate100_p1_hond_gebaren_c2_cut4.csv,6309.933199770007,6317.019278674585,6309.907216347116,6316.990754256158,6309.828648328049,6316.908527006166,9_2,2,105,p1,hond,c2
32_2_trial_23_p1_bitter_gebaren_c1_cut4_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\32_2_trial_23_Mic_nominal_srate16000_p1_bitter_gebaren_c1_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\32_2_trial_23_MyWebcamFrameStream_nominal_srate500_p1_bitter_gebaren_c1_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\32_2_trial_23_BalanceBoard_stream_nominal_srate100_p1_bitter_gebaren_c1_cut4.csv,5705.592472308723,5711.819069638033,5705.568716948503,5711.791580288264,5705.5363184899525,5711.760241525184,32_2,2,23,p1,bitter,c1
33_2_trial_26_p1_man_gebaren_c2_cut4_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\33_2_trial_26_Mic_nominal_srate16000_p1_man_gebaren_c2_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\33_2_trial_26_MyWebcamFrameStream_nominal_srate500_p1_man_gebaren_c2_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\33_2_trial_26_BalanceBoard_stream_nominal_srate100_p1_man_gebaren_c2_cut4.csv,20992.34095664025,21004.40732441104,20992.318000750674,21004.37601856113,20992.255378920054,21004.3156040602,33_2,2,26,p1,man,c2
36_2_trial_32_p1_hoog_geluiden_c1_cut4_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\36_2_trial_32_Mic_nominal_srate16000_p1_hoog_geluiden_c1_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\36_2_trial_32_MyWebcamFrameStream_nominal_srate500_p1_hoog_geluiden_c1_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\36_2_trial_32_BalanceBoard_stream_nominal_srate100_p1_hoog_geluiden_c1_cut4.csv,19444.34902394584,19449.73234793456,19444.32244000008,19449.70317007794,19444.266708830648,19449.64480355244,36_2,2,32,p1,hoog,c1
39_2_trial_105_p1_zoemen_gebaren_c2_cut4_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\39_2_trial_105_Mic_nominal_srate16000_p1_zoemen_gebaren_c2_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\39_2_trial_105_MyWebcamFrameStream_nominal_srate500_p1_zoemen_gebaren_c2_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\39_2_trial_105_BalanceBoard_stream_nominal_srate100_p1_zoemen_gebaren_c2_cut4.csv,20399.54687118441,20406.957643015365,20399.525114347227,20406.9324960064,20399.49254894168,20406.89745806002,39_2,2,105,p1,zoemen,c2
50_2_trial_51_p0_luidruchtig_gebaren_c2_cut4_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\50_2_trial_51_Mic_nominal_srate16000_p0_luidruchtig_gebaren_c2_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\50_2_trial_51_MyWebcamFrameStream_nominal_srate500_p0_luidruchtig_gebaren_c2_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\50_2_trial_51_BalanceBoard_stream_nominal_srate100_p0_luidruchtig_gebaren_c2_cut4.csv,111261.26402013408,111268.07564581632,111261.2468201986,111268.0537041903,111261.1715484516,111267.96311184102,50_2,2,51,p0,luidruchtig,c2
56_2_trial_9_p0_man_geluiden_c1_cut4_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\56_2_trial_9_Mic_nominal_srate16000_p0_man_geluiden_c1_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\56_2_trial_9_MyWebcamFrameStream_nominal_srate500_p0_man_geluiden_c1_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\56_2_trial_9_BalanceBoard_stream_nominal_srate100_p0_man_geluiden_c1_cut4.csv,10770.048069591016,10783.13563683607,10770.01918848728,10783.103457314848,10769.960505184528,10783.046385055932,56_2,2,9,p0,man,c1
59_2_trial_42_p0_staan_geluiden_c0_cut4_final.avi,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\59_2_trial_42_Mic_nominal_srate16000_p0_staan_geluiden_c0_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\59_2_trial_42_MyWebcamFrameStream_nominal_srate500_p0_staan_geluiden_c0_cut4.csv,f:\flesh_data_processed\01_XDF_processing/data/Data_processed/Data_trials\59_2_trial_42_BalanceBoard_stream_nominal_srate100_p0_staan_geluiden_c0_cut4.csv,6463.758163077479,6480.235567631385,6463.73569866963,6480.209401733366,6463.698759941163,6480.158183322663,59_2,2,42,p0,staan,c0
