time_ms,f0,ID
0.0,,0_2_49_p0
2.0843635531135534,,0_2_49_p0
4.168727106227107,,0_2_49_p0
6.25309065934066,,0_2_49_p0
8.337454212454213,,0_2_49_p0
10.421817765567766,,0_2_49_p0
12.50618131868132,,0_2_49_p0
14.590544871794872,,0_2_49_p0
16.674908424908427,,0_2_49_p0
18.75927197802198,,0_2_49_p0
20.843635531135533,,0_2_49_p0
22.927999084249088,,0_2_49_p0
25.01236263736264,,0_2_49_p0
27.096726190476193,,0_2_49_p0
29.181089743589745,,0_2_49_p0
31.2654532967033,,0_2_49_p0
33.349816849816854,,0_2_49_p0
35.43418040293041,,0_2_49_p0
37.51854395604396,,0_2_49_p0
39.60290750915752,,0_2_49_p0
41.687271062271066,,0_2_49_p0
43.77163461538462,,0_2_49_p0
45.855998168498175,,0_2_49_p0
47.94036172161173,,0_2_49_p0
50.02472527472528,,0_2_49_p0
52.10908882783883,,0_2_49_p0
54.19345238095239,,0_2_49_p0
56.277815934065934,,0_2_49_p0
58.36217948717949,,0_2_49_p0
60.446543040293044,,0_2_49_p0
62.5309065934066,,0_2_49_p0
64.61527014652016,,0_2_49_p0
66.69963369963371,,0_2_49_p0
68.78399725274726,,0_2_49_p0
70.86836080586082,,0_2_49_p0
72.95272435897436,,0_2_49_p0
75.03708791208793,,0_2_49_p0
77.12145146520147,,0_2_49_p0
79.20581501831504,,0_2_49_p0
81.29017857142857,,0_2_49_p0
83.37454212454213,,0_2_49_p0
85.45890567765568,,0_2_49_p0
87.54326923076924,,0_2_49_p0
89.62763278388279,,0_2_49_p0
91.71199633699635,,0_2_49_p0
93.7963598901099,,0_2_49_p0
95.88072344322346,,0_2_49_p0
97.965086996337,,0_2_49_p0
100.04945054945055,,0_2_49_p0
102.13381410256412,,0_2_49_p0
104.21817765567766,,0_2_49_p0
106.30254120879123,,0_2_49_p0
108.38690476190477,,0_2_49_p0
110.47126831501834,,0_2_49_p0
112.55563186813187,,0_2_49_p0
114.63999542124543,,0_2_49_p0
116.72435897435898,,0_2_49_p0
