time,CoG,TrialID
30.655924915651152,,0_1_4_p0
32.77163585395524,,0_1_4_p0
34.88734679225933,,0_1_4_p0
37.00305773056341,,0_1_4_p0
39.1187686688675,,0_1_4_p0
41.23447960717158,,0_1_4_p0
43.35019054547567,,0_1_4_p0
45.46590148377975,,0_1_4_p0
47.58161242208384,,0_1_4_p0
49.69732336038793,,0_1_4_p0
51.81303429869202,,0_1_4_p0
53.9287452369961,,0_1_4_p0
56.04445617530018,,0_1_4_p0
58.160167113604274,,0_1_4_p0
60.27587805190836,,0_1_4_p0
62.39158899021245,,0_1_4_p0
64.50729992851653,,0_1_4_p0
66.62301086682062,,0_1_4_p0
68.73872180512471,,0_1_4_p0
70.85443274342879,,0_1_4_p0
72.97014368173288,,0_1_4_p0
75.08585462003695,,0_1_4_p0
77.20156555834104,,0_1_4_p0
79.31727649664514,,0_1_4_p0
81.43298743494923,,0_1_4_p0
83.5486983732533,,0_1_4_p0
85.66440931155739,,0_1_4_p0
87.78012024986148,,0_1_4_p0
89.89583118816556,,0_1_4_p0
92.01154212646964,,0_1_4_p0
94.12725306477374,,0_1_4_p0
96.24296400307783,,0_1_4_p0
98.3586749413819,,0_1_4_p0
100.474385879686,,0_1_4_p0
102.59009681799009,,0_1_4_p0
104.70580775629416,,0_1_4_p0
106.82151869459825,,0_1_4_p0
108.93722963290234,,0_1_4_p0
111.05294057120643,,0_1_4_p0
113.16865150951051,,0_1_4_p0
115.2843624478146,,0_1_4_p0
117.40007338611869,,0_1_4_p0
119.51578432442277,,0_1_4_p0
121.63149526272686,,0_1_4_p0
123.74720620103093,,0_1_4_p0
125.86291713933504,,0_1_4_p0
127.9786280776391,,0_1_4_p0
130.0943390159432,,0_1_4_p0
132.2100499542473,,0_1_4_p0
134.3257608925514,,0_1_4_p0
136.44147183085548,,0_1_4_p0
138.55718276915954,,0_1_4_p0
140.67289370746363,,0_1_4_p0
142.7886046457677,,0_1_4_p0
144.9043155840718,,0_1_4_p0
147.0200265223759,,0_1_4_p0
149.13573746068,,0_1_4_p0
151.25144839898408,,0_1_4_p0
153.36715933728814,,0_1_4_p0
155.48287027559223,,0_1_4_p0
157.5985812138963,,0_1_4_p0
159.7142921522004,,0_1_4_p0
161.8300030905045,,0_1_4_p0
163.9457140288086,,0_1_4_p0
166.06142496711269,,0_1_4_p0
168.17713590541678,,0_1_4_p0
170.2928468437208,,0_1_4_p0
172.4085577820249,,0_1_4_p0
174.524268720329,,0_1_4_p0
176.63997965863308,,0_1_4_p0
178.7556905969372,,0_1_4_p0
180.8714015352413,,0_1_4_p0
