time_ms,f0,ID
0.0,,0_2_37_p1
25.472412109375,,0_2_37_p1
50.94482421875,,0_2_37_p1
76.417236328125,,0_2_37_p1
101.8896484375,,0_2_37_p1
127.36206054687499,,0_2_37_p1
152.83447265625,,0_2_37_p1
178.30688476562497,,0_2_37_p1
203.779296875,,0_2_37_p1
229.251708984375,,0_2_37_p1
254.72412109374997,,0_2_37_p1
280.196533203125,,0_2_37_p1
305.6689453125,,0_2_37_p1
331.141357421875,,0_2_37_p1
356.61376953124994,,0_2_37_p1
382.08618164062494,,0_2_37_p1
407.55859375,,0_2_37_p1
433.031005859375,,0_2_37_p1
458.50341796875,,0_2_37_p1
483.97583007812494,,0_2_37_p1
509.44824218749994,,0_2_37_p1
534.920654296875,,0_2_37_p1
560.39306640625,,0_2_37_p1
585.865478515625,,0_2_37_p1
611.337890625,,0_2_37_p1
636.810302734375,,0_2_37_p1
662.28271484375,,0_2_37_p1
687.7551269531249,,0_2_37_p1
713.2275390624999,,0_2_37_p1
738.6999511718749,,0_2_37_p1
764.1723632812499,,0_2_37_p1
789.6447753906249,,0_2_37_p1
815.1171875,,0_2_37_p1
840.589599609375,,0_2_37_p1
866.06201171875,,0_2_37_p1
891.534423828125,,0_2_37_p1
917.0068359375,,0_2_37_p1
942.479248046875,,0_2_37_p1
967.9516601562499,,0_2_37_p1
993.4240722656249,,0_2_37_p1
1018.8964843749999,,0_2_37_p1
1044.368896484375,,0_2_37_p1
1069.84130859375,,0_2_37_p1
1095.313720703125,,0_2_37_p1
1120.7861328125,,0_2_37_p1
1146.258544921875,,0_2_37_p1
1171.73095703125,,0_2_37_p1
1197.203369140625,,0_2_37_p1
1222.67578125,,0_2_37_p1
1248.148193359375,,0_2_37_p1
1273.62060546875,,0_2_37_p1
1299.093017578125,,0_2_37_p1
1324.5654296875,,0_2_37_p1
1350.037841796875,,0_2_37_p1
1375.5102539062498,,0_2_37_p1
1400.9826660156248,,0_2_37_p1
1426.4550781249998,,0_2_37_p1
1451.9274902343748,,0_2_37_p1
1477.3999023437498,,0_2_37_p1
1502.8723144531248,,0_2_37_p1
1528.3447265624998,,0_2_37_p1
1553.8171386718748,,0_2_37_p1
1579.2895507812498,,0_2_37_p1
1604.761962890625,,0_2_37_p1
1630.234375,,0_2_37_p1
1655.706787109375,,0_2_37_p1
1681.17919921875,,0_2_37_p1
1706.651611328125,,0_2_37_p1
1732.1240234375,,0_2_37_p1
1757.596435546875,,0_2_37_p1
1783.06884765625,,0_2_37_p1
1808.541259765625,,0_2_37_p1
1834.013671875,,0_2_37_p1
1859.486083984375,,0_2_37_p1
1884.95849609375,,0_2_37_p1
1910.4309082031248,,0_2_37_p1
1935.9033203124998,,0_2_37_p1
1961.3757324218748,,0_2_37_p1
1986.8481445312498,,0_2_37_p1
2012.320556640625,,0_2_37_p1
2037.7929687499998,,0_2_37_p1
2063.265380859375,,0_2_37_p1
2088.73779296875,,0_2_37_p1
2114.210205078125,,0_2_37_p1
2139.6826171875,,0_2_37_p1
2165.155029296875,,0_2_37_p1
2190.62744140625,,0_2_37_p1
2216.0998535156245,,0_2_37_p1
2241.572265625,,0_2_37_p1
2267.0446777343745,,0_2_37_p1
2292.51708984375,,0_2_37_p1
2317.9895019531245,,0_2_37_p1
2343.4619140625,,0_2_37_p1
2368.9343261718745,,0_2_37_p1
2394.40673828125,,0_2_37_p1
2419.8791503906245,,0_2_37_p1
2445.3515625,,0_2_37_p1
2470.8239746093745,,0_2_37_p1
2496.29638671875,,0_2_37_p1
2521.7687988281245,,0_2_37_p1
2547.2412109375,,0_2_37_p1
2572.713623046875,,0_2_37_p1
2598.18603515625,,0_2_37_p1
2623.658447265625,,0_2_37_p1
2649.130859375,,0_2_37_p1
