time,CoG,TrialID
30.37767470980511,274.3977514684981,0_2_107_p1
32.4933856481092,231.62370869998108,0_2_107_p1
34.60909658641329,196.0172134738433,0_2_107_p1
36.72480752471737,167.1671937139363,0_2_107_p1
38.84051846302146,146.45404365788923,0_2_107_p1
40.95622940132554,134.8164388456867,0_2_107_p1
43.07194033962963,134.50292925182043,0_2_107_p1
45.18765127793371,147.5954155154423,0_2_107_p1
47.3033622162378,170.51509965701956,0_2_107_p1
49.419073154541884,187.30080100038958,0_2_107_p1
51.534784092845975,185.15406967977538,0_2_107_p1
53.65049503115006,169.64614756782285,0_2_107_p1
55.76620596945414,151.842119247302,0_2_107_p1
57.88191690775824,137.90076091520055,0_2_107_p1
59.997627846062315,129.00474129054655,0_2_107_p1
62.113338784366405,125.49852449432801,0_2_107_p1
64.2290497226705,128.34895433956467,0_2_107_p1
66.34476066097459,140.48214985881137,0_2_107_p1
68.46047159927866,164.02568827405247,0_2_107_p1
70.57618253758274,194.52821616690676,0_2_107_p1
72.69189347588684,216.07209833000732,0_2_107_p1
74.80760441419092,216.05763922682047,0_2_107_p1
76.923315352495,197.32904601889894,0_2_107_p1
79.03902629079909,171.4668753470533,0_2_107_p1
81.15473722910319,148.70337553136372,0_2_107_p1
83.27044816740727,133.08956384562097,0_2_107_p1
85.38615910571134,125.07890806041664,0_2_107_p1
87.50187004401543,122.72680340179515,0_2_107_p1
89.61758098231952,123.79704043858546,0_2_107_p1
91.7332919206236,126.30331396431197,0_2_107_p1
93.84900285892769,128.3231170273401,0_2_107_p1
95.96471379723178,128.48545946083584,0_2_107_p1
98.08042473553587,126.79527972522273,0_2_107_p1
100.19613567383995,124.27679211528746,0_2_107_p1
102.31184661214404,121.95316180730015,0_2_107_p1
104.42755755044813,120.39534762138388,0_2_107_p1
106.54326848875222,119.58249474184862,0_2_107_p1
108.6589794270563,119.2097488395554,0_2_107_p1
110.77469036536039,119.05605712188338,0_2_107_p1
112.89040130366448,119.06330082347657,0_2_107_p1
115.00611224196857,119.25120853083962,0_2_107_p1
117.12182318027264,119.55232722169654,0_2_107_p1
119.23753411857672,119.77873385794364,0_2_107_p1
121.35324505688082,119.79600853430821,0_2_107_p1
123.4689559951849,119.64788500059576,0_2_107_p1
125.58466693348899,119.52098712330539,0_2_107_p1
127.70037787179305,119.60667714996086,0_2_107_p1
129.81608881009714,120.04346142629863,0_2_107_p1
131.93179974840123,120.86036382880987,0_2_107_p1
134.04751068670535,121.79809708749886,0_2_107_p1
136.16322162500944,122.36221879186068,0_2_107_p1
138.2789325633135,122.15440712263495,0_2_107_p1
140.3946435016176,121.31763544567676,0_2_107_p1
142.51035443992166,120.3808290078378,0_2_107_p1
144.62606537822575,119.71119977536047,0_2_107_p1
146.74177631652984,119.38538623061223,0_2_107_p1
148.85748725483396,119.31923160575002,0_2_107_p1
150.97319819313805,119.49638973681138,0_2_107_p1
153.0889091314421,120.05954359001997,0_2_107_p1
155.2046200697462,121.26273496626513,0_2_107_p1
157.32033100805026,123.19858439305693,0_2_107_p1
159.43604194635435,125.7237201390101,0_2_107_p1
161.55175288465844,128.53896350127795,0_2_107_p1
163.66746382296253,132.04107769294072,0_2_107_p1
165.78317476126665,137.5559868791659,0_2_107_p1
167.89888569957074,146.72833729188605,0_2_107_p1
170.01459663787477,161.10745981264458,0_2_107_p1
172.13030757617886,181.463401693964,0_2_107_p1
174.24601851448296,207.66067653936912,0_2_107_p1
176.36172945278705,233.64450586103683,0_2_107_p1
178.47744039109114,249.41363690832372,0_2_107_p1
180.59315132939525,247.7249030414892,0_2_107_p1
182.70886226769935,231.5174204516135,0_2_107_p1
184.82457320600338,208.44184496900832,0_2_107_p1
186.94028414430747,184.21903820424376,0_2_107_p1
189.05599508261156,161.60150900676172,0_2_107_p1
191.17170602091565,143.8342485906712,0_2_107_p1
193.28741695921974,131.99845653791868,0_2_107_p1
195.40312789752383,125.55033364631161,0_2_107_p1
197.51883883582795,122.58513974854507,0_2_107_p1
199.63454977413204,121.55687399120842,0_2_107_p1
201.75026071243607,121.25425635947893,0_2_107_p1
203.86597165074016,120.98297076293636,0_2_107_p1
205.98168258904425,120.53567524563628,0_2_107_p1
208.09739352734834,120.01527303904903,0_2_107_p1
210.21310446565244,119.60090507902117,0_2_107_p1
212.32881540395653,119.3537183596297,0_2_107_p1
214.44452634226064,119.24500923775547,0_2_107_p1
216.56023728056468,119.20793255977885,0_2_107_p1
218.67594821886877,119.19848311078644,0_2_107_p1
220.79165915717286,119.19659329522112,0_2_107_p1
222.90737009547695,119.19630895583424,0_2_107_p1
225.02308103378104,119.19627652117799,0_2_107_p1
227.13879197208513,119.19627355682253,0_2_107_p1
229.25450291038925,119.19627342950538,0_2_107_p1
231.37021384869328,119.19627334035077,0_2_107_p1
233.48592478699737,119.19627342357907,0_2_107_p1
235.60163572530146,119.19627333608527,0_2_107_p1
237.71734666360555,119.19627342825828,0_2_107_p1
239.83305760190964,119.19627333151902,0_2_107_p1
241.94876854021373,119.19627343548157,0_2_107_p1
244.06447947851782,119.19627332708671,0_2_107_p1
246.1801904168219,119.19627343979857,0_2_107_p1
248.29590135512598,119.19627332280032,0_2_107_p1
250.41161229343007,119.19627344396167,0_2_107_p1
252.52732323173416,119.19627331867017,0_2_107_p1
254.64303417003825,119.19627344795906,0_2_107_p1
256.75874510834234,119.19627331470731,0_2_107_p1
258.87445604664646,119.19627345178071,0_2_107_p1
260.99016698495046,119.1962733087211,0_2_107_p1
263.1058779232546,119.19627345541619,0_2_107_p1
265.22158886155864,119.19627330524223,0_2_107_p1
267.33729979986276,119.19627345885579,0_2_107_p1
269.4530107381669,119.19627330196673,0_2_107_p1
271.56872167647094,119.1962734620908,0_2_107_p1
273.68443261477506,119.19627329890275,0_2_107_p1
275.80014355307907,119.19627346511179,0_2_107_p1
277.9158544913832,119.19627329605768,0_2_107_p1
280.03156542968725,119.19627346949501,0_2_107_p1
282.14727636799137,119.19627329343965,0_2_107_p1
284.26298730629543,119.19627347194844,0_2_107_p1
286.37869824459955,119.19627329421205,0_2_107_p1
288.49440918290367,119.1962735507136,0_2_107_p1
290.61012012120773,119.19627449870357,0_2_107_p1
292.72583105951185,119.19628845159323,0_2_107_p1
294.84154199781585,119.1964149290558,0_2_107_p1
296.95725293611997,119.19735106157556,0_2_107_p1
299.07296387442403,119.20272743433037,0_2_107_p1
301.18867481272815,119.22629913424667,0_2_107_p1
