time,CoG,TrialID
30.529370301323063,162.20060693733896,0_1_43_p0
32.64508123962715,161.73388684796376,0_1_43_p0
34.760792177931236,160.94586657823564,0_1_43_p0
36.87650311623533,160.25700737011874,0_1_43_p0
38.99221405453941,160.0461189389121,0_1_43_p0
41.10792499284349,160.60406459629388,0_1_43_p0
43.22363593114758,162.05201456516525,0_1_43_p0
45.33934686945167,164.2008221852162,0_1_43_p0
47.45505780775575,166.5972267626766,0_1_43_p0
49.57076874605984,168.43656096973567,0_1_43_p0
51.686479684363924,169.02716701324945,0_1_43_p0
53.802190622668014,168.16034269371048,0_1_43_p0
55.9179015609721,166.40668606566925,0_1_43_p0
58.03361249927619,164.57341542804699,0_1_43_p0
60.14932343758027,163.28111212076038,0_1_43_p0
62.265034375884355,162.68103217954277,0_1_43_p0
64.38074531418845,162.67932042818038,0_1_43_p0
66.49645625249254,163.06385775598264,0_1_43_p0
68.61216719079661,163.61134291997791,0_1_43_p0
70.7278781291007,164.12921570226717,0_1_43_p0
72.84358906740479,164.42950729857864,0_1_43_p0
74.95930000570887,164.38918590656075,0_1_43_p0
77.07501094401294,163.9493967780292,0_1_43_p0
79.19072188231705,163.1444802325038,0_1_43_p0
81.30643282062114,162.06406396976033,0_1_43_p0
83.42214375892522,160.9107332141871,0_1_43_p0
85.53785469722929,159.87092677771733,0_1_43_p0
87.6535656355334,159.10028939091765,0_1_43_p0
89.76927657383747,158.59781602951864,0_1_43_p0
91.88498751214155,158.30550814764362,0_1_43_p0
94.00069845044564,158.12202820173192,0_1_43_p0
96.11640938874974,157.9479202814771,0_1_43_p0
98.23212032705382,157.69350498146954,0_1_43_p0
100.3478312653579,157.31639644159205,0_1_43_p0
102.463542203662,156.88414230850012,0_1_43_p0
104.57925314196608,156.54192263974576,0_1_43_p0
106.69496408027017,156.4795480288639,0_1_43_p0
108.81067501857424,156.82818007246684,0_1_43_p0
110.92638595687835,157.57272483968708,0_1_43_p0
113.04209689518242,158.51983508493666,0_1_43_p0
115.15780783348652,159.29492507381713,0_1_43_p0
117.27351877179059,159.55708947607988,0_1_43_p0
119.38922971009468,159.23551593105685,0_1_43_p0
121.50494064839877,158.59059129179428,0_1_43_p0
123.62065158670285,158.02032928770467,0_1_43_p0
125.73636252500694,157.85219981929376,0_1_43_p0
127.85207346331102,158.20411036578034,0_1_43_p0
129.9677844016151,159.01037921686384,0_1_43_p0
132.0834953399192,160.08671008433004,0_1_43_p0
134.1992062782233,161.11335442232712,0_1_43_p0
