time,CoG,TrialID
30.655834793285138,158.94611914861932,0_2_44_p0
32.77154573158923,154.59197712334532,0_2_44_p0
34.88725666989331,149.12719747188953,0_2_44_p0
37.0029676081974,142.97072185395942,0_2_44_p0
39.118678546501485,137.1680681762016,0_2_44_p0
41.23438948480557,133.5552693924818,0_2_44_p0
43.35010042310965,132.82365567668802,0_2_44_p0
45.46581136141374,134.04489829636097,0_2_44_p0
47.581522299717825,135.9451885703216,0_2_44_p0
49.697233238021916,138.02324358505047,0_2_44_p0
51.812944176326,141.03690605621986,0_2_44_p0
53.92865511463009,146.65346298615276,0_2_44_p0
56.044366052934166,155.43894845013486,0_2_44_p0
58.16007699123826,165.39907063463272,0_2_44_p0
60.275787929542346,172.75139809601032,0_2_44_p0
62.39149886784643,174.65464893084197,0_2_44_p0
64.50720980615051,170.46279836301127,0_2_44_p0
66.62292074445462,162.65348401075926,0_2_44_p0
68.7386316827587,155.25203240358937,0_2_44_p0
70.85434262106277,150.79625205301195,0_2_44_p0
72.97005355936686,150.04276694192043,0_2_44_p0
75.08576449767095,152.49315503515533,0_2_44_p0
77.20147543597503,157.57155214378952,0_2_44_p0
79.31718637427912,164.2385513005376,0_2_44_p0
81.43289731258321,170.72260191313563,0_2_44_p0
83.5486082508873,175.26478998751153,0_2_44_p0
85.66431918919137,178.290560216696,0_2_44_p0
87.78003012749546,181.23139730379793,0_2_44_p0
89.89574106579954,185.53506566235492,0_2_44_p0
92.01145200410363,192.05808377662146,0_2_44_p0
94.12716294240772,200.0115510594583,0_2_44_p0
96.24287388071181,205.20159821264798,0_2_44_p0
98.3585848190159,202.62634994111986,0_2_44_p0
100.47429575731998,193.74537391651234,0_2_44_p0
102.59000669562407,183.54847579599297,0_2_44_p0
104.70571763392815,175.33836361739185,0_2_44_p0
106.82142857223225,171.34802575253482,0_2_44_p0
108.93713951053633,171.55071438664675,0_2_44_p0
111.05285044884042,173.9003111498243,0_2_44_p0
113.16856138714449,176.3419868137193,0_2_44_p0
115.2842723254486,178.1845144111661,0_2_44_p0
117.39998326375267,179.44321653235127,0_2_44_p0
119.51569420205675,180.42036342591265,0_2_44_p0
121.63140514036084,181.3956513116165,0_2_44_p0
123.74711607866493,182.68750973091502,0_2_44_p0
125.86282701696902,184.46690935195642,0_2_44_p0
127.97853795527308,186.59018922696114,0_2_44_p0
130.09424889357717,188.27439453036416,0_2_44_p0
132.20995983188126,188.50700624928683,0_2_44_p0
134.32567077018535,186.84827453084833,0_2_44_p0
136.44138170848947,183.76873011303528,0_2_44_p0
138.55709264679354,180.02184753779716,0_2_44_p0
140.67280358509763,176.4179408209119,0_2_44_p0
142.7885145234017,173.46001241397494,0_2_44_p0
144.90422546170578,171.44901956681272,0_2_44_p0
147.01993640000987,170.14704621817782,0_2_44_p0
149.13564733831396,169.14271462734825,0_2_44_p0
151.25135827661808,168.1242776522498,0_2_44_p0
153.36706921492214,167.00155000534764,0_2_44_p0
155.48278015322623,165.86459583635528,0_2_44_p0
157.5984910915303,164.72582235533497,0_2_44_p0
159.71420202983438,163.5494373266765,0_2_44_p0
161.82991296813847,162.21260364962114,0_2_44_p0
163.94562390644256,160.6603725462683,0_2_44_p0
166.06133484474665,158.8675453893628,0_2_44_p0
168.17704578305077,157.2780552648563,0_2_44_p0
170.2927567213548,157.00410445942205,0_2_44_p0
172.4084676596589,158.17047899895164,0_2_44_p0
174.524178597963,159.37866292616658,0_2_44_p0
176.63988953626708,160.30904750318996,0_2_44_p0
178.75560047457117,161.1161471833197,0_2_44_p0
180.87131141287526,161.77912152527998,0_2_44_p0
182.98702235117935,162.09001412220977,0_2_44_p0
185.1027332894834,161.86622390094004,0_2_44_p0
187.2184442277875,161.04206313498602,0_2_44_p0
189.3341551660916,159.71572406526408,0_2_44_p0
191.44986610439568,158.21265253865363,0_2_44_p0
193.56557704269977,156.99658956658226,0_2_44_p0
195.68128798100386,156.58077799275566,0_2_44_p0
197.79699891930795,157.59251791914312,0_2_44_p0
199.91270985761207,159.84665954203388,0_2_44_p0
202.0284207959161,161.81792234063178,0_2_44_p0
204.1441317342202,163.27592938439585,0_2_44_p0
206.2598426725243,164.71093150840534,0_2_44_p0
208.37555361082838,166.2566392341362,0_2_44_p0
210.49126454913247,167.64883833602363,0_2_44_p0
212.60697548743656,168.54056818020965,0_2_44_p0
214.72268642574065,168.8281389485985,0_2_44_p0
216.8383973640447,168.77831364743273,0_2_44_p0
218.9541083023488,168.78681529340017,0_2_44_p0
221.0698192406529,168.94596949767083,0_2_44_p0
223.18553017895698,169.06090588436055,0_2_44_p0
225.30124111726107,168.93136418717478,0_2_44_p0
227.41695205556516,168.53070745070826,0_2_44_p0
229.53266299386925,168.02524680709996,0_2_44_p0
231.6483739321733,167.69405704924534,0_2_44_p0
233.7640848704774,167.78486855451544,0_2_44_p0
235.8797958087815,168.39321476173495,0_2_44_p0
237.99550674708559,169.40822164993662,0_2_44_p0
240.11121768538968,170.50640307647708,0_2_44_p0
242.22692862369377,171.33225180065304,0_2_44_p0
244.34263956199786,171.59000198762544,0_2_44_p0
246.4583505003019,171.2565576544252,0_2_44_p0
248.574061438606,170.59169055579855,0_2_44_p0
250.6897723769101,170.01260801062577,0_2_44_p0
252.8054833152142,169.85976890280878,0_2_44_p0
254.92119425351828,170.29338947661617,0_2_44_p0
257.03690519182237,171.22105119908903,0_2_44_p0
259.1526161301265,172.25538087103737,0_2_44_p0
261.2683270684305,172.89779576222008,0_2_44_p0
263.3840380067346,172.81201385656271,0_2_44_p0
265.4997489450387,172.13180172728386,0_2_44_p0
267.6154598833428,171.24739836109734,0_2_44_p0
269.73117082164686,170.38592901287547,0_2_44_p0
271.846881759951,169.49284674319608,0_2_44_p0
273.9625926982551,168.51102897949121,0_2_44_p0
276.0783036365591,167.49727366242774,0_2_44_p0
278.1940145748632,166.71085876236293,0_2_44_p0
280.3097255131673,166.40192281709307,0_2_44_p0
282.4254364514714,166.6986043592213,0_2_44_p0
284.54114738977546,167.53002415335226,0_2_44_p0
286.6568583280796,168.64683160316974,0_2_44_p0
288.7725692663837,169.66920027611513,0_2_44_p0
290.88828020468776,170.23859315570581,0_2_44_p0
293.0039911429919,170.16562613042748,0_2_44_p0
295.1197020812959,169.60344990939538,0_2_44_p0
297.2354130196,168.92606466286307,0_2_44_p0
299.35112395790406,168.45664747737015,0_2_44_p0
301.4668348962082,168.376335188552,0_2_44_p0
303.5825458345123,168.69741014008028,0_2_44_p0
305.69825677281636,169.3222813442992,0_2_44_p0
307.8139677111205,170.072162932097,0_2_44_p0
309.9296786494245,170.75556155514352,0_2_44_p0
312.0453895877286,171.14962065539768,0_2_44_p0
314.16110052603267,171.0976003562462,0_2_44_p0
316.2768114643368,170.57683143907252,0_2_44_p0
318.39252240264085,169.74339109932683,0_2_44_p0
320.50823334094497,168.87279670859178,0_2_44_p0
322.6239442792491,168.16400633545433,0_2_44_p0
324.7396552175531,167.741586125428,0_2_44_p0
326.8553661558572,167.62121395255332,0_2_44_p0
328.9710770941613,167.7424906233711,0_2_44_p0
331.0867880324654,168.02632277893767,0_2_44_p0
333.20249897076945,168.41355210382125,0_2_44_p0
335.3182099090736,168.81253791005324,0_2_44_p0
337.4339208473777,169.08851424945246,0_2_44_p0
339.5496317856817,169.09442593334853,0_2_44_p0
341.6653427239858,168.82962294433952,0_2_44_p0
343.7810536622899,168.52897504373885,0_2_44_p0
345.896764600594,168.55536555115543,0_2_44_p0
348.01247553889806,169.18377051425384,0_2_44_p0
350.1281864772022,170.38525354330426,0_2_44_p0
352.2438974155063,171.85168648961178,0_2_44_p0
354.3596083538103,173.01059259820903,0_2_44_p0
356.4753192921144,173.3585222287626,0_2_44_p0
358.5910302304185,172.7079629183811,0_2_44_p0
360.7067411687226,171.31321728258976,0_2_44_p0
362.82245210702666,169.6837699245226,0_2_44_p0
364.9381630453308,168.1950138131219,0_2_44_p0
367.05387398363484,167.06241543108013,0_2_44_p0
369.16958492193896,166.32327859441276,0_2_44_p0
371.285295860243,165.92942653943837,0_2_44_p0
373.4010067985471,165.8495172140351,0_2_44_p0
375.5167177368512,166.02719138042693,0_2_44_p0
377.63242867515527,166.36614241562796,0_2_44_p0
379.7481396134594,166.77007428238375,0_2_44_p0
381.86385055176345,167.18673601672128,0_2_44_p0
383.97956149006757,167.65236832013497,0_2_44_p0
386.09527242837163,168.19921916594322,0_2_44_p0
388.2109833666757,168.77153004718224,0_2_44_p0
390.3266943049798,169.18814399276465,0_2_44_p0
392.4424052432839,169.18021243291275,0_2_44_p0
394.558116181588,168.63988873658482,0_2_44_p0
396.67382711989205,167.78080902909315,0_2_44_p0
398.7895380581962,166.96610298576553,0_2_44_p0
400.90524899650023,166.51276600145783,0_2_44_p0
403.0209599348043,166.5219613063432,0_2_44_p0
405.1366708731084,166.909950150502,0_2_44_p0
407.2523818114125,167.42925552627915,0_2_44_p0
409.3680927497166,167.8092678066053,0_2_44_p0
411.48380368802066,167.8825468378328,0_2_44_p0
413.5995146263248,167.7191224243362,0_2_44_p0
415.7152255646288,167.56935127938337,0_2_44_p0
417.8309365029329,167.666903380737,0_2_44_p0
419.946647441237,168.0294751843352,0_2_44_p0
422.0623583795411,168.40647900160914,0_2_44_p0
424.1780693178452,168.42811133611437,0_2_44_p0
426.29378025614926,167.9317414656513,0_2_44_p0
428.4094911944534,167.070169434665,0_2_44_p0
430.5252021327574,166.19823823411568,0_2_44_p0
432.6409130710615,165.58508952929898,0_2_44_p0
434.7566240093656,165.33200542061863,0_2_44_p0
436.8723349476697,165.29860305224872,0_2_44_p0
438.9880458859738,165.22843964917223,0_2_44_p0
441.10375682427787,164.95260809683006,0_2_44_p0
443.219467762582,164.53530813482362,0_2_44_p0
445.335178700886,164.20211356855287,0_2_44_p0
447.4508896391901,164.171800395687,0_2_44_p0
449.5666005774942,164.56918626815732,0_2_44_p0
451.6823115157983,165.3551245636271,0_2_44_p0
453.7980224541024,166.22595999435015,0_2_44_p0
455.91373339240647,166.705140679925,0_2_44_p0
458.0294443307106,166.43313050788205,0_2_44_p0
460.1451552690146,165.6192620261667,0_2_44_p0
462.2608662073187,164.98563566507306,0_2_44_p0
464.37657714562283,165.21415103299836,0_2_44_p0
466.4922880839269,166.517547091825,0_2_44_p0
468.607999022231,168.45486911001964,0_2_44_p0
470.7237099605351,170.15421835428236,0_2_44_p0
472.8394208988392,170.7533898781987,0_2_44_p0
474.9551318371432,170.18486113056534,0_2_44_p0
