time_ms,confidence_movement,smoothed_confidence
0,0.0,0.0
1,0.0,0.00034992856156266676
2,0.0,0.0006952527999468773
3,0.0,0.0010360629959992682
4,0.0,0.0013724470856094203
5,0.0,0.001704490735353635
6,0.0,0.002032277415229334
7,0.0,0.0023558884686098007
8,0.0,0.002675403179542414
9,0.0,0.002990898837507322
10,0.0,0.003302450799747668
11,0.0,0.003610132551276953
12,0.0,0.003914015762663902
13,0.0,0.004214170345690276
14,0.0,0.004510664506972423
15,0.0,0.004803564799632971
16,0.0,0.005092936173104837
17,0.0,0.005378842021145902
18,0.0,0.005661344228138859
19,0.0,0.005929263245519046
20,0.0,0.006194030274459468
21,0.0,0.006455700613002925
22,0.0,0.006714328273191225
23,0.0,0.006958159857516332
24,0.0,0.007199188779952645
25,0.0,0.007437463086132544
26,0.0,0.007673029729742215
27,0.0,0.007905934603367597
28,0.0,0.008136222568300558
29,0.0,0.008363937483346
30,0.0,0.008589122232668715
31,0.0,0.008811818752717146
32,0.0,0.009032068058259552
33,0.0,0.00924991026756652
34,0.0,0.009465384626772327
35,0.0,0.009678529533446178
36,0.0,0.009889382559403106
37,0.0,0.010097980472782955
38,0.0,0.010304359259424719
39,0.0,0.010508554143562337
40,0.0,0.01071059960786693
41,0.0,0.010910529412859433
42,0.0,0.011108376615716594
43,0.0,0.011298176547624585
44,0.0,0.011486019779203624
45,0.0,0.0116719364135357
46,0.0,0.01185595593935418
47,0.0,0.012028165059494137
48,0.0,0.012198634693572073
49,0.0,0.012367391064995957
50,0.0,0.012534459872705603
51,0.0,0.012699866304219133
52,0.0,0.012863635048291936
53,0.0,0.01302579030720146
54,0.0,0.013186355808670695
55,0.0,0.013345354817442668
56,0.0,0.013502810146517826
57,0.0,0.013658744168065687
58,0.0,0.013813178824021742
59,0.0,0.013966135636380132
60,0.0,0.014117635717192252
61,0.0,0.014267699778281033
62,0.0,0.014416348140680298
63,0.0,0.01456360074380821
64,0.0,0.014709477154383524
65,0.0,0.01485399657509302
66,0.0,0.014997177853018169
67,0.0,0.0151372919147373
68,0.0,0.01527612052634892
69,0.0,0.015413681296758604
70,0.0,0.01554999151471002
71,0.0,0.01567924517853252
72,0.0,0.015807334394933197
73,0.0,0.015934274829124
74,0.0,0.01606008186658096
75,0.0,0.016184770619260522
76,0.0,0.01630835593165089
77,0.0,0.01643085238666336
78,0.0,0.016552274311368707
79,0.0,0.01667263578258318
80,0.0,0.01679195063230883
81,0.0,0.016910232453032525
82,0.0,0.017027494602887914
83,0.0,0.01714375021068446
84,0.0,0.01725901218080753
85,0.0,0.01737329319799338
86,0.0,0.01748660573198274
87,0.0,0.01759896204205658
88,0.0,0.01771037418145753
89,0.0,0.017820854001700314
90,0.0,0.01793041315677441
91,0.0,0.018037555460158335
92,0.0,0.01814381228996058
93,0.0,0.018249194577953754
94,0.0,0.018353713076701077
95,0.0,0.01845495798236085
96,0.0,0.018555379758706317
97,0.0,0.018654988403259506
98,0.0,0.018753793752292112
99,0.0,0.018851805484063407
100,0.0,0.018949033121980534
101,0.0,0.019045486037683183
102,0.0,0.019141173454054854
103,0.0,0.019236104448162723
104,0.0,0.019330287954128007
105,0.0,0.019423732765928858
106,0.0,0.019516447540137517
107,0.0,0.019608440798593575
108,0.0,0.019699720931015095
109,0.0,0.019790296197549184
110,0.0,0.019880174731263786
111,0.0,0.019969364540582107
112,0.0,0.020057873511661353
113,0.0,0.020145709410717187
114,0.0,0.02023287988629532
115,0.0,0.02031729111388989
116,0.0,0.020401067670600286
117,0.0,0.020484216687560043
118,0.0,0.020566745189467862
119,0.0,0.020647972750428182
120,0.0,0.020728598625751757
121,0.0,0.0208086294761652
122,0.0,0.020888071864443244
123,0.0,0.02096693225720277
124,0.0,0.021045217026657483
125,0.0,0.021122932452334344
126,0.0,0.021200084722752675
127,0.0,0.021276679937066903
128,0.0,0.021352724106673833
129,0.0,0.021428223156785376
130,0.0,0.021503182927967546
131,0.0,0.021577609177646645
132,0.0,0.021651507581583337
133,0.0,0.02172488373531553
134,0.0,0.021797743155570735
135,0.0,0.021870091281648713
136,0.0,0.021941933476775092
137,0.0,0.022013275029426727
138,0.0,0.02208412115462939
139,0.0,0.022152506211453992
140,0.0,0.022220419647197044
141,0.0,0.02228786632393155
142,0.0,0.022354851037126786
143,0.0,0.022420301174338506
144,0.0,0.02248530607252158
145,0.0,0.022549870259530525
146,0.0,0.022613998202032654
147,0.0,0.022677694306538137
148,0.0,0.022740962920409353
149,0.0,0.022803808332849992
150,0.05283921279596268,0.022866234775874364
151,0.05283921279596268,0.02300467391334157
152,0.05283921279596268,0.02314311305080877
153,0.05283921279596268,0.02328155218827597
154,0.05283921279596268,0.023419991325743177
155,0.05283921279596268,0.02355843046321038
156,0.05283921279596268,0.023696869600677583
157,0.05283921279596268,0.023835308738144788
158,0.05283921279596268,0.02397374787561199
159,0.05283921279596268,0.02411218701307919
160,0.05283921279596268,0.024250626150546396
161,0.05283921279596268,0.0243890652880136
162,0.05283921279596268,0.024527504425480802
163,0.05283921279596268,0.02466705963274334
164,0.05283921279596268,0.024806614840005875
165,0.05283921279596268,0.024946170047268415
166,0.05283921279596268,0.02508572525453095
167,0.05283921279596268,0.02522359840044025
168,0.05093965816539061,0.025361471546349545
169,0.05093965816539061,0.025499344692258844
170,0.05093965816539061,0.025637217838168143
171,0.05093965816539061,0.025775090984077438
172,0.04889719236143478,0.025912964129986737
173,0.04889719236143478,0.026050837275896035
174,0.04889719236143478,0.02618871042180533
175,0.04889719236143478,0.02632658356771463
176,0.04889719236143478,0.026464456713623928
177,0.04889719236143478,0.026602329859533227
178,0.04889719236143478,0.026740203005442525
179,0.04889719236143478,0.026878076151351817
180,0.04889719236143478,0.02701594929726112
181,0.04889719236143478,0.02715382244317041
182,0.04889719236143478,0.027291695589079713
183,0.04889719236143478,0.027429568734989012
184,0.04889719236143478,0.027567441880898304
185,0.04889719236143478,0.027705315026807606
186,0.04889719236143478,0.027843188172716905
187,0.04889719236143478,0.027985305991425815
188,0.04889719236143478,0.028127423810134725
189,0.04889719236143478,0.028269541628843632
190,0.04889719236143478,0.028411659447552542
191,0.04889719236143478,0.02855405810720237
192,0.047739763473958384,0.028696456766852195
193,0.047739763473958384,0.02883885542650202
194,0.047739763473958384,0.028981254086151848
195,0.047739763473958384,0.029123652745801674
196,0.045781152606925224,0.029266051405451497
197,0.045781152606925224,0.02940845006510132
198,0.045781152606925224,0.029550848724751142
199,0.045781152606925224,0.02969324738440097
200,0.045781152606925224,0.029835646044050795
201,0.045781152606925224,0.02997804470370062
202,0.045781152606925224,0.030120443363350447
203,0.045781152606925224,0.030262842023000273
204,0.045781152606925224,0.0304052406826501
205,0.045781152606925224,0.030547639342299922
206,0.045781152606925224,0.030690038001949745
207,0.045781152606925224,0.030832436661599568
208,0.045781152606925224,0.030974835321249394
209,0.045781152606925224,0.03111723398089922
210,0.045781152606925224,0.03125963264054905
211,0.045781152606925224,0.03140711065433927
212,0.045781152606925224,0.03155458866812949
213,0.045781152606925224,0.031702066681919716
214,0.045781152606925224,0.03184954469570994
215,0.045781152606925224,0.032000246866163644
216,0.045401929246070005,0.03215094903661734
217,0.045401929246070005,0.032301651207071035
