time_ms,f0,ID
0.0,,0_1_3_p0
25.32247150997151,,0_1_3_p0
50.64494301994302,,0_1_3_p0
75.96741452991454,,0_1_3_p0
101.28988603988604,,0_1_3_p0
126.61235754985756,,0_1_3_p0
151.93482905982907,,0_1_3_p0
177.25730056980058,,0_1_3_p0
202.57977207977208,,0_1_3_p0
227.90224358974362,,0_1_3_p0
253.22471509971513,,0_1_3_p0
278.54718660968666,,0_1_3_p0
303.86965811965814,,0_1_3_p0
329.1921296296297,,0_1_3_p0
354.51460113960115,,0_1_3_p0
379.8370726495727,,0_1_3_p0
405.15954415954417,,0_1_3_p0
430.4820156695157,,0_1_3_p0
455.80448717948724,,0_1_3_p0
481.1269586894587,,0_1_3_p0
506.44943019943025,,0_1_3_p0
531.7719017094018,,0_1_3_p0
557.0943732193733,,0_1_3_p0
582.4168447293447,,0_1_3_p0
607.7393162393163,,0_1_3_p0
633.0617877492878,,0_1_3_p0
658.3842592592594,,0_1_3_p0
683.7067307692308,,0_1_3_p0
709.0292022792023,,0_1_3_p0
734.3516737891739,,0_1_3_p0
759.6741452991454,,0_1_3_p0
784.996616809117,,0_1_3_p0
810.3190883190883,,0_1_3_p0
835.6415598290598,,0_1_3_p0
860.9640313390314,,0_1_3_p0
886.2865028490029,,0_1_3_p0
911.6089743589745,,0_1_3_p0
936.931445868946,,0_1_3_p0
962.2539173789174,,0_1_3_p0
987.576388888889,,0_1_3_p0
1012.8988603988605,,0_1_3_p0
1038.221331908832,,0_1_3_p0
1063.5438034188037,,0_1_3_p0
1088.866274928775,,0_1_3_p0
1114.1887464387466,,0_1_3_p0
1139.511217948718,,0_1_3_p0
1164.8336894586894,,0_1_3_p0
1190.156160968661,,0_1_3_p0
1215.4786324786326,,0_1_3_p0
1240.801103988604,,0_1_3_p0
1266.1235754985755,,0_1_3_p0
1291.446047008547,,0_1_3_p0
1316.7685185185187,,0_1_3_p0
1342.09099002849,,0_1_3_p0
1367.4134615384617,,0_1_3_p0
1392.7359330484333,,0_1_3_p0
1418.0584045584046,,0_1_3_p0
1443.3808760683762,,0_1_3_p0
1468.7033475783478,,0_1_3_p0
1494.0258190883192,,0_1_3_p0
1519.3482905982908,,0_1_3_p0
1544.6707621082624,,0_1_3_p0
1569.993233618234,,0_1_3_p0
1595.3157051282053,,0_1_3_p0
1620.6381766381767,,0_1_3_p0
1645.9606481481483,,0_1_3_p0
1671.2831196581196,,0_1_3_p0
1696.6055911680912,,0_1_3_p0
1721.9280626780628,,0_1_3_p0
1747.2505341880344,,0_1_3_p0
1772.5730056980058,,0_1_3_p0
1797.8954772079774,,0_1_3_p0
1823.217948717949,,0_1_3_p0
1848.5404202279203,,0_1_3_p0
1873.862891737892,,0_1_3_p0
1899.1853632478635,,0_1_3_p0
1924.5078347578349,,0_1_3_p0
1949.8303062678065,,0_1_3_p0
1975.152777777778,,0_1_3_p0
2000.4752492877494,,0_1_3_p0
2025.797720797721,,0_1_3_p0
2051.1201923076924,,0_1_3_p0
2076.442663817664,,0_1_3_p0
2101.7651353276356,,0_1_3_p0
2127.0876068376074,,0_1_3_p0
2152.4100783475783,,0_1_3_p0
2177.73254985755,,0_1_3_p0
2203.0550213675215,,0_1_3_p0
2228.3774928774933,,0_1_3_p0
2253.6999643874647,,0_1_3_p0
2279.022435897436,,0_1_3_p0
2304.3449074074074,,0_1_3_p0
2329.6673789173788,,0_1_3_p0
2354.9898504273506,,0_1_3_p0
2380.312321937322,,0_1_3_p0
2405.6347934472938,,0_1_3_p0
2430.957264957265,,0_1_3_p0
2456.279736467237,,0_1_3_p0
2481.602207977208,,0_1_3_p0
2506.9246794871797,,0_1_3_p0
2532.247150997151,,0_1_3_p0
2557.569622507123,,0_1_3_p0
2582.892094017094,,0_1_3_p0
2608.214565527066,,0_1_3_p0
2633.5370370370374,,0_1_3_p0
2658.8595085470088,,0_1_3_p0
2684.18198005698,,0_1_3_p0
2709.504451566952,,0_1_3_p0
2734.8269230769233,,0_1_3_p0
2760.1493945868947,,0_1_3_p0
2785.4718660968665,,0_1_3_p0
2810.794337606838,,0_1_3_p0
2836.1168091168092,,0_1_3_p0
2861.4392806267806,,0_1_3_p0
2886.7617521367524,,0_1_3_p0
2912.084223646724,,0_1_3_p0
2937.4066951566956,,0_1_3_p0
2962.729166666667,,0_1_3_p0
2988.0516381766383,,0_1_3_p0
3013.3741096866097,,0_1_3_p0
3038.6965811965815,,0_1_3_p0
3064.019052706553,,0_1_3_p0
3089.3415242165247,,0_1_3_p0
3114.663995726496,,0_1_3_p0
3139.986467236468,,0_1_3_p0
3165.308938746439,,0_1_3_p0
3190.6314102564106,,0_1_3_p0
3215.953881766382,,0_1_3_p0
3241.2763532763533,,0_1_3_p0
3266.598824786325,,0_1_3_p0
3291.9212962962965,,0_1_3_p0
3317.2437678062684,,0_1_3_p0
3342.5662393162393,,0_1_3_p0
3367.888710826211,,0_1_3_p0
3393.2111823361824,,0_1_3_p0
3418.5336538461543,,0_1_3_p0
3443.8561253561256,,0_1_3_p0
3469.1785968660975,,0_1_3_p0
3494.501068376069,,0_1_3_p0
3519.82353988604,,0_1_3_p0
3545.1460113960115,,0_1_3_p0
3570.4684829059834,,0_1_3_p0
3595.7909544159547,,0_1_3_p0
3621.1134259259265,,0_1_3_p0
3646.435897435898,,0_1_3_p0
3671.758368945869,,0_1_3_p0
3697.0808404558406,,0_1_3_p0
3722.403311965812,,0_1_3_p0
3747.725783475784,,0_1_3_p0
3773.048254985755,,0_1_3_p0
3798.370726495727,,0_1_3_p0
3823.6931980056984,,0_1_3_p0
3849.0156695156697,,0_1_3_p0
3874.338141025641,,0_1_3_p0
3899.660612535613,,0_1_3_p0
3924.9830840455843,,0_1_3_p0
3950.305555555556,,0_1_3_p0
3975.6280270655275,,0_1_3_p0
4000.950498575499,,0_1_3_p0
4026.27297008547,,0_1_3_p0
4051.595441595442,,0_1_3_p0
4076.9179131054134,,0_1_3_p0
4102.240384615385,,0_1_3_p0
4127.562856125356,,0_1_3_p0
4152.885327635328,,0_1_3_p0
4178.2077991453,,0_1_3_p0
4203.530270655271,,0_1_3_p0
4228.8527421652425,,0_1_3_p0
4254.175213675215,,0_1_3_p0
4279.497685185185,,0_1_3_p0
4304.820156695157,,0_1_3_p0
4330.142628205128,,0_1_3_p0
4355.4650997151,,0_1_3_p0
4380.787571225072,,0_1_3_p0
4406.110042735043,,0_1_3_p0
4431.432514245014,,0_1_3_p0
4456.754985754987,,0_1_3_p0
4482.077457264958,,0_1_3_p0
4507.399928774929,,0_1_3_p0
4532.722400284901,,0_1_3_p0
4558.044871794872,,0_1_3_p0
4583.367343304844,,0_1_3_p0
4608.689814814815,,0_1_3_p0
4634.012286324786,,0_1_3_p0
4659.3347578347575,,0_1_3_p0
4684.65722934473,,0_1_3_p0
4709.979700854701,,0_1_3_p0
4735.3021723646725,,0_1_3_p0
4760.624643874644,,0_1_3_p0
4785.947115384616,,0_1_3_p0
4811.2695868945875,,0_1_3_p0
4836.592058404559,217.41638860674027,0_1_3_p0
4861.91452991453,215.7861990639581,0_1_3_p0
4887.2370014245025,,0_1_3_p0
4912.559472934474,,0_1_3_p0
4937.881944444445,96.27813436069006,0_1_3_p0
4963.204415954416,95.0169321753358,0_1_3_p0
4988.526887464388,,0_1_3_p0
5013.849358974359,,0_1_3_p0
5039.171830484331,,0_1_3_p0
5064.494301994302,,0_1_3_p0
5089.816773504273,,0_1_3_p0
5115.139245014246,,0_1_3_p0
5140.461716524217,,0_1_3_p0
5165.784188034188,,0_1_3_p0
5191.10665954416,,0_1_3_p0
5216.429131054132,,0_1_3_p0
5241.751602564103,,0_1_3_p0
5267.074074074075,,0_1_3_p0
5292.396545584045,,0_1_3_p0
5317.7190170940175,,0_1_3_p0
5343.041488603989,,0_1_3_p0
5368.36396011396,,0_1_3_p0
5393.686431623932,,0_1_3_p0
5419.008903133904,,0_1_3_p0
5444.331374643875,,0_1_3_p0
5469.653846153847,,0_1_3_p0
5494.976317663818,,0_1_3_p0
5520.298789173789,,0_1_3_p0
5545.621260683762,,0_1_3_p0
5570.943732193733,,0_1_3_p0
5596.266203703704,,0_1_3_p0
5621.588675213676,,0_1_3_p0
5646.911146723647,,0_1_3_p0
5672.2336182336185,,0_1_3_p0
5697.55608974359,,0_1_3_p0
5722.878561253561,,0_1_3_p0
5748.2010327635335,,0_1_3_p0
5773.523504273505,,0_1_3_p0
5798.845975783476,,0_1_3_p0
5824.168447293448,,0_1_3_p0
5849.49091880342,,0_1_3_p0
5874.813390313391,,0_1_3_p0
5900.135861823363,,0_1_3_p0
5925.458333333334,,0_1_3_p0
5950.780804843305,,0_1_3_p0
5976.103276353277,,0_1_3_p0
6001.425747863248,,0_1_3_p0
6026.748219373219,,0_1_3_p0
6052.070690883191,,0_1_3_p0
6077.393162393163,,0_1_3_p0
6102.715633903134,,0_1_3_p0
6128.038105413106,,0_1_3_p0
6153.360576923077,,0_1_3_p0
6178.683048433049,,0_1_3_p0
6204.005519943021,259.1660285175293,0_1_3_p0
6229.327991452992,265.5884993541159,0_1_3_p0
6254.6504629629635,271.59217635915513,0_1_3_p0
6279.972934472936,272.5011785800312,0_1_3_p0
6305.295405982907,265.6102052018412,0_1_3_p0
6330.617877492878,249.60952190090353,0_1_3_p0
6355.940349002849,,0_1_3_p0
6381.262820512821,,0_1_3_p0
6406.585292022793,,0_1_3_p0
6431.907763532764,,0_1_3_p0
6457.230235042735,,0_1_3_p0
6482.552706552707,,0_1_3_p0
6507.875178062679,,0_1_3_p0
6533.19764957265,,0_1_3_p0
6558.520121082622,195.74892814110848,0_1_3_p0
6583.842592592593,194.90892407681696,0_1_3_p0
6609.165064102565,,0_1_3_p0
6634.487535612537,279.169904398937,0_1_3_p0
6659.810007122507,294.8454004207751,0_1_3_p0
