Time,TrialID,LKnee_speed,LHeel_speed,RHeel_speed,RWrist_speed,RWrist_vert_vel,LElbow_speed,RHip_speed,Head_speed,RShoulder_speed,RElbow_speed,LWrist_speed,LWrist_vert_vel,LHip_speed,RKnee_speed,LShoulder_speed,LKnee_speed_movement,LKnee_speed_event,LHeel_speed_movement,LHeel_speed_event,RHeel_speed_movement,RHeel_speed_event,RWrist_speed_movement,RWrist_speed_event,LElbow_speed_movement,LElbow_speed_event,RHip_speed_movement,RHip_speed_event,Head_speed_movement,Head_speed_event,RShoulder_speed_movement,RShoulder_speed_event,RElbow_speed_movement,RElbow_speed_event,LWrist_speed_movement,LWrist_speed_event,LHip_speed_movement,LHip_speed_event,RKnee_speed_movement,RKnee_speed_event,LShoulder_speed_movement,LShoulder_speed_event,RWrist_vert_vel_movement,RWrist_vert_vel_movement_event,LWrist_vert_vel_movement,LWrist_vert_vel_movement_event
0.0,0_1_49_p1,3.015942864813903,1.1398599908679437,0.0,1.407916675691579,-0.012774331192901,4.425222963911261,1.3831975879405922,1.3489883250020962,2.426475370932485,4.1199156537567765,1.0502501633395125,-1.0975729299332768,0.0,3.808040806731837,1.0086501231914045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.6666666666666,0_1_49_p1,3.015942864813903,1.1398599908679437,0.0,1.407916675691579,-0.012774331192901,4.425222963911261,1.3831975879405922,1.3489883250020962,2.426475370932485,4.1199156537567765,1.0502501633395125,-1.0975729299332768,0.0,3.808040806731837,1.0086501231914045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.3333333333333,0_1_49_p1,3.027034449238485,1.1709340711629774,4.512497954680881,1.493919761375492,-0.0481918405290166,4.412173141951396,1.4369945760950378,1.602706092182853,2.37890154170831,4.414166176605452,1.229372661995142,-1.1331716819944595,2.191573610950888,3.7440359937905447,1.0094007038376878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,0_1_49_p1,3.038126033663068,1.2020081514580112,4.512497954681165,1.579922847059405,-0.0836093498651323,4.3991233199915305,1.4907915642494836,1.8564238593636109,2.331327712484135,4.708416699454128,1.4084951606507718,-1.1687704340556426,2.1915736109509503,3.680031180849252,1.010151284483971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.6666666666666,0_1_49_p1,3.0492176180876505,1.233082231753045,4.512497954681408,1.6659259327433178,-0.1190268592012479,4.386073498031665,1.5445885524039291,2.110141626544368,2.28375388325996,5.002667222302804,1.5876176593064018,-1.2043691861168258,2.1915736109512274,3.61602636790796,1.0109018651302544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.3333333333333,0_1_49_p1,3.0603092025122334,1.2641563120480788,4.512497954680881,1.7519290184272305,-0.1544443685373636,4.373023676071799,1.598385540558375,2.363859393725125,2.236180054035785,5.296917745151479,1.7667401579620314,-1.2399679381780089,2.1915736109506985,3.552021554966667,1.0116524457765377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.9999999999999,0_1_49_p1,3.071400786936816,1.2952303923431128,4.512497954681549,1.837932104111144,-0.1898618778734792,4.359973854111934,1.6521825287128205,2.617577160905882,2.1886062248116103,5.591168268000155,1.945862656617661,-1.2755666902391916,2.191573610951692,3.488016742025375,1.0124030264228212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.6666666666666,0_1_49_p1,3.0824923713613983,1.3263044726381463,4.512497954681264,1.9239351897950565,-0.2252793872095948,4.346924032152069,1.705979516867266,2.87129492808664,2.141032395587436,5.885418790848831,2.124985155273291,-1.3111654423003745,2.1915736109499093,3.4240119290840827,1.0131536070691043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133.33333333333331,0_1_49_p1,3.0935839557859808,1.3573785529331803,4.512497954680252,2.0099382754789685,-0.2606968965457105,4.333874210192205,1.7597765050217118,3.1250126952673964,2.093458566363261,6.179669313697506,2.304107653928921,-1.3467641943615574,2.19157361095096,3.36000711614279,1.0139041877153878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.0,0_1_49_p1,3.1046755402105632,1.388452633228214,8.792937915705028,2.1181461735213847,-0.2539862692840705,4.400914431729487,1.8135734931761576,3.454621658967765,2.152739547549003,6.476594343426974,2.419496846529948,-1.3370592976573932,4.278181819308534,3.296002303201498,1.0451147088438135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166.6666666666666,0_1_49_p1,3.1157671246351457,1.419526713523248,1.7260158658528022,2.155877725695447,-0.2134414813973255,4.1523848845769455,1.8673704813306031,3.542353411199662,2.088036546616125,6.250443397559791,2.3902646556049767,-1.2496398491287009,1.329020335637981,3.231997490260205,0.9902914173848628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183.3333333333333,0_1_49_p1,3.1268587090597286,1.4506007938182817,2.391691319575952,2.194395194166576,-0.1700424753767894,3.9501180745111375,1.921167469485049,3.5026234771004967,1.988875487562904,5.944690493130681,2.4051725545683658,-1.2116012717431797,2.844350407246226,3.167992677318913,0.938294966542275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199.9999999999999,0_1_49_p1,3.137950293484311,1.4816748741133154,3.5506362485683987,2.2021697920493097,-0.137633943775825,3.736101907530022,1.9749644576394945,3.3551405502765075,1.8256151623042989,5.622102613649885,2.4512097333044887,-1.210142971038496,1.5481062200805984,3.10398786437762,0.8842131157333073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216.6666666666666,0_1_49_p1,3.1490418779088936,1.5127489544083492,2.916854311785652,2.193300439741758,-0.120667477944352,3.528183543156828,2.02876144579394,3.2123583691251696,1.6792969596438223,5.338390978928986,2.477313016881629,-1.1839897105263355,1.890398381656973,3.039983051436328,0.8285204324838614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233.3333333333333,0_1_49_p1,3.160133462333476,1.543823034703383,1.1638122003113682,2.190089864587786,-0.1165008182721012,3.413992207893773,2.082558433948386,3.095089377097396,1.5811704237732926,5.150041857447286,2.5925046554591544,-1.0824674181345435,2.326254105336241,2.975978238495036,0.7943223121952354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
