PC1,PC1_Loading,PC2,PC2_Loading,PC3,PC3_Loading
bbmv_total,0.08855182662472559,leg_moment_sum_change_integral,0.1223499013754804,lowerbody_angAcc_sum_Gstd,-0.11385062855383164
lowerbody_bbmv,0.0883111110426164,lowerbody_moment_sum_change_integral,0.11947761478596869,pelvis_moment_sum_integral,0.11098821198094559
leg_bbmv,0.08831111104261638,leg_moment_sum_range,0.11833429843225148,lowerbody_power_pospeak_n,-0.11035278732448844
leg_angSpeed_sum_range,0.0865814040814502,leg_moment_sum_Gstd,0.11752583910850409,numofArt,0.1063025783575359
arm_bbmv,0.08606171119594216,leg_moment_sum_pospeak_std,0.11738367190379248,lowerbody_power_range,-0.10525663397664009
lowerbody_accKin_sum_pospeak_n,0.08586218922768203,leg_moment_sum_change_Gmean,0.11151170580100234,leg_angAcc_sum_integral,0.10467388973890801
lowerbody_speedKin_sum_pospeak_n,0.08586218922768203,leg_moment_sum_change_pospeak_n,0.11087591545165827,lowerbody_power_Gstd,-0.10452139236052338
leg_angSpeed_sum_Gstd,0.0845793025625393,arm_angSpeed_sum_Gstd,-0.10666434676880712,lowerbody_angAcc_sum_range,-0.10408948254921711
head_speedKin_sum_pospeak_std,0.0839946107243206,spine_moment_sum_integral,-0.10605252179216172,spine_moment_sum_change_integral,-0.10346824800937288
head_accKin_sum_pospeak_std,0.0839946107243206,lowerbody_moment_sum_change_range,0.10505270640053498,leg_angJerk_sum_integral,0.1033583007255828
head_bbmv,0.08376976142186791,arm_angSpeed_sum_range,-0.10451796392226631,spine_moment_sum_Gmean,-0.10301384922541235
leg_angJerk_sum_range,0.08348623484354473,head_angSpeed_sum_pospeak_std,0.1026636248241811,lowerbody_angSpeed_sum_Gstd,-0.10225586581423546
leg_speedKin_sum_range,0.08342820840509099,head_angAcc_sum_pospeak_std,0.1026636248241811,leg_angSpeed_sum_integral,0.10196600781126837
head_accKin_sum_range,0.08250695184289226,spine_moment_sum_Gmean,-0.10247717101726425,spine_moment_sum_integral,-0.10149746959540798
head_jerkKin_sum_integral,0.08230193803882148,spine_moment_sum_change_Gstd,0.1014422953430529,pelvis_moment_sum_Gmean,0.10005528711957556
leg_duration,0.08210543367109467,lowerbody_moment_sum_Gstd,0.10128711014518413,leg_angJerk_sum_pospeak_mean,0.09982817465940852
lowerbody_duration,0.08210543367109466,lowerbody_moment_sum_change_Gstd,0.10100626153553827,lowerbody_angSpeed_sum_range,-0.09943024342982919
head_accKin_sum_Gstd,0.08200431565251994,lowerbody_moment_sum_range,0.10063593024819205,spine_moment_sum_change_Gmean,-0.09921708921239934
lowerbody_accKin_sum_range,0.08156684519366568,lowerbody_moment_sum_change_Gmean,0.10022002658806375,pelvis_moment_sum_change_Gstd,-0.0986099761128477
leg_angAcc_sum_range,0.0811957953550124,head_moment_sum_change_Gmean,0.0999533797770188,leg_angJerk_sum_Gmean,0.09726344597585455
lowerbody_accKin_sum_Gstd,0.08079009198018403,arm_jerkKin_sum_range,-0.09945082065184634,lowerbody_moment_sum_change_Gstd,-0.09716653190805608
head_accKin_sum_integral,0.0807649686240427,arm_speedKin_sum_range,-0.09746796193047312,leg_angSpeed_sum_Gmean,0.09637349982110785
