"envelope_Gmean","envelope_Gstd","envelope_peak_mean","envelope_peak_std","envelope_peak_n","envelope_integral","envelope_sampen","envelope_range","envelope_rate","envelope_change_Gmean","envelope_change_Gstd","envelope_change_peak_mean","envelope_change_peak_std","envelope_change_peak_n","envelope_change_integral","envelope_change_sampen","envelope_change_range","envelope_change_rate","f0_Gmean","f0_Gstd","f0_peak_mean","f0_peak_std","f0_peak_n","f0_sampen","f0_range","f0_rate","f1_clean_Gmean","f1_clean_Gstd","f1_clean_peak_mean","f1_clean_peak_std","f1_clean_peak_n","f1_clean_sampen","f1_clean_range","f1_clean_rate","f1_clean_vel_Gmean","f1_clean_vel_Gstd","f1_clean_vel_peak_mean","f1_clean_vel_peak_std","f1_clean_vel_peak_n","f1_clean_vel_sampen","f1_clean_vel_range","f1_clean_vel_rate","f2_clean_Gmean","f2_clean_Gstd","f2_clean_peak_mean","f2_clean_peak_std","f2_clean_peak_n","f2_clean_sampen","f2_clean_range","f2_clean_rate","f2_clean_vel_Gmean","f2_clean_vel_Gstd","f2_clean_vel_peak_mean","f2_clean_vel_peak_std","f2_clean_vel_peak_n","f2_clean_vel_sampen","f2_clean_vel_range","f2_clean_vel_rate","f3_clean_Gmean","f3_clean_Gstd","f3_clean_peak_mean","f3_clean_peak_std","f3_clean_peak_n","f3_clean_sampen","f3_clean_range","f3_clean_rate","f3_clean_vel_Gmean","f3_clean_vel_Gstd","f3_clean_vel_peak_mean","f3_clean_vel_peak_std","f3_clean_vel_peak_n","f3_clean_vel_sampen","f3_clean_vel_range","f3_clean_vel_rate","loudness_Gmean","loudness_Gstd","loudness_peak_mean","loudness_peak_std","loudness_peak_n","loudness_sampen","loudness_range","loudness_rate","novelty_Gmean","novelty_Gstd","novelty_peak_mean","novelty_peak_std","novelty_peak_n","novelty_sampen","novelty_range","novelty_rate","roughness_Gmean","roughness_Gstd","roughness_peak_mean","roughness_peak_n","roughness_sampen","roughness_range","roughness_rate","flux_Gmean","flux_Gstd","flux_peak_mean","flux_peak_std","flux_peak_n","flux_integral","flux_sampen","flux_range","flux_rate","duration_voc","VSA_f1f2","VSA_f1f2f3","correction_info"
0.127370047620758,0.182325282684239,0.190273836123127,0.371533122563343,4,148.752351546766,0.0354436820119333,0.999834456372224,5.45715713884995e-05,0.29733020036762,0.102453450269708,0.339575751332635,0.151070238978268,4,347.036400995525,0.0546491146271301,0.485630706914852,0.0001273908313485,0,0,0,0,0,0,0,0,0.532329647016525,0.156304264331485,0,0,3,0,0.671197867005997,0.0002280761126891,0.465136325508806,0.0405845296764817,0,0,3,0,0.32413321405407,0.0001992872003036,0.678657511489426,0.0935424497820313,0,0,3,0,0.50865314948722,0.0002907701420263,0.446254005557459,0.0465809287618283,0,0,3,0,0.439309913074538,0.0001911970889277,0.55324135140559,0.101866931488417,0,0,3,0,0.602547663442686,0.0002370357118275,0.502291862265222,0.0291383433956248,0,0,3,0,0.32844753004591,0.0002152064534126,0.0387923281731248,0.0176605090044293,0.093607085507999,0,4,0,0.0845127935901186,1.66205347785453e-05,0.544932377362804,0.0737457535462001,0.519641925126926,0,4,0,0.434006584705157,0.0002334757400868,0.79487126668356,0.0246526723639405,0.81252751355691,2,0,0.123579291649951,0.0003405618109184,0.158388620270199,0.319183427458121,0.449999246765694,0.525990392137857,4,184.997908332263,0.0535968174065731,0.999999926949888,6.78614482734358e-05,2334,-1.75447617380489,-3.25292943156401,"c0"
0.192871561272391,0.266950460448035,0.024795422442479,0.0382237860084024,3,339.434277987893,0.0134790935952804,0.999895699601594,5.48242072974391e-05,0.261652069116378,0.0477828272659105,0.251562197558327,0.0659533188796522,5,460.251915038959,0.0427762411536578,0.225672135889194,7.43752328358097e-05,0,0,0,0,0,0,0,0,0.380455940652718,0.134110928824178,0.319752023543317,0.0771304753458741,4,0,0.70343621620671,0.0001081455203674,0.462138176595689,0.0622949130417951,0.421679344042112,0.0542490015236666,4,0,0.864287191633838,0.0001313638932904,0.619134343269834,0.105746299276272,0.516765267058817,0.0117360974262664,4,0,0.510215345440842,0.0001759904329931,0.445899548183703,0.0474200544416124,0.337875265933813,0,3,0,0.461735378543063,0.0001267480239294,0.54013210017725,0.132450029605308,0.519220888737487,0.0209670922458311,4,0,0.596193098250219,0.0001535338545131,0.503676139653338,0.0353409560346636,0.484544760684746,0.0228720418374137,4,0,0.410686131948259,0.0001431711596513,0.0682112257654093,0.0304266830927979,0,0,3,0,0.109034564593245,1.93892057320663e-05,0.530796172092953,0.0657654446603022,0.5465924058223,0,6,0,0.371033473998997,0.0001508800943982,0.749813843941381,0.0665385771183695,0.788786484394871,2,0,0.253541391446219,0.0002131363967997,0.0567941515008443,0.19288611445551,5.97647292099891e-08,1.08950551029984e-07,6,99.8577082295216,0.0216759454404616,0.999999985117727,1.61438747870507e-05,3518,-1.67046721749074,-3.37938037491996,"c1"
0.126372516636077,0.233646606121861,0.0167258727954689,0.0248374588108496,3,160.728531853866,0.010559361781138,0.999999951026047,4.97138145696606e-05,0.263633416752261,0.065738075008585,0.256049267715973,0.0703652489834368,4,335.101194926666,0.0230566758535224,0.354248390844267,0.000103711021539,0,0,0,0,0,0,0,0,0.395235410339963,0.137559742521811,0,0,2,0,0.428990591485529,0.0001554820654366,0.462139853038704,0.0324878834988485,0,0,1,0,0.273744918985089,0.0001818016731072,0.619686837606819,0.0818490083907558,0,0,2,0,0.359710927241194,0.0002437792437477,0.447457106330273,0.04132951085882,0,0,1,0,0.416252470548754,0.0001760256122463,0.503203311077608,0.0592737201224783,0,0,1,0,0.296564708729338,0.0001979556691886,0.502090486254155,0.0271874725740582,0,0,1,0,0.265925410564032,0.0001975178938844,0.111690253295054,0.0456811577297414,0,0,1,0,0.152390459917467,4.39379438611542e-05,0.525735741020589,0.0577964297413227,0,0,3,0,0.312519842535745,0.0002068197250277,0.771042144342334,0.0258602202366144,0,1,0,0.0831032804571111,0.000303321063864,0.0860018447421452,0.226447653296831,0.199999367836944,0.399998735620587,4,108.994381761499,0.0396775795352679,0.99999999277792,3.38323543438809e-05,2542,-2.26519332436186,-4.2108293897735,"c2"
0.147398702561184,0.241679463106745,0.0004990824069771,0,1,118.342116431833,0.0129787392146585,0.996044634449827,9.18944529683194e-05,0.279280705216775,0.092815901570249,0.220824031807595,0,1,224.026953060846,0.0144312629798636,0.412779480399358,0.0001741151528782,0.573775688257246,0.0404345455615662,0,0,1,0,0.131384929799777,0.0003577155163698,0.327369645870024,0.222723909348205,0.416886265125967,0,2,0,0.62379391568119,0.0002040957891957,0.462347546872175,0.0289439567852254,0,0,2,0,0.489565983659718,0.0002882466002943,0.441866489406935,0.113113720892536,0.589986866554629,0,2,0,0.413124104092014,0.0002754778612262,0.445845593591675,0.0268111985342106,0,0,2,0,0.403804939506367,0.000277958599496,0.389812240282538,0.0584453764680532,0.499354903791585,0,2,0,0.303072027225787,0.0002430250874579,0.50322917790044,0.0166234616553797,0.499027055004966,0,2,0,0.204062477900527,0.0003137339014341,0.148828608357612,0.0616439945447076,0,0,1,0,0.19607444927134,9.27859154349206e-05,0.578692000750916,0.0679602288349673,0,0,1,0,0.465969190726787,0.0003607805490965,0.441600310204958,0.119178998573903,0,0,0,0.523795393028775,0.0002753119140928,0.0150564098205083,0.0728615749844479,0.299891071051797,0.424109230372511,2,12.0901966718309,0.0230949215402998,0.926472440488034,9.38678916490545e-06,1604,-1.87603693704298,-3.61106084687772,"c0"
0.192674554923873,0.244224669209815,0.0997345883389324,0.129014108829753,3,219.598308899257,0.0275748896337999,0.999950688440487,8.45805772273366e-05,0.299989094313368,0.115716114177391,0.270746426651573,0.0556228348825695,3,341.705514442331,0.0389948982245738,0.613361381245343,0.0001316896814369,0.594790573348846,0.0325197708974456,0,0,0,0,0.122826822409219,0.0002611020954121,0.293813133874606,0.224668009521313,0.323370705409684,0,2,0,0.758056888746042,0.0001289785486719,0.462304761842569,0.0467604161740285,0.458145390515244,0.0004582190500172,3,0,0.77528394476787,0.0002029432668316,0.47225487379079,0.201833968963627,0.65587423963049,0.175143753485685,4,0,0.811837322983074,0.0002073111825244,0.446440506795823,0.0531575215839452,0.437821441429453,0.0068340640645664,3,0,0.594614472032396,0.000195979151359,0.427668001934693,0.154930465175058,0.468042877837821,0.0898857154858796,4,0,0.723020497842746,0.0001877383678378,0.503496380867981,0.0297599446138943,0.486590436128579,0.0131810935638281,3,0,0.454221370997026,0.0002210256281246,0.110126467049443,0.04130017974844,0.118471071322743,0,3,0,0.169282307265506,4.83434886081842e-05,0.567484138557295,0.0759599536492227,0.670191601595906,0,3,0,0.441183041816503,0.0002491150739935,0.520908789022702,0.192558306805378,0,0,0,0.536847714141899,0.000228669354268,0.0367119375963955,0.127299168434402,7.78149466120331e-06,1.2775348376096e-05,5,41.8490737356565,0.0409938321346949,0.999712807626686,1.61158637385406e-05,2278,-1.37036146844107,-2.77769017196842,"c1"
0.189611031111712,0.259319721393179,0.317509739053702,0.540778218092599,3,271.50233433964,0.0181126970084221,0.995426168392618,6.62512337916535e-05,0.275778542155037,0.0876585174094923,0.275751845089895,0.109767361286242,4,394.64137979558,0.0256564027084184,0.42808950990254,9.63586799982659e-05,0,0,0,0,0,0,0,0,0.515922633298638,0.100788426739873,0.355546119564304,0,3,0,0.432861731053894,0.0001802664686578,0.463334617232705,0.0301711924499477,0,0,3,0,0.258774804173558,0.0001618918998017,0.585342108323509,0.0950074907180827,0.510710364613297,0,3,0,0.466461349030635,0.0002045220504275,0.448188732292887,0.0394610269069871,0,0,3,0,0.417867793606327,0.0001565998365803,0.516697207761491,0.123203975869089,0.466383786084336,0,3,0,0.684970252555101,0.0001805371096301,0.504357198401877,0.0318192530789091,0.523336493088584,0,3,0,0.448038836081803,0.0001762254361991,0.081863478754059,0.0307082486962218,0.128713208075309,0,2,0,0.132905106669715,2.86035914584413e-05,0.5732923531805,0.0857712193276841,0,0,4,0,0.358485249017326,0.0002003117935641,0.770283806973707,0.0413897458100411,0.744978536057089,1,0,0.1569801284993,0.0002691417913954,0.071167402064946,0.209427113933431,0.133331917097921,0.326594683168756,6,101.911719208503,0.0326287998431226,0.999998888391281,2.48663179821614e-05,2862,-2.01364161144149,-3.61259215470465,"c2"
0.130948610765424,0.221976369659287,0.0273789907408048,1.48303309889154e-06,2,174.10376335708,0.0074473595243302,0.977661800634325,4.92658430268713e-05,0.276521408892177,0.111404282423124,0.220819223865024,1.28698598982309e-06,2,367.373110229686,0.0114914622728763,0.608019056674503,0.0001040336376569,0.376938294773643,0.0447939876104489,0,0,2,0,0.146084107054932,0.000141812751984,0.312969745837826,0.172653178592994,0,0,3,0,0.595130022444326,0.0001177463302625,0.464238592928445,0.0349525162993115,0,0,4,0,0.437010313610415,0.000174657107949,0.488272045334508,0.158285543692461,0,0,3,0,0.590554397110342,0.0001836990388767,0.445721034957607,0.0454636703931672,0,0,4,0,0.707079749553547,0.0001676903818501,0.456493082199163,0.164396458861633,0,0,3,0,0.823847280940568,0.0001717430708048,0.501881499761818,0.0233292596443253,0,0,3,0,0.321249501923138,0.0001888192248915,0.259698574735201,0.0970612538279917,0,0,2,0,0.398643823207662,9.77045051674948e-05,0.561700768618627,0.0915353662680414,0,0,3,0,0.506261907034993,0.0002113245931597,0.602935569402732,0.126676202876837,0,1,0,0.39346844462532,0.0002268380622282,0.0519605673532236,0.161387491932843,0.207319968072594,0.344097443258178,5,69.0982749387183,0.0362389592282968,0.999565601263399,1.95487461825522e-05,2658,-1.71390121843697,-3.22341068087721,"c0"
0.403990766554342,0.296172052334858,0.0157671184027662,0,1,127.614754004565,0.067091869232808,0.974275968061684,0.0006412551850068,0.355472698134325,0.124502078496509,0.220819360315586,0,1,111.989300983225,0.0888319282983284,0.454408307178728,0.0005642423779909,0.426737431294806,0.0457256006119143,0,0,0,0,0.147393278486047,0.0006773610020552,0.311468033934655,0.0140605191272127,0,0,1,0,0.0535598801385407,0.0004943937046581,0.46257832738121,0.0038214372734695,0,0,1,0,0.0212427845185914,0.0007342513133035,0.353747394414459,0.0170197873001852,0,0,1,0,0.0848691432603294,0.0005615038006578,0.445438346262477,0.0113618694256667,0,0,1,0,0.0843107659285934,0.0007070449940674,0.344333672258178,0.0444854402809884,0,0,1,0,0.235182079213865,0.0005465613845367,0.503186107639103,0.0132154137683466,0,0,1,0,0.086543009589308,0.0007987081073636,0.37638616707788,0.0893270943019584,0,0,1,0,0.366014794830737,0.000597438360441,0.610456681309443,0.0991380020539294,0,0,1,0,0.514431921606234,0.0009689788592213,0.579843940212443,0.0822306851665033,0,0,0,0.235274702632853,0.0009203872066864,0.0353157173924294,0.100970111278178,0.798768607179002,0,1,11.1514497578898,0.0391523347471553,0.83854252514127,5.60566942736975e-05,630,-5.95834905058642,-8.48946985356475,"c1"
0.239589952060003,0.265710772426046,0.015928813858392,0,1,156.413119591075,0.0150818938110869,0.990633171671477,0.0001837346258128,0.285195666869948,0.100404657399376,0.2208219246432,5.870082335613e-07,2,185.899089500049,0.0096052483530906,0.457544536311643,0.0002187083334892,0.364572372922582,0.0726116057963446,0,0,1,0,0.216424668943196,0.0002795800405848,0.135903533690091,0.142346085795451,0.389977714430762,0,1,0,0.543214734182778,0.000104220501296,0.46457082599135,0.0194361213029088,0,0,2,0,0.331571202996424,0.0003562659708522,0.230840970085683,0.191117460999126,0.742060382776258,0,1,0,0.68027148682291,0.000177025283808,0.448839305792165,0.0307844557352911,0.403723539191659,0,2,0,0.345742113314872,0.0003442019216197,0.425645834660926,0.113872114300937,0.616442399798531,0,2,0,0.71643082611715,0.000326415517378,0.503607626849156,0.0289198517744957,0,0,1,0,0.298900895295523,0.0003862021678291,0.136647860909552,0.0727934636800687,0,0,1,0,0.215398814388117,0.0001047913043784,0.548024544987421,0.0606480221116456,0.561230021838826,0,2,0,0.295151330000699,0.0004202642216161,0.596726792928567,0.195639247433689,0,1,0,0.446852271766524,0.0004576125712642,0.0052519398559997,0.0145508074649879,0.000874553511623,0.0004857364980043,3,3.42934303176303,0.064567164945919,0.0973296020836935,4.02756123926363e-06,1304,-2.04452934996869,-3.56162038285091,"c2"
0.124096959565847,0.201414301167066,0.0108560545589993,0.0044533536985568,5,211.187668785921,0.0220593893881227,0.999994036233738,3.64776483144758e-05,0.307918728150893,0.116528873758408,0.249998396113466,0.0647382133094933,5,523.81683078167,0.0346146597237343,0.446200477085874,9.05110899914442e-05,0,0,0,0,0,0,0,0,0.474657832511432,0.0905697221233022,0,0,4,0,0.571475076745283,0.0001395231724019,0.462630945566275,0.0340192116737509,0,0,4,0,0.40299551851348,0.0001359879322652,0.570366081104292,0.0769548679782778,0,0,4,0,0.478832372246851,0.0001676561084962,0.446006343593927,0.036951352826556,0,0,4,0,0.399581094425134,0.0001311012179876,0.497224595564812,0.0467543236024359,0,0,4,0,0.308643591086233,0.0001461565536639,0.503197932877432,0.0179308733642283,0,0,3,0,0.236481317502152,0.0001479123847376,0.23045170430471,0.0779697883839373,0,0,3,0,0.377045508738369,6.77400659331894e-05,0.581975954700797,0.0895980512624954,0,0,3,0,0.437902288698779,0.0001710687697533,0.757917544299,0.042283089581908,0,1,0,0.14798633840915,0.0002227858742795,0.0704419677674458,0.211525472926531,3.71465664777978e-06,6.280639258225e-06,6,119.892227661264,0.0299104864286314,0.999999705036103,2.07060457870211e-05,3402,-1.92859548364801,-4.06064254741716,"c0"
