time	f1	f2	f3	f4	f5
0.025062499999999766	1130.8059615972177	2532.06855606157	3942.279252580766	5299.201661092981	0
0.030062499999999766	1244.7605023000144	2414.060009843077	3909.695185704609	4873.978791378776	0
0.03506249999999977	1294.5100957725413	2458.429967944037	3844.1936905417706	4357.479213598367	0
0.040062499999999765	1434.9498720804888	2653.6098235959125	4004.3431762452647	4707.617090183952	0
0.04506249999999977	1328.6555914340627	2652.618572069415	4051.490137079651	4776.785546863384	0
0.05006249999999977	1249.0366503930097	2457.560695403546	3373.3911632947606	4039.350787208695	5559.575126361214
0.055062499999999764	1152.6434860849354	2262.1476873196334	3353.425498484517	4423.761337374801	5885.019527019923
0.06006249999999977	1060.5754640396328	2237.607124618106	3355.2616058652525	4454.098110909248	0
0.06506249999999977	1026.8871666067275	2202.69818359573	3479.2368735962414	4184.03937188079	5327.193525807725
0.07006249999999976	912.4736356932967	2257.766747739301	3286.2463485073167	4090.0510367682195	5425.374093657571
0.07506249999999977	843.0972061556907	2292.4690216040726	3443.131986995761	4091.7505122129223	5473.953346691234
0.08006249999999976	885.2791071534996	2374.199351072294	3564.928201831441	4103.164328905772	5484.913941092114
0.08506249999999976	1216.9041824033263	2424.160671879998	3639.01957591356	4005.4870902259145	5561.411009736466
0.09006249999999977	1409.0806825911695	2611.5402835492437	3990.5023990352474	4953.088625561381	0
0.09506249999999977	1076.5356136943155	2215.6160486366916	3921.778628058724	4279.665688707752	5448.5378296370045
0.10006249999999976	1003.7906613801598	2270.5517749843984	3839.976586564997	4149.407424812787	5412.160298615994
0.10506249999999977	1339.66380701117	2265.8035127170397	3716.922856593784	4416.440045996017	0
0.11006249999999977	1429.3022897436774	2827.072750187736	3994.897979551603	4470.213512449105	0
0.11506249999999976	1436.2375049510822	2711.0572804677213	4023.2499299411766	5062.966478232359	0
0.12006249999999977	1469.4653396023712	2604.6378849914345	3998.652467999001	5126.152533511171	0
0.12506249999999977	1272.8050805610144	2322.4581207991205	3981.938903498175	4063.9075443410716	5719.100336908673
0.13006249999999975	1300.0671113577453	2230.8799071133967	3444.1460571379603	4006.076638745939	5443.991680989954
0.13506249999999975	1384.4463859482062	2031.0439750118137	3197.9947286480847	4008.39126408874	5398.610991075956
0.14006249999999976	1334.0516142133558	2448.9765076259864	2678.147804788782	4012.055281069752	5500.353371705082
0.14506249999999976	1247.7658968072935	2449.8344108761007	4013.9170823159684	5419.0195520851275	0
0.15006249999999977	1233.8517872080959	2492.7588528292445	3950.8417232463294	5240.1174189995245	0
0.15506249999999977	1384.2445801823085	2646.797420235355	3954.0120394311284	5364.499352246615	0
0.16006249999999977	1513.328977999203	2759.788542564283	3993.8982361438802	4741.800579332563	0
0.16506249999999978	1174.4840350387706	2627.994893914254	3519.1478976680332	3972.2740730856485	5258.826917720993
0.17006249999999976	1127.4256455087152	2456.146763170369	3170.259159759771	3997.5616143378966	5359.052074220354
0.17506249999999976	1103.5472554675043	2353.2768252982623	3399.2312357439523	3992.685485318355	5503.422342723405
0.18006249999999976	1080.7020110128294	2232.6109517101686	3400.4983576806344	4009.554662816128	5552.299663436142
0.18506249999999977	839.3638782018943	2077.686003186725	3361.655707758274	4010.252070519165	5481.758184148255
0.19006249999999977	720.2199314472099	2082.7313855268953	3310.6140424174328	4004.258092383268	5299.917784146495
0.19506249999999978	881.321730113064	2339.9904805659744	3251.598021578199	4011.547491173735	5204.983592041483
0.20006249999999978	1111.204388149163	2685.467481107101	2895.363860084393	4004.3443587551146	5245.933407737012
0.20506249999999976	1534.6519727816303	2931.7208007812555	3997.522806794293	4909.23486342863	0
0.21006249999999976	1381.107566611265	2929.4376921923185	4011.1708241737333	4842.279082329593	0
0.21506249999999977	1135.1330440197164	2692.85673639295	4007.2439690094725	5104.863903003289	0
0.22006249999999977	1142.288652336409	2640.3141944465724	4005.275304332469	5172.055055205325	0
0.22506249999999978	1379.1389524069093	2777.0418877152174	3978.2720875541945	4987.962080395335	0
0.23006249999999978	1353.9661828317185	2788.5651630155166	3955.7032232492793	4912.902117236777	0
0.23506249999999976	1312.1604815933977	2498.370943900364	3425.0840602567882	3972.825333795563	5218.038687939769
0.24006249999999976	1256.9255049505673	2344.3436777462407	3272.9410625710807	4016.5772162820854	5401.5695333570275
0.24506249999999977	1269.8671816507053	2316.6502956201007	3205.5919199573823	4020.253016969277	5415.0963198860045
0.25006249999999974	1447.858450658042	1720.241336854628	3039.638913051229	3997.8064287443935	5215.917468731532
0.25506249999999975	1423.7257085435642	1940.0921745947958	3299.8098987669655	4021.3823309523527	5170.990605154414
0.26006249999999975	1289.9062282282603	2217.351414415519	3871.071700422305	4248.859013841661	0
0.26506249999999976	1329.8905139021012	2480.932957948893	3283.302662388167	4315.153386398314	0
0.27006249999999976	1374.7499706947317	2656.9782310000087	4093.276694127495	5108.852303105205	0
0.27506249999999977	1124.634498137153	2537.108621817187	3286.4015514144226	4042.116556364352	5121.527516514731
0.28006249999999977	1207.5417023168993	2351.932774100792	3245.381760635243	4160.928004880702	5111.964452210248
0.2850624999999998	1407.4085213265207	2346.58901274851	3376.9376537112976	4372.246973578674	5109.360712758155
0.2900624999999998	1305.7403054018573	2261.323719241576	3498.7066883364146	4337.600691364112	5290.3337940395095
0.2950624999999998	1188.0781197167935	2211.2843189148703	3301.207137519751	4316.893051575878	5357.789167530263
0.3000624999999998	1239.8501098589823	2068.7509403290082	3205.010102658169	4287.560719118486	5442.444244998957
0.3050624999999998	1389.7499991168804	2129.184085461126	3193.365598216274	4187.785952057307	5390.676352073784
0.3100624999999998	1543.986034942636	2234.709614725162	2888.611892319461	4048.6110907946795	5344.84654281663
0.31506249999999975	1255.3848791599169	2469.423174240343	2982.2616565655203	4013.600526518285	5368.283518877497
0.32006249999999975	1152.989014021833	2180.3013400095765	3334.0008908403634	4019.0523988021764	5369.009428702761
0.32506249999999975	1327.5254296167386	2083.5970732952037	3458.5195934933345	4075.867482904193	5454.28589884482
0.33006249999999976	1364.8958290064634	2166.8207463640406	3334.453321751778	4073.292298745653	5500.509010256598
0.33506249999999976	1412.9424836746634	2769.250525633334	3996.658519297922	5319.879915283351	0
0.34006249999999977	1266.5974200169326	2757.567704997644	3979.7009119034437	5138.429138844034	0
0.34506249999999977	1089.7623953784832	2438.9290740230304	3643.6030267862866	4743.386917067884	0
0.3500624999999998	1085.6243895412485	2368.4889544894017	3561.9495109079	4725.690885341315	0
0.3550624999999998	1264.9987682998458	2403.3613392250118	3641.596962774365	4709.884047594499	0
0.3600624999999998	1625.0481137216063	2677.249389733442	3915.697035758228	4751.035614883232	0
0.3650624999999998	1543.2693694123486	2693.947734183286	3964.8001388348766	4805.629280986315	0
0.3700624999999998	1493.113294520875	2713.7282765422124	3974.3331000523667	4736.099023641075	0
0.3750624999999998	1300.8359177048567	2611.5520587942897	3881.5468941644453	4426.013192986168	0
0.38006249999999975	1254.7319787117258	2189.806577393448	3434.9005808235083	4201.6455812833165	5746.513419302674
0.38506249999999975	1244.1624991992935	2171.6849297704457	3367.2535157171023	4130.500566955145	5550.273781265187
0.39006249999999976	1230.2116651019944	2316.948946051497	3370.1897598475025	4067.32244594778	5454.978307580731
0.39506249999999976	1178.1668991293157	2382.0240741321486	3609.8099641576246	4045.8576795912995	5425.1690898613415
0.40006249999999977	1644.4597147067766	2686.156458196208	3975.4328330913763	4737.979372026684	0
0.40506249999999977	1807.5433975638332	2783.851916507845	3959.367103996449	4785.5541694973135	0
0.4100624999999998	1750.2499652667395	2774.535892511959	3907.3263775255423	4780.645810635794	0
0.4150624999999998	1400.0509925033375	2281.605696731324	3534.849157196563	4002.993763460358	0
0.4200624999999998	1257.4585448496596	2223.0198504519176	3594.0306290344565	3925.3867480931526	0
0.4250624999999998	1293.465964148727	2106.9367374826943	3480.811920102668	3973.6234046211275	5509.74356265723
0.4300624999999998	1444.268832018147	2049.7943034879618	3032.001246056351	4003.8286174683108	5293.7994196758555
0.4350624999999998	1179.8330788886565	2321.3969826943207	3751.0737765502486	4012.297708826875	5279.8706414473045
0.4400624999999998	1130.4085460498427	2216.085634726931	3808.327940923637	4052.4959097314168	5397.41091648692
0.44506249999999975	1217.374186112816	2302.101869007788	3599.6077075865087	4037.3497881885137	5373.988504236125
0.45006249999999975	1253.900024186928	2253.9970389275977	3173.5878730375694	4038.5929080772166	5314.809428956142
0.45506249999999976	1290.7125763955123	1322.6414921934843	2979.580641322855	4035.0968630147877	5263.0575251240725
0.46006249999999976	1412.6933475134051	2755.695972749123	3991.2364057532513	5356.004300133485	0
0.46506249999999977	1719.767773004914	2625.555163037461	3977.3169276807603	4549.03781737516	0
0.47006249999999977	1727.5938627848655	2734.1017727681397	3969.6846990217427	4733.691915656552	0
0.4750624999999998	1536.8769082279366	2774.600279268068	3991.2734824258937	5163.777114235046	0
