time_ms,confidence_movement,smoothed_confidence,anno_values
0,0.0,0.0,no movement
1,0.0,0.0002293112180252,no movement
2,0.0,0.0004556051831817,no movement
3,0.0,0.0006789410572904,no movement
4,0.0,0.0008993764655016,no movement
5,0.0,0.001116967545865,no movement
6,0.0,0.0013317689969928,no movement
7,0.0,0.0015438341239025,no movement
8,0.0,0.0017532148821172,no movement
9,0.0,0.0019599619201027,no movement
10,0.0,0.0021641246201134,no movement
11,0.0,0.0023657511375153,no movement
12,0.0,0.0025648884386529,no movement
13,0.0,0.0027615823373226,no movement
14,0.0,0.002955877529911,no movement
15,0.0,0.0031478176292559,no movement
16,0.0,0.0033374451972833,no movement
17,0.0,0.0035248017764722,no movement
18,0.0,0.0037099279201944,no movement
19,0.0,0.0038832727066419,no movement
20,0.0,0.0040545781426606,no movement
21,0.0,0.0042238800063281,no movement
22,0.0,0.004391213243674,no movement
23,0.0,0.0045494723448872,no movement
24,0.0,0.0047059123759715,no movement
25,0.0,0.0048605645209864,no movement
26,0.0,0.0050134592552624,no movement
27,0.0,0.0051646263654222,no movement
28,0.0,0.0053140949687264,no movement
29,0.0,0.0054618935317702,no movement
30,0.0,0.0056080498885579,no movement
31,0.0,0.0057525912579778,no movement
32,0.0,0.0058955442607008,no movement
33,0.0,0.0060369349355252,no movement
34,0.0,0.0061767887551885,no movement
35,0.0,0.0063151306416662,no movement
36,0.0,0.0064519849809774,no movement
37,0.0,0.0065873756375153,no movement
38,0.0,0.0067213259679198,no movement
39,0.0,0.0068538588345105,no movement
40,0.0,0.006984996618295,no movement
41,0.0,0.0071147612315687,no movement
42,0.0,0.0072431741301207,no movement
43,0.0,0.0073595521931914,no movement
44,0.0,0.007474730482416,no movement
45,0.0,0.0075887274558536,no movement
46,0.0,0.0077015611948684,no movement
47,0.0,0.0078050198608578,no movement
48,0.0,0.0079074334898169,no movement
49,0.0,0.0080088178360729,no movement
50,0.0,0.0081091883388664,no movement
51,0.0,0.0082085601301893,no movement
52,0.0,0.0083069480423902,no movement
53,0.0,0.0084043666155546,no movement
54,0.0,0.0085008301046683,no movement
55,0.0,0.0085963524865713,no movement
56,0.0,0.0086909474667081,no movement
57,0.0,0.0087846284856843,no movement
58,0.0,0.0088774087256318,no movement
59,0.0,0.0089693011163932,no movement
60,0.0,0.0090603183415283,no movement
61,0.0,0.0091504728441503,no movement
62,0.0,0.0092397768325966,no movement
63,0.0,0.0093282422859401,no movement
64,0.0,0.0094158809593458,no movement
65,0.0,0.009502704389278,no movement
66,0.0,0.0095887238985627,no movement
67,0.0,0.0096652263280836,no movement
68,0.0,0.0097410269004529,no movement
69,0.0,0.0098161352301522,no movement
70,0.0,0.0098905607568542,no movement
71,0.0,0.0099559988829306,no movement
72,0.0,0.0100208474763397,no movement
73,0.0,0.0100851144680141,no movement
74,0.0,0.0101488076472629,no movement
75,0.0,0.0102119346649183,no movement
76,0.0,0.0102745030363998,no movement
77,0.0,0.0103365201446965,no movement
78,0.0,0.0103979932432712,no movement
79,0.0,0.010458929458889,no movement
80,0.0,0.0105193357943709,no movement
81,0.0,0.0105792191312773,no movement
82,0.0,0.0106385862325207,no movement
83,0.0,0.0106974437449121,no movement
84,0.0,0.0107557982016422,no movement
85,0.0,0.0108136560246979,no movement
86,0.0,0.0108710235272193,no movement
87,0.0,0.0109279069157953,no movement
88,0.0,0.0109843122927026,no movement
89,0.0,0.0110402456580877,no movement
90,0.0,0.0110957129120946,no movement
91,0.0,0.0111456649432522,no movement
92,0.0,0.011195204147706,no movement
93,0.0,0.011244335622082,no movement
94,0.0,0.0112930643794549,no movement
95,0.0,0.011333542541714,no movement
96,0.0,0.0113736916132229,no movement
97,0.0,0.0114135155910355,no movement
98,0.0,0.0114530184077367,no movement
99,0.0,0.0114922039327374,no movement
100,0.0,0.0115310759735382,no movement
101,0.0,0.011569638276962,no movement
102,0.0,0.0116078945303587,no movement
103,0.0,0.0116458483627799,no movement
104,0.0,0.0116835033461269,no movement
105,0.0,0.0117208629962712,no movement
106,0.0,0.0117579307741488,no movement
107,0.0,0.0117947100868289,no movement
108,0.0,0.0118312042885579,no movement
109,0.0,0.0118674166817794,no movement
110,0.0,0.01190335051813,no movement
111,0.0,0.0119390089994127,no movement
112,0.0,0.0119743952785483,no movement
113,0.0,0.0120095124605041,no movement
114,0.0,0.0120443636032026,no movement
115,0.0,0.0120777088647665,no movement
116,0.0,0.012110803410078,no movement
117,0.0,0.0121436500561737,no movement
118,0.0,0.0121762515780448,no movement
119,0.0,0.012203368004452,no movement
120,0.0,0.0122302835684413,no movement
121,0.0,0.0122570004935821,no movement
122,0.0,0.0122835209707438,no movement
123,0.0,0.0123098471586956,no movement
124,0.0,0.0123359811846915,no movement
125,0.0,0.0123619251450439,no movement
126,0.0,0.0123876811056835,no movement
127,0.0,0.0124132511027084,no movement
128,0.0,0.0124386371429201,no movement
129,0.0,0.012463841204349,no movement
130,0.0,0.0124888652367677,no movement
131,0.0,0.0125137111621941,no movement
132,0.0,0.0125383808753834,no movement
133,0.0,0.0125628762443099,no movement
134,0.0,0.0125871991106383,no movement
135,0.0,0.0126113512901855,no movement
136,0.0,0.0126353345733722,no movement
137,0.0,0.0126591507256656,no movement
138,0.0,0.0126828014880125,no movement
139,0.0,0.0127074492900042,no movement
140,0.0,0.0127319271071545,no movement
141,0.0,0.0127562366918846,no movement
142,0.0,0.0127803797726097,no movement
143,0.0,0.012802963400364,no movement
144,0.0,0.0128253933979976,no movement
145,0.0,0.0128476713278505,no movement
146,0.0,0.0128697987311504,no movement
147,0.0,0.0128917771283675,no movement
148,0.0,0.012913608019563,no movement
149,0.0,0.0129352928847304,no movement
150,0.0346259939218152,0.0129568331841301,no movement
151,0.0346259939218152,0.0130214911264788,no movement
152,0.0346259939218152,0.0130861490688276,no movement
153,0.0346259939218152,0.0131508070111763,no movement
154,0.0346259939218152,0.0132154649535251,no movement
155,0.0346259939218152,0.0132801228958738,no movement
156,0.0346259939218152,0.0133447808382226,no movement
157,0.0346259939218152,0.0134094387805713,no movement
158,0.0346259939218152,0.0134740967229201,no movement
159,0.0346259939218152,0.0135387546652688,no movement
160,0.0346259939218152,0.0136034126076175,no movement
161,0.0346259939218152,0.0136680705499663,no movement
162,0.0346259939218152,0.013732728492315,no movement
163,0.0346259939218152,0.0137998308179388,no movement
164,0.0346259939218152,0.0138669331435625,no movement
165,0.0346259939218152,0.0139340354691863,no movement
166,0.0346259939218152,0.01400113779481,no movement
167,0.0346259939218152,0.0140695014668864,no movement
168,0.0330051968298143,0.0141378651389628,no movement
169,0.0330051968298143,0.0142062288110392,no movement
170,0.0330051968298143,0.0142745924831156,no movement
171,0.0330051968298143,0.014342956155192,no movement
172,0.0317700377535629,0.0144113198272684,no movement
173,0.0317700377535629,0.0144796834993448,no movement
174,0.0317700377535629,0.0145480471714212,no movement
175,0.0317700377535629,0.0146164108434977,no movement
176,0.0317700377535629,0.0146847745155741,no movement
177,0.0317700377535629,0.0147531381876505,no movement
178,0.0317700377535629,0.0148215018597269,no movement
179,0.0317700377535629,0.0148898655318033,no movement
180,0.0317700377535629,0.0149582292038797,no movement
