time_ms,confidence_movement,smoothed_confidence
0,0.0,0.0
1,0.0,0.0011524613648586036
2,0.0,0.00228975876439012
3,0.0,0.0034121895312480225
4,0.0,0.0045200432751597176
5,0.0,0.005613602132053198
6,0.0,0.00669314100360189
7,0.0,0.0077589277876149295
8,0.0,0.008811223599678437
9,0.0,0.00985028298643297
10,0.0,0.010876354130853071
11,0.0,0.011889679049876648
12,0.0,0.012890493784714751
13,0.0,0.013879028584156065
14,0.0,0.01485550808116517
15,0.0,0.015820151463059012
16,0.0,0.016773172635532446
17,0.0,0.01771478038079063
18,0.0,0.018645178510033836
19,0.0,0.019384344548340218
20,0.0,0.020114814515607704
21,0.0,0.020836740974486092
22,0.0,0.021550272939656594
23,0.0,0.021852597610565943
24,0.0,0.022151447285257943
25,0.0,0.022446881535096323
26,0.0,0.022738958577550174
27,0.0,0.023027735314439572
28,0.0,0.023313267368892016
29,0.0,0.02359560912106007
30,0.0,0.023874813742648486
31,0.0,0.02415093323029669
32,0.0,0.024424018437860854
33,0.0,0.024694119107637427
34,0.0,0.024961283900568607
35,0.0,0.025225560425468092
36,0.0,0.02548699526730415
37,0.0,0.025745634014575112
38,0.0,0.026001521285811277
39,0.0,0.026254700755235418
40,0.0,0.02650521517761299
41,0.0,0.02675310641232169
42,0.0,0.026998415446668835
43,0.0,0.027197976396703502
44,0.0,0.027395480017356366
45,0.0,0.02759095795984869
46,0.0,0.02778444122945844
47,0.0,0.02782149857120856
48,0.0,0.02785818159637534
49,0.0,0.02789449594792236
50,0.0,0.02793044715595391
51,0.0,0.02796604064052246
52,0.0,0.028001281714352705
53,0.0,0.02803617558548512
54,0.0,0.028070727359841716
55,0.0,0.02810494204371679
56,0.0,0.028138824546195023
57,0.0,0.02817237968149955
58,0.0,0.028205612171272303
59,0.0,0.02823852664678886
60,0.0,0.028271127651110013
61,0.0,0.028303419641172205
62,0.0,0.028335406989818714
63,0.0,0.028367093987773706
64,0.0,0.028398484845560897
65,0.0,0.02842958369536867
66,0.0,0.028460394592863408
67,0.0,0.028502537552643176
68,0.0,0.028544293879764416
69,0.0,0.028585668870564913
70,0.0,0.028626667725085406
71,0.0,0.028641661895677767
