TrialID,response_time_sec,prep_time_sec
38_2_78_p0,13.485,3.162
38_2_79_p0,3.085,1.439
38_2_80_p0,2.436,1.128
38_2_81_p0,2.067,8.997
38_2_82_p0,2.548,0.694
38_2_83_p0,1.807,1.18
38_2_84_p0,3.136,1.684
38_2_85_p0,1.571,1.054
38_2_86_p0,1.901,0.666
38_2_87_p0,2.315,1.43
38_2_88_p0,2.552,0.497
38_2_89_p0,2.943,2.187
38_2_90_p0,1.458,1.431
38_2_97_p1,1.247,3.758
38_2_98_p1,2.828,1.176
38_2_99_p1,11.444,0.837
38_2_100_p1,1.34,1.714
38_2_101_p1,2.667,0.696
38_2_102_p1,1.949,1.013
38_2_103_p1,1.956,1.197
38_2_104_p1,1.081,3.342
38_2_105_p1,3.233,1.184
38_2_106_p1,1.399,3.148
38_2_107_p1,6.904,1.919
38_2_108_p1,2.466,0.494
38_2_109_p1,3.325,2.047
38_2_110_p1,4.768,0.713
38_2_111_p1,1.628,0.799
38_2_112_p1,3.787,4.281
38_2_113_p1,10.02,1.625
38_2_114_p1,12.122,1.876
39_2_5_p0,2.872,4.062
39_2_6_p0,7.7,3.18
39_2_7_p0,5.858,13.253
39_2_8_p0,5.571,1.915
39_2_9_p0,4.641,1.645
39_2_10_p0,3.992,1.44
39_2_11_p0,2.902,4.751
39_2_12_p0,8.676,0.805
39_2_13_p0,2.685,3.101
39_2_14_p0,2.773,4.577
39_2_15_p0,2.321,1.582
39_2_16_p0,10.709,0.747
39_2_17_p0,3.485,8.586
39_2_18_p0,14.999,12.332
39_2_19_p0,11.058,8.303
39_2_20_p0,2.961,5.793
39_2_21_p0,6.197,3.019
39_2_22_p0,3.581,1.592
39_2_23_p0,6.016,12.122
39_2_24_p0,3.436,7.134
39_2_25_p0,3.731,6.042
39_2_30_p1,2.81,10.078
39_2_31_p1,15.167,4.671
39_2_32_p1,18.067,1.671
39_2_33_p1,1.882,3.628
39_2_34_p1,5.129,6.194
39_2_35_p1,2.847,4.891
39_2_36_p1,4.337,5.262
39_2_37_p1,6.054,23.345
39_2_38_p1,6.956,6.509
39_2_39_p1,4.477,3.479
39_2_40_p1,8.338,8.692
39_2_41_p1,6.207,3.179
39_2_42_p1,3.899,5.371
39_2_43_p1,6.731,11.014
39_2_44_p1,20.234,1.634
39_2_45_p1,15.123,3.152
39_2_46_p1,3.102,5.372
39_2_47_p1,4.902,2.467
39_2_48_p1,4.181,1.438
39_2_55_p0,2.763,3.464
39_2_56_p0,2.501,5.124
39_2_57_p0,3.374,1.625
39_2_58_p0,5.31,5.273
39_2_59_p0,2.406,1.058
39_2_60_p0,2.567,2.543
39_2_61_p0,3.329,2.302
39_2_62_p0,3.63,3.012
39_2_63_p0,7.057,5.495
39_2_64_p0,2.155,2.338
39_2_65_p0,2.649,3.002
39_2_71_p1,2.212,7.502
39_2_72_p1,1.858,2.187
39_2_73_p1,3.421,1.354
39_2_74_p1,1.989,3.54
39_2_75_p1,10.804,2.216
39_2_76_p1,3.666,1.62
39_2_77_p1,3.437,5.222
39_2_78_p1,9.748,2.347
39_2_79_p1,2.316,3.012
39_2_80_p1,2.282,2.349
39_2_81_p1,2.336,2.241
39_2_82_p1,1.839,2.471
39_2_88_p0,2.566,3.709
39_2_89_p0,2.669,4.753
39_2_90_p0,6.4,5.57
39_2_91_p0,2.182,2.524
39_2_92_p0,2.985,2.614
39_2_93_p0,2.654,1.653
39_2_94_p0,3.123,2.586
39_2_95_p0,3.186,1.592
39_2_96_p0,3.702,2.561
39_2_97_p0,2.166,2.303
39_2_100_p1,4.281,3.092
39_2_101_p1,2.556,1.614
39_2_102_p1,2.12,1.3
39_2_103_p1,8.986,4.191
39_2_104_p1,6.64,1.11
39_2_105_p1,27.259,1.768
39_2_106_p1,2.172,2.199
39_2_107_p1,12.823,4.815
39_2_108_p1,6.009,2.114
39_2_109_p1,1.954,3.297
39_2_110_p1,4.86,3.755
39_2_111_p1,5.087,1.325
39_2_112_p1,5.291,1.408
39_2_113_p1,3.795,3.327
3_2_4_p0,3.682,5.517
3_2_5_p0,13.071,3.958
3_2_6_p0,4.932,5.488
3_2_7_p0,3.916,3.566
3_2_8_p0,11.325,6.928
3_2_9_p0,1.657,4.279
3_2_10_p0,2.931,8.042
3_2_11_p0,18.429,4.544
3_2_12_p0,20.17,6.647
3_2_13_p0,1.864,9.958
3_2_14_p0,1.517,8.253
3_2_15_p0,1.609,4.586
3_2_16_p0,3.099,4.55
3_2_17_p0,9.092,4.11
3_2_18_p0,8.629,11.363
3_2_19_p0,3.948,7.116
3_2_20_p0,4.339,4.789
3_2_21_p0,3.182,6.592
3_2_26_p1,3.817,4.858
3_2_27_p1,18.199,11.178
3_2_28_p1,9.303,1.03
3_2_29_p1,5.21,4.473
3_2_30_p1,6.619,0.843
3_2_31_p1,24.135,10.448
3_2_32_p1,4.124,3.444
3_2_33_p1,6.004,1.918
3_2_34_p1,6.3,2.786
3_2_35_p1,7.842,1.355
3_2_36_p1,8.019,1.076
3_2_37_p1,6.783,4.874
3_2_38_p1,8.378,2.74
3_2_43_p0,1.118,5.834
3_2_44_p0,5.117,4.928
3_2_45_p0,1.421,4.536
3_2_46_p0,1.187,3.371
3_2_47_p0,2.728,3.648
3_2_48_p0,4.99,2.058
3_2_49_p0,10.325,4.884
3_2_50_p0,2.551,4.285
3_2_51_p0,2.25,7.554
3_2_52_p0,1.965,4.542
3_2_53_p0,1.431,5.912
3_2_57_p1,5.299,2.173
3_2_58_p1,3.556,0.935
3_2_59_p1,2.67,2.215
3_2_60_p1,4.661,6.958
3_2_61_p1,2.285,2.013
3_2_62_p1,17.716,0.752
3_2_63_p1,8.432,0.822
3_2_64_p1,2.413,3.287
3_2_65_p1,6.664,6.137
3_2_66_p1,3.629,1.008
3_2_67_p1,5.324,1.411
3_2_71_p0,1.757,4.576
3_2_72_p0,0.944,2.758
3_2_73_p0,3.431,3.333
3_2_74_p0,3.294,1.05
3_2_75_p0,2.417,4.011
3_2_76_p0,1.979,1.657
3_2_77_p0,4.531,3.335
3_2_78_p0,1.556,2.677
3_2_79_p0,2.531,3.381
3_2_80_p0,5.8,2.757
3_2_81_p0,5.652,3.476
3_2_85_p1,4.481,2.851
3_2_86_p1,2.719,3.999
3_2_87_p1,4.888,1.783
3_2_88_p1,2.652,1.609
3_2_89_p1,6.719,2.629
3_2_90_p1,9.405,1.09
3_2_91_p1,3.209,2.894
3_2_92_p1,3.46,2.524
3_2_93_p1,2.459,3.006
3_2_94_p1,3.378,1.791
40_2_4_p0,5.801,3.059
40_2_5_p0,4.145,0.628
40_2_6_p0,6.848,8.714
40_2_7_p0,10.368,3.687
40_2_8_p0,8.219,0.829
40_2_9_p0,30.764,1.287
40_2_10_p0,17.185,7.082
40_2_11_p0,11.232,1.918
40_2_12_p0,3.654,0.431
40_2_13_p0,4.51,2.664
40_2_14_p0,4.259,0.699
40_2_15_p0,10.856,21.758
40_2_16_p0,1.98,3.774
40_2_17_p0,11.027,9.92
40_2_18_p0,7.969,6.217
40_2_19_p0,2.636,2.76
40_2_20_p0,7.183,1.56
40_2_21_p0,2.798,4.837
40_2_22_p0,4.85,1.279
40_2_23_p0,15.344,1.5
40_2_28_p1,2.377,2.968
40_2_29_p1,2.378,1.646
40_2_30_p1,3.051,2.256
40_2_31_p1,2.071,4.395
40_2_32_p1,4.042,3.618
40_2_33_p1,3.093,2.565
40_2_34_p1,3.72,3.865
40_2_35_p1,5.529,3.144
40_2_36_p1,1.876,7.402
40_2_37_p1,3.44,12.614
40_2_38_p1,3.843,17.616
40_2_39_p1,3.282,23.216
40_2_42_p0,18.242,5.129
40_2_43_p0,4.591,2.021
40_2_44_p0,1.027,2.377
40_2_45_p0,2.989,4.412
40_2_46_p0,9.587,5.171
40_2_47_p0,6.507,0.669
40_2_48_p0,7.715,3.457
40_2_49_p0,4.351,0.739
40_2_50_p0,13.617,14.652
40_2_51_p0,6.011,3.767
40_2_52_p0,7.893,1.811
40_2_53_p0,10.444,5.554
40_2_54_p0,4.437,6.919
40_2_55_p0,4.966,1.13
40_2_56_p0,3.548,15.122
40_2_57_p0,12.397,5.878
40_2_58_p0,2.62,0.889
40_2_59_p0,7.171,4.393
40_2_66_p1,2.432,2.684
40_2_67_p1,7.522,13.947
40_2_68_p1,7.957,4.217
40_2_69_p1,5.715,13.428
40_2_70_p1,2.855,2.509
40_2_71_p1,3.116,0.508
40_2_72_p1,6.044,2.636
40_2_73_p1,2.394,3.742
40_2_74_p1,3.631,1.806
40_2_75_p1,2.826,4.902
40_2_76_p1,3.429,5.345
40_2_77_p1,3.227,3.018
40_2_78_p1,2.798,0.848
40_2_82_p0,8.739,1.996
40_2_83_p0,4.047,2.82
40_2_84_p0,3.01,3.137
40_2_85_p0,10.543,9.453
40_2_86_p0,8.022,6.876
40_2_87_p0,4.932,0.484
40_2_88_p0,6.861,2.466
40_2_89_p0,1.389,2.747
40_2_90_p0,6.181,1.774
40_2_91_p0,1.547,3.513
40_2_92_p0,2.37,2.185
40_2_93_p0,3.214,3.072
40_2_94_p0,1.364,1.941
40_2_100_p1,1.598,2.8
40_2_101_p1,3.361,3.439
40_2_102_p1,2.148,8.12
40_2_103_p1,3.008,4.467
40_2_104_p1,4.076,2.051
40_2_105_p1,3.088,2.663
40_2_106_p1,3.613,1.862
40_2_107_p1,2.397,1.079
40_2_108_p1,2.314,2.934
40_2_109_p1,2.319,3.399
41_2_2_p0,4.721,2.454
41_2_3_p0,2.224,2.708
41_2_4_p0,2.939,2.685
41_2_5_p0,1.805,3.896
41_2_6_p0,2.776,3.565
41_2_7_p0,3.142,3.511
41_2_8_p0,5.763,3.927
41_2_9_p0,2.066,2.976
41_2_13_p1,3.308,3.182
41_2_14_p1,4.703,9.067
41_2_15_p1,4.699,13.385
41_2_16_p1,4.449,9.99
41_2_17_p1,9.28,3.987
41_2_18_p1,2.477,2.506
41_2_19_p1,3.564,3.514
41_2_20_p1,2.853,2.887
41_2_21_p1,3.012,2.377
41_2_22_p1,2.276,1.966
41_2_23_p1,3.761,2.538
41_2_30_p0,5.076,3.475
41_2_31_p0,2.293,2.44
41_2_32_p0,6.909,8.995
41_2_33_p0,2.311,4.077
41_2_34_p0,8.209,3.798
41_2_35_p0,2.843,2.317
41_2_36_p0,4.886,2.808
41_2_37_p0,3.759,10.057
41_2_38_p0,6.762,3.862
41_2_39_p0,10.264,6.204
41_2_40_p0,9.366,5.231
41_2_41_p0,11.501,1.202
41_2_42_p0,8.237,0.616
41_2_43_p0,8.599,5.715
41_2_44_p0,1.94,2.057
41_2_45_p0,4.254,0.766
41_2_46_p0,1.675,2.941
41_2_47_p0,2.876,2.069
41_2_50_p1,2.707,1.836
41_2_51_p1,7.838,3.342
41_2_52_p1,4.591,4.49
41_2_53_p1,3.096,6.797
41_2_54_p1,5.304,6.75
41_2_55_p1,4.598,2.355
41_2_56_p1,7.724,1.301
41_2_57_p1,3.448,4.632
41_2_58_p1,13.726,7.978
41_2_59_p1,8.778,9.827
41_2_60_p1,5.477,4.903
41_2_61_p1,4.244,7.114
41_2_62_p1,4.51,12.897
41_2_63_p1,3.611,4.298
41_2_64_p1,9.937,5.593
41_2_65_p1,14.676,15.248
41_2_66_p1,20.842,3.754
41_2_70_p0,1.505,2.436
41_2_71_p0,2.035,2.312
41_2_72_p0,2.797,0.762
41_2_73_p0,2.855,3.914
41_2_74_p0,3.517,2.804
41_2_75_p0,11.745,0.566
41_2_76_p0,3.247,3.196
41_2_77_p0,1.55,1.924
41_2_78_p0,9.53,1.901
41_2_79_p0,1.625,2.748
41_2_80_p0,5.281,2.132
41_2_81_p0,1.665,2.931
41_2_82_p0,1.671,0.391
41_2_83_p0,2.773,1.544
41_2_87_p1,2.093,2.007
41_2_88_p1,16.303,6.919
41_2_89_p1,4.578,2.831
41_2_90_p1,5.464,10.954
41_2_91_p1,4.272,5.111
41_2_92_p1,19.149,0.908
41_2_93_p1,3.934,1.415
41_2_94_p1,3.878,2.422
41_2_95_p1,3.357,2.842
41_2_96_p1,3.522,1.132
41_2_97_p1,4.437,2.493
41_2_98_p1,3.973,2.657
41_2_99_p1,2.77,1.589
42_2_2_p0,4.19,1.396
42_2_3_p0,1.24,0.498
42_2_4_p0,1.365,1.225
42_2_5_p0,3.179,2.674
42_2_6_p0,3.399,0.549
42_2_7_p0,3.072,1.516
42_2_8_p0,2.122,1.162
42_2_9_p0,3.394,1.194
42_2_10_p0,2.914,1.716
42_2_11_p0,1.712,1.06
42_2_16_p1,3.492,3.056
42_2_17_p1,2.352,1.525
42_2_18_p1,9.562,4.61
42_2_19_p1,3.95,2.969
42_2_20_p1,3.296,1.335
42_2_21_p1,2.429,2.538
42_2_22_p1,6.301,0.964
42_2_23_p1,2.321,2.799
42_2_24_p1,3.376,1.965
42_2_25_p1,3.145,0.715
42_2_26_p1,2.275,1.61
42_2_27_p1,1.906,1.573
42_2_32_p0,1.759,1.964
42_2_33_p0,2.487,0.477
42_2_34_p0,1.77,0.421
42_2_35_p0,2.485,1.018
42_2_36_p0,1.573,0.945
42_2_37_p0,3.781,0.972
42_2_38_p0,9.476,0.368
42_2_39_p0,1.829,1.159
42_2_40_p0,2.126,2.305
42_2_41_p0,2.855,0.302
42_2_42_p0,2.713,1.021
42_2_43_p0,1.451,0.712
42_2_47_p1,2.159,3.105
42_2_48_p1,1.897,2.002
42_2_49_p1,4.3,1.281
42_2_50_p1,1.314,2.457
42_2_51_p1,4.699,1.625
42_2_52_p1,1.513,1.519
42_2_53_p1,2.764,1.944
42_2_54_p1,1.958,2.186
42_2_55_p1,5.614,1.243
42_2_56_p1,2.145,1.521
42_2_57_p1,2.075,1.657
42_2_62_p0,9.586,1.501
42_2_63_p0,3.095,1.011
42_2_64_p0,2.466,0.711
42_2_65_p0,1.201,2.592
42_2_66_p0,1.813,1.672
42_2_67_p0,2.546,0.834
42_2_68_p0,3.467,2.211
42_2_69_p0,2.206,0.893
42_2_70_p0,11.74,0.625
42_2_71_p0,1.232,1.156
42_2_72_p0,1.349,0.88
42_2_73_p0,1.938,0.831
42_2_74_p0,1.869,1.163
42_2_75_p0,3.739,0.446
42_2_76_p0,1.086,0.746
42_2_77_p0,2.513,1.164
42_2_84_p1,8.839,3.485
42_2_85_p1,2.546,0.852
42_2_86_p1,6.739,0.866
42_2_87_p1,5.069,3.362
42_2_88_p1,2.323,0.344
42_2_89_p1,13.174,0.428
42_2_90_p1,3.859,2.356
42_2_91_p1,3.766,0.761
42_2_92_p1,4.256,0.696
42_2_93_p1,3.1,2.818
42_2_94_p1,2.287,1.409
42_2_95_p1,5.471,0.24
42_2_96_p1,3.241,1.605
42_2_97_p1,2.793,1.733
42_2_98_p1,5.343,0.503
42_2_99_p1,12.775,2.513
42_2_100_p1,4.382,2.264
42_2_101_p1,3.72,1.263
43_2_6_p0,5.159,8.581
43_2_7_p0,2.18,8.997
43_2_8_p0,3.476,9.866
43_2_9_p0,1.04,3.069
43_2_10_p0,4.967,2.541
43_2_11_p0,3.66,1.736
43_2_12_p0,28.125,9.357
43_2_13_p0,2.397,2.896
43_2_14_p0,2.164,5.901
43_2_15_p0,2.348,3.468
43_2_16_p0,4.195,1.188
43_2_17_p0,3.799,9.301
43_2_18_p0,16.05,6.278
43_2_19_p0,3.226,7.679
43_2_20_p0,1.743,2.735
43_2_21_p0,1.269,0.799
43_2_22_p0,1.29,5.211
43_2_23_p0,0.944,5.328
43_2_24_p0,2.557,338.763
43_2_31_p1,2.693,3.145
43_2_32_p1,3.751,0.863
43_2_33_p1,5.627,1.081
43_2_34_p1,2.657,6.485
43_2_35_p1,4.149,2.096
43_2_36_p1,2.209,5.194
43_2_37_p1,2.44,2.33
43_2_38_p1,2.727,2.846
43_2_39_p1,8.354,1.857
43_2_40_p1,4.214,2.421
43_2_41_p1,2.626,2.589
43_2_42_p1,2.857,3.048
43_2_43_p1,2.339,3.365
43_2_44_p1,3.879,4.586
43_2_45_p1,2.572,3.119
43_2_48_p0,2.207,4.517
43_2_49_p0,1.597,3.233
43_2_50_p0,1.652,5.143
43_2_51_p0,1.269,2.581
43_2_52_p0,1.435,2.668
43_2_53_p0,1.313,2.124
43_2_54_p0,1.566,3.814
43_2_55_p0,2.449,3.211
43_2_56_p0,1.166,1.491
43_2_57_p0,2.145,2.065
43_2_58_p0,2.241,3.293
43_2_63_p1,2.305,3.175
43_2_64_p1,2.819,0.69
43_2_65_p1,2.762,0.593
43_2_66_p1,2.476,2.203
43_2_67_p1,2.003,0.801
43_2_68_p1,2.935,1.556
43_2_69_p1,2.773,4.8
43_2_70_p1,2.221,1.429
43_2_71_p1,2.717,1.706
43_2_72_p1,2.298,2.728
43_2_73_p1,1.888,0.592
43_2_74_p1,2.743,0.817
43_2_75_p1,2.469,2.805
43_2_76_p1,3.13,1.345
43_2_77_p1,4.473,0.815
43_2_78_p1,2.439,2.693
43_2_79_p1,3.51,0.742
43_2_80_p1,2.973,0.383
43_2_81_p1,4.118,2.552
43_2_82_p1,2.89,1.64
43_2_83_p1,3.628,2.034
43_2_86_p0,1.016,5.609
43_2_87_p0,2.563,4.273
43_2_88_p0,4.427,4.014
43_2_89_p0,1.357,3.181
43_2_90_p0,1.115,3.03
43_2_91_p0,0.89,3.09
43_2_92_p0,1.267,1.904
43_2_93_p0,5.342,2.393
43_2_94_p0,9.445,3.634
43_2_95_p0,2.716,1.816
43_2_96_p0,1.615,2.654
43_2_97_p0,1.236,0.687
43_2_102_p1,2.212,3.193
43_2_103_p1,4.172,1.909
43_2_104_p1,5.922,2.587
43_2_105_p1,3.843,1.173
43_2_106_p1,3.796,2.595
43_2_107_p1,2.733,2.277
43_2_108_p1,7.2,0.958
43_2_109_p1,2.785,0.776
43_2_110_p1,1.79,1.851
43_2_111_p1,2.3,2.79
43_2_112_p1,3.166,1.832
44_2_5_p0,4.954,2.998
44_2_6_p0,4.686,0.703
44_2_7_p0,2.997,2.193
44_2_8_p0,4.158,3.016
44_2_9_p0,3.054,2.577
44_2_10_p0,1.597,1.691
44_2_11_p0,1.703,3.701
44_2_12_p0,2.368,2.354
44_2_13_p0,2.119,1.362
44_2_14_p0,3.598,3.109
44_2_15_p0,9.719,1.819
44_2_16_p0,2.671,2.402
44_2_17_p0,2.422,2.541
44_2_23_p1,1.237,6.713
44_2_24_p1,2.17,3.704
44_2_25_p1,1.031,2.135
44_2_26_p1,3.006,11.059
44_2_27_p1,1.685,9.677
44_2_28_p1,1.55,3.478
44_2_29_p1,0.947,3.449
44_2_30_p1,8.071,2.523
44_2_31_p1,3.006,1.673
44_2_32_p1,2.16,4.221
44_2_33_p1,1.376,2.116
44_2_37_p0,6.471,2.14
44_2_38_p0,4.878,1.688
44_2_39_p0,11.619,3.895
44_2_40_p0,11.922,1.521
44_2_41_p0,2.657,2.788
44_2_42_p0,2.363,4.52
44_2_43_p0,3.218,2.739
44_2_44_p0,1.484,3.514
44_2_45_p0,3.937,1.788
44_2_46_p0,4.994,2.861
44_2_47_p0,2.17,2.537
44_2_48_p0,2.79,1.462
44_2_49_p0,2.072,1.905
44_2_50_p0,3.13,3.555
44_2_51_p0,2.458,1.889
44_2_55_p1,2.255,2.504
44_2_56_p1,1.739,3.54
44_2_57_p1,1.115,1.734
44_2_58_p1,1.012,5.635
44_2_59_p1,2.692,2.698
44_2_60_p1,2.438,0.516
44_2_61_p1,1.597,5.004
44_2_62_p1,1.309,2.086
44_2_63_p1,4.756,2.256
44_2_64_p1,1.559,2.082
44_2_65_p1,2.149,2.46
44_2_66_p1,5.563,0.619
44_2_67_p1,3.166,1.467
44_2_72_p0,4.28,4.162
44_2_73_p0,2.998,2.133
44_2_74_p0,5.284,2.536
44_2_75_p0,4.999,3.453
44_2_76_p0,4.74,0.576
44_2_77_p0,3.014,2.776
44_2_78_p0,2.46,2.855
44_2_79_p0,2.417,2.134
44_2_80_p0,1.858,2.456
44_2_81_p0,3.316,1.344
44_2_82_p0,3.462,3.546
44_2_83_p0,2.447,3.858
44_2_84_p0,12.6,3.039
44_2_85_p0,4.327,3.329
44_2_86_p0,1.505,1.315
44_2_87_p0,3.363,1.755
44_2_88_p0,1.462,3.672
44_2_91_p1,7.743,5.197
44_2_92_p1,1.88,3.883
44_2_93_p1,5.472,1.635
44_2_94_p1,1.37,2.734
44_2_95_p1,1.399,7.953
44_2_96_p1,2.431,0.982
44_2_97_p1,4.446,1.752
44_2_98_p1,3.742,4.551
44_2_99_p1,4.148,0.597
44_2_100_p1,1.641,2.968
44_2_101_p1,9.216,1.521
44_2_102_p1,6.772,1.065
44_2_103_p1,4.55,9.044
44_2_104_p1,1.552,4.578
44_2_105_p1,1.635,6.882
44_2_106_p1,1.362,2.662
45_2_4_p0,11.614,12.753
45_2_5_p0,6.583,8.015
45_2_6_p0,12.167,7.38
45_2_7_p0,39.733,28.291
45_2_8_p0,8.918,18.479
45_2_9_p0,5.2,7.83
45_2_10_p0,4.167,3.103
45_2_11_p0,3.265,2.422
45_2_12_p0,4.388,6.154
45_2_13_p0,4.573,2.344
45_2_14_p0,3.249,2.413
45_2_15_p0,9.632,4.609
45_2_16_p0,14.79,6.009
45_2_17_p0,31.663,5.841
45_2_18_p0,52.145,5.069
45_2_19_p0,9.072,8.211
45_2_25_p1,3.397,10.912
45_2_26_p1,2.516,14.753
45_2_27_p1,4.08,2.841
45_2_28_p1,9.132,11.291
45_2_29_p1,2.561,9.719
45_2_30_p1,3.435,13.331
45_2_31_p1,5.106,3.36
45_2_32_p1,1.802,2.261
45_2_33_p1,1.724,1.349
45_2_34_p1,0.832,5.487
45_2_35_p1,2.218,10.758
45_2_36_p1,1.914,8.387
45_2_37_p1,2.423,6.339
45_2_38_p1,5.513,1.884
45_2_39_p1,1.567,10.343
45_2_40_p1,1.348,2.682
45_2_41_p1,1.893,5.29
45_2_42_p1,1.034,3.166
45_2_43_p1,1.353,1.379
45_2_48_p0,18.974,7.177
45_2_49_p0,18.05,4.544
45_2_50_p0,28.007,5.288
45_2_51_p0,12.399,3.526
45_2_52_p0,4.903,2.267
45_2_53_p0,22.217,1.285
45_2_54_p0,3.844,6.329
45_2_55_p0,9.083,0.855
45_2_56_p0,19.8,2.312
45_2_57_p0,4.209,4.41
45_2_58_p0,2.899,1.973
45_2_59_p0,6.758,2.404
45_2_60_p0,3.536,2.336
45_2_65_p1,1.165,3.076
45_2_66_p1,1.965,2.705
45_2_67_p1,1.17,2.894
45_2_68_p1,0.872,20.631
45_2_69_p1,2.118,4.044
45_2_70_p1,7.929,1.156
45_2_71_p1,15.19,1.376
45_2_72_p1,1.122,3.813
45_2_73_p1,1.509,2.744
45_2_74_p1,1.532,3.239
45_2_75_p1,1.822,13.988
45_2_76_p1,1.607,3.865
45_2_77_p1,1.204,3.011
45_2_78_p1,8.889,6.779
45_2_79_p1,1.443,1.632
45_2_82_p0,3.096,2.249
45_2_83_p0,8.257,7.33
45_2_84_p0,8.651,1.672
45_2_85_p0,5.977,14.837
45_2_86_p0,3.423,0.892
45_2_87_p0,17.143,2.329
45_2_88_p0,5.314,3.546
45_2_89_p0,6.505,1.719
45_2_90_p0,5.205,3.045
45_2_91_p0,2.634,0.913
45_2_92_p0,7.908,1.834
45_2_93_p0,4.627,0.644
45_2_94_p0,44.787,1.435
45_2_95_p0,3.008,2.822
45_2_96_p0,3.288,8.195
45_2_97_p0,10.981,2.338
45_2_98_p0,38.06,7.547
45_2_103_p1,0.934,3.278
45_2_104_p1,0.802,2.131
45_2_105_p1,1.111,2.832
45_2_106_p1,2.017,1.665
45_2_107_p1,5.498,2.415
45_2_108_p1,1.721,2.55
45_2_109_p1,1.101,2.777
45_2_110_p1,1.21,2.468
45_2_111_p1,1.501,3.794
45_2_112_p1,2.318,2.915
45_2_113_p1,1.912,3.823
45_2_114_p1,1.797,2.96
45_2_115_p1,1.241,7.02
46_2_2_p0,1.4,1.81
46_2_3_p0,1.262,1.336
46_2_4_p0,4.368,1.531
46_2_5_p0,11.637,2.213
46_2_6_p0,12.323,1.621
46_2_7_p0,7.493,2.96
46_2_8_p0,2.054,0.308
46_2_9_p0,1.791,1.578
46_2_10_p0,5.704,1.833
46_2_11_p0,1.793,1.195
46_2_12_p0,2.754,1.752
46_2_13_p0,1.826,1.806
46_2_16_p1,1.209,1.875
46_2_17_p1,2.105,1.415
46_2_18_p1,0.995,0.966
46_2_19_p1,2.415,1.66
46_2_20_p1,1.784,2.413
46_2_21_p1,6.792,2.019
46_2_22_p1,22.658,7.333
46_2_23_p1,1.045,2.095
46_2_24_p1,1.89,1.999
46_2_25_p1,2.66,2.133
46_2_32_p0,11.492,4.368
46_2_33_p0,13.079,1.11
46_2_34_p0,1.584,4.914
46_2_35_p0,3.336,2.426
46_2_36_p0,2.401,1.851
46_2_37_p0,2.149,1.283
46_2_38_p0,9.702,1.91
46_2_39_p0,2.604,4.184
46_2_40_p0,1.86,4.172
46_2_41_p0,16.973,2.804
46_2_42_p0,1.699,2.884
46_2_43_p0,2.883,0.677
46_2_44_p0,3.142,3.632
46_2_45_p0,8.346,9.363
46_2_46_p0,2.308,5.204
46_2_47_p0,21.533,3.805
46_2_48_p0,11.847,4.92
46_2_55_p1,1.18,2.842
46_2_56_p1,17.423,5.919
46_2_57_p1,8.651,1.567
46_2_58_p1,1.62,3.912
46_2_59_p1,1.375,1.669
46_2_60_p1,3.352,2.167
46_2_61_p1,2.009,4.219
46_2_62_p1,4.553,7.861
46_2_63_p1,1.439,1.662
46_2_64_p1,7.969,2.662
46_2_65_p1,4.519,0.237
46_2_66_p1,3.31,1.228
46_2_67_p1,12.961,2.066
46_2_68_p1,1.362,0.269
46_2_69_p1,1.568,2.136
46_2_70_p1,8.411,0.243
46_2_71_p1,4.339,1.284
46_2_72_p1,1.084,3.31
46_2_75_p0,1.38,1.913
46_2_76_p0,2.476,2.372
46_2_77_p0,1.596,1.261
46_2_78_p0,4.356,2.232
46_2_79_p0,5.826,0.961
46_2_80_p0,1.732,2.444
46_2_81_p0,5.865,1.513
46_2_82_p0,1.376,2.634
46_2_83_p0,1.972,1.412
46_2_84_p0,2.245,3.256
46_2_85_p0,2.177,1.706
46_2_86_p0,1.431,2.966
46_2_90_p1,1.532,1.728
46_2_91_p1,0.85,1.052
46_2_92_p1,1.795,1.84
46_2_93_p1,19.939,0.429
46_2_94_p1,2.633,1.624
46_2_95_p1,1.807,2.859
46_2_96_p1,1.835,1.866
46_2_97_p1,1.557,1.669
46_2_98_p1,1.881,1.698
46_2_99_p1,1.247,0.3
46_2_100_p1,2.934,1.877
46_2_101_p1,3.548,2.071
47_2_4_p0,6.351,4.988
47_2_5_p0,3.748,1.902
47_2_6_p0,3.295,2.679
47_2_7_p0,8.533,36.219
47_2_8_p0,11.742,4.781
47_2_9_p0,4.752,2.843
47_2_10_p0,3.597,2.955
47_2_11_p0,4.12,2.753
47_2_12_p0,3.987,1.061
47_2_13_p0,14.371,1.391
47_2_14_p0,10.946,2.907
47_2_15_p0,8.539,2.618
47_2_16_p0,2.889,2.358
47_2_17_p0,4.453,3.926
47_2_21_p1,1.808,2.596
47_2_22_p1,6.43,1.012
47_2_23_p1,3.791,4.92
47_2_24_p1,1.883,2.765
47_2_25_p1,1.779,3.116
47_2_26_p1,2.736,4.708
47_2_27_p1,2.377,1.508
47_2_28_p1,3.006,5.504
47_2_29_p1,2.947,3.216
47_2_30_p1,2.93,2.487
47_2_31_p1,1.319,6.063
47_2_32_p1,3.578,3.097
47_2_36_p0,3.311,1.653
47_2_37_p0,10.271,3.725
47_2_38_p0,8.025,0.294
47_2_39_p0,2.066,0.954
47_2_40_p0,12.495,4.747
47_2_41_p0,5.696,3.022
47_2_42_p0,2.842,1.705
47_2_43_p0,2.553,1.979
47_2_44_p0,2.829,1.445
47_2_45_p0,5.065,2.458
