TrialID,response_time_sec,prep_time_sec
19_2_68_p1,4.461,1.406
19_2_69_p1,2.156,2.814
19_2_70_p1,2.013,4.189
19_2_71_p1,2.414,2.737
19_2_75_p0,4.039,2.608
19_2_76_p0,0.936,5.726
19_2_77_p0,3.522,4.19
19_2_78_p0,2.545,4.194
19_2_79_p0,4.059,2.819
19_2_80_p0,2.111,0.526
19_2_81_p0,2.616,1.289
19_2_82_p0,9.64,4.114
19_2_83_p0,12.654,3.373
19_2_84_p0,1.829,2.981
19_2_85_p0,2.012,7.828
19_2_86_p0,1.695,0.675
19_2_87_p0,2.646,2.886
19_2_88_p0,1.619,5.16
19_2_89_p0,8.012,5.268
19_2_92_p1,4.881,3.592
19_2_93_p1,5.711,0.843
19_2_94_p1,1.448,4.631
19_2_95_p1,2.25,3.535
19_2_96_p1,1.376,1.761
19_2_97_p1,2.183,3.523
19_2_98_p1,1.523,1.416
19_2_99_p1,2.141,2.116
19_2_100_p1,1.984,1.213
19_2_101_p1,1.416,1.15
19_2_102_p1,1.7,2.007
19_2_103_p1,1.935,1.775
19_2_104_p1,1.584,1.954
19_2_105_p1,1.604,2.867
1_2_4_p0,11.632,6.345
1_2_5_p0,16.222,7.337
1_2_6_p0,15.865,9.23
1_2_7_p0,7.658,2.564
1_2_8_p0,26.523,1.056
1_2_9_p0,12.457,1.274
1_2_10_p0,9.703,3.396
1_2_11_p0,19.883,1.21
1_2_12_p0,22.322,1.629
1_2_13_p0,2.537,3.765
1_2_14_p0,12.645,5.037
1_2_15_p0,23.818,0.299
1_2_16_p0,23.218,13.834
1_2_17_p0,21.83,1.002
1_2_18_p0,25.852,0.671
1_2_19_p0,6.406,13.5
1_2_20_p0,25.269,14.071
1_2_21_p0,35.169,9.259
1_2_22_p0,3.972,3.169
1_2_29_p1,7.254,4.609
1_2_30_p1,3.391,1.028
1_2_31_p1,15.573,10.925
1_2_32_p1,9.328,16.427
1_2_33_p1,9.632,11.785
1_2_34_p1,2.102,8.744
1_2_35_p1,3.149,7.366
1_2_36_p1,2.968,22.52
1_2_37_p1,15.637,14.571
1_2_38_p1,4.622,30.041
1_2_39_p1,9.97,15.352
1_2_40_p1,10.768,7.03
1_2_41_p1,3.636,11.784
1_2_42_p1,2.124,6.451
1_2_43_p1,3.25,2.082
1_2_44_p1,3.559,11.357
1_2_45_p1,2.112,1.877
1_2_46_p1,7.701,5.777
1_2_47_p1,12.823,2.486
1_2_48_p1,2.808,7.504
1_2_49_p1,16.062,9.98
1_2_54_p0,4.41,5.413
1_2_55_p0,6.199,3.096
1_2_56_p0,3.532,0.917
1_2_57_p0,11.656,2.87
1_2_58_p0,7.413,2.862
1_2_59_p0,3.497,3.029
1_2_60_p0,9.493,2.751
1_2_61_p0,10.858,1.52
1_2_62_p0,7.707,8.448
1_2_63_p0,14.785,3.228
1_2_64_p0,2.091,3.706
1_2_65_p0,17.035,3.37
1_2_66_p0,7.143,1.839
1_2_67_p0,4.525,3.051
1_2_68_p0,2.65,3.428
1_2_69_p0,6.042,3.712
1_2_70_p0,14.6,3.781
1_2_71_p0,11.694,3.507
1_2_78_p1,6.62,15.444
1_2_79_p1,6.452,12.236
1_2_80_p1,6.741,7.57
1_2_81_p1,12.522,18.868
1_2_82_p1,1.4,2.553
1_2_83_p1,2.525,10.957
1_2_84_p1,4.129,2.052
1_2_85_p1,15.378,16.098
1_2_86_p1,4.688,4.769
1_2_87_p1,23.177,4.185
1_2_88_p1,2.866,12.725
1_2_89_p1,5.975,7.221
1_2_90_p1,2.172,12.702
1_2_91_p1,5.567,8.943
1_2_92_p1,1.35,4.747
1_2_96_p0,4.747,3.952
1_2_97_p0,4.941,0.939
1_2_98_p0,3.399,6.748
1_2_99_p0,1.882,2.626
1_2_100_p0,2.809,2.195
1_2_101_p0,15.508,1.197
1_2_102_p0,3.342,4.424
1_2_103_p0,2.229,2.61
1_2_104_p0,3.33,2.172
1_2_105_p0,4.283,1.674
1_2_106_p0,9.338,4.788
1_2_107_p0,3.232,1.612
1_2_112_p1,7.284,8.754
1_2_113_p1,9.615,7.453
1_2_114_p1,2.493,3.732
1_2_115_p1,13.088,10.648
1_2_116_p1,2.338,4.736
1_2_117_p1,2.625,2.817
1_2_118_p1,4.462,3.212
1_2_119_p1,3.615,2.353
1_2_120_p1,2.511,9.351
1_2_121_p1,2.836,1.626
1_2_122_p1,1.812,4.414
1_2_123_p1,18.365,7.319
1_2_124_p1,4.777,5.05
1_2_125_p1,14.457,3.869
20_2_3_p0,6.151,4.236
20_2_4_p0,2.566,0.864
20_2_5_p0,4.823,1.345
20_2_6_p0,2.608,3.124
20_2_7_p0,2.214,0.757
20_2_8_p0,13.94,1.07
20_2_9_p0,3.323,3.283
20_2_10_p0,3.747,1.462
20_2_11_p0,1.576,0.751
20_2_12_p0,4.234,5.77
20_2_13_p0,2.802,0.975
20_2_14_p0,2.865,1.079
20_2_15_p0,2.05,4.097
20_2_16_p0,18.485,0.727
20_2_17_p0,2.764,1.544
20_2_18_p0,2.88,1.214
20_2_19_p0,2.874,0.667
20_2_20_p0,19.224,0.925
20_2_21_p0,5.331,1.157
20_2_24_p1,2.016,4.278
20_2_25_p1,2.255,3.667
20_2_26_p1,4.064,0.925
20_2_27_p1,1.686,3.785
20_2_28_p1,10.928,3.945
20_2_29_p1,11.604,5.021
20_2_30_p1,2.068,10.991
20_2_31_p1,13.294,4.813
20_2_32_p1,22.624,4.759
20_2_33_p1,3.674,6.103
20_2_34_p1,2.782,1.728
20_2_35_p1,1.695,8.093
20_2_36_p1,3.855,2.572
20_2_37_p1,1.264,3.233
20_2_38_p1,2.079,3.232
20_2_39_p1,4.111,11.219
20_2_40_p1,6.506,13.151
20_2_41_p1,6.527,11.417
20_2_42_p1,2.519,8.551
20_2_46_p0,4.333,3.441
20_2_47_p0,3.061,12.371
20_2_48_p0,1.935,5.584
20_2_49_p0,1.462,4.605
20_2_50_p0,16.571,1.111
20_2_51_p0,2.586,1.777
20_2_52_p0,2.51,2.83
20_2_53_p0,3.3,0.504
20_2_54_p0,11.788,0.758
20_2_55_p0,8.308,7.567
20_2_56_p0,4.09,0.992
20_2_57_p0,2.836,0.747
20_2_58_p0,1.935,1.886
20_2_59_p0,15.874,1.499
20_2_60_p0,2.482,0.84
20_2_61_p0,7.34,0.968
20_2_66_p1,1.639,4.908
20_2_67_p1,0.715,2.394
20_2_68_p1,1.177,2.005
20_2_69_p1,1.381,1.022
20_2_70_p1,1.919,1.836
20_2_71_p1,1.625,2.368
20_2_72_p1,1.75,3.104
20_2_73_p1,1.93,1.173
20_2_74_p1,2.202,0.73
20_2_75_p1,10.247,2.833
20_2_76_p1,3.581,8.109
20_2_77_p1,0.993,5.178
20_2_78_p1,2.877,5.06
20_2_83_p0,1.987,2.121
20_2_84_p0,2.2,2.817
20_2_85_p0,2.048,0.804
20_2_86_p0,1.963,2.309
20_2_87_p0,2.043,2.409
20_2_88_p0,4.987,3.501
20_2_89_p0,2.082,2.38
20_2_90_p0,1.979,2.681
20_2_94_p1,6.65,6.756
20_2_95_p1,2.714,4.479
20_2_96_p1,10.923,2.244
20_2_97_p1,1.107,2.176
20_2_98_p1,6.215,2.403
20_2_99_p1,1.073,6.914
20_2_100_p1,1.285,3.812
20_2_101_p1,2.594,5.889
20_2_102_p1,0.896,1.793
20_2_103_p1,2.253,3.087
20_2_104_p1,3.741,3.087
20_2_105_p1,2.287,2.774
20_2_106_p1,6.126,5.593
20_2_107_p1,41.605,0.889
20_2_108_p1,18.862,5.089
22_2_4_p0,1.553,2.334
22_2_5_p0,3.523,1.001
22_2_6_p0,2.407,1.997
22_2_7_p0,1.758,1.789
22_2_8_p0,1.436,2.684
22_2_9_p0,1.687,1.293
22_2_10_p0,1.476,1.072
22_2_11_p0,1.123,1.74
22_2_12_p0,1.793,3.27
22_2_18_p1,5.224,4.365
22_2_19_p1,8.557,4.902
22_2_20_p1,3.242,8.364
22_2_21_p1,1.992,2.383
22_2_22_p1,3.133,0.826
22_2_23_p1,2.364,3.544
22_2_24_p1,2.41,2.321
22_2_25_p1,11.477,1.273
22_2_26_p1,2.503,2.345
22_2_27_p1,2.065,0.669
22_2_28_p1,2.475,2.107
22_2_29_p1,1.896,1.655
22_2_30_p1,3.177,0.682
22_2_31_p1,3.327,1.883
22_2_32_p1,1.821,1.276
22_2_33_p1,2.945,2.761
22_2_38_p0,5.456,2.948
22_2_39_p0,6.384,0.875
22_2_40_p0,7.077,1.139
22_2_41_p0,6.021,5.63
22_2_42_p0,1.623,0.856
22_2_43_p0,5.296,3.479
22_2_44_p0,1.241,2.637
22_2_45_p0,5.259,3.584
22_2_46_p0,7.086,1.042
22_2_47_p0,1.473,2.165
22_2_48_p0,2.476,2.65
22_2_49_p0,1.835,0.732
22_2_50_p0,14.346,1.817
22_2_51_p0,2.743,2.582
22_2_52_p0,1.25,2.948
22_2_53_p0,11.9,1.222
22_2_54_p0,3.005,4.532
22_2_61_p1,1.829,4.423
22_2_62_p1,8.022,2.024
22_2_63_p1,2.404,1.451
22_2_64_p1,1.864,4.095
22_2_65_p1,1.134,2.814
22_2_66_p1,2.032,7.323
22_2_67_p1,3.1,0.956
22_2_68_p1,4.708,0.97
22_2_69_p1,1.743,2.67
22_2_70_p1,3.091,1.447
22_2_71_p1,1.518,5.434
22_2_72_p1,5.42,5.453
22_2_73_p1,4.291,1.516
22_2_74_p1,7.74,2.868
22_2_75_p1,2.245,3.192
22_2_76_p1,1.7,0.524
22_2_81_p0,1.318,2.842
22_2_82_p0,10.655,1.447
22_2_83_p0,2.156,2.686
22_2_84_p0,6.944,1.479
22_2_85_p0,15.044,2.565
22_2_86_p0,4.857,4.148
22_2_87_p0,6.993,3.943
22_2_88_p0,3.776,2.374
22_2_89_p0,2.511,0.867
22_2_90_p0,2.475,1.195
22_2_91_p0,6.379,2.462
22_2_92_p0,1.355,1.167
22_2_93_p0,3.695,3.952
22_2_94_p0,5.238,2.405
22_2_95_p0,19.985,0.705
22_2_100_p1,2.013,2.505
22_2_101_p1,2.241,0.82
22_2_102_p1,2.226,2.197
22_2_103_p1,10.188,0.842
22_2_104_p1,3.164,2.352
22_2_105_p1,1.956,1.318
22_2_106_p1,3.631,2.413
22_2_107_p1,2.136,0.874
22_2_108_p1,2.8,0.936
22_2_109_p1,2.571,2.417
22_2_110_p1,9.429,1.661
22_2_111_p1,1.424,2.067
22_2_112_p1,2.546,2.619
22_2_113_p1,1.774,1.992
23_2_2_p0,2.348,1.448
23_2_3_p0,1.664,0.84
23_2_4_p0,2.892,1.178
23_2_5_p0,7.862,1.392
23_2_6_p0,3.781,1.156
23_2_7_p0,10.374,0.652
23_2_8_p0,2.89,0.776
23_2_9_p0,2.815,1.114
23_2_10_p0,9.142,1.23
23_2_11_p0,8.057,0.599
23_2_12_p0,3.406,1.378
23_2_13_p0,4.845,1.012
23_2_14_p0,11.635,0.817
23_2_15_p0,12.713,1.06
23_2_16_p0,3.765,1.649
23_2_17_p0,8.088,1.288
23_2_18_p0,3.117,1.544
23_2_24_p1,2.479,1.152
23_2_25_p1,4.141,3.453
23_2_26_p1,3.94,0.962
23_2_27_p1,2.126,1.862
23_2_28_p1,4.062,2.003
23_2_29_p1,2.501,3.429
23_2_30_p1,2.551,2.952
23_2_31_p1,2.189,1.76
23_2_32_p1,1.857,1.339
23_2_38_p0,2.177,1.551
23_2_39_p0,4.766,1.454
23_2_40_p0,2.976,2.469
23_2_41_p0,4.119,0.773
23_2_42_p0,5.137,3.241
23_2_43_p0,10.273,1.256
23_2_44_p0,6.046,0.518
23_2_45_p0,3.22,3.365
23_2_46_p0,10.826,0.905
23_2_47_p0,11.488,1.579
23_2_48_p0,9.925,1.151
23_2_49_p0,3.027,2.087
23_2_50_p0,6.985,3.719
23_2_51_p0,17.711,0.581
23_2_52_p0,10.516,0.759
23_2_59_p1,2.36,2.811
23_2_60_p1,10.454,0.901
23_2_61_p1,4.284,0.82
23_2_62_p1,8.243,5.111
23_2_63_p1,1.932,3.647
23_2_64_p1,11.828,8.818
23_2_65_p1,5.878,0.616
23_2_66_p1,15.395,1.528
23_2_67_p1,3.31,2.89
23_2_68_p1,2.502,1.177
23_2_69_p1,9.767,2.83
23_2_70_p1,3.381,6.439
23_2_71_p1,15.637,3.242
23_2_72_p1,2.55,7.603
23_2_73_p1,3.775,3.813
23_2_74_p1,4.886,2.184
23_2_75_p1,5.231,1.127
23_2_76_p1,3.016,0.996
23_2_81_p0,2.116,1.515
23_2_82_p0,4.148,1.049
23_2_83_p0,1.875,0.81
23_2_84_p0,3.53,1.041
23_2_85_p0,3.878,1.085
23_2_86_p0,3.739,1.85
23_2_87_p0,3.121,1.258
23_2_88_p0,2.745,0.612
23_2_89_p0,4.523,0.992
23_2_90_p0,3.132,1.442
23_2_91_p0,1.895,1.143
23_2_92_p0,2.655,1.068
23_2_96_p1,3.023,1.966
23_2_97_p1,3.673,0.985
23_2_98_p1,2.343,1.287
23_2_99_p1,1.883,3.284
23_2_100_p1,4.458,3.241
23_2_101_p1,1.442,2.127
23_2_102_p1,1.493,3.394
23_2_103_p1,1.795,0.952
23_2_104_p1,1.54,1.961
23_2_105_p1,1.561,2.734
23_2_106_p1,6.595,0.823
23_2_107_p1,2.576,0.689
23_2_108_p1,1.743,1.665
24_2_5_p0,41.251,4.579
24_2_6_p0,3.618,14.514
24_2_7_p0,2.848,24.319
24_2_8_p0,10.263,0.514
24_2_9_p0,4.756,8.038
24_2_10_p0,7.073,22.847
24_2_11_p0,11.597,7.108
24_2_12_p0,3.669,12.458
24_2_13_p0,5.188,17.72
24_2_14_p0,6.104,29.6
24_2_15_p0,63.059,6.515
24_2_16_p0,8.753,5.239
24_2_17_p0,14.005,6.122
24_2_18_p0,2.196,20.125
24_2_19_p0,2.69,30.408
24_2_20_p0,6.811,0.433
24_2_21_p0,2.336,17.576
24_2_26_p1,3.964,11.222
24_2_27_p1,1.778,0.891
24_2_28_p1,6.879,1.034
24_2_29_p1,4.351,7.856
24_2_30_p1,14.904,12.105
24_2_31_p1,6.59,17.038
24_2_32_p1,14.077,5.255
24_2_33_p1,3.667,4.836
24_2_34_p1,1.905,10.093
24_2_35_p1,7.308,4.263
24_2_36_p1,6.196,3.267
24_2_37_p1,11.41,12.559
24_2_38_p1,4.933,9.43
24_2_39_p1,19.94,6.443
24_2_40_p1,12.429,10.836
24_2_41_p1,2.915,5.371
24_2_42_p1,3.538,6.8
24_2_43_p1,5.954,14.285
24_2_44_p1,4.737,4.824
24_2_45_p1,2.621,9.412
24_2_46_p1,7.99,10.105
24_2_52_p0,1.902,3.959
24_2_53_p0,1.627,0.817
24_2_54_p0,4.211,1.886
24_2_55_p0,11.0,2.971
24_2_56_p0,4.865,7.55
24_2_57_p0,2.49,0.797
24_2_58_p0,2.168,3.436
24_2_59_p0,12.995,15.45
24_2_60_p0,15.501,4.151
24_2_61_p0,1.876,5.009
24_2_62_p0,1.74,10.161
24_2_63_p0,1.739,1.966
24_2_64_p0,2.589,1.761
24_2_65_p0,22.456,3.019
24_2_66_p0,2.873,2.638
24_2_67_p0,3.741,1.699
24_2_68_p0,10.874,0.831
24_2_72_p1,2.935,2.449
24_2_73_p1,2.388,0.91
24_2_74_p1,2.386,2.064
24_2_75_p1,4.69,0.948
24_2_76_p1,2.264,3.893
24_2_77_p1,5.184,2.853
24_2_78_p1,1.997,0.757
24_2_79_p1,2.312,3.555
24_2_80_p1,2.359,6.702
24_2_81_p1,2.099,3.112
24_2_82_p1,1.566,1.949
24_2_83_p1,1.544,0.838
24_2_84_p1,4.94,1.098
24_2_90_p0,3.506,3.852
24_2_91_p0,3.3,0.585
24_2_92_p0,4.391,2.423
24_2_93_p0,2.845,2.806
24_2_94_p0,2.754,2.188
24_2_95_p0,2.833,0.829
24_2_96_p0,3.25,0.892
24_2_97_p0,8.145,1.273
24_2_98_p0,2.739,2.373
24_2_99_p0,2.55,4.868
24_2_100_p0,8.016,0.471
24_2_101_p0,13.421,1.172
24_2_102_p0,6.246,4.724
24_2_103_p0,8.282,0.727
24_2_104_p0,2.927,8.26
24_2_105_p0,3.704,14.859
24_2_106_p0,4.187,9.277
24_2_110_p1,1.181,1.6
24_2_111_p1,4.515,1.215
24_2_112_p1,2.312,15.231
24_2_113_p1,5.507,9.185
24_2_114_p1,3.65,3.419
24_2_115_p1,6.994,0.804
24_2_116_p1,1.67,3.578
24_2_117_p1,2.062,6.283
24_2_118_p1,2.416,0.671
24_2_119_p1,9.464,5.031
24_2_120_p1,5.169,1.0
24_2_121_p1,5.688,2.422
26_2_6_p0,3.249,5.739
26_2_7_p0,30.606,3.83
26_2_8_p0,8.289,25.257
26_2_9_p0,2.956,2.84
26_2_10_p0,1.836,2.8
26_2_11_p0,11.109,5.575
26_2_12_p0,10.73,6.513
26_2_13_p0,4.752,9.123
26_2_14_p0,3.166,7.675
26_2_15_p0,5.801,5.946
26_2_16_p0,4.11,22.738
26_2_17_p0,2.71,2.607
26_2_18_p0,5.279,2.287
26_2_19_p0,4.045,1.747
26_2_20_p0,2.991,0.799
26_2_26_p1,2.311,7.674
26_2_27_p1,8.812,6.311
26_2_28_p1,4.206,3.688
26_2_29_p1,1.586,5.089
26_2_30_p1,2.009,19.297
26_2_31_p1,1.763,5.368
26_2_32_p1,3.105,7.673
26_2_33_p1,17.691,5.284
26_2_34_p1,8.198,14.29
26_2_35_p1,2.328,11.548
26_2_36_p1,7.77,13.625
26_2_37_p1,2.769,10.085
26_2_38_p1,3.346,6.182
26_2_39_p1,3.154,0.766
26_2_40_p1,3.466,5.888
26_2_44_p0,5.317,3.435
26_2_45_p0,5.406,2.713
26_2_46_p0,3.296,1.595
26_2_47_p0,2.1,3.318
26_2_48_p0,3.048,0.781
26_2_49_p0,3.756,1.366
26_2_50_p0,4.414,1.169
26_2_51_p0,1.733,2.316
26_2_52_p0,1.776,2.176
26_2_53_p0,1.996,5.258
26_2_54_p0,3.825,4.038
26_2_55_p0,6.794,8.863
26_2_56_p0,2.37,5.112
26_2_57_p0,2.652,1.814
26_2_58_p0,2.064,2.01
26_2_59_p0,2.045,2.468
26_2_60_p0,2.656,3.776
26_2_61_p0,2.307,8.404
26_2_65_p1,1.953,2.692
26_2_66_p1,2.708,2.344
26_2_67_p1,3.842,3.827
26_2_68_p1,2.592,6.081
26_2_69_p1,3.463,3.789
26_2_70_p1,3.459,5.83
26_2_71_p1,3.748,10.769
26_2_72_p1,3.336,6.394
26_2_73_p1,2.726,21.193
26_2_74_p1,2.345,3.112
26_2_75_p1,2.936,2.027
26_2_76_p1,5.422,3.814
26_2_77_p1,3.08,1.729
26_2_78_p1,4.981,2.439
26_2_83_p0,1.811,4.023
26_2_84_p0,6.404,4.81
26_2_85_p0,3.166,1.968
26_2_86_p0,6.523,0.903
26_2_87_p0,14.596,11.35
26_2_88_p0,5.929,1.1
26_2_89_p0,5.257,4.972
26_2_90_p0,6.975,5.434
26_2_91_p0,9.218,1.272
26_2_92_p0,40.971,0.595
26_2_93_p0,2.389,7.593
26_2_94_p0,3.152,2.133
26_2_95_p0,1.25,0.722
26_2_96_p0,2.524,0.707
26_2_97_p0,4.572,1.256
26_2_98_p0,5.059,4.116
26_2_103_p1,10.181,5.542
26_2_104_p1,2.359,4.722
26_2_105_p1,2.388,3.858
26_2_106_p1,5.935,2.699
26_2_107_p1,6.562,3.008
26_2_108_p1,1.969,2.755
26_2_109_p1,3.248,4.793
26_2_110_p1,3.053,1.25
26_2_111_p1,2.022,3.431
26_2_112_p1,2.394,2.017
26_2_113_p1,3.581,2.639
26_2_114_p1,1.984,3.839
26_2_115_p1,2.909,2.49
27_2_3_p0,1.995,4.188
27_2_4_p0,2.188,4.575
27_2_5_p0,2.601,3.227
27_2_6_p0,6.97,5.956
27_2_7_p0,4.416,2.718
27_2_8_p0,2.815,2.336
27_2_9_p0,2.377,2.742
27_2_10_p0,5.087,1.946
27_2_14_p1,0.99,2.821
27_2_15_p1,2.657,2.527
27_2_16_p1,1.48,1.81
27_2_17_p1,1.016,3.661
27_2_18_p1,1.195,3.422
27_2_19_p1,2.224,1.49
27_2_20_p1,2.394,1.959
27_2_21_p1,1.031,3.556
27_2_22_p1,1.284,1.385
27_2_23_p1,1.405,0.867
27_2_24_p1,1.207,2.796
27_2_25_p1,1.586,1.678
27_2_26_p1,1.581,1.609
27_2_27_p1,2.727,1.914
27_2_28_p1,1.083,0.273
27_2_31_p0,5.181,1.469
27_2_32_p0,4.462,0.795
27_2_33_p0,6.517,3.956
27_2_34_p0,2.453,6.039
27_2_35_p0,2.71,2.423
27_2_36_p0,3.684,0.579
27_2_37_p0,2.01,1.351
27_2_38_p0,4.787,5.785
27_2_39_p0,1.702,1.982
27_2_40_p0,10.954,0.312
27_2_41_p0,4.584,2.402
27_2_42_p0,2.886,0.742
27_2_43_p0,2.538,1.582
27_2_48_p1,7.566,2.462
27_2_49_p1,2.011,1.215
27_2_50_p1,3.426,2.264
27_2_51_p1,1.373,3.06
27_2_52_p1,1.221,1.625
27_2_53_p1,2.322,2.428
27_2_54_p1,2.893,2.887
27_2_55_p1,6.589,1.164
27_2_56_p1,2.184,1.288
27_2_57_p1,1.317,1.96
27_2_58_p1,3.115,1.493
27_2_59_p1,2.39,2.136
27_2_60_p1,1.06,0.923
27_2_61_p1,1.445,1.878
27_2_66_p0,1.616,2.01
27_2_67_p0,5.362,5.678
27_2_68_p0,2.701,5.977
27_2_69_p0,9.911,0.794
27_2_70_p0,3.932,4.59
27_2_71_p0,10.441,7.482
27_2_72_p0,4.121,1.398
27_2_73_p0,8.577,3.439
27_2_74_p0,12.601,4.073
27_2_75_p0,6.145,5.935
27_2_76_p0,5.442,10.219
27_2_77_p0,4.178,5.675
27_2_78_p0,18.777,1.361
27_2_79_p0,1.291,4.05
27_2_80_p0,3.95,1.898
27_2_81_p0,5.776,2.024
27_2_82_p0,2.236,2.308
27_2_89_p1,3.101,1.978
27_2_90_p1,1.396,1.171
27_2_91_p1,1.399,2.409
27_2_92_p1,2.689,0.838
27_2_93_p1,1.185,0.756
27_2_94_p1,3.591,3.711
27_2_95_p1,14.005,0.493
27_2_96_p1,1.29,0.953
27_2_97_p1,4.455,4.06
27_2_98_p1,1.272,1.397
27_2_99_p1,1.435,2.806
27_2_100_p1,0.902,1.65
27_2_101_p1,3.464,2.284
27_2_102_p1,1.652,1.315
27_2_103_p1,1.455,1.796
28_2_2_p0,4.148,3.942
28_2_3_p0,2.492,13.454
28_2_4_p0,3.002,2.556
28_2_5_p0,1.86,3.103
28_2_6_p0,1.875,3.705
28_2_7_p0,9.941,3.323
28_2_8_p0,19.158,11.317
28_2_9_p0,2.014,3.131
28_2_10_p0,1.805,1.603
28_2_11_p0,1.614,2.345
28_2_16_p1,1.707,1.13
28_2_17_p1,2.252,1.241
28_2_18_p1,1.624,2.274
28_2_19_p1,2.492,5.433
28_2_20_p1,2.822,1.131
28_2_21_p1,9.137,0.705
28_2_22_p1,4.817,0.673
28_2_23_p1,1.807,2.782
28_2_24_p1,3.995,2.813
28_2_29_p0,2.225,3.56
28_2_30_p0,7.978,4.142
28_2_31_p0,18.359,1.304
28_2_32_p0,4.755,3.819
28_2_33_p0,22.596,2.434
28_2_34_p0,19.21,8.801
28_2_35_p0,1.737,11.36
28_2_36_p0,1.951,10.355
28_2_37_p0,3.465,1.255
28_2_38_p0,2.725,5.066
28_2_39_p0,13.956,5.735
28_2_40_p0,9.008,20.155
28_2_41_p0,2.394,6.251
28_2_42_p0,2.755,1.269
28_2_43_p0,4.068,2.417
28_2_44_p0,1.79,2.365
28_2_51_p1,5.922,2.734
28_2_52_p1,4.223,7.713
28_2_53_p1,5.823,1.801
28_2_54_p1,3.167,3.07
28_2_55_p1,4.245,0.696
28_2_56_p1,3.765,0.935
28_2_57_p1,3.393,2.703
28_2_58_p1,9.862,0.869
28_2_59_p1,41.007,0.452
28_2_60_p1,5.786,4.994
28_2_61_p1,1.578,1.115
28_2_62_p1,6.178,3.116
28_2_63_p1,34.237,4.349
28_2_64_p1,10.64,7.236
28_2_65_p1,11.455,2.06
28_2_66_p1,2.597,3.455
28_2_67_p1,11.646,6.756
28_2_68_p1,19.48,7.207
28_2_69_p1,3.577,2.046
28_2_75_p0,7.367,8.977
28_2_76_p0,8.759,3.566
28_2_77_p0,2.638,4.321
28_2_78_p0,2.498,2.986
28_2_79_p0,1.494,2.379
28_2_80_p0,1.529,2.752
28_2_81_p0,1.945,2.666
28_2_82_p0,1.776,2.923
28_2_83_p0,2.202,0.821
28_2_84_p0,2.021,1.507
28_2_85_p0,2.097,1.273
28_2_86_p0,2.226,1.496
28_2_90_p1,1.685,2.581
28_2_91_p1,2.063,2.73
28_2_92_p1,4.872,2.082
28_2_93_p1,2.15,3.136
28_2_94_p1,2.779,2.097
28_2_95_p1,3.747,5.707
28_2_96_p1,1.891,0.967
28_2_97_p1,19.111,6.078
28_2_98_p1,2.332,2.781
28_2_99_p1,3.802,2.359
29_2_3_p0,3.412,2.259
29_2_4_p0,3.715,2.734
29_2_5_p0,4.07,3.337
29_2_6_p0,3.544,2.02
29_2_7_p0,6.056,1.059
29_2_8_p0,2.881,2.003
29_2_9_p0,3.448,6.954
29_2_10_p0,3.365,1.061
29_2_11_p0,6.058,4.647
29_2_12_p0,4.113,2.826
29_2_13_p0,2.624,3.563
29_2_14_p0,2.708,1.891
29_2_19_p1,2.194,3.474
29_2_20_p1,2.695,0.974
29_2_21_p1,4.841,0.795
29_2_22_p1,3.188,2.51
29_2_23_p1,3.39,0.763
29_2_24_p1,3.541,1.163
29_2_25_p1,4.164,2.001
29_2_26_p1,1.868,2.124
29_2_27_p1,4.038,2.86
29_2_28_p1,4.706,2.455
29_2_29_p1,4.118,2.023
29_2_34_p0,2.348,2.231
29_2_35_p0,2.948,2.988
29_2_36_p0,3.368,3.196
29_2_37_p0,14.716,3.022
29_2_38_p0,3.01,1.61
29_2_39_p0,2.732,3.405
29_2_40_p0,2.106,1.054
29_2_41_p0,1.466,2.735
29_2_42_p0,2.954,2.599
29_2_43_p0,5.932,1.41
29_2_44_p0,2.887,1.236
29_2_45_p0,2.667,3.678
29_2_46_p0,2.85,1.161
29_2_47_p0,1.961,1.058
29_2_48_p0,5.422,4.582
29_2_49_p0,2.131,1.404
29_2_50_p0,3.566,2.104
29_2_55_p1,3.488,2.243
29_2_56_p1,5.506,1.873
29_2_57_p1,4.773,0.659
29_2_58_p1,13.077,3.755
29_2_59_p1,3.447,1.427
29_2_60_p1,5.775,5.652
29_2_61_p1,4.945,2.494
29_2_62_p1,2.681,1.453
29_2_63_p1,1.882,4.965
29_2_64_p1,10.786,2.715
29_2_65_p1,1.438,3.078
29_2_66_p1,6.072,0.772
29_2_67_p1,3.657,7.904
29_2_68_p1,1.276,1.482
29_2_69_p1,5.157,0.91
29_2_70_p1,2.827,0.769
29_2_71_p1,2.343,3.389
29_2_75_p0,4.574,5.203
29_2_76_p0,1.203,2.148
29_2_77_p0,2.306,2.404
29_2_78_p0,3.647,13.303
29_2_79_p0,2.534,3.691
29_2_80_p0,17.53,2.76
29_2_81_p0,3.29,2.19
29_2_82_p0,2.309,1.781
29_2_83_p0,4.392,2.288
29_2_84_p0,3.141,1.544
29_2_85_p0,2.999,3.323
29_2_88_p1,1.814,2.321
29_2_89_p1,1.271,2.057
29_2_90_p1,6.833,1.944
29_2_91_p1,3.755,0.933
29_2_92_p1,9.221,2.802
29_2_93_p1,4.815,3.603
29_2_94_p1,6.591,3.199
29_2_95_p1,10.098,4.11
29_2_96_p1,3.181,0.89
29_2_97_p1,3.452,1.289
29_2_98_p1,2.517,2.108
29_2_99_p1,2.546,1.646
2_2_4_p0,7.805,5.923
2_2_5_p0,2.107,0.392
2_2_6_p0,13.925,8.775
