time_ms,confidence_movement,smoothed_confidence
0,0.0,0.0
1,0.0,0.004783373942003017
2,0.0,0.009503808753190204
3,0.0,0.014162538534165794
4,0.0,0.01876076533097287
5,0.0,0.023299660169111468
6,0.0,0.02778036404778675
7,0.0,0.03220398889616044
8,0.0,0.03657161849328889
9,0.0,0.04088430935334654
10,0.0,0.04514309157765347
11,0.0,0.04934896967495038
12,0.0,0.053502923351292996
13,0.0,0.057605908270870684
14,0.0,0.06165885678899011
15,0.0,0.06566267865840504
16,0.0,0.06961826171011619
17,0.0,0.07352647250971105
18,0.0,0.0773881569902631
19,0.0,0.08131279365542043
20,0.0,0.0851912581245171
21,0.0,0.08902436043608046
22,0.0,0.09281289179053262
23,0.0,0.0967087819699186
24,0.0,0.10055989180241506
25,0.0,0.10436698895111157
26,0.0,0.10813082363220926
27,0.0,0.11185212910787083
28,0.0,0.11553162216245755
29,0.0,0.11917000356280305
30,0.0,0.12276795850314473
31,0.0,0.12632615703530584
32,0.0,0.12984525448469594
33,0.0,0.13332589185267196
34,0.0,0.13676869620577864
35,0.0,0.1401742810523653
36,0.0,0.14354324670705312
37,0.0,0.14687618064350902
38,0.0,0.15017365783596007
39,0.0,0.15343624108986664
40,0.0,0.15666448136215316
41,0.0,0.15985891807137909
42,0.0,0.16302007939821725
43,0.0,0.16621633484456907
44,0.0,0.1693796392038451
45,0.0,0.17251049941584654
46,0.0,0.17560941207466424
47,0.0,0.17877919776942333
48,0.0,0.18191696542686156
49,0.0,0.18502319773095874
50,0.0,0.18809836771201496
51,0.0,0.19114293898679202
52,0.0,0.19415736599152175
53,0.0,0.19714209420802759
54,0.0,0.2000975603831951
55,0.0,0.20302419274201952
56,0.0,0.2059224111944476
57,0.0,0.20879262753622418
58,0.0,0.21163524564394517
59,0.0,0.21445066166451102
60,0.0,0.21723926419916667
61,0.0,0.22000143448230902
62,0.0,0.22273754655523303
63,0.0,0.22544796743498408
64,0.0,0.22813305727847574
65,0.0,0.23079316954202794
66,0.0,0.2334286511364732
67,0.0,0.2360633070454469
68,0.0,0.2386737917992924
69,0.0,0.24126043650972379
70,0.0,0.24382356626824217
71,0.0,0.24641164430925738
72,0.0,0.24897640633188503
73,0.0,0.25151816600453397
74,0.0,0.2540372313943914
75,0.0,0.25653390509189455
76,0.0,0.25900848433189766
77,0.0,0.2614612611116364
78,0.0,0.263892522305588
79,0.0,0.2663025497773217
80,0.0,0.2686916204884316
81,0.0,0.27106000660464014
82,0.0,0.2734079755991572
83,0.0,0.2757357903533779
